cluster_id,Applicable Material,Base,Brand,Built,Capacity,Care Instructions,Category,Collection,Color,Compliance Standards,Construction,Control Type,Country of Origin,Depth,Diameter,Dimensions,Dirt Types,EAN,Energy Efficiency,Expiry,Finish,Freezer Capacity,Height,Length,Manufacturing Standard,Material,Model Number,Model Number Type,Mounting,Packaging Type,Packing Type,Power,Price,Product Type,Room,Scent,Series,Shape,Style,Thickness,UPC,Warranty,Weight,Width
1248232,,"['flue riser with shelf', '(1) convection oven']",,,,,,,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,['battery'],,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven']",,,,,
1248396,,['(2) cabinets'],,,,,,,,,,,,,,,,,,,['nsf'],['60 4 star saut burners'],['1075.00 Pound(s)'],,,,,,,,,,,['standard grates'],,['backriser with hi-shelf'],,,"['ultimate', 'restaurant']",,,,,
1249191,,['(2) standard ovens'],,,['48 griddle'],,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['oven'],,,,,,,,['standard grates'],,['backriser with hi-shelf'],,,"['restaurant', 'rear', 'standard ovens with battery', 'per']",,,,,
1250155,,['not included'],,,['54 - 85 cu. ft.'],,,,['per'],,,['solid'],,,,,,,,,,,['622.00 Pound(s)'],,,,,,,,,,,['half height doors'],,,,,"['ends', 'shelves']",,,,,
1250692,,"['flue riser with shelf', '(2) cabinets']",,,,,,,['ultimate'],,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['saut burners'],,,,,,,,"['standard grates', 'shelf 6']",,['backriser with hi-shelf'],,['rear'],['restaurant'],,,,,['60 3']
1251011,,['legs with boxed crossrails'],,,['18 gauge'],['stainless steel'],,,,,,,,,,,,,,,,,"['20 front', '184.00 Pound(s)', '8""']",,,['nsf'],,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with left hand drainboard', 'deep with']",,,,['27 f'],
1252407,,"['(1) standard oven, (1) cabinet']",,,,,,,['restaurant range gas'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['saut burners', 'battery']",,,,,,,,"['burners rear', 'left thermostatic', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,['60 3']
1253159,,"['left thermostatic', 'standard ovens', '(2) standard ovens']",,,,,,,,,,,,,,,,,,,"['legs', 'nsf']",,['1075.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['wavy grates'],,['backriser with hi-shelf'],,['restaurant'],['per'],,,,,
1256219,,['legs with boxed crossrails'],,,['18 gauge'],['stainless steel'],,,['regaline sink 3'],,,,,,,,,,,,['nsf'],,"['8""', '255.00 Pound(s)']",,,,,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with left hand', 'deep with']",,,,,
1257869,,"['(1) standard oven, (1) cabinet']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'rear', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1258473,,"['convection ovens', '(2) convection ovens']",,,,,,,"['ultimate', 'per oven']",,,,['front'],,,,,,,,['nsf'],"['60 4 star saut burners', '22 1 2']",['1075.00 Pound(s)'],,,"['battery', 'stainless steel']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,['restaurant'],,,,,
1260276,,"['(1) standard oven, (1) convection oven']",,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['battery', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1265232,,['(2) convection ovens'],,,,,"['restaurant', 'convection ovens with battery']",,"['ultimate', 'per oven']",,,,['front'],,,,,,,,['nsf'],['22 1 2'],['1320.00 Pound(s)'],,,['stainless steel'],,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,,,,,,,
1266559,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['battery'],,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,,"['restaurant', 'burners', 'rear', 'oven']",,,,,
1268509,,,,,,,,,['rack 22 stainless steel fits pot 229022b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272759,,"['(1) standard oven, (1) cabinet']",,,,,['front'],,"['ultimate', 'back left 2']",,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,,"['restaurant', 'right standing pilot 1 standard', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1273584,,"['flue riser with shelf', '(2) cabinets']",,,['48 griddle'],,,,,,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,,,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],['rear'],,,,,
1275163,,,,,,,,,,,,['mechanical'],,,,,,,['Energy Star'],,,,['238.00 Pound(s)'],['12 x'],,,,,,,,,,"['n hold boilerless', 'convection steamer includes', 'electric', 'mechanical timer']",,,,,"['deep pans each compartment', 'energy star']",,,,,
1275540,,['legs with side crossrails'],,,"['18 gauge', '50 l']",['stainless steel'],,,,"['12 deep with 8', 'h backsplash stainless steel']",,,,,,,,,,,['nsf'],,"['113.00 Pound(s)', '8""']",['28 front'],,,,,,,,,,['open frame'],,['304 series stainless steel'],,,['compartment with right hand drainboard'],,,,['35 f'],
1276092,,"['flue riser with shelf', '(2) cabinets']",,,['2 cabinets'],,"['front', 'raised griddle']",,,,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['pyromax burners'],,,,,,,,"['rear', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],,,,,,
1276633,,"['(1) standard oven, (1) cabinet']",,,,,['front'],,"['ultimate', 'burners', 'front right 2']",,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['burners rear', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'rear right standing pilot 1 standard', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1278322,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,"['burners', 'front right 2']",,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,"['saut burners', 'battery']",,,,,,,,"['burners rear', 'shelf 6 adjustable']",,"['front', 'backriser with hi-shelf']",,['restaurant'],['rear right standing pilot 1 convection oven'],,,,,['60 3']
1278906,,['legs with boxed crossrails'],,,['18 gauge'],['stainless steel'],,,,,,,,,,,,,,,['nsf'],,"['255.00 Pound(s)', '8""']",,,,,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with right hand', 'deep with']",,,,,
1279333,,,,,,,,,,,,,,,,,,,,,['glass front'],,['1038.00 Pound(s)'],,,,,,,,,,,['lights'],,,,,,,,,,
1279944,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['735.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['back right', 'with wavy grates', 'oven']",,,,,
1283197,,,,,,,,,['sided'],,,,,,,,,,,,,,,,,,,,,,,,,['buffet shield'],,,,,,,,,,
1285259,,['(2) cabinets'],,,,,['front'],,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['pyromax burners', 'battery']",,,,,,,,"['rear', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1287869,,['legs with side crossrails'],,,,['stainless steel'],['12'],,['regaline sink 1'],,,,,,,,,,,,['nsf'],,"['84.00 Pound(s)', '8""']",,,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel'],,,"['compartment with left hand', 'deep with']",,,,,
1288275,,"['(1) standard oven, (1) cabinet']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['saut burners', 'battery']",,,,,,,,"['left thermostatic', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'rear', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,['60 3']
1288441,,['(2) cabinets'],,,,,,,,,,,,,,,,,,,['nsf'],['60 4 star saut burners'],['1075.00 Pound(s)'],,,,,,,,,,,['standard grates'],,['backriser with hi-shelf'],,,"['ultimate', 'restaurant']",,,,,
1289260,,['(2) standard / space saver ovens'],,,,,,,,,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['burners'],,"['left 2 star saut burners', 'backriser with hi-shelf']",,,"['ultimate', 'restaurant', 'per']",,,,,
1289473,,,,,['72 l'],,,,,,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,,,,,,,,,,,
1289613,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['wavy grates', 'shelf 6']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1289772,,['legs with boxed crossrails'],,,,['stainless steel'],,,['regaline sink 3'],,,,,,,,,,,,['nsf'],,"['271.00 Pound(s)', '8""']",,,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel'],,,"['compartment with left hand', 'deep with']",,,,,
1290304,,['legs with side crossrails'],,,['58 l'],['stainless steel'],['27 f b x'],,,,,,,,,,,,,,['nsf'],,"['78.00 Pound(s)', '8""']",['20 front'],,,,,,,,,,['open frame'],,['304 series stainless steel'],,['12'],"['compartment with left right hand drainboards', 'deep with']",,,,,
1290728,,['legs with boxed crossrails'],,,['77 l'],['stainless steel'],,,,,,,,,,,,,,,['nsf'],,"['20 front', '173.00 Pound(s)', '8""']",,,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel overall'],,,"['compartment with left hand drainboard', 'deep with']",,,,['27 f'],
1292681,,['(2) standard / space saver ovens'],,,,,['left standing pilot'],,"['ultimate', 'oven']",,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,,,,,,,,,,,['backriser with hi-shelf'],,,"['restaurant', 'burners', 'front', 'back right']",,,,,
1293410,,"['(1) standard oven, (1) convection oven']",,,['48 griddle'],,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['battery', 'battery']",,,,,,,,"['standard grates', 'shelf 6']",,['backriser with hi-shelf'],,,"['restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1296200,,['legs with boxed crossrails'],,,,['stainless steel'],,,,,,,,,,,,,,,,,"['387.00 Pound(s)', '8""']",,,['nsf'],,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel overall'],,,"['compartment with left right hand drainboards', 'deep with']",,['20'],,['27 f'],
1298426,,['legs with boxed crossrails'],,,['18 gauge'],['stainless steel'],,,['regaline sink 3'],,,,,,,,,,,,['nsf'],,"['8""', '269.00 Pound(s)']",,,,,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with left hand', 'deep with']",,,,,
1298687,,"['standard ovens', '(2) standard ovens']",,,,,,,,,,,,,,,,,,,['nsf'],['60 4 star saut burners'],['1075.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['standard grates'],,['backriser with hi-shelf'],,['restaurant'],['per'],,,,,
1298808,,,,,,,,['electric operation'],,['controls no'],,,,,,,,,['Energy Star'],['208 60 3ph'],,,"['12 x 20', '231.00 Pound(s)']",,,,,,,,,,,['not voided'],,,,,"['electric holds 6', 'deep pans digital']",,,,,
1299076,,"['(1) standard oven, (1) cabinet']",,,['48 griddle'],,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1301717,,['legs with boxed crossrails'],,,"['18 gauge', '66 l']",['stainless steel'],,,,,,,,,,,,,,,['nsf'],,"['167.00 Pound(s)', '8""']",,,,,,,,,,,['open frame'],,"['28 front to', '304 series stainless steel']",,,"['compartment with left hand drainboard', 'deep with']",,,,['35 f'],
1303926,,"['flue riser with shelf', '(1) convection oven']",,,,,,,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven']",,,,,
1306307,,['(2) standard / space saver ovens'],['u series restaurant'],,['12 griddle'],,,,['rack guides with oven'],['us range'],,,,,,,,,,,,,['602.00 Pound(s)'],,,['front'],,,,,,,,"['open burners', 'plate rail', 'shelf 6 stainless steel', 'legs']",,['backriser with hi-shelf'],,,['rack stainless steel'],,,,,
1308472,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven']",,,,,
1308865,,['legs with boxed crossrails'],,,"['18 gauge', '95 l']",['stainless steel'],,,,,,,,,,,,,,,['nsf'],,"['268.00 Pound(s)', '8""']",,,,,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with left hand drainboard', 'deep with']",,['28'],,['35 f'],
1309487,,,,,,,,,,['controls no'],,['digital'],,,,,,,['Energy Star'],,,,"['12 x 20', '560.00 Pound(s)']",,,,,,,,,,,"['lp gas', 'not voided']",,,,,['deep pans in each compartment digital'],,['60'],,,
1309940,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['burners', 'rear', 'oven']",,,,,
1313548,,"['left manual', 'convection ovens', '(2) convection ovens']",['s series restaurant'],,['2 crumb'],,,,,['action thermostat'],,,['front'],,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['oven', 'stainless steel']",,,,,,,,"['open burners', 'shelf hinged', 'shelf']",,['backriser with hi-shelf'],,,['valve panel includes'],,,,,
1316490,,"['left thermostatic', 'convection ovens', '(2) convection ovens']",,,,,,,"['ultimate', 'per oven']",,,,['front'],,,,,,,,['nsf'],['22 1 2'],['1075.00 Pound(s)'],,,"['battery', 'stainless steel']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'burners', 'rear']",,,,,
1316927,,,,,,,['on non stainless tops'],,['1 compartment'],,,,,,,,,,,,,,['17.00 Pound(s)'],,,,,,,['not for'],,,,,,['304 series stainless steel'],,,"['deep drain opening', 'gauge', 'tables can be']",,,,,['20 front']
1319212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['flame focused high heat'],,,,,
1321129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['dome fits 7 plate'],,,,,
1324473,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['burners', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['ultimate', 'restaurant', 'oven with battery']",,,,,
1329723,,['legs with side crossrails'],,,['66 l'],['stainless steel'],['12'],,['regaline sink 1'],,,,,,,,,,,,['nsf'],,"['8""', '126.00 Pound(s)']",,,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel'],,,"['compartment with right hand', 'deep with']",,,,,
1335974,,['legs with boxed crossrails'],,,['64 l'],['stainless steel'],,,['12'],,,,,,,,,,,,['nsf'],,"['20 front', '96.00 Pound(s)', '8""']",,,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel overall'],,,"['compartment with right hand drainboard', 'deep with']",,,,['27 f'],
1336565,,,,,,,['pan units for 4 well'],,,,,,,,,,,,,,['units'],,,,,,,,,,,,,,,,,,['deep cold'],,,,,
1336702,,['legs with boxed crossrails'],,,['18 gauge'],['stainless steel'],,,,,,,,,,,,,,,,,"['20 front', '95.00 Pound(s)', '8""']",,,['nsf'],,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with right hand drainboard', 'deep with']",,,,['27 f'],
1337377,,['convection steamer countertop electric'],,,,,,['electric operation'],,,,,,,,,,,['Energy Star'],,,,['188.00 Pound(s)'],['12 x'],,,,,,,,,,"['n hold boilerless', 'mechanical timer']",,,,,"['deep pans each compartment', 'energy star']",,,,,
1337668,,"['left thermostatic', 'flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'legs', 'nsf']",,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],['oven'],,,,,
1338367,['10 section variable speed air glide slider'],,,,,,['conveyor fabric belt'],,,,,['belt'],,,,,,,,,,,['740.00 Pound(s)'],,,"['pan', 'fda']",,,,,,,,,,,,,,,,,,
1339522,,,,,,,,,"['oven gas stacked', 'standard depth']",,,['thermostatic'],,,,,,,,,['nsf'],,['930.00 Pound(s)'],,,"['electronic', 'porcelain', 'cetlus']",,,,,,,,"['500 f', 'wire shelves']",,,,,,,,,,
1340203,,,,,,,,,,,,,,,,,,,,,,,,,,['aluminum'],,,,,,,,,,,,,"['with pewter', 'glo']",,,,,
1340319,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",['60 4 star saut'],['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['burners', 'shelf 6 adjustable']",,"['left standing pilot 1 convection', 'backriser with hi-shelf']",,['restaurant'],['oven'],,,,,
1343016,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['burners', 'shelf 6 adjustable']",,"['left 1 star saut', 'backriser with hi-shelf']",,['restaurant'],['oven'],,,,,
1346228,,"['convection ovens', '(2) convection ovens']",['ultimate'],,,,,,['per oven'],,,,['front'],,,,,,,,['nsf'],['22 1 2'],['1075.00 Pound(s)'],,,"['battery', 'stainless steel']",,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,['restaurant'],,,,,
1346983,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",['ultimate'],,,,,,['restaurant range gas'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['burners rear', 'shelf 6 adjustable']",,"['front left', 'left 4 star saut burners', 'backriser with hi-shelf']",,,"['burners', 'oven']",,,,,
1347566,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1348509,,"['standard ovens', '(2) standard ovens']",,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['standard grates'],,['backriser with hi-shelf'],,['restaurant'],['per'],,,,,
1350083,,,,,"['60 1', '14 - 16 pan']",,,,['self contained rear mounted'],['cord with nema 5 15p'],,,,,,,,,,,"['two', 'nsf']",,"['16 cu ft', '343.00 Pound(s)']",,,"['stainless steel', 'stainless steel']",,,['top with 16'],,,,,['deluxe sandwich salad unit'],,['recessed handles'],,,"['pan opening', 'refrigeration system', 'drawers']",,,,,"['62""']"
1350521,,['legs with boxed crossrails'],,,['95 l'],['stainless steel'],,,['regaline sink 3'],,,,,,,,,,,,['nsf'],['35 f b x'],"['296.00 Pound(s)', '11""']","['11 h', '304 series']",,['stainless steel overall'],,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with left hand drainboard', 'deep with']",,['28'],,,
1350642,,['legs with boxed crossrails'],,,['113 l'],['stainless steel'],,,,['back x'],,,,,,,,,,,['nsf'],,"['297.00 Pound(s)', '8""']",,,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel'],,['12'],"['compartment with left right hand drainboards', 'deep with']",,,,,
1351198,,,,,,,,,,['not voided'],,['digital'],,,,,,,['Energy Star'],,,,['305.00 Pound(s)'],['60 000btu'],,,,,,,,,,['star includes'],,,,,['deep pans digital'],,['12'],,,
1351455,,['(2) cabinets'],,,,,,,,,,,['front'],,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,,,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,['restaurant'],,,,,,
1353094,,['(2) cabinets'],,,,,,,,,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['saut burners'],,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,['restaurant'],['rear'],,,,,['60 3']
1354892,,['legs with side crossrails'],,,"['18 gauge', '62 l']",['stainless steel'],,,['12'],,,,,,,,,,,,['nsf'],,"['20 front', '91.00 Pound(s)', '8""']",,,,,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with right hand drainboard', 'deep with']",,,,['27 f'],
1355890,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
1356522,,,,,,,['conveyor lexan'],,,,,['slat belt'],,,,,,,,,,,['960.00 Pound(s)'],,,,,,,,,['powered'],,['slat belt'],,,,,,,,,,
1356637,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,"['ultimate', 'standard grates']",,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,"['saut burners', 'battery']",,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,['rear'],"['restaurant', 'oven']",,,,,['60 3']
