viaf_id,viaf_birthdate,viaf_deathdate,viaf_gender,viaf_name,viaf_work,viaf_uri
viaf_3012,1973-03-05,2009-09-24,female,Nelly Arcan,"Putain : roman	 Burqa de chair	 Folle	 A ciel ouvert : roman	 Paradis, clef en main : roman",http://viaf.org/viaf/102769415
viaf_3013,1955-04-05,,male,Nelson Castro,,http://viaf.org/viaf/68385285
viaf_3014,1944-02-16,,male,Nigel Hamilton,"JFK, reckless youth	 Hamilton, Nigel.	 Monty	 JFK	 Brothers mann : the lives of heinrich and thomas mann 1871-1950 and 1875-1955",http://viaf.org/viaf/70087300
viaf_3015,1922-04-18,2006-10-29,male,Nigel Kneale,Quatermass experiment,http://viaf.org/viaf/114233784
viaf_3016,1639-01-06,1689-12-29,male,Olfert Dapper,"Naukeurige Beschrijvinge der Afrikaensche Gewesten van Egypten, Barbaryen, Libyen, Biledulgerid, Negroslant, Guinea, Ethiopiën, Abyssinie	 Eigentliche Beschreibung der Insulen in Afrika	 Naukeurige beschryving der eilanden, in de archipel der Middelantsche zee, en ontrent dezelve, gelegen : waer onder de voornaemste Cyprus, Rhodus, Kandien, Samos, Scio, Negroponte, Lemnos, Paros, Delos, Patmos, en andere, in groten getale, behelzende der zelver benamingen, gelegentheden, steden, kastelen, gedenkwaerdige aeloude en hedendaeghse geschiedenissen, bestieringen, veroveringen, gewassen, dieren, &c. : verrijkt met zee-en eilant-kaerten, en afbeeldingen van steden, dieren, gewassen &c	 Gedenkwaerdig bedryf der Nederlandsche Oost-Indische Maetschappye, op de kuste en in het keizerrijk van Taising of Sina	 Naukeurige beschryving van Asie",http://viaf.org/viaf/159141303
viaf_3017,1819-08-07,1897-02-02,male,Panteleĭmon Oleksandrovych Kulish,Čorna rada	 Чорна рада : роман-хроніка	 Pověst' ob ukrainskom narodě	 Opyt biografii N.V. Gogoli︠a︡,http://viaf.org/viaf/62360468
viaf_3018,1857-09-02,1915-10-25,male,Paul Hervieu,Dédale.,http://viaf.org/viaf/46777320
viaf_3019,1920-03-25,1978-03-01,male,Paul Scott,Towers of silence	 Division of the spoils	 Birds of paradise	 Day of the scorpion	 Jewel in the crown	 The Raj quartet	 Staying on	 Male child	 Corrida at san feliu	 Chinese love pavilion,http://viaf.org/viaf/112514894
viaf_3020,1893-02-22,1986-05-13,male,Peadar O'Donnell,Islanders	 Big windows : a novel	 Adrigoole,http://viaf.org/viaf/22499967
viaf_3021,1919-07-11,1977-10-01,male,Philippe Jullian,"D'Annunzio	 Esthètes et magiciens; l'art fin de siècle	 Symbolistes	 Oscar Wilde	 Dictionnaire du snobisme	 Montmartre	 Orientalistes	 For whom the cloche tolls	 Robert de Montesquiou, un prince 1900	 Delacroix",http://viaf.org/viaf/100215361
viaf_3022,1860-11-03,1911-03-30,male,P. I︠A︡,P. I︠A︡.,http://viaf.org/viaf/184603
viaf_3023,1959-01-01,,male,Ravīndra Kumāra,Essays on Gandhism & peace,http://viaf.org/viaf/18287851
viaf_3024,1953-02-09,,male,Richard Humphreys,"Isla del tesoro : arte británico de holbein a hockney ; [con ocasión de la exposición ... fundación juan march, madrid, del 5 de octubre de 2012 al 20 de enero de 2013	 Futurism",http://viaf.org/viaf/85088496
viaf_3025,1911-12-17,1993-03-04,male,Richard Sale,Benefit performance	 White buffalo	 Oscar	 Passing strange	 Lazarus #7,http://viaf.org/viaf/76513429
viaf_3026,1881-11-07,1969-09-26,male,Rikard Berge,,http://viaf.org/viaf/62338648
viaf_3027,1900-05-14,1995-06-11,male,Robert Finch,,http://viaf.org/viaf/116867349
viaf_3028,1913-08-04,1980-02-25,male,Robert Hayden,"Hayden, Robert,	 John Brown.",http://viaf.org/viaf/2487360
viaf_3029,1906-11-19,1989-10-25,male,Roy P. Basler,"Basler, Roy P.	 Poems.	 Lincoln",http://viaf.org/viaf/108719852
viaf_3030,1928-06-11,2001-05-13,male,Salvador Garmendia,Día de ceniza; novela	 Pies de barro	 Cuentos cómicos	 Memorias de Altagracia	 Habitantes,http://viaf.org/viaf/9864235
viaf_3031,1915-11-20,1998-06-26,male,Sero Khanzadyan,Khosekʻ : Hayastani leṛner	 Մխիթար Սպարապետ : պատմավէպ	 Korats arahetner,http://viaf.org/viaf/56822739
viaf_3032,1939-11-25,2011-11-20,female,Shelagh Delaney,Taste of honey	 Lion in love	 Sweetly sings the donkey,http://viaf.org/viaf/113840245
viaf_3033,1940-08-31,2002-09-18,male,Shivaji Sawant,Yugandhara	 Mr̥tyuñjaya	 Chāvā,http://viaf.org/viaf/76426671
viaf_3034,1928-07-20,2000-08-13,male,Terence Feely,Gentle touch	 Arthur of the Britons	 Limelight : a novel,http://viaf.org/viaf/74047114
viaf_3035,1951-11-02,,male,Thomas Mallon,"Henry and Clara	 Mallon, Thomas,",http://viaf.org/viaf/85430101
viaf_3036,1916-02-12,1986-06-06,male,Valentyn Rechmedin,,http://viaf.org/viaf/44256090
viaf_3037,1885-11-09,1922-06-28,male,Velimir Vladimirovič Chlebnikov,"Khlebnikov, Velimir,	 Velimir Chlebnikov	 Doski sud'by",http://viaf.org/viaf/29535989
viaf_3038,1849-07-28,1929-07-01,male,Vjekoslav Alojs Klaic,,http://viaf.org/viaf/55050403
viaf_3039,1862-03-13,1949-12-20,male,Wilhelm Weigand,,http://viaf.org/viaf/71430366
viaf_3040,1850-12-14,1917-02-23,male,William Chapman,"Chapman, W.",http://viaf.org/viaf/95322395
viaf_3041,1938-10-08,2005-08-16,male,William Corlett,Dark side of the moon	 Gate of eden	 Two gentlemen sharing	 Now and then	 Return to the gate,http://viaf.org/viaf/77588650
viaf_3042,1922-02-22,2010-04-05,male,William Neill,,http://viaf.org/viaf/34672280
viaf_3043,1933-09-02,2002-11-03,male,William Packard,Works.	 First selected poems,http://viaf.org/viaf/57913540
viaf_3044,1601,1663-01-10,male,Guillaume Stanyhurst,Veteris hominis per expensa quatuor novissima metamorphosis et novi genesis	 Dei immortalis in corpore mortali patientis historia,http://viaf.org/viaf/8324735
viaf_3045,1312,1361,male,Zanobi da Strata,,http://viaf.org/viaf/34445245
viaf_3046,1947,,male,Ze'ēv Ḥēfeṣ,Hang time	 Bridge builder : the life and continuing legacy of rabbi yechiel eckstein,http://viaf.org/viaf/46787070
viaf_3047,1905-01-09,1987-09-03,female,Zinken Hopp,Trollkrittet	 Kari,http://viaf.org/viaf/9888758
viaf_3048,1240,1292,male,Abraham ben Samuel Aboulafia,,http://viaf.org/viaf/208486367
viaf_3049,1915-03-31,1993-01-17,male,Albert Hourani,"Arabic thought in the liberal age, 1798-1939	 Islam in European thought	 History of arab peoples",http://viaf.org/viaf/109173387
viaf_3050,1884-03-16,1942-01-06,male,Aleksandr Romanovič Beljajev,"Vlastelin mira	 Čelovek-amfibija	 Ostrov pogibšich korablej	 Posledniĭ chelovek iz Atlantidy	 Pryzhok v nichto : Vozdushnyĭ korabl'	 Человек-амфибия	 Beli︠a︡ev, A.	 Ariel'	 Golova professora Dou·eli︠a︡",http://viaf.org/viaf/12454915
viaf_3051,1941-03-22,,male,Billy Collins,"Sailing Alone Around the Room : New and Selected Poems	 Collins, Billy.	 Taking off Emily Dickinson's clothes",http://viaf.org/viaf/100286402
viaf_3052,1948-01-28,,male,Charles R. Johnson,,http://viaf.org/viaf/169786967
viaf_3053,1956-05-04,,male,David Guterson,"East of the mountains	 Country ahead of us, the country behind : stories	 Our Lady of the Forest	 Other	 Guterson, David	 Problems With People	 Ed King : a novel",http://viaf.org/viaf/84055110
viaf_3054,1424,1511-01-09,male,Demetrius Chalcocondyles,,http://viaf.org/viaf/120695715
viaf_3055,1930-02-10,2013-04-19,female,E.L. Konigsburg,"Up from Jericho Tel	 (George)	 Mysterious edge of the heroic world	 Outcasts of 19 schuyler place	 From the mixed-up files of Mrs Basil E. Frankweiler	 My father's daughter	 Second mrs gioconda	 Silent to the bone	 Jennifer, Hecate, Macbeth, William McKinley, and me, Elizabeth	 View from saturday",http://viaf.org/viaf/85527729
viaf_3056,1852-04-23,1940-03-07,male,Edwin Markham,"Markham, Edwin,",http://viaf.org/viaf/17591149
viaf_3057,1919-12-17,2008-10-27,male,Es'kia Mphahlele,"Down Second Avenue	 Mphahlele, Es'kia,	 Chirundu",http://viaf.org/viaf/98072165
viaf_3058,1588-06-11,1667-05-02,male,George Wither,Christmas carroll	 A collection of emblemes	 Britain's remembrancer.,http://viaf.org/viaf/59880559
viaf_3059,1859-02-05,1920-01-18,male,Giovanni Capurro,"Capurro, Giovanni",http://viaf.org/viaf/37162863
viaf_3060,1935-03-17,2007-05-19,male,Hans Wollschläger,"Gold-bug	 Wollschläger, Hans,	 Biographical archives bibliography",http://viaf.org/viaf/12324348
viaf_3061,1830-05-20,1907-07-17,male,Hector Malot,"Malot, Hector (1830-1907).	 Mousse	 Romain Kalbris	 Zyte",http://viaf.org/viaf/49228546
viaf_3062,1920-02-19,2007-12-27,male,Jaan Kross,"Paigallend : Ullo Paeranna romaan	 Kross, Jaan.	 Taevakivi	 Kallid kaasteelised	 Wikmani poisid	 Mesmeri ring	 Rakvere romaan	 Kolme katku vahel	 Kolmandad mäed	 Professor Martensi ärasõit",http://viaf.org/viaf/7426410
viaf_3063,1920,,,Jens Bjoerneboe,,http://viaf.org/viaf/213453024
viaf_3064,1587-11-17,1679-02-05,male,J. v. V.,"Noah of ondergang der eerste wereld	 Gebroeders	 Maria Stuart of Gemartelde Majesteit	 De Leeuwendalers	 Vondel, Joost van den	 Bespiegelingen van Godt en Godtsdienst	 Adam in ballingschap	 Lucifer	 Vondel, Joost van den,	 Hierusalem verwoest",http://viaf.org/viaf/61555829
viaf_3065,1845-11-25,1900-08-16,male,Eça de Queirós,"A cidade e as serras	 Primo basílio	 A ilustre casa de Ramires	 Mandarim	 Alves & Ca.	 O Crime Do Padre Amaro	 A relíquia	 Tragédia da rua das flores	 Os Maias	 Queirós, Eça de,",http://viaf.org/viaf/88719234
viaf_3066,1830-12-17,1870-06-20,male,Jules de Goncourt,"Goncourt, Jules de,(1830-1870).	 Goncourt, Jules de (1830-1870).	 Germinie Lacerteux	 Journal des Goncourt	 Goncourt, Jules de",http://viaf.org/viaf/83990961
viaf_3067,1935-09-20,2000-10-05,male,Keith Roberts,Molly Zero	 Boat of fate; an historical novel	 Grain kings : sf stories	 Chalk giants	 Furies	 Pavane	 Kiteworld,http://viaf.org/viaf/95296255
viaf_3068,1895-02-28,1974-04-18,male,Marcel Pagnol,"Souvenirs d'enfance (Livre de poche (Firm))	 Pagnol, Marcel (1895-1974).	 La gloire de mon père	 Topaze	 Pagnol, Marcel	 Eau des collines	 Marius	 Manon des sources",http://viaf.org/viaf/9851452
viaf_3069,1924-05-07,2017-08-30,female,Marjorie Boulton,"Anatomy of the novel	 Zamenhof, creator of Esperanto	 Anatomy of drama",http://viaf.org/viaf/41928751
viaf_3070,1940-01-05,1994-11-08,male,Michael O'Donoghue,Socks goes to Washington : the diary of America's First Cat	 Adventures of phoebe zeit-geist,http://viaf.org/viaf/54201584
viaf_3071,1640-06-05,1715-02-25,male,Songling Pu,"Liaozhai-zhiyi	 Liao zhai li qu.	 Pu, Songling,",http://viaf.org/viaf/9852245
viaf_3072,1952-03-05,,,Robin Hobb,Fool's assassin	 Renegade's magic	 The Mad Ship	 Forest mage	 Assassin's apprentice	 Assassin's quest	 Farseer.	 Ship of magic	 Dragon haven	 Fool's fate,http://viaf.org/viaf/84089315
viaf_3073,1940-03-28,,male,Russell Banks,Sweet hereafter	 Lost memory of skin	 Darling	 Affliction	 Angel on the roof : the stories of russell banks	 Rule of the bone : a novel	 Reserve	 Cloudsplitter : a novel	 Permanent member of the family	 Continental drift,http://viaf.org/viaf/66487364
viaf_3074,1868-07-12,1933-12-04,male,Stefan Anton George,"George	 George, Stefan Anton,	 Poems.	 Der Stern des Bundes	 George, Stefan	 George, Stefan (1868-1933).	 Das Jahr der Seele	 Das neue Reich	 Tafeln",http://viaf.org/viaf/46761592
viaf_3075,1864,1925,male,Stefan Żeromski,,http://viaf.org/viaf/34498619
viaf_3076,1954-01-01,,male,Steven Hassan,Combatting cult mind control,http://viaf.org/viaf/20359514
viaf_3077,1903-08-10,1978-01-28,male,Ward Moore,Caduceus wild	 Bring the jubilee	 Greener than you think,http://viaf.org/viaf/49345313
viaf_3078,1820-03-28,1907-02-11,male,William Howard Russell,"My diary during the last great war	 Russell, William Howard,	 British expedition to the crimea",http://viaf.org/viaf/42275360
viaf_3079,1947-08-19,,male,William Mastrosimone,Extremities : a play in two acts	 Cat's-paw : a play in two acts	 Plays,http://viaf.org/viaf/18368106
viaf_3080,1917-11-01,1983-05-11,female,Zenna Henderson,Pilgrimage : the book of the people	 Anything box	 Holding wonder,http://viaf.org/viaf/118825443
viaf_3081,1878-11-04,1946-10-12,male,Giuseppe Adami,"Adami, Giuseppe,	 Il Tabarro	 Rondine",http://viaf.org/viaf/4925676
viaf_3082,1796-03-20,1853-02-19,male,Jean-François-Alfred Bayard,"Naise de Saint-Flour	 Reine de seize ans	 Bayard, Jean-François-Alfred	 Bayard, Jean François Alfred	 Bayard, Jean François Alfred (1796-1853).",http://viaf.org/viaf/14905216
viaf_3083,1857-05-09,1919-12-16,male,Luigi Illica,"Illica	 Illica, Luigi,	 La Bohème	 Illica,  Luigi (1857-1919).",http://viaf.org/viaf/51701480
viaf_3084,1922-01-13,2006-06-01,male,Allan Prior,Contract	 Führer : the novel	 Interrogators,http://viaf.org/viaf/79176226
viaf_3085,1863-11-01,1945-12-04,male,Arthur Morrison,Chronicles of Martin Hewitt	 A child of the Jago	 Tales of mean streets,http://viaf.org/viaf/27069152
viaf_3086,1896-12-15,1972-01-17,female,Betty Smith,"Maggie-now	 Boy Jesus.	 Joy in the morning	 Smith, Betty,	 Tomorrow will be better",http://viaf.org/viaf/79125167
viaf_3087,1964-09-25,,male,Carlos Ruiz Zafón,"Ruiz Zafón, Carlos	 El prisionero del cielo	 Ruiz Zafón, Carlos,	 Marina	 El juego del ángel	 Palacio de la medianoche",http://viaf.org/viaf/95219127
viaf_3088,1882-02-17,1965-06-17,male,J. Allen Boone,Language of silence	 Kinship with all life,http://viaf.org/viaf/79352392
viaf_3089,1763-03-21,1825-11-14,male,Jean Paul,"Unsichtbare loge : eine biographie	 Jean Paul,	 Hesperus	 Jean Paul (1763-1825).	 Flegeljahre	 Jean Paul	 Sämtliche Werke	 Siebenkäs	 Komischer Anhang zum Titan",http://viaf.org/viaf/64011067
viaf_3090,1936-12-19,,male,Avraham B Yehoshua,"Yehoshua	 Ha-Me'ahev	 Masa el tom ha-elef	 La Mariée libérée	 גירושים מאוחרים : רומאן	 Gêrûšîm meʾûḥārîm	 חסד ספרדי	 Yehoshua, Abraham B.	 ניצבת",http://viaf.org/viaf/41848108
viaf_3091,1956-08-24,,male,Adam Gopnik,"Through the children's gate : a home in New York	 High & low : modern art, popular culture	 Table comes first : family, france, and the meaning of food	 Paris to the moon	 Winter : five windows on the season	 Voila Carême",http://viaf.org/viaf/84697472
viaf_3092,1954-05-26,,male,Alan Hollinghurst,Folding star	 Stranger's child	 The line of beauty	 Spell	 Sparsholt affair	 The swimming pool library,http://viaf.org/viaf/90719312
viaf_3093,1910-06-21,1971-12-18,male,Aleksandr Trifonovič Tvardovskij,"Tvardovskij	 Tvardovskiĭ, A.	 Vasiliĭ Terkin	 Odin denʹ Ivana Denisovicha : povestʹ",http://viaf.org/viaf/49232380
viaf_3094,1823-04-12,1886-06-14,male,Aleksandr Nikolaevich Ostrovsky,"Talanty i poklonniki	 Ostrovskij Aleksandr Nikolaevič (1823-1886).	 Na vsjakogo mudreca dovolʹno prostoty	 Dokhodnoe mesto.	 Volki i ovt︠s︡y.	 Ostrovskij, Aleksandr Nikolaevič	 Ostrovskij, Aleksandr N.	 Bespridannit︠s︡a : drama v chetyrekh deĭstvii︠a︡kh	 Ostrovsky, Aleksandr Nikolaevich,	 Les",http://viaf.org/viaf/12359459
viaf_3095,1937-11-11,,female,Alicia Ostriker,"Ostriker, Alicia.",http://viaf.org/viaf/79060171
viaf_3096,1918-01-30,1985-01-10,male,André Bjerke,Døde menn går i land	 Dødes tjern	 Enhjørningen,http://viaf.org/viaf/12350035
viaf_3097,1631-12-14,1679-02-18,female,Anne Conway,"Conway, Anne	 Conway, Anne,	 Correspondence.",http://viaf.org/viaf/73930074
viaf_3098,1892-06-09,1977-11-03,male,Armand Lunel,"Nicolo-Peccavi : ou, L'Affaire Dreyfus à Carpentras",http://viaf.org/viaf/34459772
viaf_3099,1875-07-21,1943-05-27,male,Arthur Mee,"Fiddlers : drink in the witness box	 Mee, Arthur,",http://viaf.org/viaf/30567632
viaf_3100,1963-06-13,,female,Audrey Niffenegger,Night bookmobile	 Raven Girl	 Her fearful symmetry	 Time traveler's wife,http://viaf.org/viaf/85470258
viaf_3101,1931-06-05,,female,Barbara Paul,"He huffed and he puffed	 Paul, Barbara,	 In-laws and outlaws",http://viaf.org/viaf/39997425
viaf_3102,1914-11-09,2010-07-09,male,Basil Davidson,"African awakening	 Modern Africa	 Black mother; Africa: the years of trial	 Africans	 Davidson, Basil,	 Partisan picture	 Discovering Africa's past	 Story of africa	 Behind the war in Eritrea	 Old Africa rediscovered",http://viaf.org/viaf/76314183
viaf_3103,1939-08-02,2017-04-24,male,Benjamin R. Barber,"Consumed how markets corrupt children, infantilize adults and swallow citizens whole	 Jihad vs. McWorld	 Place for us	 Fear's empire : war, terrorism, and democracy	 Barber, Benjamin R.	 Strong democracy : participatory politics for a new age	 If mayors ruled the world : dysfunctional nations, rising cities	 Jihad vs. McWorld : how globalism and tribalism are reshaping the world",http://viaf.org/viaf/32008504
viaf_3104,1945-05-12,,female,Bernadette Mayer,"Mayer, Bernadette.	 Poems.	 Bernadette mayer reader",http://viaf.org/viaf/23311550
viaf_3105,1922-12-28,2011-05-10,male,Bill Gallo,,http://viaf.org/viaf/78112994
viaf_3106,1966-02-27,,male,Bill Oakley,,http://viaf.org/viaf/254636734
viaf_3107,1878-01-22,1937-11-07,male,Bolesław Leśmian,"Poezje	 Leśmian, Bolesław.	 Przygody Sindbada żeglarza	 Leśmian, Bolesław (1878-1937).	 Klechdy sezamowe	 Leśmian, Bolesław",http://viaf.org/viaf/32018240
viaf_3108,1936-08-01,,male,Brian Murray Fagan,Great journey : the peopling of ancient america	 Seventy great mysteries of the ancient world : unlocking the secrets of past civilizations	 Snapshots of the past	 Adventure of archaeology	 World prehistory : a brief introduction,http://viaf.org/viaf/39376683
viaf_3109,1930,,male,Calvin Seerveld,,http://viaf.org/viaf/64817469
viaf_3110,1909-05-05,1987-04-18,male,Carlos Baker,"Hemingway, the writer as artist	 Ernest Hemingway : a life story	 Land of rumbelow, a fable in the form of a novel	 Selected letters 1917-1961	 Life story	 Friend in power",http://viaf.org/viaf/107027003
viaf_3111,1787-12-31,1846-09-17,female,Caroline Fry,LISTENER,http://viaf.org/viaf/72121191
viaf_3112,1825-10-31,1910-04-03,female,Catherine Helen Spence,"Spence, Catherine Helen,	 Clara Morison",http://viaf.org/viaf/77124848
viaf_3113,1841-05-20,1909-02-08,male,Catulle Mendès,"Mendès, Catulle,	 Lila et Colette",http://viaf.org/viaf/34460397
viaf_3114,1932-06-05,1981-09-07,male,Christy Brown,"Brown, Christy,	 My left foot	 Down all the days	 Wild grow the lilies",http://viaf.org/viaf/7387688
viaf_3115,1729-01-23,1807-12-03,female,Clara Reeve,"Old english baron	 Castle of otranto	 Two mentors : a modern story	 Reeve, Clara",http://viaf.org/viaf/17228530
viaf_3116,1960-08-22,,male,David John Taylor,"English settlement	 Orwell	 Taylor, D. J.",http://viaf.org/viaf/110124814
viaf_3117,1967-06-13,,male,Dale Peck,"Martin and John	 Drift House : the first voyage	 Peck, Dale.	 First voyage	 Now it's time to say goodbye	 Law of enclosures",http://viaf.org/viaf/76570991
viaf_3118,1935-02-22,1989-10-15,male,Danilo Kiš,"Kiš, Danilo	 Lauta i ožiljci	 Psalam 44	 Bašta, pepeo	 Grobnica za Borisa Davidoviča	 Kiš, Danilo (1935-1989).	 Mansarda",http://viaf.org/viaf/111457185
viaf_3119,1947-01-08,,male,David Gates,Preston Falls : a novel	 Short stories.	 Jernigan : a novel,http://viaf.org/viaf/7444659
viaf_3120,1950-07-04,,male,David Robbins,,http://viaf.org/viaf/285807057
viaf_3121,1946-12-02,,male,David Macaulay,"Black and white	 City : a story of Roman planning and construction	 Motel of the Mysteries	 Macaulay, David	 Castle	 Building big	 Pyramid	 Underground	 Angelo	 Cathedral : the story of its construction",http://viaf.org/viaf/104202620
viaf_3122,1962-01-01,,male,David Magee,,http://viaf.org/viaf/56347975
viaf_3123,1922-09-16,2001-07-13,male,David Jackson,,http://viaf.org/viaf/55377231
viaf_3124,1872-04-05,1959-08-11,male,David Pinski,הויז פון נח עדאן : ראמאן	 צעריסענער מענטש : ראמאן	 Short stories.,http://viaf.org/viaf/122089588
viaf_3125,1953-01-10,,male,Dennis Cooper,"Period	 My loose thread	 Closer	 Marbled swarm : a novel	 Ugly man : stories	 Guide	 Wrong	 God Jr	 Try	 Cooper, Dennis",http://viaf.org/viaf/99994422
viaf_3126,1916-04-26,2014-08-03,female,Dorothy Salisbury Davis,Gentle murderer	 Where the dark streets go	 Gentleman called,http://viaf.org/viaf/467185
viaf_3127,1952-04-23,,male,E. J. Dionne,Why Americans hate politics	 Community works : the revival of civil society in America,http://viaf.org/viaf/80911900
viaf_3128,1922-06-27,2016-12-12,male,E.R. Braithwaite,"Honorary white	 To Sir, with love.",http://viaf.org/viaf/79173382
viaf_3129,1560,1604,male,Edward Hake,,http://viaf.org/viaf/66813919
viaf_3130,1792-11-13,1881-08-13,male,Edward John Trelawny,"Adventures of a younger son	 Recollections of the last days of Shelley and Byron	 Records of Shelley, Byron and the author",http://viaf.org/viaf/14794862
