"birthdate","deathdate","label","work","gender","uri"
"+1943-01-01T00:00:00Z","","José Ortega Torres","","male","http://www.wikidata.org/entity/Q1366542"
"+1888-02-20T00:00:00Z","+1964-09-01T00:00:00Z","Jože Pahor","","male","http://www.wikidata.org/entity/Q6298601"
"+1896-04-10T00:00:00Z","+1960-04-10T00:00:00Z","Julio Jiménez Rueda","","male","http://www.wikidata.org/entity/Q6309366"
"+1904-01-01T00:00:00Z","+1974-01-01T00:00:00Z","Kathleen Faragher","","female","http://www.wikidata.org/entity/Q16749805"
"+1938-10-14T00:00:00Z","","Keith Johnson","","male","http://www.wikidata.org/entity/Q16104893"
"+1968-08-02T00:00:00Z","","Khawla Dunia","","female","http://www.wikidata.org/entity/Q16155913"
"+1981-02-03T00:00:00Z","+2003-03-20T00:00:00Z","Laura Rothenberg","Breathing for a Living","female","http://www.wikidata.org/entity/Q6499386"
"+1941-10-30T00:00:00Z","","Laurence Leamer","","male","http://www.wikidata.org/entity/Q6500693"
"+1915-08-23T00:00:00Z","+1993-01-01T00:00:00Z","Laurence Marks","","male","http://www.wikidata.org/entity/Q15442514"
"+1955-11-20T00:00:00Z","","Lee Wardlaw","","female","http://www.wikidata.org/entity/Q6515483"
"+1948-01-01T00:00:00Z","","Lettie Viljoen","","female","http://www.wikidata.org/entity/Q2869604"
"+1946-10-20T00:00:00Z","+1994-03-20T00:00:00Z","Lewis Grizzard","","male","http://www.wikidata.org/entity/Q6536624"
"+1952-04-07T00:00:00Z","","Li Ang","","female","http://www.wikidata.org/entity/Q699704"
"+1942-02-04T00:00:00Z","+2005-08-26T00:00:00Z","Louis Ferron","","male","http://www.wikidata.org/entity/Q2268819"
"+1980-00-00T00:00:00Z","","Lucy Gordon","","female","http://www.wikidata.org/entity/Q6698326"
"+1892-02-08T00:00:00Z","+1963-05-16T00:00:00Z","Luigi Bartolini","","male","http://www.wikidata.org/entity/Q172346"
"+1876-07-17T00:00:00Z","+1954-04-12T00:00:00Z","Luis Cabrera Lobato","","male","http://www.wikidata.org/entity/Q6700395"
"+1974-04-05T00:00:00Z","","M Jonathan Lee","","male","http://www.wikidata.org/entity/Q21663189"
"+1922-07-24T00:00:00Z","+2010-02-27T00:00:00Z","Madeleine Ferron","","female","http://www.wikidata.org/entity/Q3275641"
"+1848-04-28T00:00:00Z","+1934-02-04T00:00:00Z","Madhusudan Das","","male","http://www.wikidata.org/entity/Q2652624"
"+1853-01-19T00:00:00Z","+1912-12-28T00:00:00Z","Madhusudan Rao","","male","http://www.wikidata.org/entity/Q6572886"
"+1961-01-01T00:00:00Z","","Maggie Helwig","","female","http://www.wikidata.org/entity/Q6730247"
"+1944-11-30T00:00:00Z","","Maitreyi Pushpa","","female","http://www.wikidata.org/entity/Q6737201"
"+1960-03-12T00:00:00Z","","Majda Koren","","female","http://www.wikidata.org/entity/Q6737458"
"+1925-07-16T00:00:00Z","+1980-04-07T00:00:00Z","Malcolm Braly","","male","http://www.wikidata.org/entity/Q6742198"
"+1932-12-28T00:00:00Z","+1990-07-22T00:00:00Z","Manuel Puig","","male","http://www.wikidata.org/entity/Q284560"
"+1923-03-17T00:00:00Z","+2015-06-18T00:00:00Z","Marcello Fabbri","","male","http://www.wikidata.org/entity/Q6756408"
"+1957-06-25T00:00:00Z","","Marco Marsan","","male","http://www.wikidata.org/entity/Q6757613"
"+1912-06-09T00:00:00Z","+2000-11-20T00:00:00Z","Marcus Clarke","","male","http://www.wikidata.org/entity/Q6758088"
"+1934-06-20T00:00:00Z","+2005-08-29T00:00:00Z","Margaret Scott","","female","http://www.wikidata.org/entity/Q6759876"
"+1964-09-30T00:00:00Z","","Margie Orford","","female","http://www.wikidata.org/entity/Q15964615"
"+1932-01-01T00:00:00Z","","Marilyn Yalom","","female","http://www.wikidata.org/entity/Q6763649"
"+1914-10-20T00:00:00Z","+2005-02-28T00:00:00Z","Mario Luzi","","male","http://www.wikidata.org/entity/Q723569"
"+1965-02-07T00:00:00Z","","Mark Altman","","male","http://www.wikidata.org/entity/Q16148409"
"+1961-00-00T00:00:00Z","","Martine Audet","","female","http://www.wikidata.org/entity/Q3295725"
"+1913-02-20T00:00:00Z","+1994-12-16T00:00:00Z","Mary Durack","Kings in Grass Castles","female","http://www.wikidata.org/entity/Q6779356"
"+1890-09-19T00:00:00Z","+1976-01-30T00:00:00Z","Mary U. Rothrock","","female","http://www.wikidata.org/entity/Q23031133"
"+1817-02-04T00:00:00Z","+1881-04-17T00:00:00Z","Matija Mažuranić","","male","http://www.wikidata.org/entity/Q6470940"
"+1826-03-24T00:00:00Z","+1898-03-18T00:00:00Z","Matilda Joslyn Gage","History of Woman Suffrage","female","http://www.wikidata.org/entity/Q3119366"
"+1984-03-13T00:00:00Z","","Matthew Randazzo V","","male","http://www.wikidata.org/entity/Q6791111"
"+1971-01-01T00:00:00Z","","Matthew Schreuder","","male","http://www.wikidata.org/entity/Q16210352"
"+1948-07-29T00:00:00Z","","Meir Shalev","","male","http://www.wikidata.org/entity/Q265855"
"+1915-03-13T00:00:00Z","+2002-11-28T00:00:00Z","Melih Cevdet Anday","","male","http://www.wikidata.org/entity/Q965750"
"+1945-05-31T00:00:00Z","","Melvyn P. Leffler","","male","http://www.wikidata.org/entity/Q6814140"
"+1928-10-18T00:00:00Z","+2016-12-23T00:00:00Z","Meto Jovanovski","","male","http://www.wikidata.org/entity/Q72550"
"+1824-01-25T00:00:00Z","+1873-06-29T00:00:00Z","Michael Madhusudan Dutt","Bibidha kavya","male","http://www.wikidata.org/entity/Q666864"
"+1955-12-03T00:00:00Z","","Michael Musto","","male","http://www.wikidata.org/entity/Q13405921"
"+1780-01-01T00:00:00Z","+1841-10-28T00:00:00Z","Milovan Vidaković","","male","http://www.wikidata.org/entity/Q3437197"
"+1860-10-23T00:00:00Z","+1916-11-15T00:00:00Z","Molly Elliot Seawell","","female","http://www.wikidata.org/entity/Q6896568"
"+1882-04-18T00:00:00Z","+1948-07-04T00:00:00Z","Monteiro Lobato","","male","http://www.wikidata.org/entity/Q606389"
"+1938-10-25T00:00:00Z","","Mridula Garg","Miljul Man","female","http://www.wikidata.org/entity/Q6929565"
"+1892-12-18T00:00:00Z","+1937-11-03T00:00:00Z","Mykola Kulish","Pathetique Sonata","male","http://www.wikidata.org/entity/Q933749"
"+1980-03-05T00:00:00Z","","Nathaniel Rich","","male","http://www.wikidata.org/entity/Q6969824"
"+1944-03-28T00:00:00Z","","Nell McCafferty","","female","http://www.wikidata.org/entity/Q6990028"
"+1900-11-29T00:00:00Z","+1937-06-09T00:00:00Z","Nello Rosselli","","male","http://www.wikidata.org/entity/Q1213783"
"+1973-03-05T00:00:00Z","+2009-09-24T00:00:00Z","Nelly Arcan","","female","http://www.wikidata.org/entity/Q464143"
"+1955-04-05T00:00:00Z","","Nelson Castro","","male","http://www.wikidata.org/entity/Q6990409"
"+1948-03-18T00:00:00Z","","Nenad Ivanković","","male","http://www.wikidata.org/entity/Q12638229"
"+1944-02-16T00:00:00Z","","Nigel Hamilton","","male","http://www.wikidata.org/entity/Q15072642"
"+1922-04-18T00:00:00Z","+2006-10-29T00:00:00Z","Nigel Kneale","","male","http://www.wikidata.org/entity/Q1278904"
"+1952-03-01T00:00:00Z","","Oku Onuora","","male","http://www.wikidata.org/entity/Q7082705"
"+1636-01-00T00:00:00Z","+1689-12-29T00:00:00Z","Olfert Dapper","","male","http://www.wikidata.org/entity/Q2804625"
"+1952-12-11T00:00:00Z","","Osamu Akimoto","Kochira Katsushika-ku Kameari Kōen-mae Hashutsujo","male","http://www.wikidata.org/entity/Q1321466"
"+1911-12-18T00:00:00Z","+1980-06-20T00:00:00Z","Paddy Blanchfield","","male","http://www.wikidata.org/entity/Q7123404"
"+1819-08-07T00:00:00Z","+1897-02-02T00:00:00Z","Panteleimon Kulish","","male","http://www.wikidata.org/entity/Q2382842"
"+1952-02-02T00:00:00Z","+2014-01-02T00:00:00Z","Patrick Heron","","male","http://www.wikidata.org/entity/Q7146721"
"+1857-09-02T00:00:00Z","+1915-10-25T00:00:00Z","Paul Hervieu","","male","http://www.wikidata.org/entity/Q1852937"
"+1892-07-17T00:00:00Z","+1987-09-06T00:00:00Z","Paul Hiebert","","male","http://www.wikidata.org/entity/Q14949573"
"+1899-10-14T00:00:00Z","+1974-11-26T00:00:00Z","Paul McKee","","male","http://www.wikidata.org/entity/Q18387127"
"+1920-03-25T00:00:00Z","+1978-03-01T00:00:00Z","Paul Scott","","male","http://www.wikidata.org/entity/Q683445"
"+1893-02-22T00:00:00Z","+1986-05-13T00:00:00Z","Peadar O'Donnell","","male","http://www.wikidata.org/entity/Q3776248"
"+1915-09-14T00:00:00Z","+2012-08-31T00:00:00Z","Pedro Medina Avendaño","","male","http://www.wikidata.org/entity/Q7159769"
"+1919-07-11T00:00:00Z","+1977-09-25T00:00:00Z","Philippe Jullian","","male","http://www.wikidata.org/entity/Q285654"
"+1860-10-22T00:00:00Z","+1911-03-17T00:00:00Z","Pyotr Yakubovich","","male","http://www.wikidata.org/entity/Q24348"
"+1939-07-22T00:00:00Z","","Quincy Troupe","","male","http://www.wikidata.org/entity/Q3927862"
"+1779-12-22T00:00:00Z","+1853-12-15T00:00:00Z","Ralph Wardlaw","","male","http://www.wikidata.org/entity/Q7288236"
"+1925-03-25T00:00:00Z","+2010-08-27T00:00:00Z","Ravindra Kelekar","","male","http://www.wikidata.org/entity/Q1388929"
"+1959-01-01T00:00:00Z","","Ravindra Kumar","","male","http://www.wikidata.org/entity/Q7296732"
"+1926-03-13T00:00:00Z","+2008-10-17T00:00:00Z","Ravindra Pinge","","male","http://www.wikidata.org/entity/Q55793"
"+1875-09-05T00:00:00Z","+1952-07-05T00:00:00Z","Renato Simoni","","male","http://www.wikidata.org/entity/Q3424835"
"+1929-04-08T00:00:00Z","+1996-05-25T00:00:00Z","Renzo De Felice","","male","http://www.wikidata.org/entity/Q438273"
"+1953-01-01T00:00:00Z","","Richard Humphreys","","male","http://www.wikidata.org/entity/Q7326601"
"+1911-12-17T00:00:00Z","+1993-03-04T00:00:00Z","Richard Sale","","male","http://www.wikidata.org/entity/Q3431189"
"+1881-11-07T00:00:00Z","+1969-09-26T00:00:00Z","Rikard Berge","","male","http://www.wikidata.org/entity/Q1778419"
"+1925-01-17T00:00:00Z","+2000-11-02T00:00:00Z","Robert Cormier","","male","http://www.wikidata.org/entity/Q432575"
"+1900-05-14T00:00:00Z","+1995-06-11T00:00:00Z","Robert Finch","","male","http://www.wikidata.org/entity/Q7344336"
"+1913-08-04T00:00:00Z","+1980-02-25T00:00:00Z","Robert Hayden","","male","http://www.wikidata.org/entity/Q931747"
"+1884-07-15T00:00:00Z","+1948-08-27T00:00:00Z","Rodion Markovits","","male","http://www.wikidata.org/entity/Q1165539"
"+1948-10-05T00:00:00Z","","Roger Stevens","","male","http://www.wikidata.org/entity/Q7358956"
"+1906-00-00T00:00:00Z","+1989-00-00T00:00:00Z","Roy Basler","","male","http://www.wikidata.org/entity/Q7372551"
"+1912-11-06T00:00:00Z","+2004-11-00T00:00:00Z","Rudolph Brasch","","male","http://www.wikidata.org/entity/Q7377398"
"+1889-02-26T00:00:00Z","+1958-05-04T00:00:00Z","Sadie Peterson Delaney","","female","http://www.wikidata.org/entity/Q7397936"
"+1928-06-11T00:00:00Z","+2001-05-13T00:00:00Z","Salvador Garmendia Graterón","","male","http://www.wikidata.org/entity/Q3133473"
"+1899-08-16T00:00:00Z","+1970-02-27T00:00:00Z","Salvador Reyes Figueroa","","male","http://www.wikidata.org/entity/Q7406450"
"+1925-05-01T00:00:00Z","+2014-06-15T00:00:00Z","Sardar Fazlul Karim","","male","http://www.wikidata.org/entity/Q7423689"
"+1915-11-20T00:00:00Z","+1998-06-26T00:00:00Z","Sero Khanzadyan","","male","http://www.wikidata.org/entity/Q1980303"
"+1973-10-04T00:00:00Z","","Shannon Bramer","","female","http://www.wikidata.org/entity/Q7488835"
"+1918-11-01T00:00:00Z","+2001-08-22T00:00:00Z","Sharad Talwalkar","","male","http://www.wikidata.org/entity/Q7489365"
"+1946-11-08T00:00:00Z","","Sharon Brown","","female","http://www.wikidata.org/entity/Q2277243"
"+1938-11-25T00:00:00Z","+2011-11-20T00:00:00Z","Shelagh Delaney","A Taste of Honey","female","http://www.wikidata.org/entity/Q456589"
"+1940-08-31T00:00:00Z","+2002-09-18T00:00:00Z","Shivaji Sawant","","male","http://www.wikidata.org/entity/Q55757"
"+1958-00-00T00:00:00Z","","Simon Moore","","male","http://www.wikidata.org/entity/Q7519378"
"+1817-01-01T00:00:00Z","+1913-01-01T00:00:00Z","Sir Frederick Young","","male","http://www.wikidata.org/entity/Q7526797"
"+1907-01-27T00:00:00Z","+2005-02-17T00:00:00Z","Sitaram Chaturvedi","","male","http://www.wikidata.org/entity/Q7531691"
"+1908-06-23T00:00:00Z","+1990-04-03T00:00:00Z","Sloan Nibley","","male","http://www.wikidata.org/entity/Q7541059"
"+1950-01-01T00:00:00Z","+2018-09-17T00:00:00Z","Stephen Jeffreys","","male","http://www.wikidata.org/entity/Q7609593"
"+1928-07-20T00:00:00Z","+2000-08-13T00:00:00Z","Terence Feely","","male","http://www.wikidata.org/entity/Q7701901"
"+1951-11-02T00:00:00Z","","Thomas Mallon","","male","http://www.wikidata.org/entity/Q7792146"
"+1740-01-01T00:00:00Z","+1808-01-01T00:00:00Z","Thomas Moss","","male","http://www.wikidata.org/entity/Q7792587"
"+1910-07-22T00:00:00Z","+2002-03-02T00:00:00Z","Thomas Owen","","male","http://www.wikidata.org/entity/Q3525456"
"+1974-11-15T00:00:00Z","","Todd Klinck","","male","http://www.wikidata.org/entity/Q7812478"
"+1916-02-12T00:00:00Z","+1986-06-06T00:00:00Z","Valentyn Rechmedin","","male","http://www.wikidata.org/entity/Q6068597"
"+1939-08-20T00:00:00Z","","Valeriy Shevchuk","","male","http://www.wikidata.org/entity/Q430980"
"+1885-11-08T00:00:00Z","+1922-06-28T00:00:00Z","Velimir Khlebnikov","","male","http://www.wikidata.org/entity/Q35733"
"+1918-08-23T00:00:00Z","+2010-03-14T00:00:00Z","Vinda Karandikar","","male","http://www.wikidata.org/entity/Q3595740"
"+1849-07-28T00:00:00Z","+1928-07-01T00:00:00Z","Vjekoslav Klaić","","male","http://www.wikidata.org/entity/Q1285711"
"+1940-06-28T00:00:00Z","","Vojislav V. Jovanović","","male","http://www.wikidata.org/entity/Q19276644"
"+1953-09-25T00:00:00Z","","Volkan Ş. Ediger","","male","http://www.wikidata.org/entity/Q7940228"
"+1957-00-00T00:00:00Z","","W. Andrew Robinson","","male","http://www.wikidata.org/entity/Q7945325"
"+1400-01-01T00:00:00Z","+1409-01-01T00:00:00Z","Wigand of Marburg","","male","http://www.wikidata.org/entity/Q975954"
"+1862-03-13T00:00:00Z","+1949-12-20T00:00:00Z","Wilhelm Weigand","","male","http://www.wikidata.org/entity/Q100520"
"+1877-05-15T00:00:00Z","+1937-09-18T00:00:00Z","William Bowen","The Old Tobacco Shop","male","http://www.wikidata.org/entity/Q19873778"
"+1853-04-04T00:00:00Z","+1923-03-06T00:00:00Z","William Boyle","","male","http://www.wikidata.org/entity/Q16031536"
"+1850-12-13T00:00:00Z","+1917-02-23T00:00:00Z","William Chapman","","male","http://www.wikidata.org/entity/Q3568498"
"+1938-10-08T00:00:00Z","+2005-08-16T00:00:00Z","William Corlett","","male","http://www.wikidata.org/entity/Q5612078"
"+1922-12-25T00:00:00Z","+2013-05-23T00:00:00Z","William Demby","","male","http://www.wikidata.org/entity/Q4019985"
"+1922-02-22T00:00:00Z","+2010-04-05T00:00:00Z","William Neill","","male","http://www.wikidata.org/entity/Q8016060"
"+1933-09-02T00:00:00Z","+2002-11-03T00:00:00Z","William M. Packard","","male","http://www.wikidata.org/entity/Q8014921"
"+1602-01-01T00:00:00Z","+1663-01-10T00:00:00Z","William Stanyhurst","","male","http://www.wikidata.org/entity/Q15463506"
"+1927-01-01T00:00:00Z","+1988-01-01T00:00:00Z","William V. Shannon","","male","http://www.wikidata.org/entity/Q8019655"
"+1946-08-24T00:00:00Z","+1995-06-25T00:00:00Z","Willy Eisenhart","","male","http://www.wikidata.org/entity/Q8022545"
"+1898-12-06T00:00:00Z","+1964-07-27T00:00:00Z","Winifred Lenihan","","female","http://www.wikidata.org/entity/Q8025403"
"+1964-05-07T00:00:00Z","","Yasser Thabet","","male","http://www.wikidata.org/entity/Q6897384"
"+1312-01-01T00:00:00Z","+1361-01-01T00:00:00Z","Zanobi da Strada","","male","http://www.wikidata.org/entity/Q146994"
"+1907-12-28T00:00:00Z","+2013-08-06T00:00:00Z","Ze'ev Ben-Haim","","male","http://www.wikidata.org/entity/Q8068145"
"+1947-01-01T00:00:00Z","","Zev Chafets","","male","http://www.wikidata.org/entity/Q8069852"
"+1905-01-09T00:00:00Z","+1987-09-03T00:00:00Z","Zinken Hopp","","female","http://www.wikidata.org/entity/Q2392990"
"+1758-12-02T00:00:00Z","+1820-08-08T00:00:00Z","Étienne Vigée","","male","http://www.wikidata.org/entity/Q3592389"
"+1954-08-29T00:00:00Z","","Željko Ivanković","","male","http://www.wikidata.org/entity/Q3445902"
"+1240-01-01T00:00:00Z","+1292-00-00T00:00:00Z","Abraham Abulafia","","male","http://www.wikidata.org/entity/Q323448"
"+1966-11-10T00:00:00Z","","Aka Morchiladze","Santa Esperanza","male","http://www.wikidata.org/entity/Q321372"
"+1915-03-31T00:00:00Z","+1993-01-17T00:00:00Z","Albert Hourani","","male","http://www.wikidata.org/entity/Q1386146"
"+1884-03-04T00:00:00Z","+1942-01-06T00:00:00Z","Alexander Belyayev","The Air Seller	Professor Dowell's Head	Amphibian Man	Ariel","male","http://www.wikidata.org/entity/Q497925"
"+1968-01-01T00:00:00Z","","Avi Lewis","","male","http://www.wikidata.org/entity/Q4828471"
"+1838-06-26T00:00:00Z","+1894-04-08T00:00:00Z","Bankim Chandra Chattopadhyay","Anandamath	Rajmohan's Wife	Kapalkundala	Durgeshnandini	Bishabriksha	Chandra Shekhar	Devi Chaudhurani	Krishna Kanta's Will	Rai Dinabandhu Mitra Bahadurer Jibani","male","http://www.wikidata.org/entity/Q377881"
"+1941-03-22T00:00:00Z","","Billy Collins","","male","http://www.wikidata.org/entity/Q863057"
"+1947-06-29T00:00:00Z","","Brian Herbert","","male","http://www.wikidata.org/entity/Q711137"
"+1723-01-01T00:00:00Z","+1765-01-08T00:00:00Z","Charles Bertram","De Situ Britanniae","male","http://www.wikidata.org/entity/Q5075584"
"+1948-04-23T00:00:00Z","","Charles R. Johnson","","male","http://www.wikidata.org/entity/Q1065901"
"+1903-05-30T00:00:00Z","+1946-01-09T00:00:00Z","Countee Cullen","","male","http://www.wikidata.org/entity/Q1137066"
"+1956-05-04T00:00:00Z","","David Guterson","","male","http://www.wikidata.org/entity/Q1174627"
"+1423-01-01T00:00:00Z","+1511-01-09T00:00:00Z","Demetrios Chalkokondyles","","male","http://www.wikidata.org/entity/Q983661"
"+1930-02-10T00:00:00Z","+2013-04-19T00:00:00Z","E. L. Konigsburg","From the Mixed-Up Files of Mrs. Basil E. Frankweiler	The View from Saturday","female","http://www.wikidata.org/entity/Q4356114"
"+1852-04-23T00:00:00Z","+1940-03-07T00:00:00Z","Edwin Markham","","male","http://www.wikidata.org/entity/Q5346648"
"+1919-12-17T00:00:00Z","+2008-10-27T00:00:00Z","Es'kia Mphahlele","","male","http://www.wikidata.org/entity/Q1372674"
"+1588-06-11T00:00:00Z","+1667-05-02T00:00:00Z","George Wither","","male","http://www.wikidata.org/entity/Q5546465"
"+1859-02-05T00:00:00Z","+1920-01-18T00:00:00Z","Giovanni Capurro","","male","http://www.wikidata.org/entity/Q982387"
"+1935-03-17T00:00:00Z","+2007-05-19T00:00:00Z","Hans Wollschläger","","male","http://www.wikidata.org/entity/Q71467"
"+1892-12-11T00:00:00Z","+1982-03-27T00:00:00Z","Harriet Adams","","female","http://www.wikidata.org/entity/Q3040664"
"+1830-05-20T00:00:00Z","+1907-07-17T00:00:00Z","Hector Malot","","male","http://www.wikidata.org/entity/Q315003"
"+1920-02-19T00:00:00Z","+2007-12-27T00:00:00Z","Jaan Kross","","male","http://www.wikidata.org/entity/Q161842"
"+1955-01-10T00:00:00Z","","James Alan Gardner","","male","http://www.wikidata.org/entity/Q203068"
"+1901-03-04T00:00:00Z","+1937-06-23T00:00:00Z","Jean-Joseph Rabéarivelo","","male","http://www.wikidata.org/entity/Q671601"
"+1920-10-09T00:00:00Z","+1976-05-09T00:00:00Z","Jens Bjørneboe","","male","http://www.wikidata.org/entity/Q558044"
"+1951-07-26T00:00:00Z","+2010-11-27T00:00:00Z","John Steakley","","male","http://www.wikidata.org/entity/Q280001"
"+1587-11-17T00:00:00Z","+1679-02-05T00:00:00Z","Joost van den Vondel","","male","http://www.wikidata.org/entity/Q312673"
"+1897-10-11T00:00:00Z","+1965-06-22T00:00:00Z","Joseph Auslander","","male","http://www.wikidata.org/entity/Q6281184"
"+1845-11-25T00:00:00Z","+1900-08-16T00:00:00Z","José Maria de Eça de Queiroz","O Crime do Padre Amaro","male","http://www.wikidata.org/entity/Q316327"
"+1830-12-17T00:00:00Z","+1870-06-20T00:00:00Z","Jules de Goncourt","","male","http://www.wikidata.org/entity/Q1234248"
"+1968-01-01T00:00:00Z","","Katie Roiphe","The Morning After","female","http://www.wikidata.org/entity/Q3813962"
"+1935-09-20T00:00:00Z","+2000-10-05T00:00:00Z","Keith Roberts","Pavane","male","http://www.wikidata.org/entity/Q1379856"
