ids,label,rewo_base,cdi_base,rewo_brand,cdi_brand,rewo_capacity,cdi_capacity,rewo_category,cdi_category,rewo_cluster_id,cdi_cluster_id,rewo_color,cdi_color,rewo_finish,cdi_finish,rewo_height,cdi_height,rewo_id,cdi_id,rewo_material,cdi_material,rewo_product_type,cdi_product_type,rewo_shape,cdi_shape,rewo_style,cdi_style,rewo_title,cdi_title
rewo_36291_cdi_978,0,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '58 l','77 l',,,1595155,1290728,,,'nsf' 'stainless steel','nsf',"'8""'","'20 front' '173.00 ' '8""'",rewo_36291,cdi_978,,,'open frame','open frame' 'gauge',,,'compartment with right hand drainboards','compartment with left hand drainboard' 'deep with'," "" 9-81-20-18r-x sink, (1) one compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_28748_cdi_2155,0,'legs with side crossrails','legs with side crossrails',advance tabco,advance tabco,'77 l','18 wide' '27 l',,,1290728,3164864,,'regaline sink 1 compartment','nsf' 'stainless steel',,"'20 front' '8""'","'78.00 ' '8""'",rewo_28748,cdi_2155,,'nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','back'," "" 93-3-54-18l sink, (3) three compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_45699_cdi_2155,0,'legs with side crossrails','legs with side crossrails',advance tabco,advance tabco,'60 l','18 wide' '27 l','compartment',,3142144,3164864,,'regaline sink 1 compartment','stainless steel',,"'8""'","'78.00 ' '8""'",rewo_45699,cdi_2155,'nsf','nsf','open frame' 'gauge','open frame' 'gauge',,,'back' 'deep with','back'," "" 93-42-48 sink, (2) two compartment""@en "" advance sink compartment | sinks""@en","regaline sink ""advance | culinary depot"""
rewo_36291_cdi_1651,0,'legs with side crossrails','legs with side crossrails',advance tabco,advance tabco,'20 wide' '58 l','18 gauge',,,1595155,2380115,,'regaline sink 1' 'bullet feet','nsf' 'stainless steel',,"'8""'","'65.00 ' '8""'",rewo_36291,cdi_1651,,'nsf','open frame','open frame',,'12','compartment with right hand drainboards','compartment with left hand drainboard' 'deep with'," "" 9-81-20-18r-x sink, (1) one compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_45776_cdi_1651,0,'legs with side crossrails','legs with side crossrails',advance tabco,advance tabco,'18 wide' '48 l','18 gauge',,,3165238,2380115,,'regaline sink 1' 'bullet feet','nsf' 'stainless steel',,"'8""'","'65.00 ' '8""'",rewo_45776,cdi_1651,'12','nsf','open frame' 'gauge','open frame',,'12','compartment 24' 'back' 'deep with','compartment with left hand drainboard' 'deep with'," "" 93-62-36 sink, (2) two compartment""@en compartment | sinks""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_24345_cdi_1651,0,'legs with side crossrails','legs with side crossrails',advance tabco,advance tabco,,'18 gauge',,,1112563,2380115,,'regaline sink 1' 'bullet feet','stainless steel',,"'20 front' '8""'","'65.00 ' '8""'",rewo_24345,cdi_1651,'nsf','nsf','open frame' 'gauge','open frame',,'12','compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with'," "" 93-23-60-18l sink, (3) three compartment""@en compartment | sinks with drainboard""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_62505_cdi_3269,0,,,bon chef,bon chef,,,,,8914466,5613518,'aluminum with pewter',,,,,,rewo_62505,cdi_3269,,,,,'rectangular',,'glo','with pewter' 'glo'," "" 9514p serving bowl, metal""@en metal | melamine dinnerware""@en "" bon bowl","round aluminum dinner plate case ""bon | culinary depot"""
rewo_48591_cdi_3269,0,,,bon chef,bon chef,,,,,4277054,5613518,'aluminum with pewter',,,,,,rewo_48591,cdi_3269,,,,,,,'glo','with pewter' 'glo'," "" 70016p platter, aluminum""@en aluminum | melamine dinnerware""@en "" bon platter","round aluminum dinner plate case ""bon | culinary depot"""
rewo_59615_cdi_3269,0,,,bon chef,bon chef,,,,,8001584,5613518,'pewter',,,,,,rewo_59615,cdi_3269,,,,,,,'glo','with pewter' 'glo'," "" 9630-1/2p tile inset""@en "" bon","round aluminum dinner plate case ""bon | culinary depot"""
rewo_4559_cdi_3269,0,,,bon chef,bon chef,,,,,236237,5613518,,,,,,,rewo_4559,cdi_3269,,,,,,,'glo','with pewter' 'glo'," "" 20669106p platter, aluminum""@en aluminum | serving platters""@en "" bon platter","round aluminum dinner plate case ""bon | culinary depot"""
rewo_48779_cdi_3269,0,'h tear',,bon chef,bon chef,,,,,4335554,5613518,'drop aluminum with pewter',,'glo',,,,rewo_48779,cdi_3269,,,,,,,,'with pewter' 'glo'," "" 70075p platter, aluminum""@en "" bon platter","round aluminum dinner plate case ""bon | culinary depot"""
rewo_62500_cdi_3269,0,,,bon chef,bon chef,'96 oz',,,,8914209,5613518,'saver aluminum',,'glo',,,,rewo_62500,cdi_3269,,,,,,,'with pewter','with pewter' 'glo'," "" 9504p serving bowl, metal""@en "" bon bowl metal | ""@en","round aluminum dinner plate case ""bon | culinary depot"""
rewo_62505_cdi_4290,0,,,bon chef,bon chef,,,,,8914466,8134813,'aluminum with pewter','with short handle aluminum',,,,,rewo_62505,cdi_4290,,'pewter',,,'rectangular',,'glo','round' 'glo'," "" 9514p serving bowl, metal""@en metal | melamine dinnerware""@en "" bon bowl","omelet pan case ""bon | culinary depot"""
rewo_52597_cdi_4290,0,,,bon chef,bon chef,,,,,5789083,8134813,,'with short handle aluminum',,,,,rewo_52597,cdi_4290,,'pewter',,,'oval',,'with shell handles' 'legs aluminum with pewter' 'glo','round' 'glo'," "" 2075blp platter, aluminum""@en aluminum | serving platters""@en "" bon platter","omelet pan case ""bon | culinary depot"""
rewo_4559_cdi_3267,0,,,bon chef,bon chef,,,,,236237,5612846,,,,,,,rewo_4559,cdi_3267,,,,,,,'glo','glo'," "" 20669106p platter, aluminum""@en aluminum | serving platters""@en "" bon platter","round aluminum salad plate case ""bon | culinary depot"""
rewo_57005_cdi_3267,0,,,bon chef,bon chef,'32 oz',,,,7227848,5612846,,,,,,,rewo_57005,cdi_3267,,,,,,,'glo','glo'," "" 5069p casserole dish""@en "" bon dish | melamine dinnerware""@en","round aluminum salad plate case ""bon | culinary depot"""
rewo_44031_cdi_3275,0,,,bon chef,bon chef,,,,'plate',2497660,5613700,,,'nsf','nsf',,,rewo_44031,cdi_3275,,,,'ceramic look',,,,," "" 966025 tile inset""@en "" bon","round aluminum underliner/plate case ""bon | culinary depot"""
rewo_44041_cdi_3275,0,,,bon chef,bon chef,,,,'plate',2497713,5613700,,,'nsf','nsf',,,rewo_44041,cdi_3275,,,,'ceramic look',,,,," "" 966054 tile inset""@en "" bon","round aluminum underliner/plate case ""bon | culinary depot"""
rewo_64107_cdi_3275,0,,,bon chef,bon chef,,,,'plate',9414356,5613700,,,'nsf','nsf',,,rewo_64107,cdi_3275,,,,'ceramic look',,,,," "" 52151s tile inset""@en "" bon","round aluminum underliner/plate case ""bon | culinary depot"""
rewo_64107_cdi_3250,0,,,bon chef,bon chef,,,,,9414356,5587090,,,'nsf','nsf',,,rewo_64107,cdi_3250,,,,'ceramic look',,,,," "" 52151s tile inset""@en "" bon","round aluminum traditional bread & butter plate case ""bon | culinary depot"""
rewo_53501_cdi_3250,0,,,bon chef,bon chef,,,,,6013853,5587090,'aluminum with',,,'nsf',,,rewo_53501,cdi_3250,,,'anne platter' 'ceramic look','ceramic look','oval',,,," "" 2024s platter, aluminum""@en aluminum | serving platters""@en "" bon platter","round aluminum traditional bread & butter plate case ""bon | culinary depot"""
rewo_52074_cdi_3250,0,,,bon chef,bon chef,,,,,5609756,5587090,'plate 11',,'nsf','nsf',,,rewo_52074,cdi_3250,,,'ceramic look','ceramic look',,,'narrow rim',," "" 1096s service plate, metal""@en "" bon plate metal | melamine dinnerware""@en","round aluminum traditional bread & butter plate case ""bon | culinary depot"""
rewo_64984_cdi_4890,0,,,trauls,traulsen,,'24 - 37 cu. ft.',,,9662853,9480069,'section microprocessor' 'shelves factory installed 6',,,'nsf',,'2 cu' '345.00 ',rewo_64984,cdi_4890,'anodized aluminum','remote refrigeration microprocessor' 'height door hinged' 'anodized aluminum','s choice hot food holding' 'control full height stainless steel door hinged','left' 'coated shelves factory installed 6',,,'cabinet reach in','hinged / swing'," ""en g14311 heated cabinet, reach-in""@en "" en cabinet","dealers choice refrigerator "" | culinary depot"""
rewo_64465_cdi_4890,1,,,trauls,traulsen,,'24 - 37 cu. ft.',,,9480069,9480069,'section remote refrigeration microprocessor' 'controls stainless steel',,'one' 'nsf','nsf',,'2 cu' '345.00 ',rewo_64465,cdi_4890,'height door hinged' 'anodized aluminum','remote refrigeration microprocessor' 'height door hinged' 'anodized aluminum','dealer s choice refrigerator' 'left' 'coated shelves factory installed 6','left' 'coated shelves factory installed 6',,,,'hinged / swing'," ""en g10011r refrigerator, reach-in""@en "" en refrigerator reach-in | one section refrigerators""@en","dealers choice refrigerator "" | culinary depot"""
rewo_51463_cdi_4392,0,'open w/side & rear crossrails','h backsplash',advance tabco,advance tabco,,'91 l',,,5400071,8402503,'stainless steel','bullet feet 16','without splash',,,'30 x 12' '12 bowls',rewo_51463,cdi_4392,'stainless steel','stainless steel','table' 'bullet feet','two drainboards' 'open frame' 'gauge','gauge',,'top','compartment 1'," "" tss-243 work table, 36"" - 38"", stainless steel top""@en top | worktable open base""@en 38"" "" advance table","meat & platter sink ""advance | culinary depot"""
rewo_35743_cdi_4392,0,'open w/side & rear crossrail','h backsplash',advance tabco,advance tabco,'30 wide','91 l',,,1573650,8402503,'top with splash at rear','bullet feet 16',,,,'30 x 12' '12 bowls',rewo_35743,cdi_4392,'stainless steel' 'gauge','stainless steel','table' '5 backsplash stainless steel' 'bullet feet','two drainboards' 'open frame' 'gauge',,,,'compartment 1'," "" tkms-3012 work table, 133"" - 144"", stainless steel top""@en 144"" "" advance table top | worktable open base with backsplash""@en","meat & platter sink ""advance | culinary depot"""
rewo_72096_cdi_4392,0,'open w/side & rear crossrails','h backsplash',advance tabco,advance tabco,,'91 l',,,12499956,8402503,,'bullet feet 16','only',,,'30 x 12' '12 bowls',rewo_72096,cdi_4392,'stainless steel' 'gauge','stainless steel','at rear' '5 backsplash stainless steel' 'bullet feet','two drainboards' 'open frame' 'gauge',,,'table','compartment 1'," "" tkms-240 work table, 30"" - 35"", stainless steel top""@en 35"" "" advance table top | worktable open base with backsplash""@en","meat & platter sink ""advance | culinary depot"""
rewo_60819_cdi_4392,1,'high splash' 'legs with side crossrails','h backsplash',advance tabco,advance tabco,'91 l','91 l',,,8402503,8402503,'bullet feet 16','bullet feet 16','stainless steel',,"'30 x 12' '12 bowls' '8""'",'30 x 12' '12 bowls',rewo_60819,cdi_4392,'stainless steel','stainless steel','two drainboards' 'open frame' 'gauge','two drainboards' 'open frame' 'gauge',,,'compartment 1','compartment 1'," "" 18-k5-56 sink, supermarket""@en "" advance sink supermarket | three compartment sinks with drainboard""@en","meat & platter sink ""advance | culinary depot"""
rewo_59657_cdi_4392,0,'legs with side crossrails','h backsplash',advance tabco,advance tabco,,'91 l',,,8020195,8402503,,'bullet feet 16','stainless steel',,"'8""'",'30 x 12' '12 bowls',rewo_59657,cdi_4392,'nsf','stainless steel','open frame' 'gauge','two drainboards' 'open frame' 'gauge',,,'compartment' 'deep with','compartment 1'," "" 93-2-36 sink, (2) two compartment""@en compartment | sinks""@en "" advance sink","meat & platter sink ""advance | culinary depot"""
rewo_59657_cdi_1376,0,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,,'18 gauge',,,8020195,1747700,,'regaline sink 3','stainless steel','nsf',"'8""'","'8""' '287.00 '",rewo_59657,cdi_1376,'nsf',,'open frame' 'gauge','open frame',,,'compartment' 'deep with','compartment with right hand' 'deep with'," "" 93-2-36 sink, (2) two compartment""@en compartment | sinks""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_23512_cdi_1376,0,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'125 l','18 gauge','12',,1076616,1747700,,'regaline sink 3','nsf' 'stainless steel','nsf',"'8""'","'8""' '287.00 '",rewo_23512,cdi_1376,,,'deep' 'open frame','open frame',,,'compartment with left right hand drainboards' 'back','compartment with right hand' 'deep with'," "" 9-42-48-36rl sink, (2) two compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_40094_cdi_1376,1,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'18 gauge','18 gauge',,,1747700,1747700,,'regaline sink 3','nsf' 'stainless steel','nsf',"'8""'","'8""' '287.00 '",rewo_40094,cdi_1376,,,'open frame','open frame',,,'compartment with right hand' 'deep with','compartment with right hand' 'deep with'," "" 9-63-54-36r sink, (3) three compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_59657_cdi_1301,0,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,,,,,8020195,1665253,,,'stainless steel',,"'8""'","'232.00 ' '8""'",rewo_59657,cdi_1301,'nsf','nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment' 'deep with','compartment with right hand drainboard' 'deep with'," "" 93-2-36 sink, (2) two compartment""@en compartment | sinks""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_38004_cdi_1301,1,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'20 wide',,,,1665253,1665253,,,'stainless steel',,"'8""'","'232.00 ' '8""'",rewo_38004,cdi_1301,'12' 'nsf','nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment with right hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with'," "" 93-83-60-18r sink, (3) three compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_7585_cdi_1301,0,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'18 wide',,,,379312,1665253,,,'nsf' 'stainless steel',,"'8""'","'232.00 ' '8""'",rewo_7585,cdi_1301,,'nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment with right hand','compartment with right hand drainboard' 'deep with'," "" 93-62-36-24r sink, (2) two compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_59657_cdi_4239,1,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,,,,'compartment',8020195,8020195,,'regaline sink 2','stainless steel',,"'8""'","'76.00 ' '8""'",rewo_59657,cdi_4239,'nsf','nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment' 'deep with','deep with'," "" 93-2-36 sink, (2) two compartment""@en compartment | sinks""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_30956_cdi_4239,0,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'18 wide',,,'compartment',1382291,8020195,,'regaline sink 2','nsf' 'stainless steel',,"'8""'","'76.00 ' '8""'",rewo_30956,cdi_4239,,'nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand','deep with'," "" 93-62-36-24l sink, (2) two compartment""@en compartment | sinks with drainboard""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_35885_cdi_6747,0,'32 drawers',,garland / us rang,garland,'60 1 ph','60 1 ph',,,1579954,13909240,,,'only when ordered','only when',,'774.00 ',rewo_35885,cdi_6747,'stainless steel','arctic fire' 'handles' 'stainless steel','legs available',,,,'refrigerated base remote refrigeration 108','refrigerator base self contained refrigeration' 'legs available' 'drawers'," ""e un17r108 equipment stand, refrigerated base""@en "" garland stand","arctic fire refrigerator base "" | culinary depot"""
rewo_11865_cdi_6747,0,'27 drawers',,garland / us rang,garland,'60 1','60 1 ph',,,573516,13909240,'polar cuisine',,'only when ordered','only when',,'774.00 ',rewo_11865,cdi_6747,'stainless steel','arctic fire' 'handles' 'stainless steel','legs available',,,,'refrigerated base remote refrigeration','refrigerator base self contained refrigeration' 'legs available' 'drawers'," ""e un17r114 equipment stand, refrigerated base""@en "" garland stand","arctic fire refrigerator base "" | culinary depot"""
rewo_60633_cdi_6747,0,,,garland / us rang,garland,'60 1 ph','60 1 ph',,,8344302,13909240,,,'only when','only when',,'774.00 ',rewo_60633,cdi_6747,'arctic fire refrigerator base remote refrigeration 63' 'handles' 'stainless steel','arctic fire' 'handles' 'stainless steel',,,,,'legs available','refrigerator base self contained refrigeration' 'legs available' 'drawers'," ""e gn17r63 equipment stand, refrigerated base""@en "" garland stand","arctic fire refrigerator base "" | culinary depot"""
rewo_35885_cdi_4376,0,'32 drawers',,garland / us rang,garland,'60 1 ph','60 1 ph',,,1579954,8352423,,,'only when ordered','only when',,'434.00 ',rewo_35885,cdi_4376,'stainless steel','handles' 'stainless steel','legs available',,,,'refrigerated base remote refrigeration 108','refrigerator base self contained refrigeration' 'legs available' 'drawers'," ""e un17r108 equipment stand, refrigerated base""@en "" garland stand","arctic fire refrigerator base "" | culinary depot"""
