Brand_x,Brand_y,Color_x,Color_y,Interface_x,Interface_y,Memory Speed_x,Memory Speed_y,Memory Type_x,Memory Type_y,Memory_x,Memory_y,Model_x,Model_y,Processor_x,Processor_y,Product Type_x,Product Type_y,Storage Capacity_x,Storage Capacity_y,cluster_id
,['amd'],,,,,['866mhz'],,['speed'],,,,,,,['amd radeon r7 856mhz 95w cpu retail'],,,,,1242846
['silverstone'],['silverstone'],,,['sas interface'],['sas sata iii'],,,,,,,,,,,,['sst rs831s'],,,1243755
['kingston s'],,,,,['sata iii'],,,,,,,['a400'],,,,"['solid state drive', 'mechanical hard drives']",,,['240gb'],1244133
['xfx'],['500w'],,,,,,,,,,,,,,,,"['xt 80', 'psu']",,,1255835
"['msi', 'msi']",['msi'],"['warranty', 'warranty']",,"['pci gen3', '7200rpm', 'windows 10', 'pci gen3', '7200rpm', 'windows 10']",,,,,,"['8gb', '8gb']",['32gb ram'],"['gt72s dragon', 'gt72s dragon']",,"['nvidia gtx 980', 'nvidia gtx 980']",['panel core i7 6820hk'],"['4k ips g sync i7 6820hk', '4k ips g sync i7 6820hk', 'Intel Core i7', 'Intel Core i7']",,,,1256037
['3000mhz ram'],,,['Anodised Aluminium Heatspreader'],['timings 1 20'],,['35v'],"['Vengeance LPX Black', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['vdimm'],,,,,,,,,['corsair'],,['8gb'],1260662
"['msi', 'msi']",,"['warranty', 'warranty']",,"['fhd ips level 1920x1080 i7 6820hq nvidia sli gtx 1070 8gb gddr5', '7200rpm', 'windows 10', 'fhd ips level 1920x1080 i7 6820hq nvidia sli gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",['r win10'],,,,,,['32gb ddr4'],,,,,,['i7 6820hk'],,['18 4'],1261161
['socket compatibility'],,,,,,,,,,,,,,,['intel lga1150 1151'],['intel'],"['argon cpu cooler for', 'hdc technology']",,,1264350
['skylake'],['gigabyte'],['killer gigabit'],,['bluetooth 4 2'],['usb3'],,,,,,,['6th gen ddr4'],,,,['1x pcie x16 6x'],,,,1265924
['got'],['netgear'],,,,['ac1900 802'],,,,,,,,['r7000'],,,,,,,1268586
,,,,['sata 6gb s'],,,['st4000dm005'],,,,,,,,,"['range', '2 year warranty']","['barracuda', '5900rpm']",['4tb'],['4tb'],1270604
['samsung'],['250'],,,,"['upto 450mb s', 'usb 3']",,,,,,,,['t3'],,,,,,,1271284
,['ekwb'],,,,,,,,,,,,['ek fc radeon vega waterblock acrylic glass'],['amd radeon vega based graphics cards'],"['copper', 'radeon vega64 vega56 vega frontier']",,,,,1275737
,,,['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,,['35v'],"['DDR4', 'Dominator Platinum', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-27700 (3466)']",['vdimm'],['platinum pc4 27700 3466'],,,,,,,,,,"['32gb', '2x16gb']",1279304
['source'],,,,,,,,,,,,,,,,,"['side window 2x', 'quiet fans']",,,1284950
['pp07'],['silverstone'],,['black blue'],,['pci 8pin'],,,,,,,,,,,['management'],,,,1285698
['shoot'],,,,,['with sd adapter'],,,,,,,['like a pro in 4k'],,,,"['dslr camera action camera', 'exceria pro m501']",['toshiba m501 exceria pro microsdxc performance memory card'],,['16gb'],1285866
,,,['Anodised Aluminium Heatspreader'],,,,"['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-25600 (3200)']",['vdimm'],['black pc4 25600 3200 non'],,['4x8gb corsair'],,,,,,,['3200mhz ram'],['32gb'],1287158
,['silverstone'],,,,,,,,,,,,['pp07 pcir'],['red'],,['individually sleeved strands'],,['25 cm'],,1288660
,,,,,,,,,,,,,,,,['power supplies'],"['bronze fully wired', 'psu']",,['450w evga'],1294745
,,,,,,,['60k'],,,,,,,['intel solid state drive'],,,"['intel 540s series 2', 'iops ret']",,['120gb'],1297542
['adapter cable'],['icy box adapter'],,,,,,,,,,,,,,,,['protective sleeve'],,,1298063
['whether you'],['logitech'],['keyboard'],,['work or simply browsing'],,,,,,,,,,,,,['spill resistant usb'],,,1308138
['2400mhz ram'],,,['\xa0'],,,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Value Select', 'PC4-19200 (2400)']",,,,,,['select pc4 19200'],,,,,,"['4gb', '1x4gb']",1309161
['core'],,,,['physx cuda'],,"['900mhz', '4000mhz']",['900mhz'],['gddr5'],['gddr5 gpu'],,,,,,,['processors 384 shader'],['gigabyte gtx'],,['1gb'],1309637
['socket'],,,,,,['8ghz'],,,,,,,,,['intel xeon e5 1620'],,,,,1317909
"['gv', 'gv rx580gaming']",,,,['amd crossfire amd eyefinity'],,"['7000mhz', 'boost 1355mhz', '7000mhz']",,"['gddr5', 'gddr5']",['gddr5'],,['4gb'],['vr ready premium 3'],,,,"['processors 2304 crossfire ready', 'years warranty', 'processors 2304 directx', 'years warranty']",,,,1324529
,,,,,,,,,,,,,,,,['mountings'],"['akasa vegas', 'blue']",,['120mm'],1326292
['led backlit'],['32'],['year warranty'],,,,,,,,,,,,,,['time 1x'],,,,1327536
['skylake'],['asus'],,,['bluetooth bitspower'],,,"['1151', 'usb3']",,,,,['kabylake ddr4'],,,['intel z270 s'],,['rog maximus ix extreme'],,,1336790
,,,,"['usb 3 0 speed', 'usb 2']",,,,,,,,,,,,,,,['64gb'],1337536
,['xfx'],['years warranty'],,,['hdmi dvi d dl'],"['1203mhz', '7000mhz']",,['gddr5'],['7000mhz gddr5'],,,,,,['radeon rx 550'],,,,['4gb'],1340307
,,,,,,,,,,,,,,,,"['p builds', 'upon the excellent', 'designs']","['silverstone sst', 'black']",,['120mm'],1355581
['skylake'],['asus'],,,['sata 6gb s'],,['usb3'],['1151'],,['ddr4'],,,"['6th gen ddr4', 'sata express m 2']",['z170 a'],,,,"['intel z170 s', 'motherboard']",,,1358764
['msi'],,,,,,['7200rpm'],,['ddr4 windows'],,"['2gb gddr5', '8gb 2400mhz']","['8gb ram', '2gb gtx']",['gp62'],,,['7300hq'],"['7rd leopard', '7300hq nvidia gtx 1050']",,,,1359327
['minimalist'],['corsair'],,['black'],,['mini itx'],,,,,,,,['carbide 600q inverse full'],,,['modern design engineered'],['computer chassis'],,,1360395
['mz'],,,,['samsung 960 pro m 2 22x80 pcie 3 0 x4'],['nvme 48'],,,,,,,,,,,['warranty'],['samsung 960'],['1tb'],['1tb'],1360757
['very'],['silverstone'],,,,,,,,,,,,,,['intel amd am4 support'],"['cooler made by silverstones argon', 'pwm connector now']","['argon ar07 v2', 'cpu cooler 3 heatpipes']",,,1361108
,['gainward'],['enabled 2'],,,,['8008mhz'],['1506mhz gpu'],['gddr5'],['gddr5'],,['3gb'],,,,['geforce gtx 1060'],['geforce gtx1060'],,,,1365759
['black'],['silverstone'],,,,,,,,,,,,,,,,['sst fp36b e usb 3 0 with'],,,1369571
['msi'],['15'],['ddr4'],,"['1920 x 1080 i7 6700hq nvidia gtx 1060', '7200rpm']",,['014uk'],,,,,['16gb ddr4'],['gt62vr'],,,,['Intel Core i7'],,,,1369706
,,,,['sata 6gb s'],,,['7200rpm'],,,,,,['sata iii'],,,"['surveillance drive', '3 year warranty']","['hard drive', 'year workload rate']",['4tb'],"['4tb', '180tb']",1370312
['core'],,['years warranty'],,,,"['1059mhz', '5400mhz']",['5400mhz'],['gddr5'],['gddr5 gpu'],,,,,,['geforce gtx 750'],,['gigabyte'],,['4gb'],1373296
,['arctic freezer'],,,,,,,,,,,,,,['intel amd am4'],"['cooler from', 'amd am4']","['cpu cooler 4 heatpipes 2x', 'pwm fans semi passive al cu for']",,,1376179
,,,,"['sata 6gb s', 'sdvr hybrid sdvr']","['st4000vx000', 'surveillance 3 5']",,,,,,,,,,,['best for nvr embedded'],['ncq reliable performance'],['4tb'],['4tb'],1378073
['those'],,,,,,,,,,,,,,,,,,,,1382970
['skylake'],,,,,,,['1151'],['usb3'],,,,['6th gen ddr4'],,,,,['sabertooth z170'],,,1384555
,,,,,,,,,,,,,,,,"['intel 900p pcie 3 0 x4', 'iops 5yr warranty']",['intel optane 900p'],,['280gb'],1386451
,['antec mercury m120'],,,,,['1800rpm'],,['30dba 73 cfm'],,,,,,,,['all in cooler 900'],['blue led pwm fan am4 2066'],['120mm'],,1388526
,['antec'],,,,,,,,,,,,,,,,"['computer chassis ssi ceb e atx', 'matx mitx']",,,1397052
['quadro'],,,,,,,,,['gddr5 pcie 3 0'],,,,['m2000 768'],,,,['nvidia quadro'],,['4gb'],1397663
['smallest'],['silverstone'],,,,,,,,,,,,,,,['raven tower case'],['sst'],,,1398779
['cx750'],['750w'],,,,,,,,,,,,,,,,"['corsair', 'bronze fully wired', 'psu']",,,1400150
['msi'],['msi'],['gddr5'],,['fhd 1920x1080 i7'],,['7200rpm'],,['ddr4 windows'],,['8gb 2400mhz'],"['8gb ram', '2gb gtx']",,,,,,['win10'],['128gb'],,1402501
,['intel'],,,,,,,"['22', 'ddr3 controller integrated hd graphics 3']",,,['1100mhz gpu'],,,,['dual core'],['year warranty'],,,,1407414
['axrx'],,,,,"['hbm2 dp', 'hdmi']","['8192mb', '945mhz']",['945mhz'],,,,,,,,,"['vega', 'hbm2 stream processors 4096']",['powercolor radeon rx vega'],,['8gb'],1410872
,['seagate'],,,,,,,,,,,"['sata 6gb s', 'sata 6gb s']",['st4000dx001'],,,"['3 year warranty', '5 year warranty']",['sshd solid state hybrid drive'],"['4tb', '4tb']",['4tb'],1411421
['cssd'],,,,['0 x4'],,,,,,,,,,,,['corsair'],['corsair'],,['480gb'],1413324
['support'],['asrock'],,,,,,['1151'],,['ddr4 sata3 triple m 2'],,,,['fatal1ty z370'],,,,,,,1417622
['axrx'],,['years warranty'],,,"['polaris 2048 streams', '3xdp hdmi dvi d']","['1250 mhz', '7000mhz']",,['gddr5'],['gddr5'],,,['570 4gbd5 3dhd'],['rx 570'],,,['processors 2048 directx'],['powercolor radeon'],,['4gb'],1417745
,,,,,['hdmi 2 0b dvi d dl'],,,,['gddr5'],,,,,,['radeon'],,['sapphire'],,['4gb'],1420572
['11265'],,['years warranty'],,['amd crossfire amd eyefinity'],['dvi d'],['7000mhz'],,['gddr5'],['7000mhz gddr5'],,,,,,,['processors 2304 directx'],,,['4gb'],1425327
"['these', 'eight', 'these']",,,,,,,,['ddr4 controller 3'],,,,,,"['intel core i7', 'intel core i7']",['intel core i7'],"['couple of percent of chips tested capable of', 'core technology']",,,,1429349
['gigabyte'],,['2400mhz'],,"['m2', '7200rpm']",,,,['ddr4'],,['2gb gddr5'],['8gb ddr4'],['sabre 15g cf2'],,,,,,['128gb'],,1434922
['cssd'],,,,,,,,,,,,,,,,['write'],['corsair neutron xti'],['960gb'],['960gb'],1435481
,,,,['usb 3 0'],['usb 3 0 datatraveler'],,,,,,,,,,,"['datatraveler', 'notebooks and desktops']","['kingston dt100', 'write']",,['128gb'],1438223
['ek vardar'],,,,,,,,,,,,,,,,['pressure computer'],['ek furious'],,['120mm'],1438580
"['skylake', 'audio 4x']",['gigabyte'],,,['sata 6gb s'],,,['1151'],,['ddr4'],,,"['6th gen ddr4', 'usb3 0']",,,,['1x pcie x16 2x pci e x1 4x'],,,,1449571
,,,,['samsung 960 pro m 2 22x80 pcie 3 0 x4'],['nvme 48'],,,,,,,,['write 440k 360k'],,,['warranty'],['samsung 960'],,['2tb'],1450313
,,,,,,,,,,,,,,,['intel amd coolers'],['aio kit'],['masterliquid lite'],['120mm'],,1452250
,['innovision'],,,,,['8000mhz'],['1506mhz gpu'],['gddr5'],['gddr5'],,['3gb'],,,,['3d geforce gtx 1060 twin x2'],['processors 1152 vr ready'],,,,1452708
,,,,,,,,,,,,['sata 6gb s'],['st4000dm000'],,,['1 year warranty'],['desktop'],['4tb'],['4tb'],1460136
['3200mhz ram'],,,['Anodised Aluminium Heatspreader'],,,,"['DDR4', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance RGB Black']",,,,,,,,,['corsair'],,,"['16gb', '2x8gb']",1472539
['hot swap'],['silverstone'],,,,,,,,,,,['cp05'],,,,,['sst cp05'],,,1474195
,['palit'],,,,,['7010mhz'],['gpu'],['gddr5'],['gddr5 graphics card'],,['4gb'],,,,"['geforce gtx 1050', '768 core 1290mhz']",['processors 768 vr ready physx cuda'],['1392mhz boost'],,,1474623
['google'],['google'],['unit pack'],,,,,,,,,,,,,,,['app controlled'],,,1476089
['icy dock'],['icy dock trayless'],,['Black'],,['1 x SATA 1.5/3.0 Gb/s'],,,,,,,,,,['aluminum body'],['hard drive kit'],,,,1486336
,,,['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,,['35v'],"['UDIMM (Unbuffered)', 'DDR4', 'Dominator Platinum', 'PC4-28800 (3600)', 'Non-ECC']",['vdimm'],['platinum pc4 28800 3600'],,,,,,,,,['3600mhz ram'],"['16gb', '4x4gb']",1490538
['msi'],['msi'],"['gddr5', '2400mhz']",,['fhd ips 1920x1080 i7'],['usb type c'],,,['7200rpm'],,,"['16gb ram', '8gb gtx']",,,,,['dominator pro 429uk'],,,,1493348
,,,,,,,,,,,,,,,,['cabinet full'],['docking station'],,,1496243
['aero'],,,,,,['2400mhz'],,['ddr4'],,"['16gb', '256gb']","['16gb ddr4', '256gb']",['14k'],,,,['v7 cf2 black'],['aero 14k v7 cf2'],,,1499951
['skylake'],['gigabyte'],,,,,['11x usb3'],['1151'],,['ddr4'],,,['6th gen ddr4 4x'],,,,"['pcie x16', 'quad crossfire sli']",['motherboard'],,,1500458
['bx80677g4600'],['intel'],,,,,,,['ddr4 controller integrated iris dx12 graphics 3 year warranty'],,,,,,['dual core technology'],,,,,,1502287
,,['good'],,,,,,,,,,,,,,['serious airflow'],['o psu'],,,1503066
,,,['Anodised Aluminium Heatspreader'],,,['35v'],"['DDR4', 'Vengeance LPX White', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['vdimm'],,,,,,,,,['corsair'],['2666mhz ram'],['32gb'],1512235
['cherry'],['hyperx'],,,,,,,,,,,,,,,"['mx brown', 'optimised durable steel', 'backlight detachable braided usb cable']",['backlit keys wired'],,,1514044
['google'],,,,,['ac 2x gbe 2x int antenna'],,,,,,,,,,,,,,['google wifi'],1517018
['socket'],['asrock'],,,"['1x pcie x16', 'sata 6gb s', 'usb 2 0']",,,,['support 2x ddr4 dimm'],,,,,,,,['1x pcie x1 4x'],,,,1518695
,['asrock'],,,['sata ports'],,,,,,,,,['2066'],,['sata3'],,['oc formula intel x299 s'],['support for x series'],,1521147
['wds512g1x0c'],,,,,['0 x4'],,,,,,,,,,,"['write', 'write']",['write'],,['512gb'],1522205
['p57x gaming laptop'],,,,['7200rpm'],,,,,,"['8gb gddr5', '256gb', '32gb 2400mhz']",['32gb ddr4'],['4k ips 3840x2160'],,['7700hq nvidia gtx 1070'],,,,,,1532335
['xfx'],,['hardcore gamers'],,['required by'],,,,,,,,,,,,"['xxx series 650w', 'and diy']","['xxx hybrid', 'modular 80plus bronze', '2 psu']",,,1532567
['builder'],,,,,,,,,,,,,,,,['deliver the power'],,,,1533167
['provides'],['akasa duodock'],,,,,,,,,,,,['x2'],,,,['docking station'],,,1534511
,,,,,,,,,,,,['95k'],['95k'],,,['write'],"['3d m 2 2280', 'write']",,['2tb'],1536730
['akasa'],['akasa'],,,['sata port'],,,,,,,,,,,,,,,,1540724
['expanding'],['nzxt'],,['black red'],,"['elite mid tower', 'usb 3 0']",,,,,,,,,,,,"['computer chassis', 'microatx mini itx']",,,1546406
,,,,,,,,,,,,,,,,['vdimm lifetime warranty'],['lpx red pc4 25600 3200 non'],['3200mhz ram'],"['16gb', '4x4gb']",1548660
['petit'],['silverstone'],,,,,,,,,,,,['sst pt14b h1t1 petit'],,,,['nuc board'],,,1549681
['highest power'],,,,,,,,,,,,,,,,"['sfx unit on sale today fully modular', 'management excellence']",['strider sst sx600 g'],,,1551439
['external'],['dynamode'],,,['usb 2 0'],,,,,,,,,,,,,"['bus powered pc', 'mac']",,,1552211
['unmatched power'],,['single slot'],,,['dvi d sl'],,,,,,,['p4000'],['p4000 4x'],,,"['unmatched creative freedom', 'nvidia quadro']",['nvidia quadro'],,['8gb'],1555912
['gv'],,,,,,['800mhz'],,,,,,,,,,['hbm2 stream'],,,['8gb'],1555942
['clean'],['nzxt'],,,,,,,,,,,,,,,['modern silent three'],['tower case w o psu'],,,1557899
['aerocool'],['aerocool'],,,,,,,,['support sd tf card'],,,,,,,['chassis with led'],"['computer chassis', 'pwm fan']",,,1562024
['socket compatibility'],['scythe mugen max'],,,,,,,,,,,,,,,,,,,1566177
,,,,,['gddr5x vr ready graphics card'],,,,,,,,,,,['years warranty'],,,['11gb'],1570670
,,,['Anodised Aluminium Heatspreader'],['cas 13'],,['20v'],"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Black', 'PC4-17000 (2133)', 'Non-ECC']",['vdimm'],['black pc4 17000'],,['4x16gb corsair'],,,,,,,['2133mhz ram'],['64gb'],1571295
['just'],['zotac'],,,,['usb 3'],,,,,,['6gb'],['add ram'],,,,,,,,1572949
,,,,,,,,,,,,,,,,['brown'],"['suora blue back lit keys ttc', 'usb black']",,,1582237
['enter'],"['corsair', 'keys wired']",,,,['usb 2 0'],,,,,,,,,,,"['voucher code', 'led backlighting']",['key rollover'],,,1582810
['compact'],['cooler master'],,['dark grey'],,,,,,,,,,['mastercase pro 3'],,,,"['tower case', 'freeform modular system handle 2x140']",,,1585668
['led backlit'],['acer'],['year warranty'],,,,,,,,,,['1920x1080'],,,,['time 1x'],,,,1591384
['2400mhz ram'],,,['Anodised Aluminium Heatspreader'],,,,"['Vengeance LPX Black', 'PC4-19200 (2400)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['vdimm'],,,,,,,,,,,"['16gb', '2x8gb']",1592117
['yd160xbcaewof'],,['ddr4 controller 3 year warranty'],,,,,,,,,,,,['threads'],['amd ryzen 5 1600x s am4 six core'],,['95w cpu'],,,1596635
,,,,,,,,,,,['5 mm read'],,,,,['sata iii'],,,['120gb'],1605585
['noble'],['silverstone'],,,,,,,,,,,,,,,,"['sst nb05b noble breeze', 'notebook cooler black']",,,1606635
['docking station'],['icybox'],,,['usb 3'],,,,,,,,,,,,,['reader upto'],,['128gb'],1608050
['logitech'],['logitech'],,,,,,,,,,,,,['advanced 2'],,,['wireless desktop'],,,1610117
,['noctua nh l9x65'],['year warranty'],,,['23 6db 600 2500rpm'],,,,,,,,,,,,,['100 ram'],,1612727
,,['gddr5'],,"['m 2', '7200rpm', 'windows 10']",,,,,,,['8gb ddr4'],,,['i7 6700hq nvidia gtx'],,['6qf leopard pro 1087uk'],"['6qf leopard pro fhd', 'i7 6700hq']","['msi gp62', '128gb']",['15 6'],1613892
,,,,,,,,,,,,,['quadro k6000 pci e 3 0 2880 cores'],['nvidia'],,,,,['12gb'],1623760
['extend'],['asus'],,,,,,['1300 mbps'],,,,,,,,,['existing'],['internal antennas'],,,1625046
"['msi', 'msi']",['msi'],,,,,,,,['ddr4'],"['8gb gddr5', '8gb gddr5']",['32gb'],,,,,"['4k ips level 3840 x 2160 i7 6820hk nvidia sli gtx 1070', '4k ips level 3840 x 2160 i7 6820hk nvidia sli gtx 1070']",['i7 6820hk'],,['064 uhd'],1627205
['airpressure'],,['year warranty'],,,,['650 1550 rpm'],['500rpm'],['35 cfm'],,,,,,,,"['pwm', 'gigabyte msi and asrock']","['cooler master', 'pressure rgb']",,['120mm'],1628458
['socket compatibility'],['evga'],,,,['hydro cooler cpu cooler'],,,,,,,['socket 115x 1356 2011'],,['intel'],['all'],,"['clc', 'pwm fan', 'copper base sleeved tubing']",,['120 rgb'],1636575
['cherry'],['corsair'],,,,,,,,,,,,,,,"['mx brown', 'key rollover on usb usb']",['back lit'],,,1637116
['2400mhz ram'],,,['Heat Spreader'],,,['35v'],"['Vengeance LPX Black', 'PC4-19200 (2400)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['vdimm'],,,,,,,,,,,"['16gb', '2x8gb']",1641184
['msi'],['msi'],['gddr5'],,['fhd 1920 1080 antiglare wide viewing'],,['7200rpm'],,,,['8gb ddr4'],['8gb ddr4'],,,['intel core i7 67000hq'],['i7 6700hq'],['win'],,,,1642179
['true'],,,,,,,,,,,,,,,['cores 7'],,,,['16gb'],1642713
['gigabyte'],,,['win10 pro'],,,['2400mhz'],,['ddr4'],['ddr4'],['16gb'],['16gb'],['15w'],,"['cf2 gtx 1060', 'intel core i7 7700hq']",,,,,,1644590
['edimax'],['edimax'],,,,,,,,,,,,,,,,"['300mbps wireless', 'iqos management']",,,1650850
['integrated'],,,,,,"['720mhz', '757mhz']",,"['cores ddr3', 'cores ddr3']",,,,,,['r7 graphics quad core technology'],['amd a8'],"['year warranty', 'gpu clock', 'year warranty']",,,,1651504
['tower'],"['thermaltake', 'tower']",,,,,,,,,,,,['900 super tower'],,,,"['computer chassis full', 'turbo fans']",,,1655569
['msi'],['msi'],,,,,,,"['gddr5', 'ddr4']",,,['16gb ddr4'],,,,,['nvidia gtx 1060'],"['i7 6820hk', 'nvme ssd']",,['256gb'],1657631
,,,,,,['700'],,,,,,,,,,"['silverstone sst', 'air penetrator', 'channeling technology']",['air penetrator sst'],['120mm'],['180mm'],1659650
,,,['6gbs 7200rpm'],['sata 6gb s'],,['128mb'],,,,,,,,,,['5 year warranty backwards compatible'],,['5tb'],['5tb'],1659817
,['ekwb'],,,,,,,,,,,,,,['radeon vega64 vega56 vega frontier'],['based graphics cards'],['ek fc radeon vega waterblock pom acetal copper'],,,1659979
,,,,,,['800mhz ram'],,,,,,,,,,['corsair'],['corsair twinx'],,['4gb'],1669477
['ge62'],,['ghost recon'],,['7200rpm'],,,,,,,['8gb ddr4'],,,,,['rucksack'],,,,1671790
['asus'],,['ddr4'],,"['fhd 1920x1080', '7200rpm']",,,['t i7 6700hq 2 6ghz'],,,['6gb gddr5'],['16gb ram'],,,['intel i7 6700hq nvidia gtx 1060'],,"['rog', 'nvme ssd']",['rog'],['256gb'],['17 3'],1672141
['silverstone'],['silverstone'],,,,,,,,,,,,,,,,['sst'],,,1676835
,,,,,,,,,,,,['95k'],['95k 84k'],,,['write'],['3d'],,['2tb'],1677764
['msi'],,['gddr5'],,,,,,,,['16gb'],['16gb ddr4'],['stealth pro'],,['6700hk nvidia gtx 1060'],,,['i7 6700hq'],,['011 fhd'],1687015
,,['years warranty'],,,['hdmi dvi d dl'],['7000mhz'],['7000mhz'],['gddr5'],['gddr5'],,,,,,,['rx550d5'],,,"['2gb', '14nm']",1687845
['rx'],,,['oc triple'],,,,['gddr5 1288mhz'],['gddr5'],['radeon rx 480'],,,,,,,"['processors 2304 crossfire ready', 'years warranty']","['polaris pcie 3 0', '2304 streams']",,"['8gb', '14nm']",1688821
['built'],,,,,,,,,,,,,,,,,['o psu'],,,1690194
['corsair'],,,,['watt 1200w'],,,,,,,,['hx series hx1200 1200'],,,,['power supply'],"['modular 80plus', 'psu']",,,1691649
,,['years warranty'],,,,['8192mb 8000mhz'],,['gddr5'],['gddr5'],,,,,,,['processors 2304 directx'],['powercolor radeon'],,['8gb'],1698079
,,['7200rpm'],,,,,,,,['16gb 2400mhz'],['16gb ram'],,,,['8ghz core i7 7700hq'],['ips 4k 3840 x 2160 i7'],,,,1700753
,,,,,,"['6181', '8192mb 10010mhz']",,,,,,,,,,['years warranty'],,['08g p4'],,1701096
,['zotac'],,,,,"['p10810f', '11200mhz']",,,,,,,,,['geforce gtx 1080'],,,,,1701433
['samsung'],['samsung'],,,,,,,,,,,"['1700mb s', 'sm961']",['sm961'],,,"['iops', 'write', 'iops']",['iops'],,,1702592
['sabrepro15 cf1'],['15'],['2400mhz'],,['7200rpm'],['fhd ips i7'],,,,,['256gb'],['16gb ddr4'],,,,,,['sabre pro'],,,1704265
['msi'],['ge73vr'],,,['nvme ssd'],,['7200rpm'],,['ddr4 windows'],,"['6gb gddr5', '16gb 2400mhz']",['16gb ddr4'],['ge73vr'],,['intel core i7 7700hq nvidia gtx 1060'],,,['m 2 pcie'],['128gb'],['128gb'],1704269
,,,,,,,,,,,,,,,['geforce gtx 1080 ti graphics card'],['rog strix'],,,,1708834
,['cooler master'],['black'],,"['mini itx', 'side panel']",,,,,,,,,['mastercase pro 5'],,,['micro atx'],"['computer chassis', 'matx mitx']",,,1720105
,['seagate'],,,['sata 6gb s'],,,['5900rpm'],,,,,,['st4000vn000'],,,,,['4tb'],['4tb'],1721025
['asus'],,['gddr5'],,['fhd ips'],,,['7ghz'],['ddr4 ram'],['g752vy'],['32gb'],['32gb ram'],['g752vy'],,,,"['rog', 'Intel Core i7']",['rog'],,,1722173
"['ml06', 'milo', 'milo']",['silverstone'],,,,,,,,,,,,,,['bays 1x'],,['2 5 drive'],,,1723921
['showcases'],['nzxt'],,,,,,,,,,,,,,,['nzxt s'],"['black mid tower computer chassis tempered glass', 'matx 4x fans']",,,1727047
['intel solid state'],,,,['up to six times faster'],['mlc read 2600mb s'],,,,,,,,['430k read 50k'],,,,"['intel dc p3600 aic hhhl pcie 3 0 x4 nvme 20nm', 'write iops']",,['800gb'],1728170
,['asrock'],,,,['usb 3 1'],,,,['ddr4 so dimm sata3 triple m 2 dual gbe'],,,,"['x299e itx ac intel x299', '2066']",,,,,['support for x series'],,1734906
,,,['1c'],,['window led'],,,,,,,['usb3'],,,,['fan controller'],"['computer chassis e atx', 'matx mitx']",['the evga'],,1761317
,,,,,,,,,,,,,,,,['shining blue leds'],,,['120mm'],1768835
,,,,,,,,"['sc17', '758 41 2633 t2']",['sc17'],,['32gb ddr4'],,,['i7 6820hk nvidia gtx 1070'],['4k ips'],,['1070 laptop'],,,1771056
['cherry'],['cherry'],,"['key lock', 'black']",,,,,,,,,,,,,"['red switches', 'black german engineering']",['mx board'],,,1774578
['corsair'],,,,,,,,,,,,,,,,,['psu'],,,1782408
['nh q17ek'],,,,,,,,['ddr4 windows'],,['16gb 2400mhz'],"['8gb gtx', '16gb ram']",['003'],,['i7 6700hq'],,,['win'],,,1783208
"['core', 'amd eyefinity']",,,,,,['1000mhz'],,,['radeon pro duo pcie 3 0'],,,,,,,"['hbm stream processors', 'amd liquid vr vr ready creator', '2 year warranty']",,,['8gb'],1787149
,,,,,,,,,,,['8gb ddr4'],,,,,"['6300hq nvidia gtx 1060', 'Intel Core i7']",,,,1796928
['corsair'],['1000w corsair'],,,['1000 watt 1000w active pfc 80'],,,,,,,,,,,,,['psu'],,,1800790
,['icy dock black'],,,,,,,,,,,,,['882sp 1s 1b black'],,['1b icy dock mb'],,,,1803259
['aorus'],,['gddr5 win10'],,,,,,,['geforce gtx'],['16gb'],['16gb ram'],,,"['x3 plus', 'intel core i7 5700hq']",,,,,,1815346
['samsung s'],,['operation'],,,,,,,,,,['sm863a'],,,,['is an enterprise'],,,['92tb'],3102430
['nvidia'],,,,,,,,,,,,,,,,['large datasets'],['nvidia quadro k5200 2304 cores'],,['8gb'],3428102
,['wacom'],,['Black'],,['USB'],,,,,,,,,,,"['finest pen capabilities', 'sensitive capabilities']",,,,4017117
['4000mhz ram'],,,,,,,,,,,,,,,,,['lpx red pc4 32000 4000'],,"['16gb', '2x8gb']",5442139
['cpu01'],['silverstone'],,['cable silver'],,,,,,,,,,,,,['designed cable'],['reversible'],,,5665670
['corsair'],,,['\xa0'],,,,"['Non-ECC', 'Value Select', 'DDR3L SO-DIMM', 'PC3-12800 (1600)', 'UDIMM (Unbuffered)']",['ddr3 so dimm pc3 12800 1600 204'],['ddr3l so dimm value'],['2x8gb'],,,,,,,"['corsair', 'select pc3 12800 1600 non']",,['16gb'],5843146
