cluster_id,Average Seek Time,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Price,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
1569442,,['32GB (4 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-25600)']",,,,['1.35V'],,,,,,,,,,['3200MHz'],,,,,['ddr4 3200mhz'],,,,,
1575061,,,,,,,,,['3701 20'],,,,,,,,,,,,,,,['ddr3 sdram raid supported 0'],,,,,,,,,,,['marvell armada'],,,,,,,,,,,,
1576716,,,,['quad core technology'],,,['10mb l3 cache'],,,,,,,,,,,,['10MB'],,,,"['2400 mhz', 'Yes', 'DDR4 – 1600/1866/2133/2400', '3.7GHz']",['ddr4'],,,,,,,,['Xeon E5 1630 V4'],,,,,,,,,,,,,,,
1587449,,,,,,,,,,['Black'],,,,,,,,,,,,,,,['VSK3000-U3'],,,,,,,,,,['and below'],,,,,,,,,['2 Years'],['4.1kg'],,
1596635,,,,,,,,,"['4.0GHz max. 4,0 GHz (Precision Boost) OC: 4,0+ GHz (XFR automated)']",,,,,,,,,,,,,,['3.60GHz'],,,,,,,,,['Amd Ryzen™'],,,['95w am4'],,,,,,,,,['3 Years'],,,
1606853,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,,,,,,['120mm Thermally Controlled Sleeve Fan'],,,,['3 Years'],,,
1610428,,,,['atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['and below 7', 'watercooling support']",,,['up to 370mm cpu cooler up to 150mm psu up to 225mm'],,,,,,,,,
1619715,,,,['sockets'],,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628949,,,,['uhp'],,,,,,,,,,,,,,,,,,,,,['4500 hour 6000 hour economy mode'],,,,,,,,,,,,,,,,,,,,,,
1637749,,,,,,,,,['5 ghz'],['external antenn'],,,,,,,,,['ac 600 1734mbps'],,,['4 x 10 100'],,,,,,,,,,,,,,,,,,,,,,,,,
1641184,,['16GB (2 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['2400mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']",,,,['1.2V'],,,,,,,,,,['2400MHz'],,,,,,,,,,
1659979,,,,['high performance'],,,,['multiple'],,,,,,,,,,,,,,,,,,,,,,,,['amd radeon vega based graphics cards'],,,['full cover waterblock'],,,,,,,,,,,,
1663183,,,,,,,,,,,,,,,,,,,,,,['16gb'],,['ddr4'],,,,,,,,['6600'],,,,,,,,,,,,,,,
1677342,,,,['plus'],,,,,,,,,,,,,,,,,,,,,,['0C - 40C'],,,,,,,,,['bronze semi modular 5 year warranty'],,,,,['120mm Thermally Controlled Sleeve Fan'],,,,['5 Years'],,,
1680613,,,,,,,,,,['vga cards'],,,,,,,,,,,,,,,,,,,,,,,,,['psu support for pcie'],,,,,,,,,,,,
1686655,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['4 gb lpddr3'],,['hd graphics 400 lpddr3'],,,,,,,,,,,,,,,,,,['32 gb'],,,,,
1693725,,,,,,,,,,,,,,,,,,,['24 x rj 11'],,,,,,,,,,,,,,,,,,,,,,,['24 x rj 45'],,,,,
1704368,,,,['intel'],,,,,['86 ghz'],,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata 600 raid supported 0'],,,,,,,,,,,,,,,,,,,,,,,
1706463,,,,['neoprene'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718326,,['8GB (1 x 8GB)'],,['1600mhz ram'],,,,['lifetime warranty'],,,,,,,,,,,,,,,['DDR3 (PC3-12800)'],['vdimm'],,,"['35v', '1.35v']",,,,,,,,,,['1600MHz'],,,,,,,,,,
1720105,,,,['nvidia'],,,,,,,,,['support 7 expansion slots 2 year warranty'],,,,,,,,,,,,,,,,,,,,,,"['theme design', 'atx water']",,,,,,,,,,,,
1729262,,,,,,,,,,,,,,,,,,,,,,,,,,"['0-60°C', '[+3.3V]']",,,,,,,,,['memory 3 year warranty'],,,,,,,,,"['3 years, free advanced technical support and advanced replacement option']",,,
1732426,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['4 gb'],,"['ddr3l sdram', 'hd graphics 400', 'ddr3l sdram']",,,,,,,,,,,,,,,,,,['32 gb'],,,,,
1738437,,,,['marvell armada'],,,,,['3701 20'],,,,,,,,,,,,,,['ram'],['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,,,,,,
1749588,,,,['marvell armada'],,,,,['3701 20 ghz'],,,,,,,,,,['tb'],,,,['ram'],['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,['8 tb'],,,,,
1759448,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,,,,,,,['400 lpddr3 4 gb lpddr3'],,,,,['intel hd graphics'],,['flash memory'],,,,,,,['32 gb'],,,,,
1761585,,['2GB (1 x 2GB)'],,,,,,,,,,,,,,,,,,,,,['DDR3 (PC3-12800)'],,,,['1.35V'],,,,,,,,,,['1600MHz'],,,,,,,,,,
1762924,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['4 gb lpddr3'],,['hd graphics 400 lpddr3'],,,,,,,,,,,,,,,,,,['32 gb'],,,,,
1766001,,,,['marvell'],,,,,,,,,,,,,,,,,,['256 mb ram'],['370800 mhz'],['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
1769010,,,,,,,,,,,,,,,,,,,,,,,,,['C40'],,,,,,,,,,,,,,['800 ~ 2200 RPM ± 10%'],,,,,,['540g'],,
1769506,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['4 gb lpddr3'],,['hd graphics 400 lpddr3 chrome'],['1366 x 768'],,,,,,,,,,,,,,,,,['32 gb'],,,,,
1803960,,,,['dpfp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['gflops spfp'],,,['warranty'],,,,,,,,,,,,
1806916,,,,['intel'],,,,,['40 ghz'],,,,,,,,,,['windows 7'],,,['8 gb ddr'],,"['hd graphics 5500', 'ddr3l sdram']",,,,,,,,['core i7 i7 5500u dual core 2 core'],,,,,,,,,,['256 gb'],,,,,
1942389,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,,,,,,,,,,,,,,,,
1962070,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 40C'],,,,,,,,,,,,,,['135mm Fluid Dynamic Bearing Fan'],,,,['5 Year'],,,
2598769,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,,,,,,,,,,,,,,,,
2950439,,,,,,,,,['2 4ghz'],,,,,,,,,,"['wan port', '2 x usb port internal antennas']",,,,,,,,,,,,,,,,,,,,,,,['802 11 a'],,,,,
3021110,,,,['up to'],,,,['screen'],,,,,,['43 2'],,,,,,,,,,,,,,,,,,,,,['support desktop'],,,,,,['grey'],,,,,,
3302218,,,,['i7'],,,,,,,,,,,,,,,"['usb 2', '8x usb 3 0']",,,,,['ddr4 6x'],,,,,,,,['i5 i3 7th gen e atx'],,,,,,,,,,,,,,,
3795671,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,['i5 i3 6th gen atx'],,,,,,,,,,,,,,,
3951479,,,,['atx'],,,,,,,,,,,,,,,,,,,,['ddr4 4 x pcie 3 0 x16'],,,,,,,,,,,['quad channel'],,,,,,,,,,,,
4023100,,,,['usb'],,,,,,,,,,,,,,,['usb type mini b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027224,,,,['750mhz'],,,,"['memory', 'avivo hd']",,,,,,,,,,,"['HDMI 1080P', '128bit']",,,['3200MHz'],['3200mhz'],['gddr5'],,,,,,,,,,,,,,['2048 x 1536'],,,,,,,,,
4591230,"['8.5 ms (average)', '4.16 ms']",,,,,,,,,,,,,['up to 156Mb/s'],,,,,,,,,,,,,,,,,,,,,['Hard drive - internal'],,,,['Multi-Tier Caching Technology'],,,['2tb'],,,"['26.11mm', '626g']",['101.6mm'],
5217652,,,,['b'],,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,['i5 i3 7th gen atx'],,,['stock manufacturer repaired'],,,,,,,,,,,,
5485435,,,,['experience'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506063,,,,,,,,,['40 ghz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2048 x 1536 2 x usb 3 x'],,,,,,,,,,,,,,,,,
5506078,,,,,,,,,['40 ghz'],,,,,,,,,,,,,,,['1900 mbit'],,,,,,,,,,,['wireless'],,,,,,,,,,,,
5506122,,,,,,,,,['40 ghz'],,,,,,,,,,['x network port 1 x broadband port'],,,,,,,,,,,,,,,,['desktop'],,,,,,,,,,,,
5506125,,,,['2 48'],,,,,,,,,,,,,,,"['x external 3200 mbit s', 'x network port 1 x broadband port usb gigabi']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625105,,,,['amd'],,,,,,,,,,,,,,,,,,['8gb ddr3'],['1600mhz'],['gigabyte 970a'],,,,,,,,,,,,,,,,,,,,,,,
5811402,,,,['1024x600'],,,,,['1.6GHz'],,,,,,,['16:9'],,,,,,"['1gb ddr3', '8gb', '32gb via']",,,,['Android 4.1'],,,,,,,,['16 9 ips'],['internal storage'],,,['1024*600 IPS'],,,,,,,,,
5811421,,,,['2048x1536'],,,,,,,,,,,,['4:3'],,,,,,"['2gb ddr3', '32gb via']",,,,,,,,,,,,,['internal storage'],,,['2048*1536 IPS'],,,,['16gb'],,,,,
5882472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['optical fibe'],,,,,,,,,,,,
5882486,,,,['network'],,,,['modular'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527060,,,,['bit color'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb'],,,,,,,,,,,,
6527484,,,,['ism band'],,,,,,,,,,,,,,,,,,,,,,,,,,['in module'],,,,,['wireless transmission'],,,,,,,,,,,,
6550426,,['1TB'],,,,,,,,,,['34 dBA'],,,,,,,['Serial ATA II'],,,,['128mb'],,,"['5 °C', '55 Â°C']",,,,,,,,,['Hard drive - internal'],,,,,,,,,,"['0.6 kg', '2.54 cm']",['10.2 cm'],
6568001,"['4.16 ms', '8.5 ms (average)']",,,,,,,,,,,,,['up to 156Mb/s'],,,,,,,,,,,,,,,,,,,,,['Hard drive - internal'],,,,['Multi-Tier Caching Technology'],,,['3tb'],,,"['626g', '26.11mm']",['101.6mm'],
7433812,,,['768 cuda'],['1354mhz'],,,,,,,,,,,,,,['229mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7880511,,,,,,,,,,,,,,,,,,,['hdmi 4 x usb 3 0 downstream 1 x usb upstream'],,,,,,,,,,,,,,,,,,,,,,,['3840 x 2160 8ms dp'],,,,,
8118094,,,,['lga'],,,,,,,,,,,,,,,['lga1366 lga1156 lga1155'],,,,,,['C400'],,,,,,,,,,['a4'],,,,['800 ~ 1900 RPM ± 10%'],,,,,,['830g'],,
8118095,,,,,,,,,,,,,,,,,,,,,,,,,['A30'],,,,,,,,,,,,,,['1750 RPM ± 10%'],,,,,,['300g'],,
8224126,,,,,,,,,['1800 RPM'],['Emperor Blue'],,,,,,,,,,,,,,,,,,,,,,,,,,['20.00 dBA'],,,['1800 rpm'],,,,,,,,
8224353,,,,,,,,,['1800 RPM'],['Smokey'],,,,,,,,,,,,,,,,,,,,,,,,,,['20.00 dBA'],,,['1800 rpm'],,,,,,,,
8224408,,,,['size'],,,['120mm'],,['1200 RPM'],['Emperor Blue'],,,,['1200 rpm'],,,,['25mm'],,,,,,,,,,,,,,,,,,['17.5 dBA'],,,,,,,,,,,
8390725,,,,"['motherboard', 'Antec']",,,,,,,,,,['330mm'],,,['330mm'],,,,"['xl atx drive bays', 'Steel/Aluminium/Plastic']",,,,"['support mini itx', 'P280']",,,,,,,,,,['microatx atx'],,,,,,,,,,,,
8685017,,,,"['motherboard', 'be quiet!']",,,,,,,,,,['413mm'],,,,,,,"['ABS Plastic, 0,7mm Steel, Rubber, Polycarbonate']",,,,['600 Silver Windowed'],,,,,,,,,,"['support mini itx', 'microatx atx drive bays']",,,,,,,,,,,,
9066417,,,,['doublesecure water resistant keyboard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['ergonomic palm', 'rest convex silicon keys l key shoots', 'modes armor boot durable metal x glide']",,,,,,,,,,,,
9341363,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 4 x usb3 8 x usb2 4 x sata3 1 x pcie x16 2 x pcie x1'],,,,,,,,['i5 i3 6th gen micro atx'],,,['stock manufacturer repaired'],,,,,,,,,,,,
10581601,,,,['usb wireless'],,,,,,['computer'],,,,,,,,,"['usb wireless', 'wheel qwerty']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['uk keyboard', 'usb port s']",,,,,,,,,,,,
10581616,,,,['dvd'],,,,,,,,,,,,,,,,,,,,,['intel hd graphics 630 graphics hdmi'],,,,,,,,,,['usb port s'],,,,,,,,,,,,
10581617,,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,['hd graphics 630 graphics wireless'],,,,,,,['usb port s'],,,,,,,,,,,,
10581618,,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,['hd graphics 630 graphics wireless'],,,,,,,,,,,,,,,,,,,
10581619,,,,['dvd'],,,,,,,,,,,,,,,,,,,,,['intel hd graphics 630 graphics hdmi 10 x total'],,,,,,,,,,['usb port s'],,,,,,,,,,,,
10581622,,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb port s'],,,,,,,,,,,,
10581624,,,,['dvd'],,,,['swiss'],,,,,,,,,,,,,,,,,['intel hd graphics 630 graphics'],,,,,,,,,,"['keyboard', 'usb port s']",,,,,,,,,,,,
10581627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb port s'],,,,,,,,,,,,
10581844,,,,['bluetooth'],,,,,,,,,,,,,,,,,,,,,['1000 dpi'],,,,,,,,,,['computer notebook touch scroll'],,,,,,,,,,,,
10581869,,,,['2 x network rj 45'],,,,,,,,,,,,,,,['24 x sfp slots 2 x sfp'],,,,,,,,,,,,,,,,,,,['100 1000base t 10gbase x 1000base x shared sfp slot'],,,,,,,,,
10581884,,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,['hd graphics 630 graphics wireless'],,,,,,,['usb port s'],,,,,,,,,,,,
10581885,,,,['dvd'],,,,,,,,,,,,,,,,,,,,,['intel hd graphics 630 graphics hdmi 8 x total'],,,,,,,,,,['usb port s'],,,,,,,,,,,,
10581886,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['4 gb'],,,['1366 x 768'],,,,,,,,,,,,,,,,,['16 gb'],,,,,
10581895,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['4 gb'],,,['1366 x 768'],,,,,,,['celeron 3855u dual core 2 core'],,,,,,,,,,['32 gb'],,,,,
10581919,,,,['intel'],,,,,['40 ghz'],,,,,,,,,,,,,['4 gb'],,['ddr4 sdram'],,,,,,,,,,,,,,,,,,['128 gb'],,,,,
10581925,,,,['usb interface'],,,,['server volume'],,,,,,,,,,,,,,,,,,,,,,,,,,,['uk compatible with'],,,,,,,,,,,,
11211496,,,,,,,,,,,,,,,,,,,['series athlon 7th gen atx'],,,,,['ddr4 14 x usb3'],,,,,,,,,,,['stock manufacturer refurbished'],,,,,,,,,,,,
11696174,,,,['1920 x 1200'],,,,,,,,,,,,,,,['m2 brightness 8ms'],,,,,,,,,,,,,,,,['led backlit'],,,,,,['usb'],,,,,,
12130845,,,,['fastest'],,,,,,,"['IEEE 802.3 10BASE-T Ethernet IEEE 802.3u 100BASE-TX Fast Ethernet ANSI/IEEE 802.3 NWay auto-negotiation', 'USB 1.0, 1.1, 2.0, OHCI, EHCI']",,,,,,,,['transfer rate'],,,,,,,"['2.5W, 0.5A @ 3.3VDC +/- 10%', '0 - 55 C', '5% - 95% non-condensing']",,,"['Up to 500mA', '150 mA @ 3.3VDC']",,,,,,,,,,,,,['20 - 70 C'],,,['100 grams'],,
12362782,,,,['unmatched'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['modular design'],,,,,,,,,,,,
12362810,,,,['copper'],,,,,,,,,,,,,,,,,['Copper Plexi'],,,,,,,,,,,,,,['plexi design fits'],,,,,,,,,,,,
12577267,,,,['micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,
12959468,,,,['cores'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1847mhz'],,,,,,,,,
13166625,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 4 x usb3'],,,,,,,,['i5 i3 6th gen micro atx'],,,,,,,,,,,,,,,
13166678,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 4 x usb3'],,,,,,,,['i5 i3 6th gen micro atx'],,,,,,,,,,,,,,,
13227602,,,,,,,,['average'],,,,,,,,,,,,,,,,,['sata interface'],,,,,,,,,,['seek time'],,,,,,,['500gb'],,,,,
13742704,,,['Hydro Bearing'],['sockets'],,,,,,,,,,,['6933412726098'],,,['156mm'],,,,,,,,['10.8~13.2VDC'],"['12VDC', '7VDC']",,['2.76W'],,,,,,,,,,['500±150~1500±10%RPM'],,,,,,['870g'],,
13825393,,,,['usb'],,,,,['40 ghz'],['external'],,,,,,,,,,,,,,,['867 mbit s'],,,,,,,,,,,,,,,,,,,,,,
13825435,,,,['pci express'],,,,,['40 ghz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13825474,,,['86 gbit s'],['usb'],,,,,['40 ghz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14368288,,,,['full'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['coverage leather design', 'film stand keyboard stand']",,,,,,,,,,,,
14512172,,,,['b'],,,,,,,,,,,,,,,['series athlon 7th gen matx ddr4 2 x usb 3'],,,,,,,,,,,,,,,,['stock item warranty'],,,,,,,,,,,,
14795705,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr4 6 x usb3'],,,,,,,,['i5 i3 7th gen micro atx'],,,,,,,,,,,,,,,
15067353,,,,,,,,,,,,,,,,,,,,,,,,,,"['0C - 40C', '0C - 40C']",,,,,,,,,,,,,,"['120mm Fan', '120mm Fan']",,,,"['1 Year', '1 Year']",,,
15549395,,,['Sleeve'],,,,,,,,['1200rpm 41'],,,,,,,,,,,,,['18 leds'],,,,,,,,,['AK-FN092'],,,['23.2 dB(A)'],,,['1200 RPM'],,,['120mm'],,,,,
15742478,,,,['optimized'],,,,,,,,,,,,,,,"['do more with', 'multi user technology']",,,,,,,,,,,,,,,,,,,,,,,['10tb'],,,,,
15798489,,,,['bluetooth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['lightning computer notebook touch scroll'],,,,,,,,['symmetrical'],,,,
15798977,,,,['mac'],,,,,,,,,,,,,,,,,,['4 gb ram'],,,,,,,,,,,,,['bluetooth'],,,,,,,,,,,,
15799898,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799911,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799912,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799913,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799915,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799917,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799919,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799921,,,,,,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799923,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799924,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799925,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799937,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799938,,,,['lightning interface'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15799939,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799940,,,,,,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799941,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799943,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['256 gb'],,,['cdma2000'],,,,,,,['rose gold'],,,,,,,,,,,,,,,
15799945,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['256 gb'],,,['cdma2000'],,,,,,,,,,,,,,,,,,,,,,
15799951,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera webcam'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799952,,,,,,,,,,['ambient'],,,,,,,,,,,['light senso'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799953,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,,,,,,,,,,,
15799957,,,,,,,,,,['ambient'],,,,,,,,,,,['light sensor'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799958,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor gps'],,,,,,,,,,,,,,"['lightning digital compass gyro', 'sensor accelerometer barometer']",,,,,,,,,,,,
15799963,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,,,,,,,,,,,['rose gold'],,,,,,,,,,,,,,,
15799964,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['256 gb'],,,,,,,,,,,,,,,,,,,,,,,,,
15799965,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['256 gb'],,,,,,,,,,,,,['silver'],,,,,,,,,,,,
15799966,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['32 gb'],,,['cdma2000'],,,,,,,,,,,,,,,,,,,,,,
15799967,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['32 gb'],,,['cdma2000'],,,,,,,,,,['silver'],,,,,,,,,,,,
15799969,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['32 gb'],,,['cdma2000'],,,,,,,['rose gold'],,,,,,,,,,,,,,,
15799973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sensor acceler'],,,,,,,,,,,,
15799975,,,,,,,,,['16 ghz'],,,,,,,,,,['ios 9 2048 x 1536 retina'],,,['128 gb'],,,,,,,,,,,,,['apple'],,,,,,,['2 gb'],,,,,
15799988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sensor acceler'],,,,,,,,,,,,
15799989,,,,['apple'],,,,,,,,,,,,,,,"['ios 9', '2732 x 2048']",,,,,,,,,,,,,,,,['retina display'],,,,,,,"['4 gb', '256 gb']",,,,,
15799990,,,,['4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['graphics lightning digital compass gyro', 'sensor']",,,,,,,,,,,,
15799991,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799992,,,,['apple'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15799996,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,,,,,,,,,,,['rose gold'],,,,,,,,,,['128 gb'],,,,,
15799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2048 x 1536 retina'],,,,,,,,,
15799998,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina'],,['silver'],['32 gb'],,,,,,,,,,,,,,,,,,,,,,,,,
15799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sensor acceler'],,,,,,,,,,,,
15800008,,,,,,,,['apple'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15800009,,,,,,,,,['16 ghz'],,,,,,,,,,['ios 9 2048 x 1536 retina'],,,['128 gb'],,,,,,,,,,,,,['apple'],,,,,,,['2 gb'],,,,,
15800010,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina display'],,,['256 gb'],,,,,,,,,,['space gray'],,,,,,,,,,,,,,,
15800012,,,,['apple'],,,,,,,,,,,,,,,['ios 9 2048 x 1536 retina'],,['space grey'],['32 gb'],,,,,,,,,,,,,,,,,,,,,,,,,
15800016,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15800017,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
15800018,,,,['wireless'],,,,,,['ambient'],,,,,,,,,,,['light sensor front camera'],,,,,,,,,,,,,,['sensor accelerometer barometer'],,,,,,,,,,,,
16085910,,,,,,,,,,,,,,,,,,,,,,,,['ddr3 6 x usb3'],,,,,,,,['i5 i3 4th gen micro atx'],,,,,,,,,,,,,,,
