half_id,half_isbn,half_title,half_author,half_binding,half_pubdate,half_pages,half_publisher
half_1089,9780061869730,The Lying Game #2,Sara Shepard,Paperback,"Jul. 31st, 2012",336,Harper Teen
half_1090,9781606841877,Invisible Lines,Mary Amato,,"May. 24th, 2011",319,Egmont USA
half_1091,9781575423500,"Real Kids, Real Stories, Real Change",Garth Sundem,,"Feb. 1st, 2010",165,Free Spirit Publishing
half_1092,9780786839179,The Warrior Heir,Cinda Williams Chima,,"Feb. 27th, 2007",426,Hyperion Books for Children
half_1093,9780756603397,DK Biography,Leslie Garrett,Paperback,"Aug. 23rd, 2004",128,DK Publishing (Dorling Kindersley)
half_1094,9780789439499,DK Concise Dictionary/Thesaurus,Dorling Kindersley Publishing,,"Jun. 30th, 1999",512,DK Publishing (Dorling Kindersley)
half_1095,9780316602112,Hunters of the Dusk,Darren Shan,Paperback,"May. 11th, 2005",224,"Little, Brown Books for Young Readers"
half_1096,9780312674724,Birthmarked,Caragh M. O'Brien,,"Oct. 11th, 2011",362,Square Fish
half_1097,9780060753108,Beauty,Robin McKinley,,"Jul. 26th, 2005",325,Eos
half_1098,9781419704215,Peter Nimble and His Fantastic Eyes,Jonathan Auxier,,"Nov. 1st, 2012",400,Amulet Books
half_1099,9780310734000,Not a Fan: Teen Edition,Kyle Idleman,,"Apr. 23rd, 2012",224,Zondervan
half_1100,9781250025173,Everlasting,Alyson Noel,Paperback,"Jan. 8th, 2013",336,St. Martin's Griffin
half_1101,9780062236845,The Carrie Diaries TV Tie-In Edition,Candace Bushnell,,"Dec. 26th, 2012",416,Balzer & Bray/Harperteen
half_1102,9780375859557,Dash & Lily's Book of Dares,Rachel Cohn,,"Oct. 11th, 2011",260,Ember
half_1103,9780142414880,The Red Necklace,Sally Gardner,,"Sep. 17th, 2009",378,Speak
half_1104,9780440495048,War Comes to Willy Freeman,James Lincoln Collier,Paperback,"Jan. 1st, 1987",192,Yearling Books
half_1105,9780307976093,Swallowing Stones,Joyce McDonald,,"May. 8th, 2012",245,Ember
half_1106,9784805312148,Yurei Attack!,Hiroko Yoda,,"Jul. 10th, 2012",191,Tuttle Publishing
half_1107,9780440928935,The Girl Who Owned a City,O. T. Nelson,,"Sep. 15th, 1977",192,Laurel Leaf Library
half_1108,9780385739450,Teen Angst? Naaah...,Ned Vizzini,,"Sep. 14th, 2010",258,Delacorte Press Books for Young Readers
half_1109,9780742417694,"Reading Comprehension, Grades 7-8",Instructional Fair,,"Jan. 1st, 2003",128,Instructional Fair
half_1110,9780062048516,Eve,Anna Carey,,"Jul. 3rd, 2012",322,HarperCollins
half_1111,9780689878565,In the Hand of the Goddess,Tamora Pierce,Paperback,"Jan. 6th, 2005",264,Simon Pulse
half_1112,9781582349909,The Goose Girl,Shannon Hale,Paperback,"May. 13th, 2005",383,Bloomsbury Publishing PLC
half_1113,9781442435704,The Nine Lives of Chloe King,Celia Thomson,Paperback,"Jun. 7th, 2011",771,Simon Pulse
half_1114,9780375815454,Antes de Ser Libres,Julia Alvarez,,"Apr. 13th, 2004",192,Laurel Leaf Library
half_1115,9780753461167,The Kingfisher Illustrated Pocket Dictionary,Kingfisher Books,,"Sep. 12th, 2007",231,Kingfisher
half_1116,9781598205190,Beisbol En Abril y Otros Cuentos,Gary Soto,,"Jun. 1st, 2007",140,Alfaguara Infantil
half_1117,9781936976270,Dead Strange,Matt Lamy,,"Sep. 25th, 2012",160,Zest Books
half_1118,9780618154265,Greek Myths,Olivia E. Coolidge,,"Oct. 29th, 2001",256,Houghton Mifflin Harcourt (HMH)
half_1119,9780689858000,Shattering Glass,Gail Giles,,"Sep. 1st, 2003",215,Simon Pulse
half_1120,9781423122623,Silverfin,Charlie Higson,Paperback,"Mar. 10th, 2009",335,Hyperion Books
half_1121,9780982732236,Don't Sit on the Baby!,Halley Bondy,,"Jun. 5th, 2012",127,Zest Books
half_1122,9781442459915,The Tombs of Atuan,Ursula K. Le Guin,,"Sep. 11th, 2012",224,Atheneum Books for Young Readers
half_1123,9780440984696,Tiger Eyes,Judy Blume,,"Jul. 31st, 1982",224,Laurel Leaf Library
half_1124,9780440210238,Canyons,Gary Paulsen,,"Aug. 31st, 1991",192,Laurel Leaf Library
half_1125,9780152061135,Accidental Love,Gary Soto,,"Jan. 1st, 2008",179,Harcourt Paperbacks
half_1126,9781575059419,A Game for Swallows,Zeina Abirached,,"Sep. 1st, 2012",192,Graphic Universe
half_1127,9780545395496,No Way Out,Peggy Kern,,"Aug. 1st, 2012",140,Scholastic Inc.
half_1128,9781442429345,The Book of Lost Things,John Connolly,,"Aug. 30th, 2011",339,Simon & Schuster Books for Young Readers
half_1129,9780865716490,The Green Teen,Jenn Savedge,,"May. 1st, 2009",183,New Society s
half_1130,9780316016650,The Lake of Souls,Darren Shan,Paperback,"Sep. 1st, 2006",263,"Little, Brown Books for Young Readers"
half_1131,9781442413610,The Dealer,Robert Muchamore,,"Aug. 23rd, 2011",308,Simon Pulse
half_1132,9780142419557,"The Calling, Changeling, and Strife",Cate Tiernan,,"Feb. 3rd, 2011",188,Speak
half_1133,9781416995944,Half Upon a Time,James Riley,,"Sep. 13th, 2011",385,Aladdin Paperbacks
half_1134,9780316133937,Breaking Dawn,Stephenie Meyer,Paperback,"Oct. 11th, 2011",768,"Little, Brown Books for Young Readers"
half_1135,9780060827670,Twilight,Erin Hunter,Paperback,"Jul. 3rd, 2007",319,HarperTrophy
half_1136,9780784735701,Devotions for a Revolutionary Year,Lynn Cowell,,"Sep. 4th, 2012",384,Standard Publishing Company
half_1137,9780061870927,As Easy as Falling Off the Face of the Earth,Lynne Rae Perkins,,"Apr. 10th, 2012",352,Greenwillow Books
half_1138,9780312649920,Stolen Nights,Rebecca Maizel,,"Jan. 29th, 2013",320,St. Martin's Griffin
half_1139,9780763636357,"September 11, 2001",Wilborn Hampton,,"Aug. 31st, 2007",145,Candlewick Press (MA)
half_1140,9780152064556,Sacajawea,Joseph Bruchac,,"Oct. 1st, 2008",208,Graphia Books
half_1141,9780316228527,The Short Second Life of Bree Tanner,Stephenie Meyer,Paperback,"Sep. 25th, 2012",224,"Little, Brown Books for Young Readers"
half_1142,9780375854514,"Every You, Every Me",David Levithan,,"Sep. 11th, 2012",256,Ember
half_1143,9780553487831,Counting on Grace,Elizabeth Winthrop,,"Aug. 14th, 2007",232,Yearling Books
half_1144,9780763642280,Witch Child,Celia Rees,,"May. 12th, 2009",261,Candlewick Press (MA)
half_1145,9781250002990,Glitch,Heather Anastasiu,,"Aug. 7th, 2012",320,St. Martin's Griffin
half_1146,9780060766207,Revenge of the Witch,Joseph Delaney,Paperback,"Aug. 1st, 2006",340,HarperTrophy
half_1147,9780062004918,Kick,Walter Dean Myers,,"Apr. 24th, 2012",224,Harper Teen
half_1148,9780810987883,Ttyl,Lauren Myracle,,"Apr. 1st, 2005",219,Amulet Books
half_1149,9780763629885,Cooking Up a Storm,Sam Stern,,"Jun. 30th, 2006",128,Candlewick Press (MA)
half_1150,9780689867460,The Sea of Trolls,Nancy Farmer,,"May. 1st, 2006",459,Simon Pulse
half_1151,9780810997226,Page by Paige,Laura Lee Gulledge,,"May. 1st, 2011",192,Amulet Books
half_1152,9780312532765,Blue Moon,Alyson Noel,,"Jul. 7th, 2009",289,St. Martin's Griffin
half_1153,9780060521875,Smack,Melvin Burgess,,"May. 31st, 2003",384,Avon Books
half_1154,9780316114370,Allies of the Night,Darren Shan,Paperback,"Sep. 1st, 2005",256,"Little, Brown Books for Young Readers"
half_1155,9780142414996,Let It Snow,John Green,,"Oct. 1st, 2009",352,Speak
half_1156,9781416989547,Zombies vs. Unicorns,Holly Black,,"Apr. 3rd, 2012",415,Margaret K. McElderry Books
half_1157,9781416984498,The Monstrumologist,Rick Yancey,,"Jul. 20th, 2010",434,Simon & Schuster Children's Publishing
half_1158,9780547577333,Payback Time,Carl Deuker,,"Feb. 28th, 2012",298,Graphia Books
half_1159,9780142420119,Sweep,Cate Tiernan,,"Dec. 8th, 2011",720,Speak
half_1160,9781606842096,Riot,Walter Dean Myers,,"Apr. 26th, 2011",164,Egmont USA
half_1161,9780374400118,Annie on My Mind,Nancy Garden,,"Feb. 20th, 2007",263,Farrar Straus Giroux
half_1162,9781423137771,From Bad to Cursed,Katie Alender,,"May. 1st, 2012",442,Hyperion Books
half_1163,9780316016612,Lord of the Shadows,Darren Shan,Paperback,"May. 1st, 2007",220,"Little, Brown Books for Young Readers"
half_1164,9780440415459,The Wreckers,Iain Lawrence,,"Nov. 9th, 1999",224,Yearling Books
half_1165,9780060581763,Listening for Lions,Gloria Whelan,,"Oct. 10th, 2006",194,HarperTrophy
half_1166,9780142423707,Bloodrose,Andrea Cremer,Paperback,"Aug. 7th, 2012",408,Speak
half_1167,9780060012359,The Amazing Maurice and His Educated Rodents,Terry Pratchett,,"Apr. 29th, 2003",368,HarperTrophy
half_1168,9780440407591,Year of Impossible Goodbyes,Sook Nyul Choi,,"Jan. 1st, 1993",176,Yearling Books
half_1169,9781595826657,Brody's Ghost,Mark Crilley,,"Jan. 18th, 2011",92,Dark Horse Comics
half_1170,9780689878572,Lioness Rampant,Tamora Pierce,Paperback,"Jan. 6th, 2005",384,Simon Pulse
half_1171,9780439368445,Harlem Summer,Walter Dean Myers,,"May. 1st, 2012",176,Scholastic Press
half_1172,9781423136576,Reaching High,Dominique Moceanu,,"Jun. 19th, 2012",224,Hyperion Books
half_1173,9780689878589,The Woman Who Rides Like a Man,Tamora Pierce,Paperback,"Jan. 6th, 2005",284,Simon Pulse
half_1174,9781610671033,January,Gabrielle Lord,,"Jan. 1st, 2012",185,Kane/Miller Book s
half_1175,9780618689477,Mind Games,Jeanne Marie Grunwell,,"May. 1st, 2006",133,Houghton Mifflin Harcourt (HMH)
half_1176,9781442423497,End of Days,Thomas E. Sniegoski,Paperback,"Sep. 6th, 2011",359,Simon Pulse
half_1177,9780756689018,Science,Adam Hart-Davis,,"Sep. 19th, 2011",512,DK Publishing (Dorling Kindersley)
half_1178,9780316358446,Land of the Black Gold,Herge,Paperback,"Sep. 30th, 1975",62,"Little, Brown Books for Young Readers"
half_1179,9781416939405,Tracker,Gary Paulsen,,"Jun. 26th, 2007",90,Aladdin Paperbacks
half_1180,9780545055772,Somewhere in the Darkness,Walter Dean Myers,,"May. 1st, 2008",168,Scholastic Paperbacks
half_1181,9781442473683,The Crank Trilogy,Ellen Hopkins,,"Oct. 23rd, 2012",1936,Margaret K. McElderry Books
half_1182,9780316036054,How to Save a Life,Sara Zarr,,"Oct. 30th, 2012",368,"Little, Brown Books for Young Readers"
half_1183,9780141312361,The Heart of a Chief,Joseph Bruchac,,"Aug. 27th, 2001",153,Puffin Books
half_1184,9780060760939,Jumped,Rita Williams-Garcia,,"Dec. 21st, 2010",169,Amistad Press
half_1185,9780316016636,Sons of Destiny,Darren Shan,Paperback,"Oct. 1st, 2007",240,"Little, Brown Young Readers"
half_1186,9780060871307,Smoke Mountain,Erin Hunter,,"May. 11th, 2010",259,HarperCollins
half_1187,9780545069274,100 Most Dangerous Things on the Planet,Anna Claybourne,,"Oct. 1st, 2008",112,Scholastic Reference
half_1188,9781423136811,Artemis Fowl 3-Book Boxed Set,Eoin Colfer,,"Sep. 28th, 2010",944,Hyperion Books
half_1189,9781416908173,The Realms of the Gods,Tamora Pierce,Paperback,"Dec. 20th, 2005",347,Simon Pulse
half_1190,9781572246973,The Stress Reduction Workbook for Teens,Gina M. Biegel,,"Jan. 1st, 2010",118,New Harbinger Publications
half_1191,9781434764317,Cascade,Lisa Bergren,,"Jun. 1st, 2011",416,David C. Cook
half_1192,9780316358330,The Adventures of Tintin,Herge,Paperback,"Jun. 30th, 1974",62,"Little, Brown Books for Young Readers"
half_1193,9780061340826,"Vampire Kisses Blood Relatives, Volume 2",Ellen Schreiber,,"Oct. 31st, 2008",192,Katherine Tegen Books
half_1194,9780545135436,Rose,Jeff Smith,Paperback,"Aug. 1st, 2009",138,Graphix
half_1195,9780689873799,Double Identity,Margaret Peterson Haddix,,"Mar. 1st, 2007",218,Aladdin Paperbacks
half_1196,9780753468852,Alien Hunter's Handbook,Mark Brake,,"Oct. 30th, 2012",112,Kingfisher
half_1197,9780553298185,Summer of the Monkeys,Wilson Rawls,,"Feb. 1st, 1992",304,Laurel Leaf Library
half_1198,9781570617393,Will Puberty Last My Whole Life?,Julie Metzger,,"Mar. 27th, 2012",192,Sasquatch Books
half_1199,9780142413838,Going Solo,Roald Dahl,,"Feb. 1st, 2009",209,Puffin Books
half_1200,9780786813346,Sasquatch,Roland Smith,,"Jan. 1st, 1900",188,Hyperion Books for Children
half_1201,9788478886555,Harry Potter y el Prisionero de Azkaban = Harry Potter and the Prisoner of Azkaban,J. K. Rowling,Paperback,"May. 1st, 2001",188,Lectorum Publications
half_1202,9781416983088,"Human Urges, Fatal Consequences",Christopher Pike,Paperback,"Aug. 4th, 2009",594,Simon Pulse
half_1203,9780152046842,The Secret of Sarah Revere,Ann Rinaldi,Paperback,"Jul. 1st, 2003",336,Graphia Books
half_1204,9780060012380,The Wee Free Men,Terry Pratchett,,"May. 25th, 2004",375,HarperTrophy
half_1205,9781416997481,Full Tilt,Neal Shusterman,,"Nov. 10th, 2009",201,Simon & Schuster Children's Publishing
half_1206,9780064403702,The Upstairs Room,Johanna Reiss,,"Oct. 30th, 1990",208,HarperTrophy
half_1207,9780758272706,Time to Shine,Nikki Carter,,"Nov. 1st, 2012",240,K-Teen/Dafina
half_1208,9780373210619,Before I Wake,Rachel Vincent,,"Jun. 26th, 2012",346,Harlequin Teen
half_1209,9781423103837,Who Am I Without Him?,Sharon G. Flake,,"Aug. 1st, 2007",220,Jump at the Sun
half_1210,9781416978039,The Rock and the River,Kekla Magoon,,"Apr. 6th, 2010",304,Aladdin Paperbacks
half_1211,9781423106449,Hip-Hop High School,Alan Lawrence Sitomer,,"Mar. 20th, 2007",368,Jump at the Sun
half_1212,9780440415367,Anna of Byzantium,Tracy Barrett,,"Oct. 10th, 2000",224,Laurel Leaf Library
half_1213,9780439865470,A Matter of Trust,Anne Schraff,,"Jan. 1st, 2007",125,Scholastic
half_1214,9780590386333,The Library Card,Jerry Spinelli,,"Sep. 1st, 1998",148,Scholastic
half_1215,9780316701297,The Clique,Lisi Harrison,,"May. 5th, 2004",224,Poppy Books
half_1216,9780060871338,The Last Wilderness,Erin Hunter,,"Jan. 4th, 2011",265,HarperCollins
half_1217,9780060871420,Spirits in the Stars,Erin Hunter,,"Jan. 3rd, 2012",273,HarperCollins
half_1218,9780312368562,A Swiftly Tilting Planet,Madeleine L'Engle,,"May. 1st, 2007",309,Square Fish
half_1219,9780152164355,Guns for General Washington,Seymour Reit,,"Aug. 1st, 2001",160,Houghton Mifflin Harcourt (HMH)
half_1220,9780142406922,Black and White,Paul Volponi,,"Nov. 2nd, 2006",199,Puffin Books
half_1221,9780786851508,Loch,Paul Zindel,,"Jul. 31st, 2005",224,Hyperion Books
half_1222,9781423103035,Jellaby,Kean Soo,,,143,Hyperion Books for Children
half_1223,9780375859632,The Queen of Water,Laura Resau,,"Mar. 13th, 2012",352,Ember
half_1224,9781595141972,Shadow Kiss,Richelle Mead,Paperback,"Nov. 13th, 2008",444,Razorbill
half_1225,9781554550869,The Heaven Shop,Deborah Ellis,,"Oct. 17th, 2007",186,Fitzhenry & Whiteside
half_1226,9780316043533,Sorta Like a Rock Star,Matthew Quick,,"May. 3rd, 2011",355,"Little, Brown Books for Young Readers"
half_1227,9780786849598,The Lost Colony,Eoin Colfer,,"Mar. 31st, 2008",385,Miramax Books
half_1228,9780385738286,I Will Save You,Matt de La Pena,,"Nov. 8th, 2011",320,Ember
half_1229,9781423160298,The Bridge to Never Land,Dave Barry,,"Jun. 5th, 2012",438,Hyperion Books
half_1230,9780689848933,Give a Boy a Gun,Todd Strasser,,"Apr. 1st, 2002",208,Simon Pulse
half_1231,9781250011206,Tempest,Julie Cross,,"Jan. 8th, 2013",352,St. Martin's Griffin
half_1232,9780375838187,Mastiff,Tamora Pierce,Paperback,"Oct. 23rd, 2012",608,Bluefire
half_1233,9780316009850,Keeping You a Secret,Julie Anne Peters,,"May. 4th, 2005",250,Megan Tingley Books
half_1234,9781416974475,Wake,Lisa McMann,,"Dec. 23rd, 2008",210,Simon Pulse
half_1235,9781416903444,Wolf-Speaker,Tamora Pierce,Paperback,"May. 31st, 2005",368,Simon Pulse
half_1236,9780446693219,Rich Dad Poor Dad for Teens,Robert T. Kiyosaki,,"Aug. 31st, 2004",132,"Little, Brown Books for Young Readers"
half_1237,9780802720733,My Fair Godmother,Janette Rallison,,"Dec. 22nd, 2009",311,Walker & Company
half_1238,9780142400258,Aimee,Mary Beth Miller,,"Feb. 9th, 2004",276,Speak
half_1239,9780439925525,Alcatraz Versus the Evil Librarians,Brandon Sanderson,,"Nov. 1st, 2008",308,Scholastic Paperbacks
half_1240,9780786838608,Keeping Corner,Kashmira Sheth,,"Mar. 1st, 2009",272,Hyperion Books
half_1241,9780689715716,The Trumpeter of Krakow,Eric P. Kelly,,"Apr. 1st, 1992",224,Aladdin Paperbacks
half_1242,9780316106542,Killers of the Dawn,Darren Shan,Paperback,"May. 1st, 2006",208,"Little, Brown Books for Young Readers"
half_1243,9780064403092,My Daniel,Pam Conrad,,"Apr. 15th, 1991",144,HarperCollins
half_1244,9780061231179,Scepter of the Ancients,Derek Landy,Paperback,"Mar. 25th, 2008",392,HarperTrophy
half_1245,9780061450556,The Awakening,Kelley Armstrong,Paperback,"Mar. 23rd, 2010",360,HarperCollins
half_1246,9780439463560,The Giver,Lois Lowry,,"Jul. 31st, 2003",64,Scholastic Reference
half_1247,9780440219033,Tunes for Bears to Dance to,Robert Cormier,,"Apr. 1st, 1994",112,Laurel Leaf Library
half_1248,9780064471862,Parrot in the Oven,Victor Martinez,,"Feb. 13th, 1998",224,HarperTrophy
half_1249,9780141327525,The Red Badge of Courage,Stephen Crane,Paperback,"Nov. 12th, 2009",215,Puffin Books
half_1250,9780152066628,Pharaoh's Daughter,Julius Lester,,"Mar. 9th, 2009",182,Graphia Books
half_1251,9780380725366,Far North,Will Hobbs,,"Sep. 1st, 1997",224,HarperCollins s
half_1252,9780141312415,On the Far Side of the Mountain,Jean Craighead George,,"May. 21st, 2001",170,Puffin Books
half_1253,9780765329615,Article 5,Kristen Simmons,,"Jan. 8th, 2013",368,Tor Books
half_1254,9780689851322,Homecoming,Cynthia Voigt,,"Aug. 1st, 2002",416,Simon Pulse
half_1255,9781613771396,Change Is Constant,Kevin B. Eastman,,"Feb. 21st, 2012",104,IDW Publishing
half_1256,9780974934426,Amazing Leonardo Da Vinci Inventions You Can Build Yourself,Maxine Anderson,,"Jan. 1st, 2006",122,Nomad Press (VT)
half_1257,9780440422228,First Light,Rebecca Stead,,"Sep. 1st, 2008",328,Yearling Books
half_1258,9780761107712,Oh Yuck!,Joy Masoff,,"Jan. 2nd, 2000",212,Workman Publishing
half_1259,9780807545362,The Lifeguard,Deborah Blumenthal,,"Mar. 1st, 2013",288,Albert Whitman Teen
half_1260,9781416903376,Emperor Mage,Tamora Pierce,Paperback,"May. 31st, 2005",384,Simon Pulse
half_1261,9780812504323,The Call of the Wild,Jack London,,"May. 15th, 1990",114,Tor Classics
half_1262,9780439680073,Nightrise,Anthony Horowitz,Paperback,"Apr. 1st, 2009",365,Scholastic Paperbacks
half_1263,9780753460856,The Periodic Table,Adrian Dingle,,"Jun. 12th, 2007",128,Kingfisher
half_1264,9780545075954,The Lab,Jack Heath,,"Jan. 1st, 2010",311,Scholastic Paperbacks
half_1265,9781590788356,Blue,Joyce Moyer Hostetter,,"Aug. 1st, 2010",197,Calkins Creek Books
half_1266,9781416949657,The Dark Is Rising,Susan Cooper,,"May. 8th, 2007",244,Simon Pulse
half_1267,9780060892104,Warriors: Power of Three #3,Erin Hunter,Paperback,"Mar. 24th, 2009",352,HarperCollins
half_1268,9780758272829,Spark,Brigid Kemmerer,,"Sep. 1st, 2012",432,K-Teen
half_1269,9780373830855,Pushing Pause,Celeste O. Norfleet,,,248,Harlequin Books
half_1270,9780375814716,Lady Knight,Tamora Pierce,Paperback,"Aug. 26th, 2003",431,Random House Books for Young Readers
half_1271,9781594135873,The Hunger Games,Suzanne Collins,,"Mar. 26th, 2012",483,Large Print Press
half_1272,9780912517186,One Hundred African-Americans Who Shaped American History,Joanne Clarke,,"Dec. 1st, 1995",483,Bluewood Books
half_1273,9780769660493,"Science Essentials, Grades 5-6 [With Sticker",American Education Publishing,,"Mar. 1st, 2009",352,American Education Publishing
half_1274,9781442441163,Nothing,Janne Teller,,"Mar. 20th, 2012",227,Atheneum Books for Young Readers
half_1275,9781599902883,Rapunzel's Revenge,Shannon Hale,,"Aug. 5th, 2008",144,Bloomsbury Publishing PLC
half_1276,9780786852550,The Amulet of Samarkand,Jonathan Stroud,Paperback,"May. 3rd, 2004",462,Hyperion Books for Children
half_1277,9781442402720,The Limit,Kristen Landon,,"Dec. 6th, 2011",291,Aladdin Paperbacks
half_1278,9780060772529,Coach Carter,Jasmine Jones,,"Dec. 1st, 2004",144,Amistad Press
half_1279,9780375865640,Please Ignore Vera Dietz,A. S. King,,"Apr. 10th, 2012",326,Ember
half_1280,9780062059871,Flawless,Sara Shepard,,"Jan. 1st, 2011",330,Harper Teen
half_1281,9780375844560,The Things a Brother Knows,Dana Reinhardt,,"Sep. 13th, 2011",245,Ember
half_1282,9781616518851,Keep Jumping/No Hating,Stephanie Perry Moore,,"Sep. 1st, 2012",245,"Saddleback Educational Publishing, Inc."
half_1283,9781561452965,Eleanor's Story,Eleanor Ramrath Garner,,"Oct. 1st, 2003",269,Peachtree s
half_1284,9780152063863,The Body of Christopher Creed,Carol Plum-Ucci,,"Nov. 1st, 2008",259,Harcourt Paperbacks
