Base_x,Base_y,Capacity_x,Capacity_y,Category_x,Category_y,Color_x,Color_y,Finish_x,Finish_y,Height_x,Height_y,Material_x,Material_y,Product Type_x,Product Type_y,Shape_x,Shape_y,Style_x,Style_y,brand_x,brand_y,cluster_id,description_x,description_y,id_org_x,id_org_y,title_x,title_y
,,,'30 pan',,,,'breathing rear',,,'461.00','461.00 Pound(s)',,'stainless steel',,"'refrigerator three', 'gn shelves', 'top'",,'mounted','Mega Top',"'front', 'refrigeration system', 'doors'","""Delfield""@en","""Delfield""",451569,"""Mega Top Refrigerator, three-section, 72"" W, 24.80 cubic feet, (3) doors, (3) 1/1 GN shelves, stainless steel top with polyethylene cutting board & (30) 1/6 size plastic pans, ABS interior sides, stainless steel front & sides, 5"" casters, front-breathing rear-mounted refrigeration system, 1/2 hp, cUL, UL, NSF, 115v/60/1ph""@en ","""
Mega Top Refrigerator, three-section, 72"" W, 24.80 cubic feet, (3) doors, (3) 1/1 GN shelves, stainless steel top with polyethylene cutting board & (30) 1/6 size plastic pans, ABS interior sides, stainless steel front & sides, 5"" casters, front-breathing rear-mounted refrigeration system, 1/2 hp, cUL, UL, NSF
"" ",3972551,11056443," ""Delfield 4472N-30M 72"" Sandwich/Salad Prep Table w/ Refrigerated Base, 115v""@en 115v ""@en Base"," "" Delfield 4472N-30M Mega Top Refrigerator ""Delfield | Culinary Depot"""
,,,,,,,,,,,,'lid fits','lid fits',,,,,,,"""Dinex""@en","""Dinex""",452170,"""Disposable Lid (fits 3300 9 oz. bowl), translucent""@en ","""
Disposable Lid (fits 3300 9 oz. bowl), translucent (1,000 each per case) (3300/8714)
"" ",16743765,6595505," ""Dinex DX33008714 Disposable Lid for DX3300 Series Bowl, Clear""@en Clear ""@en Bowl"," "" Dinex DX33008714 Translucent Disposable Lid (Fits 3300 9 Oz. Bowl) Case ""Dinex | Culinary Depot"""
"'oven', 'flue riser with shelf', 'oven', 'flue riser with shelf', 'Convection Oven', 'Convection Oven'","'oven', 'flue riser with shelf', '(1) convection oven'",,,,,,,"'stainless steel', 'nsf', 'stainless steel', 'nsf'","'stainless steel', 'nsf'","'660.00', '660.00'",'660.00 Pound(s)',"'burner front', 'battery', 'battery'",'battery',"'lp gas', 'standard grates', 'shelf 6 adjustable', 'standard grates', 'shelf 6 adjustable'","'standard grates', 'shelf 6 adjustable'","'restaurant range', 'restaurant'",'restaurant',"'LP', 'NG'",,"""Southbend""@en","""Southbend""",455731,"""Ultimate Restaurant Range, NG gas, 36"", (1) star/sauté burner front, (1) non-clog burner, standard grates, (1) 24"" charbroiler right, standing pilot, (1) convection oven with battery spark ignition, includes (3) racks, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 162,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 36"", (1) star/sauté burner front, (1) non-clog burner, standard grates, (1) 24"" charbroiler right, standing pilot, (1) convection oven with battery spark ignition, includes (3) racks, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 162,000 BTU, CSA, NSF
"" ",8949957,11616693," ""Southbend 4364A-2CR 36"" 2-Burner Gas Range with Charbroiler, NG""@en Charbroiler NG ""@en"," "" Southbend 4364A-2CR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with boxed crossrails',,'11 h',,,,,'nsf','nsf','229.00',"'229.00 Pound(s)', '11""'","'14', 'stainless steel overall'","'14', 'stainless steel overall'",,'legs with welded front to rear adjustable',,,"'compartment with left hand', 'deep with 11 high splash', 'legs with welded front to rear adjustable'","'compartment with left hand', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",456792,"""Regaline Sink, 2-compartment, with left-hand drainboard, 24"" front-to-back x 24"" wide sink compartment, 14"" deep, with 11"" high splash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 24"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 31"" F/B x 80"" L/R, NSF""@en ","""
Regaline Sink, 2-compartment, with left-hand drainboard, 24"" front-to-back x 24""W sink compartment, 14"" deep, with 11""H backsplash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 24"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 31"" F/B x 80"" L/R, NSF
"" ",6463437,187415," ""Advance Tabco 94-42-48-24L 80"" 2-Compartment Sink w/ 24""L x 24""W Bowl, 14"" Deep""@en Deep ""@en Bowl"," "" Advance Tabco 94-42-48-24L Regaline Sink ""Advance | Culinary Depot"""
'32 drawers','32 drawers','60 1 ph','60 1 ph',,,,,'only when ordered','only when ordered','675.00','675.00 Pound(s)','stainless steel','stainless steel','legs available','legs available',,,'refrigerated base remote refrigeration',"'refrigerated base remote refrigeration', 'drawers'","""Garland""@en","""Garland""",459591,"""Polar Cuisine Refrigerated Base, remote refrigeration, 102"" W, three-section, (6) 32"" drawers, stainless steel exterior, 6"" stainless steel legs (available only when ordered with Cuisine Series modular cook tops) 115v/60/1-ph, 1.5 amps (U S Range)""@en ","""
Polar Cuisine Refrigerated Base, remote refrigeration, 102"" W, three-section, (6) 32"" drawers, stainless steel exterior, 6"" stainless steel legs (available only when ordered with Cuisine Series modular cook tops) 115v/60/1-ph, 1.5 amps (U S Range)
"" ",11158674,15607296," ""Garland UN17R102 102"" Chef Base w/ (6) Drawers - 115v""@en 115v ""@en"," "" Garland UN17R102 Polar Cuisine Refrigerated Base ""Garland | Culinary Depot"""
"'standard ovens', 'standard ovens', 'Standard Oven', 'Standard Oven'","'standard ovens', '(2) standard ovens'",'60 6',,,,,'ultimate',"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'oven', 'restaurant', 'battery', 'oven'","'battery', 'oven'","'lp gas', 'wavy grates', 'wavy grates'",'wavy grates','restaurant',,"'per', 'per', 'LP', 'NG'","'restaurant', 'per'","""Southbend""@en","""Southbend""",460477,"""Ultimate Restaurant Range, NG gas, 60"", (6) non-clog burners, wavy grates, (1) 24"" charbroiler left, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 316,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (6) non-clog burners, wavy grates, (1) 24"" charbroiler left, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 316,000 BTU, CSA, NSF
"" ",13749766,13263371," ""Southbend 4602DD-2CL 60"" 6-Burner Gas Range with Charbroiler, NG""@en NG ""@en Charbroiler"," "" Southbend 4602DD-2CL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'Standard/Convection Oven', 'Standard/Convection Oven'","'(1) standard oven, (1) convection oven'",'60 6',,,,,'ultimate',"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'battery', 'battery', 'battery'","'battery', 'battery'","'lp gas', 'saut burners', 'left thermostatic', 'shelf 6 adjustable', 'left thermostatic', 'shelf 6 adjustable'","'left thermostatic', 'shelf 6 adjustable'",'restaurant',,"'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'LP', 'NG'","'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","""Southbend""@en","""Southbend""",466243,"""Ultimate Restaurant Range, LP gas, 60"", (6) star/sauté burners, (1) 24"" griddle left, thermostatic controls, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 323,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (6) star/sauté burners, (1) 24"" griddle left, thermostatic controls, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 323,000 BTU, CSA, NSF
"" ",3598263,3254932," ""Southbend 4603AD-2TL 60"" 6-Burner Gas Range with Griddle, LP""@en LP ""@en Griddle"," "" Southbend 4603AD-2TL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,'6',,,,,,,,"'12 x 20', '30', '231.00'","'12 x 20', '231.00 Pound(s)'",,,"'not voided', 'star'","'not voided', 'star'",,,'deep pans digital','deep pans digital',"""Accutemp""@en","""AccuTemp""",466526,"""Connectionless Evolution™ Boilerless, Convection Steamer featuring Steam Vector Technology, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, Digital Controls, NO water and drain connection required, warranty NOT voided by water quality, NO water filtration required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR®""@en ","""
(QUICK SHIP) Connectionless Evolution Boilerless, Convection Steamer featuring Steam Vector Technology, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, Digital Controls, NO water and drain connection required, warranty NOT voided by water quality, NO water filtration required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR
"" ",1815531,13082091," ""Accutemp E62083D150 Electric Countertop Steamer w/ (6) Full Size Pan Capacity, 208v/3ph""@en 208v/3ph ""@en Capacity"," "" AccuTemp E62083D150 Connectionless Evolution Boilerless ""AccuTemp | Culinary Depot"""
"'convection ovens', 'convection ovens', 'Convection Oven', 'Convection Oven'","'convection ovens', '(2) convection ovens'",,,,,"'per oven', 'per oven'","'ultimate', 'per oven'","'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'left standing pilot 2', 'battery', 'stainless steel', 'left standing pilot 2', 'battery', 'stainless steel'","'left standing pilot 2', 'battery', 'stainless steel'","'lp gas', 'burners', 'shelf 6 adjustable', 'shelf 6 adjustable'",'shelf 6 adjustable',"'restaurant range', 'restaurant'",,"'rear', 'burners', 'rear', 'LP', 'NG'","'restaurant', 'burners', 'rear'","""Southbend""@en","""Southbend""",470186,"""Ultimate Restaurant Range, LP gas, 60"", (2) star/sauté burners front, (2) non-clog burners rear, (4) pyromax burners left, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 356,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (2) star/sauté burners front, (2) non-clog burners rear, (4) pyromax burners left, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 356,000 BTU, CSA, NSF
"" ",782906,6932741," ""Southbend 4604AA-7L 60"" 8-Burner Gas Range, LP""@en LP ""@en Range"," "" Southbend 4604AA-7L Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with side crossrails',"'20 wide', '18 gauge'",'18 gauge',,,,,,,'133.00',"'133.00 Pound(s)', '8""'",'nsf','nsf','open frame','open frame',,,'compartment with left hand drainboard','compartment with left hand drainboard',"""Advance Tabco""@en","""Advance Tabco""",472031,"""Regaline Sink, 1-compartment, with left-hand drainboard, 28"" front-to-back x 20"" wide sink compartment, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 35"" F/B x 62"" L/R, NSF""@en ","""
Regaline Sink, 1-compartment, with left-hand drainboard, 28"" front-to-back x 20""W sink compartment, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 35"" F/B x 62"" L/R, NSF
"" ",5604433,7343065," ""Advance Tabco 9-81-20-36L 62"" 1-Compartment Sink w/ 20""L x 28""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 9-81-20-36L Regaline Sink ""Advance | Culinary Depot"""
'pan units','pan units',"'6 12x20x2', '9'",'6 12x20x2','n hold convection steamer includes','n hold boilerless',,,,,"'471.00', '62.2'",'471.00 Pound(s)',,,"'electric', 'nema l6 30ps energy star'","'convection steamer includes', 'electric', 'nema l6 30ps energy star'",,,,,"""Accutemp""@en","""AccuTemp""",473446,"""Two Steam'N'Hold™ Convection Steamer, includes stand with casters, electric, (1)3 & (1)6 12x20x2-1/2 pan units, vacuum cooking, manual mech. timer controls, NO water or drain connections required, 6kw each, (2) 240/60/1ph, (2) 5' cords & NEMA L6-30Ps, ENERGY STAR®""@en ","""
Two Steam'N'Hold Boilerless Convection Steamer, includes stand with casters, electric, (1)3 & (1)6 12x20x2-1/2 pan units, vacuum cooking, manual mech. timer controls, NO water or drain connections required, 6kw each, (2) 240/60/1ph, (2) 5' cords & NEMA L6-30Ps, ENERGY STAR
"" ",8792291,14806277," ""Accutemp S3/S62401D060 Electric Floor Model Steamer w/ (9) Full Size Pan Capacity, 240v/1ph""@en Capacity 240v/1ph ""@en"," "" AccuTemp S3/S62401D060 Two Steam'N'Hold Boilerless Convection Steamer ""AccuTemp | Culinary Depot"""
,,,,,,,,'abs plastic white','abs plastic white',,,'designed to hold food pans','designed to hold food pans','resistant refrigerant gel insulated dishwasher safe','resistant refrigerant gel insulated dishwasher safe','nsf','nsf',,,"""Carlisle""@en","""Carlisle""",476274,"""Coldmaster® Coldpan, 2/3-size, 6"" deep, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, white, NSF (designed to hold food pans)""@en ","""
Coldmaster Coldpan, 2/3-size, 6"" deep, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, white, NSF (designed to hold food pans)
"" ",5066440,5617538," ""Carlisle CM104602 Two-Thirds Sized Food Pan Holder - Plastic, White""@en Plastic White ""@en"," "" Carlisle CM104602 Coldmaster Coldpan ""Carlisle | Culinary Depot"""
,,'10.5',,"'nsf', 'Drink Dispensers'",'nsf','Granite Green',,,,'29.27',,'insulated plastic','insulated plastic',,,,,'Insulated',,"""Cambro""@en","""Cambro""",491571,"""Ultra Camtainer Beverage Carrier, insulated plastic, 10-1/2 gallon capacity, granite green, NSF approved""@en ","""
Ultra Camtainer Beverage Carrier, insulated plastic, 10-1/2 gallon capacity, granite green, NSF approved
"" ",3533428,15667890," ""Cambro UC1000192 10-1/2-gal Ultra Camtainer Beverage Carrier - Insulated, Granite Green""@en Insulated Green ""@en"," "" Cambro UC1000192 10 Gallon Green Ultra Camtainer Beverage Carrier - 25.75"" H x 16.25"" W 20.5"" D ""Cambro | Culinary Depot"""
"'Space Saver Oven', 'Space Saver Oven'",'(2) standard / space saver ovens',,,,,'restaurant range','ultimate',"'nsf', 'nsf'",'nsf',"'735.00', '735.00'",'735.00 Pound(s)',,,"'wavy grates', 'lp gas', 'wavy grates'",'wavy grates',"'oven', 'restaurant range', 'oven'",'oven',"'NG', 'LP'",'restaurant',"""Southbend""@en","""Southbend""",493724,"""Ultimate Restaurant Range, LP gas, 48"", (4) non-clog burners, wavy grates, (1) 24"" charbroiler left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 262,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (4) non-clog burners, wavy grates, (1) 24"" charbroiler left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 262,000 BTU, CSA, NSF
"" ",17319717,12647559," ""Southbend 4482EE-2CL 48"" 4-Burner Gas Range with Charbroiler, LP""@en LP ""@en Charbroiler"," "" Southbend 4482EE-2CL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
'Standard Oven','(2) standard ovens',,,,,,'ultimate','nsf','nsf','1075.00','1075.00 Pound(s)','oven',"'saut burners', 'oven'",'burners rear','burners rear','restaurant',,"'grates standing pilot 2', 'standard ovens with battery', 'per', 'NG'","'restaurant', 'grates standing pilot 2', 'standard ovens with battery', 'per'","""Southbend""@en","""Southbend""",497373,"""Ultimate Restaurant Range, NG gas, 60"", (3) star/sauté burners front left, (2) pyromax burners rear left, (4) non-clog burners right, standard grates, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 401,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (3) star/sauté burners front left, (2) pyromax burners rear left, (4) non-clog burners right, standard grates, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 401,000 BTU, CSA, NSF
"" ",17078378,3872968," ""Southbend 4601DD-6L 60"" 9-Burner Gas Range, NG""@en Range NG ""@en"," "" Southbend 4601DD-6L Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,,,,,,,'abs plastic black','abs plastic black',,,,,'designed to hold food pans','designed to hold food pans',,,"'coldmaster coldpan 1', 'resistant refrigerant gel insulated dishwasher safe'",'resistant refrigerant gel insulated dishwasher safe',"""Carlisle""@en","""Carlisle""",498156,"""Coldmaster® Coldpan, 1/1 full size, 6"" deep, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, black, NSF (designed to hold food pans)""@en ","""
Coldmaster Coldpan, 1/1 full size, 6"" deep, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, black, NSF (designed to hold food pans)
"" ",11169487,9995283," ""Carlisle CM104203 Full-Size Coldpan - 6"" D, Refrigerant Gel Insulated, Black""@en Black ""@en D Insulated"," "" Carlisle CM104203 Coldmaster Coldpan ""Carlisle | Culinary Depot"""
