id,hotel_name,address_street,address_locality,phone_number,stars,price_range_in_euro,number_rooms,room_types,hotel_style,rating,count_reviews,user_rating,ta_certificate_of_excellence,ta_travelers_choice,suites,family_rooms,accessible_rooms,non_smoking_rooms,kitchenette,hotel_style_business,hotel_style_luxury,hotel_style_romantic,hotel_style_family,hotel_style_spa,hotel_style_onsen,price_range_lower,price_range_upper,hotel_name-href,all_hotel_details_link-href
1682,Domo Vaticano Guest House,Viale delle Milizie 76,00192 Rome,,0.0,56 - 114,5.0,"Non-Smoking, Family ",nan,"#602 of 3,898 B&Bs / Inns in Rome",56.0,4.5,False,False,False,True,False,True,False,False,False,False,False,False,False,56.0,114.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7709734-Reviews-Domo_Vaticano_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7709734-Reviews-Domo_Vaticano_Guest_House-Rome_Lazio.html#ABOUT_TAB
1683,B&B Lost in Rome,Via Celimontana 28,00184 Rome,,1.0,56 - 137,3.0,Non-Smoking,nan,"#757 of 3,898 B&Bs / Inns in Rome",102.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,56.0,137.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3474693-Reviews-B_B_Lost_in_Rome-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3474693-Reviews-B_B_Lost_in_Rome-Rome_Lazio.html#ABOUT_TAB
1684,Scent of Rome,Via Nazionale 5,00184 Rome,00 39 329 665 6123,0.0,96 - 241,4.0,"Suites, Family, Kitchenette, ",nan,"#617 of 1,251 Specialty Lodging in Rome",23.0,3.5,False,False,True,True,False,False,True,False,False,False,False,False,False,96.0,241.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2415409-Reviews-Scent_of_Rome-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2415409-Reviews-Scent_of_Rome-Rome_Lazio.html#ABOUT_TAB
1685,Primavalle B&B,Via Colle Dei Pini 14,00167 Rome,,0.0,,2.0,"Kitchenette ,  Location Italy ",nan,,7481.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d8593635-Reviews-Primavalle_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8593635-Reviews-Primavalle_B_B-Rome_Lazio.html#ABOUT_TAB
1686,Profumo Maison d'Hotes,Via di San Giovanni in Laterano 108,00184 Rome,00 39 06 9480 3913,0.0,111 - 247,10.0,Non-Smoking,nan,"#152 of 3,898 B&Bs / Inns in Rome",278.0,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,111.0,247.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3980756-Reviews-Profumo_Maison_d_Hotes-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3980756-Reviews-Profumo_Maison_d_Hotes-Rome_Lazio.html#ABOUT_TAB
1687,Hotel Europa,Via Varese 26,00185 Rome,,4.0,56 - 182,46.0,Non-Smoking,Luxury,"#944 of 1,272 Hotels in Rome",337.0,3.0,False,False,False,False,False,True,False,False,True,False,False,False,False,56.0,182.0,https://www.tripadvisor.com/Hotel_Review-g187791-d233405-Reviews-Hotel_Europa-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d233405-Reviews-Hotel_Europa-Rome_Lazio.html#ABOUT_TAB
1688,Hotel Giulio Cesare,Via Degli Scipioni 287,00192 Rome,00 39 06 9480 7521,4.0,87 - 233,78.0,"Non-Smoking, Family ","Family, Business, Romantic, Luxury","#362 of 1,272 Hotels in Rome",1149.0,4.0,False,False,False,True,False,True,False,True,True,True,True,False,False,87.0,233.0,https://www.tripadvisor.com/Hotel_Review-g187791-d229007-Reviews-Hotel_Giulio_Cesare-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d229007-Reviews-Hotel_Giulio_Cesare-Rome_Lazio.html#ABOUT_TAB
1689,D'Este Hotel,Via Carlo Alberto 4/B,00185 Rome,,3.0,53 - 460,47.0,Non-Smoking,nan,"#704 of 1,272 Hotels in Rome",201.0,3.5,False,False,False,False,False,True,False,False,False,False,False,False,False,53.0,460.0,https://www.tripadvisor.com/Hotel_Review-g187791-d203126-Reviews-D_Este_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d203126-Reviews-D_Este_Hotel-Rome_Lazio.html#ABOUT_TAB
1690,The Five Oscars Inn,Via Milano 49,00184 Rome,,3.0,64 - 307,3.0,Non-Smoking,nan,"#80 of 1,251 Specialty Lodging in Rome",116.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,64.0,307.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1456133-Reviews-The_Five_Oscars_Inn-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1456133-Reviews-The_Five_Oscars_Inn-Rome_Lazio.html#ABOUT_TAB
1691,Residenza al Corso,Via del Corso 18,00186 Rome,,3.0,99 - 209,220.0,"Non-Smoking, Family ",nan,"#650 of 1,272 Hotels in Rome",78.0,4.0,False,False,False,True,False,True,False,False,False,False,False,False,False,99.0,209.0,https://www.tripadvisor.com/Hotel_Review-g187791-d573187-Reviews-Residenza_al_Corso-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d573187-Reviews-Residenza_al_Corso-Rome_Lazio.html#ABOUT_TAB
1692,B&B Bettini,Via di Tor Vergata 1,00133 Rome,,0.0,35 - 69,3.0,"Non-Smoking, Kitchenette, Family ",nan,"#634 of 3,898 B&Bs / Inns in Rome",59.0,5.0,False,False,False,True,False,True,True,False,False,False,False,False,False,35.0,69.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6197345-Reviews-B_B_Bettini-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6197345-Reviews-B_B_Bettini-Rome_Lazio.html#ABOUT_TAB
1693,La Grande B&Bellezza,Via Matteo Boiardo 17,00185 Rome,,0.0,,,nan,nan,"#798 of 1,251 Specialty Lodging in Rome",1.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7700027-Reviews-La_Grande_B_Bellezza-Rome_Lazio.html,
1694,Relais Rione Ponte,Via Giuseppe Zanardelli 20,00186 Rome,00 39 06 9480 8239,0.0,131 - 271,9.0,Non-Smoking,nan,"#9 of 1,251 Specialty Lodging in Rome",161.0,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,131.0,271.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6369934-Reviews-Relais_Rione_Ponte-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6369934-Reviews-Relais_Rione_Ponte-Rome_Lazio.html#ABOUT_TAB
1695,B&B Casasuri,Via Enrico Cialdini 13,00185 Rome,,0.0,,,nan,nan,"#2,965 of 3,898 B&Bs / Inns in Rome",2.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7321537-Reviews-B_B_Casasuri-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7321537-Reviews-B_B_Casasuri-Rome_Lazio.html#ABOUT_TAB
1696,Hotel Italia,Via Venezia 18,00184 Rome,,2.0,66 - 339,35.0,Non-Smoking,Romantic,"#326 of 1,272 Hotels in Rome",1143.0,4.0,False,False,False,False,False,True,False,False,False,True,False,False,False,66.0,339.0,https://www.tripadvisor.com/Hotel_Review-g187791-d208768-Reviews-Hotel_Italia-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d208768-Reviews-Hotel_Italia-Rome_Lazio.html#ABOUT_TAB
1697,C-Hotels Fiume,Via Brescia' 5,00198 Rome,,4.0,95 - 250,57.0,"Suites, Non-Smoking, Family ",Luxury,"#928 of 1,272 Hotels in Rome",807.0,4.0,True,False,True,True,False,True,False,False,True,False,False,False,False,95.0,250.0,https://www.tripadvisor.com/Hotel_Review-g187791-d264644-Reviews-C_Hotels_Fiume-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d264644-Reviews-C_Hotels_Fiume-Rome_Lazio.html#ABOUT_TAB
1698,B&B Roma Cheap&Chic,Via Carlo Alberto 53,00185 Rome,,1.0,81 - 104,3.0,"Suites, Non-Smoking, Kitchenette ",nan,"#1,548 of 3,898 B&Bs / Inns in Rome",60.0,4.0,False,False,True,False,False,True,True,False,False,False,False,False,False,81.0,104.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3418095-Reviews-B_B_Roma_Cheap_Chic-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3418095-Reviews-B_B_Roma_Cheap_Chic-Rome_Lazio.html#ABOUT_TAB
1699,Beautiful Rooms Premuda,Via Premuda 3,00195 Rome,,0.0,45 - 100,4.0,"Suites, Kitchenette, Non-Smoking, Family ",nan,"#2,399 of 3,898 B&Bs / Inns in Rome",4.0,5.0,False,False,True,True,False,True,True,False,False,False,False,False,False,45.0,100.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8356075-Reviews-Beautiful_Rooms_Premuda-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8356075-Reviews-Beautiful_Rooms_Premuda-Rome_Lazio.html#ABOUT_TAB
1700,DO Domus,Via Emanuele Filiberto 207,00000 Rome,,0.0,45 - 371,,Family ,nan,"#524 of 1,251 Specialty Lodging in Rome",46.0,3.5,False,False,False,True,False,False,False,False,False,False,False,False,False,45.0,371.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4130592-Reviews-DO_Domus-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4130592-Reviews-DO_Domus-Rome_Lazio.html#ABOUT_TAB
1701,"Bed & Breakfast Appio, Vanucci B",12 Via Atto Vanucci,00000 Rome,,0.0,,,nan,nan,"#3,124 of 3,898 B&Bs / Inns in Rome",2.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1590657-Reviews-Bed_Breakfast_Appio_Vanucci_B-Rome_Lazio.html,
1702,Residenza Il Magnifico,Via Lorenzo il Magnifico 61,00162 Rome,,0.0,47 - 116,6.0,"Suites, Non-Smoking, Family, Smoking ",nan,"#510 of 3,898 B&Bs / Inns in Rome",179.0,4.5,True,False,True,True,False,True,False,False,False,False,False,False,False,47.0,116.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4112379-Reviews-Residenza_Il_Magnifico-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4112379-Reviews-Residenza_Il_Magnifico-Rome_Lazio.html#ABOUT_TAB
1703,Casa per Ferie Villa Angeli,Via Paolo Bentivoglio 12,00165 Rome,,0.0,,43.0,nan,nan,"#877 of 1,272 Hotels in Rome",3.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d13073348-Reviews-Casa_per_Ferie_Villa_Angeli-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d13073348-Reviews-Casa_per_Ferie_Villa_Angeli-Rome_Lazio.html#ABOUT_TAB
1704,Hostel Trustever,Via Francesco Benaglia 13,00153 Rome,,2.0,27 - 126,,Family ,nan,"#147 of 1,251 Specialty Lodging in Rome",70.0,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,27.0,126.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12213003-Reviews-Hostel_Trustever-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12213003-Reviews-Hostel_Trustever-Rome_Lazio.html#ABOUT_TAB
1705,Testa Gioacchino,Via Casimiro Teja 29/D,00157 Rome,,0.0,42 - 76,3.0,nan,nan,"#3,179 of 3,898 B&Bs / Inns in Rome",9.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,42.0,76.0,https://www.tripadvisor.com/Hotel_Review-g187791-d567688-Reviews-Testa_Gioacchino-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d567688-Reviews-Testa_Gioacchino-Rome_Lazio.html#ABOUT_TAB
1706,Alder Hotel,,00184 Rome,,0.0,,6.0,nan,nan,"#1,050 of 1,272 Hotels in Rome",2.0,3.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1097983-Reviews-Alder_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1097983-Reviews-Alder_Hotel-Rome_Lazio.html#ABOUT_TAB
1707,R/289 Antigone,Via Michele Amari,00179 Rome,,0.0,,208.0,"Kitchenette ,  Location Italy ",nan,,7481.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1227131-Reviews-R_289_Antigone-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1227131-Reviews-R_289_Antigone-Rome_Lazio.html#ABOUT_TAB
1708,Houspitality Flowers B&B,Via Vigliena 2,00192 Rome,,0.0,51 - 107,4.0,"Non-Smoking, Family ",nan,"#512 of 3,898 B&Bs / Inns in Rome",117.0,4.5,False,False,False,True,False,True,False,False,False,False,False,False,False,51.0,107.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2156059-Reviews-Houspitality_Flowers_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2156059-Reviews-Houspitality_Flowers_B_B-Rome_Lazio.html#ABOUT_TAB
1709,Crystal B&B,Via Tuscolana 695,00174 Rome,,0.0,48 - 91,5.0,"Suites, Non-Smoking",nan,"#3,567 of 3,898 B&Bs / Inns in Rome",9.0,1.5,False,False,True,False,False,True,False,False,False,False,False,False,False,48.0,91.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1048323-Reviews-Crystal_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1048323-Reviews-Crystal_B_B-Rome_Lazio.html#ABOUT_TAB
1710,La Maison Josephine,Via Goffredo Mameli 40,00153 Rome,,0.0,70 - 140,3.0,"Suites, Kitchenette ",nan,"#438 of 1,251 Specialty Lodging in Rome",17.0,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,70.0,140.0,https://www.tripadvisor.com/Hotel_Review-g187791-d5558484-Reviews-La_Maison_Josephine-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d5558484-Reviews-La_Maison_Josephine-Rome_Lazio.html#ABOUT_TAB
1711,B&B Piazza Vittorio87,Piazza Vittorio Emanuele II n_ 87,00185 Rome,,0.0,57 - 87,2.0,Non-Smoking,nan,"#2,293 of 3,898 B&Bs / Inns in Rome",10.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,57.0,87.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6415431-Reviews-B_B_Piazza_Vittorio87-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6415431-Reviews-B_B_Piazza_Vittorio87-Rome_Lazio.html#ABOUT_TAB
1712,The Guesthouse,Corso d'Italia 92,00198 Rome,,0.0,55 - 132,7.0,nan,nan,"#1,345 of 3,898 B&Bs / Inns in Rome",41.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,55.0,132.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7806025-Reviews-The_Guesthouse-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7806025-Reviews-The_Guesthouse-Rome_Lazio.html#ABOUT_TAB
1713,Suiteart Vaticano,Viale Vaticano 84,00165 Rome,,0.0,75 - 89,,nan,nan,"#2,066 of 3,898 B&Bs / Inns in Rome",7.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,75.0,89.0,https://www.tripadvisor.com/Hotel_Review-g187791-d13446186-Reviews-Suiteart_Vaticano-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d13446186-Reviews-Suiteart_Vaticano-Rome_Lazio.html#ABOUT_TAB
1714,La Casa di Amy,Via Principe Amedeo 85,00185 Rome,,3.0,67 - 202,20.0,"Non-Smoking, Family ",nan,"#323 of 3,898 B&Bs / Inns in Rome",469.0,4.5,True,False,False,True,False,True,False,False,False,False,False,False,False,67.0,202.0,https://www.tripadvisor.com/Hotel_Review-g187791-d570455-Reviews-La_Casa_di_Amy-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d570455-Reviews-La_Casa_di_Amy-Rome_Lazio.html#ABOUT_TAB
1715,Hotel Serena,Via Principe Amedeo 64,00185 Rome,,3.0,63 - 631,29.0,"Non-Smoking, Accessible ",nan,"#544 of 1,272 Hotels in Rome",883.0,4.0,False,False,False,False,True,True,False,False,False,False,False,False,False,63.0,631.0,https://www.tripadvisor.com/Hotel_Review-g187791-d499930-Reviews-Hotel_Serena-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d499930-Reviews-Hotel_Serena-Rome_Lazio.html#ABOUT_TAB
1716,Corso 281 Luxury Suites,Via del Corso 281,00186 Rome,00 39 06 9480 5570,5.0,208 - 1,12.0,"Non-Smoking, Suites ","Onsen, Luxury","#39 of 1,272 Hotels in Rome",350.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False,True,208.0,1.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6560551-Reviews-Corso_281_Luxury_Suites-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6560551-Reviews-Corso_281_Luxury_Suites-Rome_Lazio.html#ABOUT_TAB
1717,Houspitality Caesar B&B,Viale Giulio Cesare 6,00192 Rome,,0.0,60 - 129,3.0,"Suites, Non-Smoking",nan,"#369 of 3,898 B&Bs / Inns in Rome",93.0,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,60.0,129.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2428103-Reviews-Houspitality_Caesar_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2428103-Reviews-Houspitality_Caesar_B_B-Rome_Lazio.html#ABOUT_TAB
1718,Stefy's Rooms,Via Isidoro di Carace 10,00176 Rome,,0.0,57 - 115,4.0,nan,nan,"#259 of 1,251 Specialty Lodging in Rome",12.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,115.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1602373-Reviews-Stefy_s_Rooms-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1602373-Reviews-Stefy_s_Rooms-Rome_Lazio.html#ABOUT_TAB
1719,Residenza Il Duca,Via del Conservatorio 55,00186 Rome,,0.0,74 - 136,3.0,nan,nan,"#85 of 1,251 Specialty Lodging in Rome",178.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,74.0,136.0,https://www.tripadvisor.com/Hotel_Review-g187791-d5984556-Reviews-Residenza_Il_Duca-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d5984556-Reviews-Residenza_Il_Duca-Rome_Lazio.html#ABOUT_TAB
1720,Domus Horatio,Via Orazio 3,00193 Rome,,0.0,67 - 116,3.0,Non-Smoking,nan,"#1,160 of 3,898 B&Bs / Inns in Rome",46.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,67.0,116.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7398887-Reviews-Domus_Horatio-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7398887-Reviews-Domus_Horatio-Rome_Lazio.html#ABOUT_TAB
1721,Best Location in Rome,Via Vicenza 32,00185 Rome,,0.0,39 - 90,5.0,nan,nan,"#1,012 of 1,251 Specialty Lodging in Rome",9.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,39.0,90.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7224934-Reviews-Best_Location_in_Rome-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7224934-Reviews-Best_Location_in_Rome-Rome_Lazio.html#ABOUT_TAB
1722,Roma 474,Via Gregorio VII 474,00165 Rome,,0.0,56 - 102,3.0,nan,nan,"#1,397 of 3,898 B&Bs / Inns in Rome",19.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,56.0,102.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8262829-Reviews-Roma_474-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8262829-Reviews-Roma_474-Rome_Lazio.html#ABOUT_TAB
1723,BDB Luxury Rooms Navona Angeli,Via Dei Gigli d'Oro 6,00186 Rome,,0.0,102 - 231,,Family ,nan,"#2,279 of 3,898 B&Bs / Inns in Rome",13.0,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,102.0,231.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12365330-Reviews-BDB_Luxury_Rooms_Navona_Angeli-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12365330-Reviews-BDB_Luxury_Rooms_Navona_Angeli-Rome_Lazio.html#ABOUT_TAB
1724,Maison Monte Giordano,Via di Monte Giordano 46,00186 Rome,,0.0,92 - 126,3.0,Non-Smoking,nan,"#3,239 of 3,898 B&Bs / Inns in Rome",71.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,92.0,126.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8529117-Reviews-Maison_Monte_Giordano-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8529117-Reviews-Maison_Monte_Giordano-Rome_Lazio.html#ABOUT_TAB
1725,La Sapienza House,Viale Regina Margherita 192,00198 Rome,,0.0,63 - 89,8.0,Non-Smoking,nan,"#2,674 of 3,898 B&Bs / Inns in Rome",22.0,3.5,False,False,False,False,False,True,False,False,False,False,False,False,False,63.0,89.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1010763-Reviews-La_Sapienza_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1010763-Reviews-La_Sapienza_House-Rome_Lazio.html#ABOUT_TAB
1726,Cancelleria Comfort Inn,Vicolo della Cancelleria 35,00186 Rome,,0.0,,,nan,nan,"#2,467 of 3,898 B&Bs / Inns in Rome",6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d12597642-Reviews-Cancelleria_Comfort_Inn-Rome_Lazio.html,
1727,Thousand Sunny,Via di Boccea 276,00167 Rome,,0.0,17 - 84,13.0,Kitchenette ,nan,"#618 of 1,251 Specialty Lodging in Rome",39.0,3.5,False,False,False,False,False,False,True,False,False,False,False,False,False,17.0,84.0,https://www.tripadvisor.com/Hotel_Review-g187791-d5283562-Reviews-Thousand_Sunny-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d5283562-Reviews-Thousand_Sunny-Rome_Lazio.html#ABOUT_TAB
1728,Hotel Croce di Malta,Via Borgognona 28,00187 Rome,,2.0,87 - 138,25.0,"Non-Smoking, Family ",nan,"#914 of 1,272 Hotels in Rome",63.0,3.0,False,False,False,True,False,True,False,False,False,False,False,False,False,87.0,138.0,https://www.tripadvisor.com/Hotel_Review-g187791-d650605-Reviews-Hotel_Croce_di_Malta-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d650605-Reviews-Hotel_Croce_di_Malta-Rome_Lazio.html#ABOUT_TAB
1729,Domus Ludovisi,Via Lombardia 40,00187 Rome,,0.0,65 - 494,6.0,"Suites, Non-Smoking, Family ",nan,"#1,473 of 3,898 B&Bs / Inns in Rome",43.0,4.0,False,False,True,True,False,True,False,False,False,False,False,False,False,65.0,494.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8133164-Reviews-Domus_Ludovisi-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8133164-Reviews-Domus_Ludovisi-Rome_Lazio.html#ABOUT_TAB
1730,Hotel Moses Fountain,"Via 20 Settembre, 98/L",00187 Rome,,4.0,90 - 180,6.0,Non-Smoking,"Luxury, Romantic","#146 of 1,272 Hotels in Rome",363.0,4.5,False,False,False,False,False,True,False,False,True,True,False,False,False,90.0,180.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1192285-Reviews-Hotel_Moses_Fountain-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1192285-Reviews-Hotel_Moses_Fountain-Rome_Lazio.html#ABOUT_TAB
