ids,label,katom_base,cdi_base,katom_brand,cdi_brand,katom_capacity,cdi_capacity,katom_category,cdi_category,katom_cluster_id,cdi_cluster_id,katom_color,cdi_color,katom_finish,cdi_finish,katom_height,cdi_height,katom_id,cdi_id,katom_material,cdi_material,katom_product_type,cdi_product_type,katom_shape,cdi_shape,katom_style,cdi_style,katom_title,cdi_title
katom_8049_cdi_5898,0,'standard ovens' 'standard oven','(1) standard oven (1) cabinet',southbend,southbend,,'48 griddle',,,1449201,11981121,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_8049,cdi_5898,'battery' 'oven','left thermostatic' 'battery','standard grates','standard grates' 'shelf 6 adjustable','restaurant',,'per' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6956_cdi_5898,0,'standard oven','(1) standard oven (1) cabinet',southbend,southbend,'48 griddle' '60 1','48 griddle',,,1249191,11981121,'restaurant range' 'rear','ultimate','nsf','nsf','1075.00','1075.00 ',katom_6956,cdi_5898,'oven' 'star saut burners' 'front','left thermostatic' 'battery','standard grates' 'lp gas','standard grates' 'shelf 6 adjustable','restaurant',,'standard ovens with battery' 'per' 'ng' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_3785_cdi_5898,0,'left thermostatic' 'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,,'48 griddle',,,700981,11981121,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_3785,cdi_5898,'battery','left thermostatic' 'battery','standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable',,,'oven' 'flue riser with shelf stainless steel' 'front' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_8049_cdi_891,0,'standard ovens' 'standard oven','left thermostatic' 'standard ovens' '(2) standard ovens',southbend,southbend,,,,,1449201,1187606,,,'nsf','nsf','1075.00','1320.00 ',katom_8049,cdi_891,'battery' 'oven','battery' 'oven','standard grates','burners rear','restaurant','restaurant','per' 'ng','burners' 'per',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_3254_cdi_1640,0,'standard oven','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,604474,2357928,'ultimate',,'nsf','stainless steel' 'legs' 'nsf','660.00','735.00 ',katom_3254,cdi_1640,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven',"36"" 2-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_3254_cdi_4488,0,'standard oven','(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,604474,8703997,'ultimate','ultimate','nsf','nsf','660.00','1075.00 ',katom_3254,cdi_4488,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant' 'restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_3254_cdi_7560,0,'standard oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,604474,16041408,'ultimate',,'nsf','nsf','660.00','735.00 ',katom_3254,cdi_7560,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','ultimate' 'restaurant' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_3254_cdi_3686,0,'standard oven','(1) standard oven',southbend,southbend,,,,,604474,6559875,'ultimate',,'nsf','nsf','660.00','660.00 ',katom_3254,cdi_3686,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_3254_cdi_432,1,'standard oven','(1) standard oven',southbend,southbend,,,,,604474,604474,'ultimate','restaurant range gas','nsf','nsf','660.00','660.00 ',katom_3254,cdi_432,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_4732_cdi_1357,0,'oven' 'flue riser with shelf' 'convection oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,872467,1729391,,,'stainless steel' 'nsf','nsf','660.00','1075.00 ',katom_4732,cdi_1357,'burner front' 'battery','battery','lp gas' 'shelf 6 adjustable' 'standard grates','standard grates' 'shelf 6 adjustable','restaurant range',,'standard grates' 'lp' 'ng','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_270_cdi_4909,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,,,53422,9517053,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_270,cdi_4909,'battery' 'stainless steel','battery' 'stainless steel','rear' 'shelf 6 adjustable' 'lp gas' 'saut burners','burners' 'shelf 6 adjustable','restaurant',,'restaurant' 'rear' 'ng' 'lp','restaurant',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_270_cdi_2650,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3','48 griddle',,,53422,4325990,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_270,cdi_2650,'battery' 'stainless steel','battery' 'stainless steel','rear' 'shelf 6 adjustable' 'lp gas' 'saut burners','standard grates' 'shelf 6','restaurant',,'restaurant' 'rear' 'ng' 'lp','restaurant' 'rear',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6569_cdi_2650,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,,'48 griddle',,,1189337,4325990,'restaurant range' 'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_6569,cdi_2650,'battery' 'stainless steel','battery' 'stainless steel','standard grates' 'shelf 6 adjustable' 'lp gas','standard grates' 'shelf 6',,,'ng' 'lp','restaurant' 'rear',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_5983_cdi_726,0,'standard/convection oven','(2) cabinets',southbend,southbend,'60 6',,,'front',1091717,985192,'restaurant range',,'nsf','legs' 'nsf','1075.00','1075.00 ',katom_5983,cdi_726,'battery','stainless steel','wavy grates' 'shelf 6 adjustable' 'lp gas','burners rear' 'shelf 6 adjustable','restaurant range','left','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','restaurant',"60"" 6-burner gas range with griddle & broiler, lp""@en lp ""@en broiler","ultimate restaurant range "" | culinary depot"""
katom_5983_cdi_818,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 6',,,,1091717,1091717,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_5983,cdi_818,'battery','battery','wavy grates' 'shelf 6 adjustable' 'lp gas','wavy grates' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle & broiler, lp""@en lp ""@en broiler","ultimate restaurant range "" | culinary depot"""
katom_23185_cdi_1060,0,'standard/convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'48 griddle',,,'restaurant',14190982,1390931,,'ultimate' 'per oven','nsf','nsf','1075.00','1320.00 ',katom_23185,cdi_1060,'left thermostatic' 'battery','battery' 'stainless steel','lp gas' 'standard grates' 'shelf 6','burners rear' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','burners',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6549_cdi_5148,0,'open base','open with 18 ga undershelf',advance tabco,advance tabco,'30 d','30 d',,,1186065,10138765,,,,'nsf','276.00','430 series' '72.00 ' 'without',katom_6549,cdi_5148,'splash at rear' 'stainless steel' 'gauge','stainless steel' 'galvanized adjustable undershelf galvanized' 'plastic','table' '5 backsplash stainless steel' 'bullet feet','table' 'without backsplash 18 gauge',,,'backsplash','legs with adjustable' 'bullet feet',"132"" 16-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en top backsplash ""@en","work table ""advance | culinary depot"""
katom_18143_cdi_5148,0,'open base','open with 18 ga undershelf',advance tabco,advance tabco,'30 d','30 d',,,9518910,10138765,,,'nsf','nsf','430 series' '268.00','430 series' '72.00 ' 'without',katom_18143,cdi_5148,'stainless steel' 'crossrails adjustable plastic','stainless steel' 'galvanized adjustable undershelf galvanized' 'plastic','table' 'top','table' 'without backsplash 18 gauge',,,'legs with galvanized side' 'bullet feet' 'flat top','legs with adjustable' 'bullet feet',"132"" 16-ga work table w/ open base & 430-series stainless flat top""@en top ""@en","work table ""advance | culinary depot"""
katom_8391_cdi_5800,0,,'304 series' 'legs with boxed crossrails',advance tabco,advance tabco,,,,,1510194,11645862,,'regaline sink 2',,'nsf','20 front' '234.00',"'259.00 ' '8""'",katom_8391,cdi_5800,'stainless steel overall' 'nsf','stainless steel overall',,'open frame',,,'compartment with right hand drainboard' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with left right hand drainboards' 'back' 'deep with',"89"" 3-compartment sink w/ 20""l x 20""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_8391_cdi_1162,1,,'legs with boxed crossrails',advance tabco,advance tabco,,,,,1510194,1510194,,'regaline sink 3',,,'20 front' '234.00',"'20 front' '234.00 ' '11""'",katom_8391,cdi_1162,'stainless steel overall' 'nsf','stainless steel overall' 'nsf',,'legs with welded front to rear adjustable',,,'compartment with right hand drainboard' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with right hand drainboard' 'deep with',"89"" 3-compartment sink w/ 20""l x 20""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_7021_cdi_955,0,'standard/convection oven','(2) convection ovens',southbend,southbend,'60 6',,,'restaurant' 'convection ovens with battery',1260276,1265232,'restaurant range','ultimate' 'per oven','nsf','nsf','1075.00','1320.00 ',katom_7021,cdi_955,'battery','stainless steel','lp gas' 'standard grates' 'shelf 6 adjustable','shelf 6 adjustable',,,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng',,"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_7021_cdi_1324,0,'standard/convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 6',,,,1260276,1690595,'restaurant range','standard grates' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_7021,cdi_1324,'battery','saut burners' 'battery' 'stainless steel','lp gas' 'standard grates' 'shelf 6 adjustable','shelf 6 adjustable',,'rear','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','ultimate' 'restaurant',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_9443_cdi_1324,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,,,1690595,1690595,'standard grates' 'per oven','standard grates' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_9443,cdi_1324,'battery' 'stainless steel','saut burners' 'battery' 'stainless steel','shelf 6 adjustable' 'lp gas' 'saut burners','shelf 6 adjustable','restaurant range' 'rear','rear','rear' 'ng' 'lp','ultimate' 'restaurant',"60"" 6-burner gas range with griddle & broiler, lp""@en broiler lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_7021_cdi_954,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 6',,,,1260276,1260276,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_7021,cdi_954,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable',,'restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_7184_cdi_954,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'48 griddle',,,,1293410,1260276,'ultimate',,'nsf','nsf','1075.00','1075.00 ',katom_7184,cdi_954,'battery','battery','standard grates' 'shelf 6','standard grates' 'shelf 6 adjustable','restaurant','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_9218_cdi_954,0,'standard ovens' 'standard oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,1650553,1260276,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_9218,cdi_954,'battery' 'oven','battery','lp gas' 'standard grates','standard grates' 'shelf 6 adjustable','restaurant range','restaurant','per' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_6854_cdi_954,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,1234552,1260276,'ultimate',,'nsf','nsf','1075.00','1075.00 ',katom_6854,cdi_954,'battery','battery','lp gas' 'burners' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'restaurant' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 8-burner gas range, ng""@en range ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_7184_cdi_5397,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'48 griddle',,,,1293410,10797530,'ultimate',,'nsf','nsf','1075.00','1075.00 ',katom_7184,cdi_5397,'battery','battery','standard grates' 'shelf 6','standard grates' 'shelf 6 adjustable','restaurant','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6551_cdi_5397,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 3',,,,1186618,10797530,,,'nsf','nsf','1075.00','1075.00 ',katom_6551,cdi_5397,'front' 'battery','battery','lp gas' 'burners rear' 'left wavy grates standing pilot standing pilot 1' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_14124_cdi_5397,0,'convection ovens' 'convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,'front',,5617024,10797530,'per oven',,'nsf','nsf','1075.00','1075.00 ',katom_14124,cdi_5397,'pyromax burners' 'battery' 'stainless steel','battery','rear' 'left thermostatic' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable',,'restaurant','restaurant' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 5-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
