ids,label,katom_base,rewo_base,katom_brand,rewo_brand,katom_capacity,rewo_capacity,katom_category,rewo_category,katom_cluster_id,rewo_cluster_id,katom_color,rewo_color,katom_finish,rewo_finish,katom_height,rewo_height,katom_id,rewo_id,katom_material,rewo_material,katom_product_type,rewo_product_type,katom_shape,rewo_shape,katom_style,rewo_style,katom_title,rewo_title
katom_17135_rewo_37264,0,'undershelf','open w/undershelf',duk,duk,,'30 wide',,,8633810,1635503,,'top with 1 1 8 riser 30',,'400','92.00',,katom_17135,rewo_37264,'table' 'stainless steel','table' 'stainless steel',,'undershelf and posts',,,'top riser' 'top with 1 1 8 h riser 48 long with stainless steel' 'undershelf posts' 'backsplash','top and riser' 'gauge type',"48"" 16-ga work table w/ undershelf & 300-series stainless top, 1.125"" backsplash""@en backsplash ""@en top"," ""e 416s-3030-2r work table, 30"" - 35"", stainless steel top""@en "" e table top | worktable with undershelf""@en 35"""
katom_8124_rewo_73227,0,,'mechanical thermostat',metro,intermetro,'12 amps','12 amps',,,1461815,12962206,,,,,,,katom_8124,rewo_73227,,,'armour heavy duty insulated' 'analog thermometer electro' 'mechanical thermostat','armour heavy duty insulated' 'analog thermometer electro',,,'place polyurethane','fixed lip' 'place polyurethane',"1/2-height mobile heated cabinet w/ (18) pan capacity, 120v""@en 120v ""@en capacity"," "" c5t9-asf heated cabinet, mobile""@en ""  cabinet"
katom_100_rewo_415,1,'pan capacity','pan capacity',metro,intermetro,'12 amps','12 amps',,,21452,21452,'place polyurethane','place polyurethane',,,,,katom_100,rewo_415,,,'armour heavy duty insulated' 'load slides' 'analog thermometer electro' 'mechanical thermostat','armour heavy duty insulated' 'analog thermometer electro' 'mechanical thermostat',,,,,"5/6-height mobile heated cabinet w/ (14) pan capacity, 120v""@en capacity 120v ""@en"," "" c5t8-asba heated cabinet, mobile""@en ""  cabinet"
katom_4100_rewo_16077,1,,,metro,intermetro,'12 amps','60 1 ph 1440' '12 amps' '36',,,759574,759574,'tempered' 'glass door top mount','tempered' 'glass door top mount' 'two with brakes 304 stainless steel 120v','nsf','nsf',,,katom_4100,rewo_16077,'heating','heating','controls analog thermometer ducted' 'temp lip','controls analog thermometer ducted' 'temp lip',,,,,"full-height mobile heated cabinet w/ (36) pan capacity, 120v""@en 120v ""@en capacity"," "" c569l-sfs-lpfc heated cabinet, mobile, pass-thru""@en mobile ""  cabinet"
katom_7539_rewo_30325,1,,,metro,intermetro,,'8 series' '60 1 ph 2000',,'each',1356860,1356860,'glass doors','glass doors','nsf','nsf',,"'75""'",katom_7539,rewo_30325,'tempered' '2000 watts','pane','digital control low' 'temp alarm','digital control low' 'temp alarm' 'temp lip',,,'holding cabinet' 'recall ducted','holding cabinet' 'tempered' 'recall ducted',"full height mobile heated cabinet w/ (35) pan capacity, 120v""@en capacity 120v ""@en"," "" c589-nfc-l heated cabinet, mobile""@en mobile | cabinets""@en ""  cabinet"
katom_14829_rewo_31256,0,,,cambro,cambro,,,,,6336396,1394077,'gray',,'nsf','nsf' 'gray','81.53' '72',"'72""'",katom_14829,rewo_31256,'kits',,,,,,'louvered','louvered',"polymer louvered shelving unit - 36""l x 21""w 72""h""@en 72""h ""@en"," "" csa41367480 add-on shelving unit""@en ""  unit | camshelves""@en"
katom_14406_rewo_31256,0,,,cambro,cambro,,,,,5938269,1394077,'gray',,'nsf','nsf' 'gray','67' '99.07',"'72""'",katom_14406,rewo_31256,'kits',,,,,,'louvered','louvered',"polymer louvered shelving unit - 42""l x 24""w 67""h""@en 67""h ""@en"," "" csa41367480 add-on shelving unit""@en ""  unit | camshelves""@en"
katom_2582_rewo_53263,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,,,,481446,5954895,'only with galvanized','work',,,'273.00',,katom_2582,rewo_53263,'crossrails 14' '304 series stainless steel','crossrails 14' '304 series stainless steel','5 backsplash','table' 'top',,,'table 144' 'legs side' 'backsplash','without splash' 'legs side',"144"" 14-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tglg-309 work table, 97"" - 108"", stainless steel top""@en top | table world""@en 108"" "" advance"
katom_2582_rewo_70715,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,'30 wide',,,481446,11953478,'only with galvanized','top with splash at rear',,'only','273.00',,katom_2582,rewo_70715,'crossrails 14' '304 series stainless steel','crossrails 14' '304 series stainless steel','5 backsplash','5 backsplash',,,'table 144' 'legs side' 'backsplash','table' 'legs side',"144"" 14-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tklg-300 work table, 30"" - 35"", stainless steel top""@en "" advance table top | world""@en 35"""
katom_192_rewo_70715,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,'30 wide',,,38792,11953478,,'top with splash at rear','only with galvanized','only','298.00',,katom_192,rewo_70715,'crossrails 14' '304 series stainless steel','crossrails 14' '304 series stainless steel','10 backsplash with' 'edge','5 backsplash',,,'table' 'legs side' 'backsplash','table' 'legs side',"132"" 14-ga work table w/ open base & 304-series stainless marine top, 10"" backsplash""@en top backsplash ""@en"," "" tklg-300 work table, 30"" - 35"", stainless steel top""@en "" advance table top | world""@en 35"""
katom_2582_rewo_9799,1,'open base','open w/side & rear crossrail',advance tabco,advance tabco,,,,,481446,481446,'only with galvanized',,,,'273.00',,katom_2582,rewo_9799,'crossrails 14' '304 series stainless steel','crossrails 14' '304 series stainless steel','5 backsplash','at rear' '5 backsplash',,,'table 144' 'legs side' 'backsplash','table' 'legs side',"144"" 14-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tklg-2412 work table, 133"" - 144"", stainless steel top""@en "" advance table top | world""@en 144"""
katom_7766_rewo_31140,0,'undershelf','open w/undershelf',duk,duk,'30 wide','30 wide',,,1398635,1388976,'stainless steel','top',,'400','134.00',,katom_7766,rewo_31140,,,,'undershelf and posts',,,'table stainless steel' 'top riser' 'undershelf posts' 'backsplash','table stainless steel' 'top and riser' 'gauge type',"72"" 14-ga work table w/ undershelf & 300-series stainless marine top""@en top ""@en"," ""e 416s-3048-5r work table, 40"" - 48"", stainless steel top""@en 48"" "" e table top | worktable with undershelf and backsplash""@en"
katom_7766_rewo_31365,1,'undershelf','open w/undershelf',duk,duk,'30 wide','30 wide',,'10 riser with marine edge',1398635,1398635,'stainless steel','work',,,'134.00',,katom_7766,rewo_31365,,,,,,,'table stainless steel' 'top riser' 'undershelf posts' 'backsplash','table' 'top and riser' 'undershelf and posts' 'gauge type',"72"" 14-ga work table w/ undershelf & 300-series stainless marine top""@en top ""@en"," ""e 314-3072-10r work table, 63"" - 72"", stainless steel top""@en 72"" "" e table top | worktable open base with backsplash""@en"
katom_519_rewo_16773,0,,,metro,intermetro,,'8 series',,'each',104842,790563,,'tempered double pane',,'nsf','26 or 26 12' '20 x 2','26 12' '20 x 2',katom_519,rewo_16773,'13' 'pane','wire slides 13' 'aluminum','digital control low' 'temp alarm','digital control low' 'temp alarm',,,'holding cabinet' 'height insulated' 'pan capacity' 'glass doors' 'recall ducted','holding cabinet' 'height insulated' 'recall ducted' 'pan capacity',"3/4-height mobile heated cabinet w/ (13) pan capacity, 120v""@en capacity 120v ""@en"," "" c587-nfc-u heated cabinet, mobile""@en mobile | cabinets""@en ""  cabinet"
katom_4298_rewo_16773,1,,,metro,intermetro,,'8 series',,'each',790563,790563,,'tempered double pane','nsf','nsf','26 or 26 12' '20 x 2','26 12' '20 x 2',katom_4298,rewo_16773,'13' 'pane','wire slides 13' 'aluminum','digital control low' 'temp alarm','digital control low' 'temp alarm',,,'holding cabinet' 'height insulated' 'pan capacity' 'glass doors' 'recall ducted','holding cabinet' 'height insulated' 'recall ducted' 'pan capacity',"3/4-height mobile heated cabinet w/ (13) pan capacity, 120v""@en capacity 120v ""@en"," "" c587-nfc-u heated cabinet, mobile""@en mobile | cabinets""@en ""  cabinet"
katom_519_rewo_2000,1,,,metro,intermetro,,'8 series',,'each',104842,104842,,'tempered double pane',,'nsf','26 or 26 12' '20 x 2','26 12' '20 x 2',katom_519,rewo_2000,'13' 'pane','wire slides 13' '2000 watts','digital control low' 'temp alarm','digital control low' 'temp alarm',,,'holding cabinet' 'height insulated' 'pan capacity' 'glass doors' 'recall ducted','holding cabinet' 'height insulated' 'recall ducted' 'pan capacity',"3/4-height mobile heated cabinet w/ (13) pan capacity, 120v""@en capacity 120v ""@en"," "" c587-sfc-u heated cabinet, mobile""@en ""  cabinet mobile | cabinets""@en"
katom_5202_rewo_20511,1,,,cambro,cambro,'190 f',,,,956076,956076,'gray','speckled gray','nsf','nsf' 'gray','72 h' '72' '84.05',"'72 h' '72""'",katom_5202,rewo_20511,,,,,,,'louvered','plates' 'louvered',"polymer louvered add-on shelving unit - 60""l x 18""w 72""h""@en 72""h ""@en"," "" csa48607480 add-on shelving unit""@en ""  unit | camshelves""@en"
katom_1458_rewo_19638,0,'undershelf','open w/undershelf',elkay,elkay,'30 l',,,'14',277128,918663,,,'nsf','galvanized undershelf' 'nsf','18 300' '50.00',,katom_1458,rewo_19638,'stainless steel' 'galvanized','300 stainless steel','galvanized undershelf','flat top',,,'table' 'legs with adjustable feet' 'backsplash','line series work' 'table' 'legs with adjustable plastic feet',"30"" 18-ga work table w/ undershelf & 300-series stainless top, 2"" backsplash""@en top backsplash ""@en"," "" slwt24s72-stg work table, 63"" - 72"", stainless steel top""@en 72"" top | table world""@en "" "
katom_1458_rewo_5443,1,'undershelf','open w/undershelf',elkay,elkay,'30 l','30 wide',,,277128,277128,,,'nsf','back adjustable','18 300' '50.00',,katom_1458,rewo_5443,'stainless steel' 'galvanized','stainless steel' 'galvanized','galvanized undershelf','table' 'top' 'galvanized undershelf',,,'table' 'legs with adjustable feet' 'backsplash','legs with adjustable feet',"30"" 18-ga work table w/ undershelf & 300-series stainless top, 2"" backsplash""@en top backsplash ""@en"," "" ewt30s30-stg-24x work table, 30"" - 35"", stainless steel top""@en top | table world""@en 35"" "" "
katom_9760_rewo_5443,0,'undershelf','open w/undershelf',elkay,elkay,'30 wide' '300 series','30 wide',,,1745995,277128,,,,'back adjustable','226.00',,katom_9760,rewo_5443,'stainless steel' '18 gauge','stainless steel' 'galvanized','table with undershelf' 'without backsplash turned down','table' 'top' 'galvanized undershelf','galvanized',,'legs with adjustable plastic feet' 'flat top','legs with adjustable feet',"84"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" ewt30s30-stg-24x work table, 30"" - 35"", stainless steel top""@en top | table world""@en 35"" "" "
katom_8146_rewo_5443,0,'undershelf','open w/undershelf',elkay,elkay,'96 l','30 wide',,,1465634,277128,,,'nsf','back adjustable','18 300' '120.00',,katom_8146,rewo_5443,'stainless steel' 'galvanized undershelf' 'galvanized','stainless steel' 'galvanized','flat top','table' 'top' 'galvanized undershelf',,,'without backsplash adjustable' 'legs with adjustable feet' 'flat top','legs with adjustable feet',"96"" 18-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" ewt30s30-stg-24x work table, 30"" - 35"", stainless steel top""@en top | table world""@en 35"" "" "
katom_9760_rewo_40056,1,'undershelf','open w/undershelf',elkay,elkay,'30 wide' '300 series','30 wide' '300 s',,,1745995,1745995,,,,,'226.00',,katom_9760,rewo_40056,'stainless steel' '18 gauge','work' '18 gauge','table with undershelf' 'without backsplash turned down','table with undershelf' 'edges' 'feet flyer pricing','galvanized','galvanized','legs with adjustable plastic feet' 'flat top','flat top' 'legs with adjustable plastic',"84"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" wt30s84-stgx work table, 73"" - 84"", stainless steel top""@en top | table world""@en ""  84"""
katom_8146_rewo_33044,1,'undershelf','open w/undershelf',elkay,elkay,'96 l',,,,1465634,1465634,,,'nsf',,'18 300' '120.00',,katom_8146,rewo_33044,'stainless steel' 'galvanized undershelf' 'galvanized','stainless steel' 'galvanized','flat top','table' 'flat top' 'galvanized undershelf',,,'without backsplash adjustable' 'legs with adjustable feet' 'flat top','legs with adjustable feet',"96"" 18-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" ewt30s96-stg-4x work table, 85"" - 96"", stainless steel top""@en top | table world""@en 96"" "" "
katom_7478_rewo_30063,1,'undershelf','open w/undershelf',duk,duk,'30 wide','30 wide',,,1345880,1345880,,,,,'289.00',,katom_7478,rewo_30063,'table' 'stainless steel' 'top','table' 'stainless steel' 'top','without splash' 'undershelf posts','without splash' 'undershelf and posts',,,'flat top','gauge type',"144"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," ""e 316s-30144 work table, 133"" - 144"", stainless steel top""@en "" e table top | worktable open base""@en 144"""
katom_8757_rewo_35793,1,'legs culus','legs culus',alto shaam,alto-shaam,'7','96 l','ansi',,1575489,1575489,,,'stainless steel',,'37.75' '894.00',,katom_8757,rewo_35793,,,'work shelf' 'pan 1' 'thermostat indicator lights','work shelf' 'pan 1' 'thermostat indicator lights',,,'sliding doors','deli display' 'sliding doors',"96"" self-service countertop heated display case - (7) pan capacity, 120v/208-240v/1ph""@en 120v/208-240v/1ph ""@en capacity"," "" hn2-96/pr-ss display case, heated deli, countertop""@en deli ""  case"
katom_11527_rewo_64515,0,'undershelf','open w/undershelf',john boos,john boos,'30 d',,,,3129870,9509147,'stainless steel adjustable undershelf stainless steel',,'edge front' 'nsf','edge front' 'nsf','59.00',,katom_11527,rewo_64515,,'stainless steel','flat top','table' 'flat top',,,'table' 'flat top','legs fixed undershelf adjustable',"36"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" ess073a work table 108 long stainless steel top""@en "" john top | world""@en"
katom_8678_rewo_35446,1,'undershelf','open w/undershelf',john boos,john boos,'30 d','30 d',,,1561388,1561388,,,'edge front','edge front','167.00',,katom_8678,rewo_35446,,,'flat top','table' 'flat top',,,'table' 'legs adjustable undershelf' 'flat top','legs adjustable undershelf',"120"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" st6-30120gsk work table, 109"" - 120"", stainless steel top""@en 120"" top | table world""@en "" john"
katom_4372_rewo_35446,0,'undershelf','open w/undershelf',john boos,john boos,'30 d','30 d',,,805959,1561388,,,'edge front','edge front','125.00',,katom_4372,rewo_35446,,,'flat top','table' 'flat top',,,'table 84' 'legs adjustable undershelf' 'flat top','legs adjustable undershelf',"84"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" st6-30120gsk work table, 109"" - 120"", stainless steel top""@en 120"" top | table world""@en "" john"
katom_6846_rewo_73557,0,'undershelf','open w/undershelf',john boos,john boos,,'30 d',,,1233200,13076540,,,'edge front','nsf','144.00',,katom_6846,rewo_73557,'stainless steel','stainless steel','table' 'flat top','table 84' 'top',,,'legs adjustable undershelf' 'flat top','legs fixed undershelf adjustable',"72"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" s14095a work table 84 long stainless steel top""@en "" john top | world""@en"
katom_493_rewo_73557,0,,'open w/undershelf',john boos,john boos,'30 d','30 d',,,99530,13076540,,,'60' 'down riser 16' 'stainless steel' 'nsf','nsf','20 x',,katom_493,rewo_73557,'stainless steel','stainless steel','table' 'top' 'faucet holes','table 84' 'top',,,'legs adjustable undershelf 1 stainless steel adjustable','legs fixed undershelf adjustable',"60"" work table w/ (1) right sink bowl, stainless""@en stainless ""@en bowl"," "" s14095a work table 84 long stainless steel top""@en "" john top | world""@en"
katom_21199_rewo_5624,0,'usa 115v',,beverage air,beverage air,,,,,12220470,286335,'refrigerated counter two' 'made in','standard pans stainless steel' 'made in','stainless steel','usa','355.00',,katom_21199,rewo_5624,'section 60','exterior aluminum',,'two',,,'pull out drawers accommodate 6 deep pans 1 door stainless steel top' 'deep tops will accommodate 6 deep pans 17' 'interior rear' 'self contained refrigeration 6 casters' 'with brakes' 'eph' 'standard','interior rear' 'self contained refrigeration 6 casters' 'with brakes' 'eph',"60"" sandwich/salad prep table w/ refrigerated base, 115v""@en 115v ""@en base"," "" sped60-08-4 refrigerated counter, sandwich / salad top""@en top | standard "" beverage counter"
