m4_id,m4_cid,m4_number,m4_length,m4_title,m4_artist,m4_year,m4_language,m4_filtering_attr,m2_id
675,1786,10,2m 52sec,010-Brnene,Kari Bremnes,,Dan.,010brnenekaribremnesmittvillcehjerte,m4_675
676,1790,13,3m 55sec,013-I'll Be There,The Jackson 5,,Eng.,013illbetherethejackson5speciallady,m4_676
677,1801,22,0m 30sec,022-Oh Yeah C,Howard A. Thompson,,Eng.,022ohyeahchowardathompsonhiphopchopshopvolii,m4_677
678,1812,4,3m 38sec,004-Jack's Kinda Swing,"Al Cohn, Joe Newman, Freddie Green",,Eng.,004jackskindaswingalcohnjoenewmanfreddiegreenmosaicselect27,m4_678
679,8767,15,4m 5sec,015-Mi vida,Jose Jose,,Spa.,015mividajosejose15exitosdeoro,m4_679
680,8723,4,3m 11sec,004-Inquietacao,Zeze Gonzaga,,Por.,004inquietacaozezegonzaga5compassosamba&choro,m4_680
681,1820,10,3m 45sec,010-C.R.Y.,Van DDer KKarsten,,Eng.,010cryvandderkkarstentrancemaster4003,m4_681
682,4474,5,4m 4sec,005-2nd Invasion,A Spell Inside,,Eng.,0052ndinvasionaspellinsidehit,m4_682
683,8733,11,3m 50sec,011-Starter bussen op,iVro,,Dan.,011starterbussenopivroviro,m4_683
684,2865,1,4m 25sec,001-Pressione bassa,Giorgio Gaber,,Ita.,001pressionebassagiorgiogaberpressionebassa,m4_684
685,7363,12,4m 21sec,012-I'm Living (Gaudi remix),Sizzla,,Eng.,012imliving,m4_685
686,7644,10,2m 57sec,010-Wer tanzt hier aus der Reihe,Gottlieb Wendehals,,Ger.,010wertanzthierausderreihegottliebwendehalsschlagerpartymitgottliebwendehals,m4_686
687,1829,1,1m 23sec,001-Wir werden immer grosser,Jurgen Schontges & Freunde,,Ger.,001wirwerdenimmergrosserjurgenschontges&freundefrecheliederliebelieder,m4_687
688,1831,1,1m 21sec,001-Girl`s Day World (Intro),Day,,Kor.,001girl`sdayworld,m4_688
689,1832,11,2m 58sec,011-I Wanna Be Me,Sex Pistols,,Eng.,011iwannabemesexpistolsliveandloud,m4_689
690,1840,4,5m 59sec,004Cascavelo,Henry Johnson,,Eng.,004cascavelohenryjohnsonorganic,m4_690
691,793,14,2m 36sec,014-Lookin Boy (feat. Yung Joc),Hotstylz,,Eng.,014lookinboy,m4_691
692,1841,86,0m 30sec,075-Noel Lounge C,[unknown],,Eng.,075noelloungecunknownthechristmascollectionvoliii,m4_692
693,1199,10,1m 15sec,010-Mixolydian Ten Bar Blues, Profanation,,Eng.,010mixolydiantenbarbluesprofanationdgeadmanrotting,m4_693
694,642,13,3m 2sec,"013-Baby, I'm a Want You",Veronique Riviere,,Fre.,013babyimawantyouveroniqueriviereveroniqueriviere,m4_694
695,2554,11,2m 40sec,011-She (Tous les visages de l'amour),Charles Aznavour feat. Richard Galliano & Eddy Louiss,,Fre.,011she,m4_695
696,4181,136,0m 29sec,136-Cactus Flower,Kevin Jones,,Eng.,136cactusflowerkevinjonespromos&commercials,m4_696
697,5488,9,4m 56sec,009-Spilt Milk,Second Person,,Eng.,009spiltmilksecondpersoncometodust,m4_697
698,1852,11,4m 12sec,011-Thank You For Being A Friend,Russell Crawford,,En.,011thankyouforbeingafriendrussellcrawfordfloatingaimlessly,m4_698
699,1856,6,3 m 1sec,006-Just Sick,Big Ass Truck,,unknown,006justsickbigasstruckkent,m4_699
700,1857,2,5m 4sec,002-Kill for Paradise,Thorngotxh,,unknown,002killforparadisethorngotxhrauhnacht,m4_700
701,9403,11,3m 37sec,011-Bande a part (feat. Dje),Mala,,unknown,011bandeapart,m4_701
702,8758,5,4m 34sec,005-Christmas,The DWho,,Eng.,005christmasthedwhotommy,m4_702
703,1862,6,2m 36sec,006-The Holly Bears a Berry,The Watersons,,Eng.,006thehollybearsaberrythewatersonsfrostandfire,m4_703
704,1872,2,2m 25sec,002-Cry! Cry! Cry!,Johnny Cash & The Tennessee Two,,Eng.,002crycrycryjohnnycash&thetennesseetwo100countrygreats,m4_704
705,9933,3,3m 25sec,003-A Greater Path,Asterius,,Eng.,003agreaterpathasteriusamomentofsingularity,m4_705
706,8611,18,1m 57sec,018-Blue Suede shoes,Patrick Verbeke,,unknown,018bluesuedeshoespatrickverbekewillieetlouise,m4_706
707,1885,6,3m 59sec,006-Quiereme otra vez,OBK,,Spa.,006quieremeotravezobkbabyon,m4_707
708,4525,34,1m 0sec,034-Street Vibe,Rich Samalin & Christopher E. Hajian,,Eng.,034streetviberichsamalin&christopherehajianlawandorder,m4_708
709,1892,13,4m 48sec,013-Bubbles and Smoke,Roboterwerke,,unknown,013bubblesandsmokeroboterwerkeroboterwerke,m4_709
710,4234,5,6m 24sec,005-How Can You Mend a Broken Heart,Al Green,,Eng.,005howcanyoumendabrokenheartalgreengreatesthits,m4_710
711,3915,2,2m 24sec,002-Romance en el caney,Juan Vicente Torrealba,,Spa.,002romanceenelcaneyjuanvicentetorrealba40anos40exitos,m4_711
712,7139,6,3m 34sec,006-Howling Season,Ghoulunatics,,Eng.,006howlingseasonghoulunaticsmystralengine,m4_712
713,1897,11,4m 11sec,011-Taller Than My Hair,David Roth,,Eng.,011tallerthanmyhairdavidrothanothersideofdavidroth,m4_713
714,1898,10,4m 40sec,010-Maiden Voyage (extended mix),Monday Michiru,,Jap.,010maidenvoyage,m4_714
715,1899,10,1m 14sec,"010-The Fiddlers, op. 1: III. Klockar Samuel Dikstrom",Einojuhani Rautavaara,,Eng.,010thefiddlersop1iiiklockarsamueldikstromeinojuhanirautavaarafinnishorchestralfavourites,m4_715
716,1901,2,6m 39sec,002-Geometric Horsehair Cavalcade,John Contreras & Nurse With Wound,,Eng.,002geometrichorsehaircavalcadejohncontreras&nursewithwound#,m4_716
717,6247,13,4m 2sec,Farewell-013,Dancing Fantasy,,Eng.,farewell013dancingfantasydancingfafntasy,m4_717
718,1907,22,2m 12sec,022-Party Doll,Buddy Knox,,Eng.,022partydollbuddyknoxsweethearts&stolenkisseslovemetender,m4_718
719,5477,327,0m 11sec,327-Devil's Punchbowl,Ian Hicks,,Eng.,327devilspunchbowlianhicksscenicbeats,m4_719
720,1710,14,0m 8sec,014-Your Special Day,Andy Vale,,Eng.,014yourspecialdayandyvalepublicperformance,m4_720
721,7999,9,unknown,009-Short and Sweet!,Je Mappelle,,Eng.,009shortandsweetjemappellehistory,m4_721
722,508,7,4m 18sec,007-Swing Street,Christopher Cross,,Eng.,007swingstreetchristophercrosseveryturnoftheworld,m4_722
723,1916,2,3m 38sec,003-No New to Dis,Regga B,,Eng.,003nonewtodisreggabmadbullriddim,m4_723
724,6795,9,11m 23sec,009-In a Sentimental Mood (Chico Freeman),The Jazz Mes sengers,,Eng.,009inasentimentalmood,m4_724
725,8576,3,unknown,003-Campeon de campeones (instrumental),Frank T,,Spa.,003campeondecampeones,m4_725
726,3341,10,3m 35sec,010-I'm Like a Lawyer With the Way I'm Always Trying to Get You Off (Me + You),Fall Out Boy,,Eng.,010imlikealawyerwiththewayimalwaystryingtogetyouoff,m4_726
727,6900,1,2m 22sec,001-Sgt. Pepper's Lonely Hearts Club Band,Easy Star All-Stars feat. Junior Jazz,,Eng.,001sgtpepperslonelyheartsclubbandeasystarallstarsfeatjuniorjazzeasystarslonelyheartsdubband,m4_727
728,3385,5,4m 26sec,005-Endless Love,Diana Ross & Lionel Richie,,Eng.,005endlesslovedianaross&lionelrichiemotown50yesterdaytodayforever,m4_728
729,766,4,4m 7sec,004-Dark Are the Veils of Death (live),Candlemass,,,004darkaretheveilsofdeath,m4_729
730,1945,25,3m 20sec,025-Thinkin' Ain't for Me,Manfred Mann,,Eng.,025thinkinaintformemanfredmannallmannerofmenn19631969andmore,m4_730
731,1950,1,4m 15sec,001-Regarde devant toi,Patrick Bruel,,Fre.,001regardedevanttoipatrickbrueldeface,m4_731
732,1960,10,4m 10sec,010-Malibu,Rainhard Fendrich,,Ger.,010maliburainhardfendrichstradaaustria,m4_732
733,9400,11,4m 16sec,011-Open Arms,Pilot Speed,,Eng.,011openarmspilotspeedwoodenbones,m4_733
734,1963,8,3m 39sec,008-Miracle,Shinedown,,Eng.,008miracleshinedownamaryllis,m4_734
735,7013,2,5m 28sec,002-Jakten pa Dalai Lama,Mikael Wiehe,,Swe.,002jaktenpadalailamamikaelwiehemikaelwiehe197785,m4_735
736,1966,7,4m 13sec,007-Only Me,Arthur Yoria,,unknown,007onlymearthuryoriasueresomething,m4_736
737,1970,2,2m 15sec,002-Il pescatore,Fabrizio De Andre,,Ita.,002ilpescatorefabriziodeandrelacanzonedimarinella,m4_737
738,1973,7,4m 44sec,007-Honky Tonk Woman,oJhnny Hallyday,,Fre.,007honkytonkwomanojhnnyhallydayflashbacktour,m4_738
739,1975,7,2m 43sec,007M-ud,The Reverend Peyton's Big Damn Band,,Eng.,007mudthereverendpeytonsbigdamnbandbigdamnnation,m4_739
740,1976,12,5m 28sec,012-Mi Forma De Tiraera,Vico C,,unknown,012miformadetiraeravicocenhonoralaverdad,m4_740
741,1981,9,4m 52sec,009-Odcizeni,Bratri Orffove,,Cze.,009odcizenibratriorffovebingriwingri,m4_741
742,1983,7,4m 9sec,007-Puzzle (Crystal mix by Logica Metro),OpRium,,unknown,007puzzle,m4_742
743,1985,3,3m 23sec,003-,,,Jap.,003#,m4_743
744,1989,3,1m 23sec,003-Lifework,,,Jap.,003lifework#herooriginalsoundtrack,m4_744
745,1993,4,6m 6sec,004-You Are,Landberk,,unknown,004youarelandberkonemantellsanother,m4_745
746,1994,3,5m 2sec,003-No Ways Tired,Fontella Bass,,Eng.,003nowaystiredfontellabassnonesuchlatenight,m4_746
747,4550,2,4m 10sec,002-Even Grable,Treble Charger,,Eng.,002evengrabletreblechargerself=title,m4_747
748,1995,18,4m 40sec,"018-Tristan und Isolde: Akt III, Szene I. ""Wo du bist? In Frieden, sicher und frei!""",Richard Wagner,,Ger.,018tristanundisoldeaktiiiszeneiwodubistinfriedensicherundfreirichardwagnertristanundisolde,m4_748
749,1996,2,4m 45sec,002-Kaiyil Kuzhaludan,Nithyasree Mahadevan,2009,unknown,002kaiyilkuzhaludannithyasreemahadevanmemorableconcertsfromrfasseptemberseason2009,m4_749
750,111,5,4m 15sec,005-When the Summer Is Gone,Jerry Williams,,Eng.,005whenthesummerisgonejerrywilliamsicanjivedetbastamedjerrywilliams,m4_750
751,1999,6,2m 24sec,006-Bikini Atoll,Acid Washed,,Eng.,006bikiniatollacidwashedacidwashed,m4_751
752,2005,3,3m 7sec,003- i, ,,Rsus.,003i,m4_752
753,2007,6,2m 58sec,006-Gypsy Django,Humming House,,Eng.,006gypsydjangohumminghouseliveattheredclaytheatre,m4_753
754,2011,16,4m 2sec,016-Do What You Want,,Black Eyed Peas,Eng.,016dowhatyouwant##,m4_754
755,4347,9,5m 12sec,009-Stratus,HBC,,Eng.,009stratushbchbc,m4_755
756,2014,2,13m 14sec,002-Voyage to Hell,Paul Chain,,EEng.,002voyagetohellpaulchaintheimprovisorofficiallivebootleg,m4_756
757,9798,38,0m 32sec,038-That Summer,Garth Brooks,,Eng.,038thatsummergarthbrookscdzooming,m4_757
758,2017,1,2m 28sec,001-Girls With English Accents,Fergus & Geronimo,,Eng.,001girlswithenglishaccentsfergus&geronimounlearn,m4_758
759,2019,22,2m 57sec,022-City Winds,The Silkie,,Eng.,022citywindsthesilkiethefantasticfrench60sepcollectionvolii,m4_759
760,6303,3,unknown,003-One Vision (GARGOMON MATRIX EVOLUTION VERSION),,,Jap.,003onevision,m4_760
761,4086,7,2m 14sec,Apologize,Charlotte Ten Brink,,Eng.,apologizecharlottetenbrinkthevoiceofhollandthesongs,m4_761
762,5483,3,3m 18sec,"003-Hail, Hail",Pearl Jam,,Eng.,003hailhailpearljam20001011stlouismousa,m4_762
763,2096,9,7m 15sec,0009-Life in a Lonely Game,Tad Morose,,Eng.,0009lifeinalonelygametadmorosemodusvivendi,m4_763
764,2037,12,3m 48sec,012--Second Chance,Something for Rockets,,Eng.,012secondchancesomethingforrocketsonetrackmind,m4_764
765,2048,6,unknown,006-Timing of Our Lives,The Class of 98,,unknown,006timingofourlivestheclassof98thealumni,m4_765
766,2050,3,4m 49sec,"Partita 1 in B-flat major, BWV 825: II. Allemande",Johann Sebastian Bach,,Eng.,partita1inbflatmajorbwv825iiallemandejohannsebastianbach6partitas,m4_766
767,3271,21,0m 30sec,021-Aquatica (full mix),Eliot Pulse,,Eng.,021aquatica,m4_767
768,2056,26,2m 45sec,026-Look Around,Beat Happening,,Eng.,026lookaroundbeathappening198385,m4_768
769,2059,2,4m 14sec,002-Steppas Style,Rude Bwoy Monty,,unknown,002steppasstylerudebwoymontymaxpowermaxbass,m4_769
770,2062,1,4m 2sec,001-Besos en la frente,Watler Olmos,,Spa.,001besosenlafrentewatlerolmosdecatamarcaalmundo,m4_770
771,4045,C1,5m 23sec,0C1-Travelogue,Mr. Scruff,,Eng.,0c1traveloguemrscruffkeepitunreal,m4_771
772,2028,3,4m 9sec,003-V.P.H.B.,Hawaii,,Eng.,003vphbhawaiithenativesarerestless,m4_772
773,2070,9,4m 5sec,009-Gold Chain,Black Light Dinner Party,,Eng.,009goldchainblacklightdinnerpartysonsandlovers,m4_773
774,5337,9,3m 52sec,009-Yine Vurdu Ask,Dilek Budak,,Tur.,009yinevurduaskdilekbudakyinevurduask,m4_774
775,2076,13,4m 56sec,013-Microsiia,ASC,,Eng.,013microsiiaascnothingiscertain,m4_775
776,602,1,15m 30sec,001-Violin Concerto No. 2: I. Allegro non troppo,BelaBartok,,Eng.,001violinconcertono2iallegronontroppobelabartokviolinconcertono2secondsuite,m4_776
777,2079,4,4m 36sec,004-Bottleneck,Lopazz,,Eng.,004bottlenecklopazzkookkook,m4_777
778,2082,10,4m 27sec,010-Deeper Inside,Michael Kroll,,Eng.,010deeperinsidemichaelkrollsalt,m4_778
779,2092,6,5m 51sec,006- , ,,eb.,006,m4_779
780,2093,10,2m 55sec,010-Ninja Kush,Rey Fresco,,Eng.,010ninjakushreyfrescothepeople,m4_780
781,6913,6,3m 12sec,006-All or Nothing,The Subways,,Eng.,006allornothingthesubwaysallornothing,m4_781
782,2103,2,2m 59sec,002-Flower of Death,Braquemard,,Eng.,002flowerofdeathbraquemardunforgettableinparadise,m4_782
783,6679,4,3m 21sec,004-I'm Old Fashioned,Kjersti Stub,,Eng.,004imoldfashionedkjerstistubmyshininghour,m4_783
784,2107,2,7m 16sec,002-Para,New Sector Movements,,Eng.,002paranewsectormovementsnotricksep,m4_784
785,2110,2,6m 8sec,002-Ryggen fri,Ulf Lundell,,Swe.,002ryggenfriulflundelllangreinatlandet,m4_785
786,524,3,8m 55sec,003-New York Sketchbook,Charles Mingus,,Eng.,003newyorksketchbookcharlesmingusamodernjazzsymposiumofmusicandpoetrywithcharlesmingus,m4_786
787,2118,22,unknown,022-Clinger,Loose Change,,Eng.,022clingerloosechangebottledviolencepunkcompilation,m4_787
788,2126,12,8m 43sec,012-Gran Bwa Karnival,Boukman Eksperyans,,Hai.,012granbwakarnivalboukmaneksperyansrevolution,m4_788
789,5268,8,2m 46sec,008-Circles,Captain & Tennille,,Eng.,008circlescaptain&tennille20thcenturymastersthemillenniumcollectionthebestofcaptain&tennille,m4_789
790,2127,A,unknown,00A-The Lion's Mouth,Kajagoogoo,n ull,Eng.,00athelionsmouthkajagoogoothelionsmouth,m4_790
791,2129,1,6m 37sec,001-Seabird,Black Dice,,Eng.,001seabirdblackdicebeaches&canyons,m4_791
792,2135,4,4m 6sec,004-Story of My Life,Polly Paulusma,,Eng.,004storyofmylifepollypaulusmaleavesfromthefamilytree,m4_792
793,3899,12,2m 23sec,012-Little Red Rooster,Otis Rush,,Eng.,012littleredroosterotisrush19561958cobrarecordings,m4_793
794,2146,6,4m 44sec,006-The Surrey With the Fringe on Top,Gerry Mulligan & Chet Baker,,Eng.,006thesurreywiththefringeontopgerrymulligan&chetbakerreunion,m4_794
795,8684,A3,4m 27sec,0A3-La Fessee,George Brassens,,Fre.,0a3lafesseegeorgebrassensvolixsuppliquepouretreenterrealaplagedesete,m4_795
796,4046,1,unknown,001-I'm Not Comfortable Inside My Mind,John Callaghan,2006,Ger.,001imnotcomfortableinsidemymindjohncallaghanoperationpudel2006zd50,m4_796
797,2148,6,3m 39sec,006-Around and Arund,Rainer & Das Combo,,Eng.,006aroundandarundrainer&dascombobarefootrockwith,m4_797
798,3776,7,5m 22sec,"007-Johannes-Passion, BWV 245: ""Und die Kriegsknechten flochten eine Krone""",Johann Sebastian Bach,,Ger.,007johannespassionbwv245unddiekriegsknechtenflochteneinekronejohannsebastianbachjohannespassionbwv245,m4_798
799,5627,3,4m 35sec,003-Tripping,Robbie Williams,,unknown,003trippingrobbiewilliamskissfmlamejormusica,m4_799
800,4905,36,1m 29sec,3-630,Ian Vine,,Eng.,3630ianvinefortyworksforrichard,m4_800
801,2151,8,1m 26sec,008-Outro,FeSo,,Eng.,008outrofesoworkingtitle,m4_801
802,2152,21,4m 12sec,021-No Way Out,Six Feeft Deep,,Eng.,021nowayoutsixfeeftdeeporangecountyspunkvsskaroundone,m4_802
803,1637,8,4m 37sec,008-In Zeiten wie diesen,Massiv in Mensch,,Ger.,008inzeitenwiediesenmassivinmenschbelastendesmaterial,m4_803
804,2155,A,3m 44sec,,Sean Terrington Wright,,Eng.,#seanterringtonwrightstrangesituation,m4_804
805,2157,8,1m 57sec,008-Evander,Title Fight,,Eng.,008evandertitlefightthelastthingyouforget,m4_805
806,2160,7,2m 52sec,007-Queer Notions,Fletcher Henderson and His Orchestra,,Eng.,007queernotionsfletcherhendersonandhisorchestratherealkansascityofthe20s30s&40s,m4_806
807,8472,1,3m 11sec,001-Livin' For You,Al Green,,Eng.,001livinforyoualgreenloveandhappinesstheverybestofalgreen,m4_807
808,2161,6,4m 40sec,006-Mayday (Big Juice remix),Lecrae feat. Big K.R.I.T. & Ashthon Jones,,E.,006mayday,m4_808
809,4893,10,3m 5sec,010-Price of Love,Triggerdaddy,,Eng.,010priceoflovetriggerdaddystereophonicmeltdown,m4_809
810,2164,6,unknown,006-Emile's Vietnam in the Sky,Elvis,,Eng.,006emilesvietnamintheskyelvisashwednesday,m4_810
811,4551,20,1m 16sec,020- ,[unknown],,Kor.,020unknown,m4_811
812,4334,2,4m 10sec,002-Give My Love to You,Forte,,Egn.,002givemylovetoyoufortewithachildsheart,m4_812
813,2166,4,2m 40sec,004-Burning Bridges,George Jones,,Eng.,004burningbridgesgeorgejonesjonescountryyouvestillgotaplaceinmyheart,m4_813
814,2169,7,3m 15sec,007-Luna de abril,Carlos Cano,,SpaR.,007lunadeabrilcarloscanodeloperdidoyotrascoplas,m4_814
815,2177,9,3m 33sec,009-Perfect Tonight,Cary-Judd,,Eng.,009perfecttonightcaryjuddlookingbackfromspace,m4_815
816,9684,10,4m 38sec,010-,ALFEE,,Jap.,010alfeealfee,m4_816
817,5832,1,unknown,001-Oh Albert,God Awful,,EEng.,001ohalbertgodawfulwhatwouldjesusdo,m4_817
818,1017,44,0m 29sec,044-Shuffled,Randy Wachtler,,Eng.,044shuffledrandywachtlerrockvolii,m4_818
819,9486,24,3m 1sec,24,,,Eng.,24#healthyat100,m4_819
820,7388,20,3m 37sec,020-This Is How We Do It,Overground,,unknown,020thisishowwedoitovergroundtuifamilyhitsvoliv,m4_820
821,9125,1,1m 50sec,001-Priere gitane,"Thierry ""Titi"" Robin",,unknown,001prieregitanethierrytitirobinunknown,m4_821
822,2185,19,2m 53sec,019-Fraulein,Chuck Berry,,Eng.,019frauleinchuckberrychuckberryisontop,m4_822
823,2193,6,5m 11sec,006-December's Spawn,Crowbar,,Eng.,006decembersspawncrowbaroddfellowsrest,m4_823
824,2200,18,unknown,018-Baby Won't You Please Come Home,Louis Armstrong,,Eng.,018babywontyoupleasecomehomelouisarmstrongmastersofjazz19261941,m4_824
825,7660,4,unknown,004-Dear Valentine (Ive),Guster,,Eng.,004dearvalentine,m4_825
826,2206,5,3m 9sec,005-Gimme Some Mo',Mr. Vanray,,Egn.,005gimmesomemomrvanraygoodgoodfeelin,m4_826
827,8458,13,4m 48sec,013-Original Wrapper,Lou Reed,,Eng.,013originalwrapperloureedperfectnightliveinlondon,m4_827
828,2211,C2,2m 34sec,0C2-Pena,Captain Beefheart & His Magic Band,,Eng.,0c2penacaptainbeefheart&hismagicbandtroutmaskreplica,m4_828
829,5929,11,2m 36sec,011-Pretty Flamingo,Manfred Mann,,Eng.,011prettyflamingomanfredmann20thcenturyhitsforanewmillennium19651969,m4_829
830,2212,9,8m 12sec,009 Requiem,Mago de Oz,,Spa.,009requiemmagodeozgrandesexitos,m4_830
831,2218,15,5m 15sec,015-Video Store,Darren Hanlon,,Eng.,015videostoredarrenhanlonahousefulloffriends,m4_831
832,2219,15,5m 4sec,015-C'est deja ca,Les Enfoires,,Fre.,015cestdejacalesenfoiresderniereeditionavantlan2000,m4_832
833,2223,6,4m 26sec,006-Not Afraid,Rust,,Eng.,006notafraidrustjunkyard,m4_833
834,2224,B1,unknown,0B1-Herkulesa viltiba,Radio teatris,,Lat.,0b1herkulesaviltibaradioteatrispifapiedzivojumi,m4_834
835,2225,2,4m 15sec,002-Sister Christian,Night Ranger,,Eng.,002sisterchristiannightrangerrockiniteasy,m4_835
836,5484,1,1m 31sec,1 : -of construction-,,,Jtap.,1ofconstruction#bestsound,m4_836
837,2228,1,4m 30sec,001,Blue Cafe,,Eng.,001bluecafesmoothjazzevervoliii,m4_837
838,2233,2,2m 9sec,002-No Soap Radio,Bonjour Machines,,Eng.,002nosoapradiobonjourmachineslevelup,m4_838
839,6306,14,5m 5sec,014-Purple PilVls,D12,,Eng.,014purplepilvlsd12thehistoryofhiphop2,m4_839
840,2238,C,6m 48sec,00C-Greensand,Moonchild,,Eng.,00cgreensandmoonchildcookinepvoli,m4_840
841,2247,8,2m 17sec,008-The Foundling,Helmut Eisel,,Eng.,008thefoundlinghelmuteiselisraelisuite,m4_841
842,2255,2,7m 12sec,002-The Day of Wrath,Myriads,,Eng.,002thedayofwrathmyriadsinsphereswithouttime,m4_842
843,2257,11,6m 23sec,011-Stranded Duck,Mendoza Dance Parti,,E ng.,011strandedduckmendozadancepartispeedychicken,m4_843
844,6089,1,5m 36sec,001-Failure,Bushfire,,Eng.,001failurebushfirehealthyself,m4_844
845,2263,11,4m 34sec,011-Taypikala,Antara,,Spa.,011taypikalaantaramachupicchubridgetothelostcityoftheincas,m4_845
846,2265,1,3m 59sec,001-Wet,Barbra Streisand,,Eng.,001wetbarbrastreisandwet,m4_846
847,2266,1,3m 15sec,001-Electric Worm,Beastie Boys,,unknown,001electricwormbeastieboyselectricwormsucoadetangerina,m4_847
848,2267,2,2m 44sec,002-In the Dog House,Slade,,Eng.,002inthedoghousesladetheamazingkamikazesyndrome,m4_848
849,6012,B1,unknown,0B1-TV-Heaven (The House One),SubCulture,,Eng.,0b1tvheaven,m4_849
850,325,8,2m 32sec,008-Times Hard (live),The Selecter,,Eng.,008timeshard,m4_850
851,2275,11,unknown,011-Where Does a Little Tear Come From?,Meat Puppets,,Eng.,011wheredoesalittletearcomefrommeatpuppets20110925themeltingpointathensgausa,m4_851
852,2278,3,4m 8sec,003-Ante Up (instrumental),M.O.P.,,ng.,003anteup,m4_852
853,584,13,3m 56sec,013-Senza Una Donna (bonus En Catalan),Sergio Dalma,,Spa.,013senzaunadonna,m4_853
854,2281,35,1m 33sec,1m 33sec,,,ng.,1m33sec#terrorprey,m4_854
855,7530,11,unknown,011-Conversas Minadas,Mind Da Gap,,Por.,011conversasminadasminddagapmateriaprima,m4_855
856,2282,7,7m 3sec,007-Sunrice Blue,"Sophie Gonthier, Lee Ranaldo, Noel Akchote, Jean-Marc Montera, Ernie Brooks, Ahmad Compaore & Fanny Paccoud",,Eng.,007sunricebluesophiegonthierleeranaldonoelakchotejeanmarcmonteraerniebrooksahmadcompaore&fannypaccoudwhatsup,m4_856
857,2285,13,2m 55sec,013-Wargames,Lil' Louis,,u.,013wargameslillouisisubcrhouse,m4_857
858,7620,17,3m 42sec,017-,,,Chi.,017#fourseasons,m4_858
859,4758,8,4m 21sec,D01.08-25,Clive Cussler,,Eng.,d010825clivecusslerdirkpitt7deepsix,m4_859
860,2293,3,5m 4sec,003-Vengo a Dicer,Andy Montanez,,Spa.,003vengoadicerandymontanezvengoadecir,m4_860
861,2434,15,2m 37sec,Helpless,Brainbox,,Eng.,helplessbrainboxtheverybestbrainboxalbumever,m4_861
862,4319,9,7m 35sec,009-The Last Time I Left,Soul Whirling Somewhere,,Eng.,009thelasttimeileftsoulwhirlingsomewheresonicseducercoldhandsseductionvolume34,m4_862
863,2304,23,0m 45sec,023-Open the Gates,Tillman Sillescu,,Eng.,023openthegatestillmansillescumysticalsymphonicvolv,m4_863
864,2306,14,5m 54sec,014-Tapeworms,Corporal Feast,,Eng.,014tapewormscorporalfeastmekafon,m4_864
