oc_id,oc_cluster_id,oc_product_type,oc_category,oc_brand,oc_storage_capacity,oc_memory_type,oc_interface,oc_memory_speed,oc_color,oc_model,oc_processor
oc_1931,541047,,,,,,,,['year warranty'],['1920 x 1080'],
oc_1932,541589,['5 year warranty'],['guardian range'],['part'],['8tb'],,"['capacity', 'sata 6gb s']",,,,
oc_1933,541618,['gigabit pci adapters deliver'],,"['edimax', 'edimax']",,,,,,['gigabit pci adapters'],
oc_1934,541818,"['patented cycling led design', 'ring pattern']",,,,,,,,,
oc_1935,542618,,['stream'],"['core', 'physx cuda']",,['gddr5'],,['7010mhz'],,,
oc_1936,543998,,['case design'],['grandia'],,,,,,,
oc_1937,544009,['raid controller'],,['pci x8'],,,,,,,
oc_1938,544028,,['lifetime warranty'],['f4'],,['vdimm'],,"['4000mhz ram', '35v']",,,
oc_1939,544749,"['power supply premium electronics', 'dbb fans']",,,,,,,,,
oc_1940,545498,['twisted pair'],,['akasa'],,,,,,,
oc_1941,545943,,,['koolance'],,,['3 x 120mm'],,['side rails'],,
oc_1942,546430,['fetching features'],,,,,,,,,
oc_1943,546565,['keyboard model s'],,['das'],,,,,,,
oc_1944,546627,,['stream'],['core'],,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_1945,546954,"['processors directx', 'amd mantle dolby truehd gcn']","['2048', 'amd crossfirex ready']",['amd eyefinity'],,['gddr5'],,"['990mhz', '5800mhz']",,,
oc_1946,547364,,,['antec'],,,,,,['140 140mm case'],
oc_1947,547441,,,['skylake'],,,"['sata 6gb s 6x', 'usb3']",,['intel lan'],['kabylake ddr4'],
oc_1948,547544,,,,['500 r'],,,,,,
oc_1949,547580,"['lb qbe led backlit 1920x1080', 'lb qbe led backlit 1920x1080']",,"['9h', '9h']",,,,"['12000000', '12000000']",,"['lf1', 'lf1']",
oc_1950,548148,,,['usb'],,,['external to internal adpater cable transforms two usb 3 0 type a'],,,,
oc_1951,548483,"['face led s', 'stealthy keyboard']",,['ever popular ducky one'],,,,,,,
oc_1952,548798,['usb3 0 6x'],,"['skylake', 'skylake']",,['kabylake ddr4'],,,,['kabylake ddr4'],
oc_1953,548958,"['silent fans', 'cooling configuration']",,,,,,,,,
oc_1954,549416,,,['following'],,,['spectre pro led'],,,,
oc_1955,549633,['ergonomic keyboard'],,['microsoft'],,,,,,,
oc_1956,549975,,,['compatibility'],,,,,,,['intel']
oc_1957,550176,"['seek time', '5 year warranty']",,,,,,,,,
oc_1958,550270,['air series led'],,['corsair'],,,,,,,
oc_1959,550291,,['was'],['redline'],,['rl06'],,,,,
oc_1960,550403,,,['silverstone'],,,['9'],,,,
oc_1961,550451,,,,['1tb'],,['usb 3 0 water'],,['protection'],,
oc_1962,551376,,,['gigabyte'],['128gb'],['ddr4'],"['m2', '7200rpm']",,['2400mhz'],['sabre 15k cf1'],['1920x1080 intel i7 7700hq nvidia gtx 1050']
oc_1963,552321,,,['1600mhz ram'],,,,,['5v'],,
oc_1964,552517,['years warranty'],,,,,,,,,
oc_1965,552594,,,,,,,,,,['intel']
oc_1966,552630,"['white black cube', '2 5 drives']",,['stylish'],,,['window graphics cards'],,,,
oc_1967,553100,,"['lifetime warranty', 'lifetime warranty']","['2400mhz ram', '2400mhz ram']",,"['vdimm', 'vdimm']",,"['35v', '35v']",,,
oc_1968,553171,['pci e x16 2x pci e x1 2x pci 4x'],,,,['ddr3'],['sata 6gb s'],,,['sata express'],
oc_1969,553652,['compact psu'],,['sfx power'],,,,,,,
oc_1970,554689,['3 year warranty'],,['integrated hd'],,['cores ddr3'],,"['800mhz', '2400 support 65w tdp']",,,
oc_1971,554835,,,['following'],,,,,,,
oc_1972,555013,,,['lexar'],,,,,,,
oc_1973,555102,['usb3 0 6x'],,['skylake'],,,,,,['kabylake ddr4'],
oc_1974,555582,"['while others', 'over time']",,['vertex'],,,,,,,
oc_1975,555594,,,['quad core technology'],,['ddr3 controller integrated hd 4600 graphics 3'],['22nm'],,,,
oc_1976,555618,,,['connect'],,,,,,,
oc_1977,555763,,,"['sapphire', 'mini pc']",,,['hdmi and wifi without'],,['os'],,"['edge hd3 is a', 'amd apu e450']"
oc_1978,555876,"['dust filter', 'whitedust filter']",,"['flat', 'flat']",,,,,,,
oc_1979,556099,['joining netgear s'],,,,,,,,,
oc_1980,556239,['2 year warranty'],,,['5tb'],,['sata 6gb s'],,,,
oc_1981,558145,"['hbm stream processors 4096', 'amd mantle dolby truehd gcn']",['amd crossfirex ready'],['amd eyefinity'],,,,,,,
oc_1982,559588,,['lifetime warranty'],['gaexw416gb3200c16adc'],,['vdimm'],,"['3200mhz ram', '35v']",,,
oc_1983,559927,,,['following'],,,['spectre pro led'],,,,
oc_1984,560054,['v7 cf1'],,['aero'],,['ddr4'],,['2400mhz'],,['14k'],
oc_1985,560257,,"['lifetime warranty', 'lifetime warranty']",['2400mhz'],,"['vdimm', 'vdimm']",,"['35v', '20v']",,,
oc_1986,561794,['usb3'],,['skylake'],,['kabylake ddr4 2x pcie x16 2x pcie x1 6x'],,,,,
oc_1987,562233,"['sata cable', 'individually sleeved strands']",['long'],['black'],,,,,,,
oc_1988,562371,['kc1000 solid state drive'],['7200rpm hard disk drive'],,,,,,,,
oc_1989,562577,,,['following'],,,,,,['spectre pro led'],
oc_1990,563029,,,['socket compatibility'],,,,,,,
oc_1991,563187,['warranty'],['deep black'],,,,,,,['usb 3'],
oc_1992,563259,['comfortable keyboard'],,,,,['carry around'],,,,
oc_1993,563366,,,,,,,,,,['gtr rs rx480']
oc_1994,563414,['hard drive'],,,,['7200rpm'],,,,,
oc_1995,563652,"['processors 2304 directx', 'years warranty']","['stream', 'amd crossfire']",,,['gddr5'],,['8192mb 8000mhz'],,['vr ready 3'],
oc_1996,563660,['pci e x16 x2'],,['intel'],,,"['pci e x1 x3 pci x2', 'sata 6gb s x4 sata 3gb s', 'lan x4 usb 3 0 x10 usb 2 0 7 1 hd audio']",,,,
oc_1997,563876,,['stream'],['core'],,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_1998,564407,['was'],['computer history'],['development'],,,,,,,
oc_1999,564417,['archer'],,['tp link s'],,,,,,,
oc_2000,566076,"['increasing demand', 'to enable']",['hs case'],,,,,,,,
oc_2001,566246,['warranty'],,,,,,['550mb'],,,
oc_2002,568241,,,,,['ddr4'],['sata 6gb s'],['kabylake'],,,
oc_2003,568364,['renowned aggressive design'],,['marries'],,,,,,,
oc_2004,568699,['supernova power supplies are well'],,,,,,,,,
oc_2005,568940,,,,,,,,,,['intel']
oc_2006,569462,['year warranty'],,,,['1500rpm max 71 6cfm max pwm 2'],,,,,
oc_2007,569605,,,,,['ddr4'],,,,,
oc_2008,569775,,,,['16gtzkw 4000mhz ram'],,,['35v'],,,
oc_2009,569776,['slipstream scythe s main aim was'],,['kaze'],,,,,,,
oc_2010,570434,,,['socket compatibility'],,,,,,,
oc_2011,571209,,['black'],['bitfenix'],,,,,,['extension 90cm'],
oc_2012,571851,,,['skylake'],,,,['usb3'],,['6th gen ddr4 2x pcie x16 2x pcie x1 6x'],
oc_2013,572269,['open'],,['bring out'],,,,,,,
oc_2014,572447,,"['lifetime warranty', 'lifetime warranty']","['3000mhz ram', '3000mhz ram']",,"['vdimm', 'vdimm']","['timings 1 20', 'timings 1 20']","['35v', '35v']",,,
oc_2015,572861,['usb connector'],,,,,,,['protection'],,
oc_2016,573006,['av'],,['powerline'],,,,,,,
oc_2017,574442,"['notebooks and desktops', 'datatraveler', 'notebooks and desktops']",,['kingston s'],,,"['usb 3 0', 'usb 3 0']",,,['datatraveler 100'],
oc_2018,574799,['chassis marries'],,,,,['form to provide a'],,,,
oc_2019,574901,"['tlc nand read 560mb s', 'write', '40k iops retail']",,['cssd'],,,,,,,
oc_2020,575235,,['lifetime warranty'],['3000mhz ram'],,['vdimm'],['timings 1'],['35v'],,,
oc_2021,575279,['cf2'],,['gigabyte'],,,,,,,
oc_2022,575492,,,,,,,,,,
oc_2023,575905,['small package'],,,,,,,,,
oc_2024,576474,,['bluetooth'],,,,,,,,
oc_2025,576828,"['up almost', 'accelerate demanding applications', 'hard drive']",['instantly load'],,,,,,,,
oc_2026,577102,,,['1333mhz ram'],,['vdimm'],,['60v'],,,
oc_2027,577493,,,['intel'],,,,,,,
oc_2028,577633,['3 year warranty'],,,['1tb'],,['sata 6gb s'],,,,
oc_2029,577833,,"['lifetime warranty', 'lifetime warranty']","['2400mhz', '2400mhz ram']",,"['vdimm', 'vdimm']",,"['ram', '35v', '35v']",,,
oc_2030,578733,,,['skylake'],,,,,,['kabylake ddr4'],
oc_2031,578745,['upgrade kits'],,['customize'],,,,,,,
oc_2032,579007,['corsair'],,['1600mhz ram'],,,,,,,
oc_2033,579176,,,['socket compatibility'],,,,,,['socket 115x 1356 2011'],['intel']
oc_2034,579654,"['whisper quiet the', 'spectre pwm fan']",,['powerful'],,,,,,,
oc_2035,579777,['fan mounts'],,['customise'],,,,,,,
oc_2036,579915,['graphic cards'],,['accelero l2'],,,,,,,
oc_2037,580592,,,['vega frontier'],,,,,,,
oc_2038,582169,,,,,['ddr3 sdram dimms built'],,,,,
oc_2039,582263,,"['lifetime warranty', 'lifetime warranty']",['2400mhz ram'],,"['vdimm', 'vdimm']",,"['2400mhz ram', '35v', '35v']",,,
oc_2040,582364,,,['transparent'],,,,,,,
oc_2041,584692,"['range', '5 year warranty']",,,['8tb'],,['sata 6gb s'],,,,
oc_2042,584908,['real interactive'],['with'],['get'],,,,,,,
oc_2043,586482,['range of coloured cases'],,,,,,,,,
oc_2044,586976,,,['intel'],,,,,,['usb 3 0 x8'],
oc_2045,587259,,['lifetime warranty'],['3000mhz ram'],,['vdimm'],['timings 1 20'],['35v'],,,
oc_2046,587677,['pci e x16 x2 pci x'],,,,,,,,,
oc_2047,587921,,,['following'],,,['spectre pro led'],,,,
oc_2048,588375,['years warranty'],,,,,,['10000mhz'],,,
oc_2049,588440,,,['socket'],,,['pci e 3 0 x16 2x pci e x1'],['10x'],,,
oc_2050,588988,['continued'],,['fortress'],,,,,,,
oc_2051,589043,['pci e x16 2x pci e x1 2x pci 4x'],,,,['ddr3'],['sata 6gb s'],,,['sata express'],
oc_2052,589077,['processors 1280 vr ready'],"['stream', 'physx cuda']",['gv'],,['gddr5'],,['8008mhz'],,,
oc_2053,589085,,['stream'],['geforce'],,['gddr5'],,['8008mhz'],['enabled 3'],,['gtx 1060 armor']
oc_2054,589358,,,['socket'],,,,,,,
oc_2055,589685,"['2 year warranty', '2 year warranty']",,,"['4tb', '4tb']",,"['sata 6gb s', 'sata 6gb s']",,,,
oc_2056,589792,['year warranty'],,['intel'],,['so dimm expandable'],,,,,['xeon d 1527 quad core']
oc_2057,590301,,,['socket'],,,,,,,
oc_2058,590495,"['solid state drive and unlike', 'small files', 'solid state drive and unlike', 'small files']",,['flash'],,,,,,,
oc_2059,590988,,,['2400mhz'],,['vdimm'],,['25v'],,,
oc_2060,591806,"['air series led', 'dual pack']",,['corsair'],,,,,,,
oc_2061,591868,"['3 year warranty', '3 year warranty']",,,"['2tb', '2tb']",,"['sata 6gb s', 'sata 6gb s']",,,,
oc_2062,592663,['stream processors 640'],,,,"['n1050oc', 'gddr5']",,['7010mhz'],['enabled 3'],,
oc_2063,593231,['processors 48 shader'],"['stream', '2']",['core'],,['gddr3'],,"['810mhz', '1000mhz']",,,
oc_2064,593743,"['aluminum housing', 'resistant and shock resistant']",,,,,,,,,
oc_2065,595486,"['plus ii drive and', 'bearings guarantee operating noise levels which']",,,,,,,,,
oc_2066,595490,,,,,,,,,,['amd socket fm2']
oc_2067,595902,,,,['2133mhz ram'],['speed cl14'],['timings 1 2v'],,['vdimm lifetime'],,
oc_2068,595946,,,['socket compatibility'],,,,,,,
oc_2069,596061,['microphone filters out unwanted background'],,['advanced digital usb'],,,,,,,
oc_2070,596100,,,['socket compatibility'],,,,,,,
oc_2071,596592,,,['build'],,,,,,,
oc_2072,597068,,,['strider'],,,,,,,
oc_2073,597072,,,['skylake'],,,"['sata 6gb s', 'sata pcie gigabit lan 7 1 hd audio']",,,['6th gen ddr4 2x pcie x16 2x pcie x1 2x pci 6x'],
oc_2074,598255,['cs modular series deliver 80'],,['corsair'],,,,,,,
oc_2075,599464,,"['timings', 'lifetime warranty']",,['2666mhz ram'],['vdimm'],,['20v'],,,
oc_2076,600165,,,['socket compatibility'],,,,,,,
oc_2077,600706,['fan noctua s'],,['based'],,,,,,,
oc_2078,602266,['processors 384 physx cuda'],['stream'],['core'],,['gddr3'],,"['750mhz', '1000mhz']",['years warranty'],,['enabled directx']
oc_2079,602714,,,['cssd'],,,,,,,
oc_2080,602799,,,['core'],,,,,,,
oc_2081,603097,,,['single'],,,,,,,
oc_2082,604422,"['sdhc sdxc', 'video and 3d video']",,['kingston s'],,,,,,,
oc_2083,604633,['individually sleeved strands'],['long'],,['55 cm'],,,,,,['black']
oc_2084,604800,,,['graphite'],,,,,,,
oc_2085,605078,['created an excellent extension card product the ec04 p which'],,['silverstone'],,,['usb 3 0 ports'],,,['ec04 p pci express card'],
oc_2086,606182,,,['six'],,['ddr4 controller 3'],,,,,['core technology']
oc_2087,606587,['2 year warranty'],,,['2tb'],,,,,,
oc_2088,606869,"['pc case', 'pc case']",,['xlf'],,,,,,,
oc_2089,607085,,['lifetime warranty'],,,['ddr4'],,,,,
oc_2090,607100,,,['silverstone'],,,,,,['created a'],
oc_2091,607331,['corsair'],,['800mhz'],,,,['ram'],,,
oc_2092,607719,,['stream'],,,['gddr5'],,"['900mhz', '4100mhz']",['physx cuda'],,
oc_2093,607802,['chassis in'],,"['being', 'role perfectly']",,,,,['kublai series a'],,
oc_2094,607867,,,,,,,,,,['intel z87 chipset x4 ddr3 x3 pci e x16 x4 pci e x1 x10']
oc_2095,608327,['years warranty'],,['neb108t015lc'],,,,,,,
oc_2096,609634,['corsair'],,,['60gb'],,,,,,
oc_2097,610055,,,['dual'],,['ddr3 1866 support 65w tdp 3 year warranty'],,,,,
oc_2098,612110,,,['everything'],,,,,,,
oc_2099,613183,['300mbps wireless'],,,,,['internet connections'],,,['td w8970 v3'],
oc_2100,613464,"['seek time', '3 year warranty']",['average'],,['320gb'],,,,,['sata interface'],
oc_2101,613583,,,['ocz'],,,,,,,
oc_2102,613590,,,,,,,['500mb'],,,
oc_2103,613696,,,['following'],,,,,,,
oc_2104,614165,,['lifetime warranty'],,['2666mhz ram'],['sodimm'],,,,,
oc_2105,614675,['motherboards x99 a x99 a ii x99'],,,,,"['deluxe x99', 'deluxe ii x99 pro and x99 s']",,,,
oc_2106,614908,"['processors 768 directx', 'amd mantle dolby truehd gcn']","['stream', 'amd eyefinity']",,,"['1060mhz', 'gddr5']",,['6600mhz'],,,
oc_2107,615726,,,,,,,,,,['socket']
oc_2108,615864,,,"['wide', 'wide']",,,,,,,
oc_2109,616134,,,['socket'],,,,,,,
oc_2110,616182,"['surveillance drive', '3 year warranty']",,['part of'],['2tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,
oc_2111,616309,['intel'],,['socket compatibility'],,,,,,,
oc_2112,617390,,"['lifetime warranty', 'lifetime warranty']",['2666mhz ram'],,"['vdimm', 'vdimm']",,"['35v', '2666mhz ram', '35v']",,,
oc_2113,617553,,,,['2133mhz ram'],"['vdimm', 'vdimm']",,['25v'],,,
oc_2114,617579,,,,,,,['1333mhz ram'],,,
oc_2115,618022,,['lifetime warranty'],['1600mhz ram'],,,,,,,
oc_2116,618346,['pci e x16 x1 pci e x1 x1 pci x2'],,['intel'],,,"['sata 6gb s x4 sata 3gb s', 'lan x4 usb 3 0 x10 usb 2 0 7 1 hd audio']",,,,
oc_2117,618832,,,['ocuk brings'],,,,,,,
oc_2118,619414,,,,['120mm'],,,,,,
oc_2119,619504,,,['ek fb'],,,,,,['x299 e rgb'],
oc_2120,619684,"['mp3 players portable drives digital camcorders and', 'desktop computer']",,,,,,,,,
oc_2121,620232,,,"['skylake', 'skylake']",,,,['usb3'],,"['kabylake ddr4 2x pcie x16 2x pcie x1 6x', 'kabylake ddr4 2x pcie x16']",
oc_2122,620485,['years warranty'],,,['08g p4'],,,['8192mb 10000mhz'],,,
oc_2123,621023,"['aio cooler', 'aura msi']",['mystic gigabyte fusion'],,,,,,,,
oc_2124,622265,,,['ebro 850 line interactive uninterruptible'],,,,,,,
oc_2125,622399,['hard tube'],,,['12mm'],,,,['year warranty'],,
oc_2126,622722,['stream processors 640'],,['zt'],,['gddr5'],,"['p10500a 10l', '7010mhz']",['enabled 5'],,
oc_2127,623088,,,['led backlit'],,,,['800000000'],,['1920x1080'],
oc_2128,623319,,['brings'],,,,,,,,
oc_2129,623732,,,,,['ddr3 controller integrated graphics 3'],,,,,
oc_2130,623812,['stream'],,['slip'],,,,,,,
oc_2131,623845,,['lifetime warranty'],,,,,,,,
oc_2132,624009,,,['huge'],,,,,,,
oc_2133,624365,,['maple canyon'],['intel s'],,,,['35v'],,,['intel']
oc_2134,625324,,,['following'],,,,,,,
oc_2135,625367,['core clock'],['stream'],"['kf980igtx6gepb', 'physx cuda']",,['gddr5'],,['7010mhz'],,,
oc_2136,625643,,,['skylake'],,['8x usb3 0 5x'],,,,['kabylake ddr4'],
oc_2137,626791,"['air series led', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,
oc_2138,627042,['data transfer'],,,,,['usb 3 0'],,,,
oc_2139,627151,,,['powerful intelligent affordable solid state hybrid drives'],,,,,,,
oc_2140,627251,,,['small'],,,['usb 3 0 port'],,,,
oc_2141,627267,,,['ideal'],,,,,,,
oc_2142,627663,['5 year warranty'],,,['1tb'],,,['32mb'],,['sata ii interface'],
oc_2143,627915,,['switches'],['form'],,,,['1000 mhz'],,,
oc_2144,628045,"['processors 2304 crossfire ready', 'years warranty']",['stream'],['axrx'],,['gddr5'],,"['480', '8192mb 8000mhz']",,,
oc_2145,628255,,,,['2tb'],,"['external usb 3', 'usb 3 0', 'usb 2 0']",,['year warranty'],,
oc_2146,628866,,,['hfs250g32tnd'],,,,,,,
oc_2147,629542,['key lock fits'],['floppy bay'],,,,['sas'],,,,
oc_2148,629768,,,['socket compatibility'],,,,,,,
oc_2149,629813,['pci e x16'],,['intel'],,['ddr3'],"['pci e x1', '8x sata 6gb s', 'supremefx 7 1 hd audio']",,['support rog'],,
oc_2150,630155,"['pci e x16 x2', 'lan x2']",,['intel b85 chipset x4 ddr3 x2'],,,"['pci e x1 x3 pci x4 sata 6gb s', 'usb 3 0 x6 usb 2 0']",,,['sata 3gb s'],
oc_2151,630158,['ultra delivers'],,,,,,,,,
oc_2152,630453,,,['socket compatibility'],,,,,,,
oc_2153,631579,,,"['hyperx', 'hyperx']",,,,,,,
oc_2154,632776,,,['connect'],,,,,,,
oc_2155,632860,,,['lian li have'],,,,,,,
oc_2156,632888,['intel hyper threading'],,,,['ddr3 controller 6'],,,,,
oc_2157,633338,['6qd apache pro'],['storage'],['msi'],,,['1920 x 1080 anti glare wide'],,['gddr5'],['ge62'],
oc_2158,633453,,['lifetime warranty'],,,['vdimm'],,"['2400mhz ram', '65v']",,,
oc_2159,633866,,,['archer'],,,,,,,
oc_2160,633903,['e can be installed on nearly any'],,['ff124'],,,,,,,
oc_2161,634299,,,['prosafe'],,,,,,,
oc_2162,634707,"['time 1x', '2 year warranty']",,['led backlit'],,,,,,['2560x1440'],
oc_2163,635000,,,['corsair'],['1x16gb'],['ddr4 so dimm pc4 17000'],,,,,
oc_2164,635687,"['p57w v6 cf1', 'Intel Core i7']",,['gigabyte'],,,"['fhd ips 1920x1080 i7 6700hq nvidia gtx 1060', '7200rpm', 'windows 10']",,"['gddr5', 'warranty']",,
oc_2165,636021,,,['fhp141'],,,,,,,
oc_2166,636041,,,['dual'],['22nm'],"['ddr3 controller integrated hd', 'ddr3 controller integrated hd']",['22nm'],,,,
oc_2167,636301,['achieve a higher cooling'],,,,,,,,,
oc_2168,636361,['1x pcie x1 4x'],,,,"['support 4x', 'ddr4 dimm 2x pcie x16']",['sata 6gb s'],,,,
oc_2169,636533,,,['in win'],,,['red and'],,,,
oc_2170,637376,,,,,['ddr4'],,,,,
oc_2171,638158,,,,,['20cm'],,,,,
oc_2172,639041,['modes detachable cable support battery mode'],,,,,,,,,
oc_2173,639221,['green'],,,,,,,,,
oc_2174,639671,,,['low cost'],,,,,['android'],,
oc_2175,640007,"['1920x1080', 'analogue input 2x hdmi input']",,,,,,['000'],['year warranty'],,
oc_2176,640142,['years warranty'],,,['08g p4'],,,['8192mb 10010mhz'],,,
oc_2177,640330,['years warranty'],,,,,,['11124mhz'],,,
oc_2178,640492,,,,,,,,,,
oc_2179,641386,['smaller package'],['narrow bezel'],,,,,,,,
oc_2180,641877,['orange backlit keys'],,,,,,,,,
oc_2181,642170,"['plus ii drive and', 'bearings guarantee operating noise levels which']",,,,,,,,,
oc_2182,642251,"['intel 600p', '112k iops']",,['ssdpekkw256g7x1'],,,,,,['71k'],
oc_2183,645130,,,['750 evo'],,,,,,,
oc_2184,645860,"['processors 2304 crossfire ready', 'years warranty']",['stream'],,,['gddr5'],,['8000mhz'],,,
oc_2185,646575,['avexir'],['strobe'],,['3200mhz ram'],,,,,,
oc_2186,646576,['ga x99 designare'],,['intel'],,,"['socket', 'haswell e and broadwell e cpu and']",,,,
oc_2187,646615,,,['silverstone'],,,,,,,
oc_2188,647562,,,['introducing'],,,['supernova 1600 p2'],,,,
oc_2189,648512,"['navigation quickly', 'domain join backup']",,['improved'],,,,,,,
oc_2190,648776,,,,,['ddr3l 2x 256'],,,['gddr5'],,['intel core i7 5700hq']
oc_2191,648813,['these days quality fans'],,,,,,,,,
oc_2192,649187,['aerodynamically improved wing geometry'],,['new'],,,,,,,
oc_2193,649547,"['video transcoding', 'through plex 3 year warranty']",,,,,,,,,
oc_2194,650163,['80k iops'],,['write'],,,,,,,
oc_2195,650213,,,['hyperx impact'],,"['ddr4 8gb', 'ddr4 so dimm pc4 2400']",,['25v'],,,
oc_2196,650587,,['stream processors'],,,['gddr5'],,['1020mhz'],"['enabled directx', 'years warranty']",,
oc_2197,650877,"['trims blue', 'p fans']",,,['2 x 140mm'],,,,,,
oc_2198,652465,,,,,,,,,,
oc_2199,652760,['year warranty'],,,,['1500rpm max 71 6cfm max pwm 2'],,,,['2 x 140mm fan rgb'],
oc_2200,653454,,,['corsair'],,,,,,,
oc_2201,653523,,,['following'],,,,,,,
oc_2202,653934,,,,['2133mhz ram'],['speed cl14'],['timings 1 2v'],,['vdimm lifetime'],,
oc_2203,654036,['upon the legacy'],,['builds'],,,,,,,
oc_2204,654660,['some of noctua s'],['quality quiet cooli'],['redux product line reissues'],,,,,,,
oc_2205,654995,['all rubber housing is'],,['corsair'],,,,,,['proprietary'],
oc_2206,655676,"['whisper quiet the', 'spectre pwm fan']",,['powerful'],,,,,,,
oc_2207,655986,['power ever on the'],,['with computing'],,,,,,,
oc_2208,656303,"['form factor', 'solid state drive delivers', 'form factor']",,['hyperx'],,,,,,,
oc_2209,656380,,,,,['speed'],,,,,
oc_2210,656595,['open'],,['take'],,,,,['thermaltake'],,['core p5']
oc_2211,656652,['key backlight'],['backlit'],['worlds'],,,,,,,['keyboard cherry mx technology full n key rollover 100 anti']
oc_2212,656902,['processors 1280 vr ready'],"['stream', 'physx cuda']",,['06g p4'],['gddr5'],,['8008mhz'],,,
oc_2213,657725,,['x2'],['pexsat34rh'],,,,,,,
oc_2214,657893,['wol system sleep mode'],,,,,,,,,
oc_2215,658049,"['created the strider', 'power supplies']",,,,,,,,,
oc_2216,658371,,['lifetime warranty'],,,['vdimm'],['timings 1 20'],"['3000mhz ram', '35v']",,,
oc_2217,658513,"['notebook tablet', 'removable magnetic pockets faux']",['magnetic messenger bag'],['techair'],,,,,,['6 evo laptop'],
oc_2218,658815,,['stream processors 960'],['core'],,['gddr5'],,['6008mhz'],['enabled 3'],,
oc_2219,659029,['v6 cf2'],,['15'],,,,,,,['1920x1080 i7 6700hq nvidia gtx 1060']
oc_2220,660802,"['chassis designed', 'minimalistic design without compromising features']",,,,,,,['enthusiasts and system builders'],,
oc_2221,661308,['seek time'],,,,,,,,['sata interface'],
oc_2222,661547,['gpu water block'],,,,,,,,,
oc_2223,661581,['angular hard'],,['carbide'],,,,,,,
oc_2224,661758,"['ati stream', 'ati avivo hd']","['stream', 'ati eyefinity']",,,['gddr5'],,"['1050mhz', '5700mhz']",['ati crossfirex'],,
