cdi_id,cdi_cluster_id,cdi_style,cdi_product_type,cdi_material,cdi_color,cdi_finish,cdi_height,cdi_capacity,cdi_base,cdi_shape,cdi_category,cdi_brand,cdi_blocking_key
cdi_422,586323,"'ultimate', 'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'rear', 'left thermostatic', 'shelf 6 adjustable'","'pyromax burners', 'battery', 'battery'",,'nsf','1075.00 Pound(s)',,"'(1) convection oven, (1) cabinet'",,'front',,"'ultimate', 'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'rear', 'left thermostatic', 'shelf 6 adjustable'_'pyromax burners', 'battery', 'battery'__'nsf'_'1075.00 Pound(s)'__'(1) convection oven, (1) cabinet'__'front'_"
cdi_423,587671,"'compartment with left hand drainboard', 'deep with'",'open frame',,,'nsf',"'20 front', '8""', '83.00 Pound(s)'","'18 gauge', '66 l'",'legs with boxed crossrails',,,,"'compartment with left hand drainboard', 'deep with'_'open frame'___'nsf'_'20 front', '8""', '83.00 Pound(s)'_'18 gauge', '66 l'_'legs with boxed crossrails'___"
cdi_424,587800,,'buffet shield','stainless steel','sided',,,'72 l',,,,'dual',_'buffet shield'_'stainless steel'_'sided'___'72 l'____'dual'
cdi_425,589291,'oven',"'burners rear', 'shelf 6 adjustable'",'battery',,"'stainless steel', 'nsf'",'1075.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",'restaurant','front',,"'oven'_'burners rear', 'shelf 6 adjustable'_'battery'__'stainless steel', 'nsf'_'1075.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'_'restaurant'_'front'_"
cdi_426,593098,'manual','heavy duty','stainless steel front sides rear',,,'670.00 Pound(s)',,'(1) convection oven',,'nsf',,'manual'_'heavy duty'_'stainless steel front sides rear'___'670.00 Pound(s)'__'(1) convection oven'__'nsf'_
cdi_427,593460,'top',,"'equipment', 'galvanized adjustable undershelf'",,'nsf',"'30 w', '24""', '53.00 Pound(s)'",,'undershelf',,,,"'top'__'equipment', 'galvanized adjustable undershelf'__'nsf'_'30 w', '24""', '53.00 Pound(s)'__'undershelf'___"
cdi_428,600127,"'ultimate', 'restaurant', 'burners', 'rear'","'standard grates', 'shelf 6 adjustable'",,,"'stainless steel', 'nsf'",'1075.00 Pound(s)','48 griddle',"'flue riser with shelf', '(2) cabinets'",,,,"'ultimate', 'restaurant', 'burners', 'rear'_'standard grates', 'shelf 6 adjustable'___'stainless steel', 'nsf'_'1075.00 Pound(s)'_'48 griddle'_'flue riser with shelf', '(2) cabinets'___"
cdi_429,600214,,"'plate thermostatic', 'pressure regulator', 'back'",'front and rear',"'phoenix heavy duty', 'shelf front top'",,'840.00 Pound(s)','60 1 ph','(1) convection oven','sides stub','nsf',,"_'plate thermostatic', 'pressure regulator', 'back'_'front and rear'_'phoenix heavy duty', 'shelf front top'__'840.00 Pound(s)'_'60 1 ph'_'(1) convection oven'_'sides stub'_'nsf'_"
cdi_430,601030,,,'stainless steel',,,,,,,,,__'stainless steel'________
cdi_431,603009,'valve panel includes',"'open burners', 'shelf hinged', 'shelf'",'stainless steel front sides',,'nsf',"'60 4', '1075.00 Pound(s)'",'2 crumb',"'(1) convection oven, (1) cabinet'",,,,"'valve panel includes'_'open burners', 'shelf hinged', 'shelf'_'stainless steel front sides'__'nsf'_'60 4', '1075.00 Pound(s)'_'2 crumb'_'(1) convection oven, (1) cabinet'___"
cdi_432,604474,"'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery','restaurant range gas','nsf','660.00 Pound(s)',,'(1) standard oven',,,,"'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'_'restaurant range gas'_'nsf'_'660.00 Pound(s)'__'(1) standard oven'___"
cdi_433,605541,"'duty', 'oven 1', 'cabinet includes', 'rear'",,,,,'800.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,'nsf',,"'duty', 'oven 1', 'cabinet includes', 'rear'_____'800.00 Pound(s)'__'(1) standard oven, (1) cabinet'__'nsf'_"
cdi_434,606867,'restaurant',"'burners', 'shelf 6 adjustable'",,'ultimate',"'stainless steel', 'nsf'",'1075.00 Pound(s)',,"'flue riser with shelf', '(2) cabinets'",,,,"'restaurant'_'burners', 'shelf 6 adjustable'__'ultimate'_'stainless steel', 'nsf'_'1075.00 Pound(s)'__'flue riser with shelf', '(2) cabinets'___"
cdi_435,607803,'sided','buffet shield',,'dual',,,'30 l',,,,,'sided'_'buffet shield'__'dual'___'30 l'____
cdi_436,609252,"'heavy duty', 'hot top thermostatic'",,"'stainless steel front sides top', 'lining'",'cetlus etl sanitation',,'660.00 Pound(s)',,'(1) convection oven','oven',,,"'heavy duty', 'hot top thermostatic'__'stainless steel front sides top', 'lining'_'cetlus etl sanitation'__'660.00 Pound(s)'__'(1) convection oven'_'oven'__"
cdi_437,612262,"'hot top', 'rear'","'heavy duty', 'open burners'",'manual',,'nsf','300.00 Pound(s)',,'countertop',,,,"'hot top', 'rear'_'heavy duty', 'open burners'_'manual'__'nsf'_'300.00 Pound(s)'__'countertop'___"
cdi_438,615716,"'compartment with left hand drainboard', 'deep with'","'open frame', 'gauge'",'regaline',,'nsf',"'20 front', '96.00 Pound(s)', '8""'",'64 l','legs with boxed crossrails','12',,,"'compartment with left hand drainboard', 'deep with'_'open frame', 'gauge'_'regaline'__'nsf'_'20 front', '96.00 Pound(s)', '8""'_'64 l'_'legs with boxed crossrails'_'12'__"
cdi_439,619962,"'compartment with left right hand drainboards', 'deep with'",'open frame',"'front to', '12', 'nsf'",,,"'8""', '350.00 Pound(s)'",'18 gauge','legs with boxed crossrails',,,,"'compartment with left right hand drainboards', 'deep with'_'open frame'_'front to', '12', 'nsf'___'8""', '350.00 Pound(s)'_'18 gauge'_'legs with boxed crossrails'___"
cdi_440,621645,'rear',,,,'nsf','500.00 Pound(s)',,'countertop',,,,'rear'____'nsf'_'500.00 Pound(s)'__'countertop'___
cdi_441,622227,"'compartment with right hand', 'deep with'",'open frame','nsf',,,"'95.00 Pound(s)', '8""'","'18 gauge', '60 l'",'legs with side crossrails',,'12',,"'compartment with right hand', 'deep with'_'open frame'_'nsf'___'95.00 Pound(s)', '8""'_'18 gauge', '60 l'_'legs with side crossrails'__'12'_"
cdi_442,623145,"'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'wavy grates', 'shelf 6 adjustable'","'battery', 'battery'",,'nsf','1075.00 Pound(s)',,"'left thermostatic', '(1) standard oven, (1) convection oven'",'restaurant',,,"'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'wavy grates', 'shelf 6 adjustable'_'battery', 'battery'__'nsf'_'1075.00 Pound(s)'__'left thermostatic', '(1) standard oven, (1) convection oven'_'restaurant'__"
cdi_443,625134,'rear',"'pan with', 'legs with front'",'stainless steel','assist hinged cover','nsf',,,,,,'accutemp edge series tilting skillet electric',"'rear'_'pan with', 'legs with front'_'stainless steel'_'assist hinged cover'_'nsf'______'accutemp edge series tilting skillet electric'"
cdi_444,626764,,,'stainless steel','valve per burner manual',,'391.00 Pound(s)','16 d',,,'nsf',,__'stainless steel'_'valve per burner manual'__'391.00 Pound(s)'_'16 d'___'nsf'_
cdi_445,633297,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'burners rear', 'shelf 6 adjustable'",'battery',,'nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,'front','ultimate',"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'burners rear', 'shelf 6 adjustable'_'battery'__'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'__'front'_'ultimate'"
cdi_446,633377,"'restaurant', 'standard ovens with battery', 'per'",'standard grates',"'left standing pilot', 'oven'",,'nsf','1075.00 Pound(s)','48 griddle','(2) standard ovens','ultimate',,,"'restaurant', 'standard ovens with battery', 'per'_'standard grates'_'left standing pilot', 'oven'__'nsf'_'1075.00 Pound(s)'_'48 griddle'_'(2) standard ovens'_'ultimate'__"
cdi_447,633594,'dome fits','resin onyx','high temp',,,,'9 plate',,,,,'dome fits'_'resin onyx'_'high temp'____'9 plate'____
cdi_448,635434,"'compartment with right hand drainboard', 'deep with'","'open frame', 'gauge'",,"'regaline sink 1', '12'",'nsf',"'20 front', '86.00 Pound(s)', '8""'",'50 l','legs with side crossrails',,,,"'compartment with right hand drainboard', 'deep with'_'open frame', 'gauge'__'regaline sink 1', '12'_'nsf'_'20 front', '86.00 Pound(s)', '8""'_'50 l'_'legs with side crossrails'___"
cdi_449,635443,"'legs available', 'drawers'","'base self contained refrigeration 54', 'exterior 6 stainless steel'",,'cuisine freezer','only when ordered','360.00 Pound(s)','60 1 ph','section 2',,,,"'legs available', 'drawers'_'base self contained refrigeration 54', 'exterior 6 stainless steel'__'cuisine freezer'_'only when ordered'_'360.00 Pound(s)'_'60 1 ph'_'section 2'___"
cdi_450,640520,'deep pans each compartment',"'n hold boilerless', 'convection steamer includes', 'electric', 'mechanical timer'",,,,'238.00 Pound(s)','each 240 60 3ph 5',,,,,"'deep pans each compartment'_'n hold boilerless', 'convection steamer includes', 'electric', 'mechanical timer'____'238.00 Pound(s)'_'each 240 60 3ph 5'____"
cdi_451,641043,'series restaurant',"'open burners', 'plate storage base stainless steel', 'plate rail', 'shelf 6 stainless steel'",,,,'375.00 Pound(s)',,'(1) cabinet',,,,"'series restaurant'_'open burners', 'plate storage base stainless steel', 'plate rail', 'shelf 6 stainless steel'____'375.00 Pound(s)'__'(1) cabinet'___"
cdi_452,642563,"'restaurant', 'per'",'standard grates',"'battery', 'oven'",'ultimate','nsf','1075.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",,,,"'restaurant', 'per'_'standard grates'_'battery', 'oven'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'standard ovens', '(2) standard ovens'___"
cdi_453,643592,'rack stainless steel',"'open burners', 'plate rail', 'shelf 6 stainless steel', 'legs'",'front','rack guides with oven','nsf','775.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",,,'u',"'rack stainless steel'_'open burners', 'plate rail', 'shelf 6 stainless steel', 'legs'_'front'_'rack guides with oven'_'nsf'_'775.00 Pound(s)'__'standard ovens', '(2) standard ovens'___'u'"
cdi_454,644229,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'wavy grates', 'shelf 6 adjustable'",'battery',,'nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,'ultimate',"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'wavy grates', 'shelf 6 adjustable'_'battery'__'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) cabinet'___'ultimate'"
cdi_455,649364,"'restaurant', 'oven'","'standard grates', 'shelf 6 adjustable'","'left standing pilot', 'battery'",'ultimate',"'stainless steel', 'nsf'",'1075.00 Pound(s)','48 griddle',"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,,"'restaurant', 'oven'_'standard grates', 'shelf 6 adjustable'_'left standing pilot', 'battery'_'ultimate'_'stainless steel', 'nsf'_'1075.00 Pound(s)'_'48 griddle'_'flue riser with shelf', '(1) convection oven, (1) cabinet'___"
cdi_456,649890,,'pressure regulator',,'oven base stainless steel',,'855.00 Pound(s)',,'(1) convection oven','convection',,,_'pressure regulator'__'oven base stainless steel'__'855.00 Pound(s)'__'(1) convection oven'_'convection'__
cdi_457,654240,"'refrigeration system', 'doors'",,'mounted','top refrigerator','two','411.00 Pound(s)','18 pan',,,,,"'refrigeration system', 'doors'__'mounted'_'top refrigerator'_'two'_'411.00 Pound(s)'_'18 pan'____"
cdi_458,654628,'per','left thermostatic',"'battery', 'oven'",,'nsf','1320.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",'restaurant',,,"'per'_'left thermostatic'_'battery', 'oven'__'nsf'_'1320.00 Pound(s)'__'standard ovens', '(2) standard ovens'_'restaurant'__"
cdi_459,656409,'open burners',"'cuisine series heavy duty', 'open burners'",,,'stainless steel','321.00 Pound(s)','12 even','countertop',,'left',,"'open burners'_'cuisine series heavy duty', 'open burners'___'stainless steel'_'321.00 Pound(s)'_'12 even'_'countertop'__'left'_"
cdi_460,656550,'drawers','drawers full','stainless steel',,'width pull','735.00 Pound(s)',,,,,'refrigerator base remote low','drawers'_'drawers full'_'stainless steel'__'width pull'_'735.00 Pound(s)'_____'refrigerator base remote low'
cdi_461,657489,'drawers',"'base remote refrigeration', 'legs available'",'6 stainless steel','cuisine freezer','only when ordered','247.00 Pound(s)','60 1 ph 0','section 2',,,,"'drawers'_'base remote refrigeration', 'legs available'_'6 stainless steel'_'cuisine freezer'_'only when ordered'_'247.00 Pound(s)'_'60 1 ph 0'_'section 2'___"
cdi_462,660466,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'burners rear', 'shelf 6 adjustable'","'saut burners', 'battery', 'battery'",'ultimate','nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) convection oven'",,,,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'burners rear', 'shelf 6 adjustable'_'saut burners', 'battery', 'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) convection oven'___"
cdi_463,662668,"'safe storage', 'metal'",'tested and certified against',,'standard','npt connection port',,,,,,,"'safe storage', 'metal'_'tested and certified against'__'standard'_'npt connection port'______"
cdi_464,664075,"'decanter 1 l', 'chip break resistant spill proof lid'",,,,,,'9 3',,'h polycarbonate clear',,,"'decanter 1 l', 'chip break resistant spill proof lid'______'9 3'__'h polycarbonate clear'__"
cdi_465,667136,"'s series restaurant', 'grate'","'open burners', 'removable shelf'",'stainless steel',,'nsf','860.00 Pound(s)',,"'removable cast iron', '(1) convection oven, (1) cabinet'",'valve panel',,,"'s series restaurant', 'grate'_'open burners', 'removable shelf'_'stainless steel'__'nsf'_'860.00 Pound(s)'__'removable cast iron', '(1) convection oven, (1) cabinet'_'valve panel'__"
cdi_466,672414,'heavy duty',,"'stainless steel front sides top', 'lining'",'cetlus etl sanitation',,'660.00 Pound(s)',,'(1) convection oven','oven',,,"'heavy duty'__'stainless steel front sides top', 'lining'_'cetlus etl sanitation'__'660.00 Pound(s)'__'(1) convection oven'_'oven'__"
cdi_467,674747,"'hose bib', 'stainless steel braid with plastic coat exterior'","'braid coated with orange', 'sleeve heat shield'",,,,'1.71 Pound(s)',,,,,,"'hose bib', 'stainless steel braid with plastic coat exterior'_'braid coated with orange', 'sleeve heat shield'____'1.71 Pound(s)'_____"
cdi_468,676299,"'restaurant', 'burners', 'rear', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'","'battery', 'battery'",'ultimate','nsf','1075.00 Pound(s)',,"'left thermostatic', '(1) standard oven, (1) convection oven'",,,,"'restaurant', 'burners', 'rear', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery', 'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'left thermostatic', '(1) standard oven, (1) convection oven'___"
cdi_469,677550,,"'heavy duty', 'open burners'",'manual',,'nsf','390.00 Pound(s)',,"'open burners', 'countertop'",,,,"_'heavy duty', 'open burners'_'manual'__'nsf'_'390.00 Pound(s)'__'open burners', 'countertop'___"
cdi_470,678783,"'standard ovens with battery', 'per'",'standard grates','oven',,'nsf','1075.00 Pound(s)','48 griddle','(2) standard ovens','restaurant',,,"'standard ovens with battery', 'per'_'standard grates'_'oven'__'nsf'_'1075.00 Pound(s)'_'48 griddle'_'(2) standard ovens'_'restaurant'__"
cdi_471,679304,'controls with',,'stainless steel front top',,'legs','1020.00 Pound(s)',,"'timer fan', 'speed fan', 'oven racks', 'legs'",,,,"'controls with'__'stainless steel front top'__'legs'_'1020.00 Pound(s)'__'timer fan', 'speed fan', 'oven racks', 'legs'___"
cdi_472,679855,"'open burners', 'valve panel includes'","'s series restaurant', 'removable shelf'",'stainless steel',,'nsf','860.00 Pound(s)',,"'(1) convection oven, (1) cabinet'",,,,"'open burners', 'valve panel includes'_'s series restaurant', 'removable shelf'_'stainless steel'__'nsf'_'860.00 Pound(s)'__'(1) convection oven, (1) cabinet'___"
cdi_473,680731,"'patient', 'dietary color'",'garden orange',,,,,,,,'headings',,"'patient', 'dietary color'_'garden orange'________'headings'_"
cdi_474,681378,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate','nsf','660.00 Pound(s)',,'(1) standard oven',,,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'660.00 Pound(s)'__'(1) standard oven'___"
cdi_475,681631,"'restaurant', 'oven'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate',"'stainless steel', 'nsf'",'735.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,,"'restaurant', 'oven'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'stainless steel', 'nsf'_'735.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'___"
cdi_476,681690,"'refrigeration system', 'drawers'",'deluxe worktop freezer',"'section 7 cu ft 2 stainless steel drawers', 'recessed handles', 'stainless steel'",'self contained rear mounted','one','180.00 Pound(s)',,,,,,"'refrigeration system', 'drawers'_'deluxe worktop freezer'_'section 7 cu ft 2 stainless steel drawers', 'recessed handles', 'stainless steel'_'self contained rear mounted'_'one'_'180.00 Pound(s)'_____"
cdi_477,683810,'restaurant','burners rear',"'battery', 'stainless steel', 'front left sides'","'right wavy grates standing pilot 2', 'per oven'",,'1075.00 Pound(s)',,"'convection ovens', '(2) convection ovens'",,"'front', 'nsf'",'ultimate',"'restaurant'_'burners rear'_'battery', 'stainless steel', 'front left sides'_'right wavy grates standing pilot 2', 'per oven'__'1075.00 Pound(s)'__'convection ovens', '(2) convection ovens'__'front', 'nsf'_'ultimate'"
cdi_478,684350,'oven',"'wavy grates', 'shelf 6 adjustable'",'battery',,"'stainless steel', 'nsf'",'1075.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",'restaurant',,,"'oven'_'wavy grates', 'shelf 6 adjustable'_'battery'__'stainless steel', 'nsf'_'1075.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'_'restaurant'__"
