ids,ban_author,bx_author,ban_binding,bx_binding,ban_id,bx_id,ban_isbn,bx_isbn,ban_pages,bx_pages,ban_pubdate,bx_pubdate,ban_publisher,bx_publisher,ban_title,bx_title,label
ban_4564_bx_15912,Irving Stone,Irving Stone,,,ban_4564,bx_15912,9780451065810,9780451162465,-1,-1,04/01/1969,1969,Penguin Group (USA) Incorporated,New Amer Library (Mm),Dear Theo: The Autobiography of Vincent Van Gogh,Dear Theo: The Autobiography of Vincent Van Gogh,0
ban_652_bx_68886,Chris Crutcher,Chris Crutcher,,,ban_652,bx_68886,9780060094898,9780688115524,304,-1,2/27/03,1993,HarperCollins Publishers,Greenwillow,Staying Fat for Sarah Byrnes,Staying Fat for Sarah Byrnes,0
ban_3660_bx_175656,Frederick Douglass,FREDERICK DOUGLASS,,,ban_3660,bx_175656,9781514387184,9780385007054,610,-1,06/17/2015,1963,CreateSpace Publishing,Anchor,The Autobiographies of Frederick Douglass,"Narrative of the Life of Frederick Douglass, an American Slave",0
ban_2250_bx_112281,Diana Wynne Jones,Diana Wynne Jones,,,ban_2250,bx_112281,9780142407226,9780575601062,256,-1,10/5/06,1996,Penguin Young Readers Group,Vista Publishing (MN),The Tough Guide to Fantasyland: The Essential Guide to Fantasy Travel,The Tough Guide to Fantasyland,0
ban_1433_bx_47861,Michael P. Kube-Mcdowell,Michael P. Kube-McDowell,,,ban_1433,bx_47861,9780553572759,9780553572759,400,-1,12/28/96,1998,Random House Publishing Group,Bantam,Star Wars The Black Fleet Crisis #3: Tyrant's Test,Tyrant's Test,1
ban_1463_bx_128756,Aaron Allston,Aaron Allston,,,ban_1463,bx_128756,9780553578973,9780553578973,320,-1,7/28/98,1998,Random House Publishing Group,Bantam,Star Wars X-Wing #6: Iron Fist,Iron Fist,1
ban_318_bx_9366,Clive Barker,Clive Barker,,,ban_318,bx_9366,9780061684265,9780061091469,288,-1,11/11/08,1993,HarperCollins Publishers,HarperTorch,Thief of Always,The Thief of Always,0
ban_14793_bx_191203,Alan Simpson,Alan Simpson,paperback,,ban_14793,bx_191203,9780895882288,9780895883025,395,-1,April 1985,1985, Sybex Inc ,SYBEX,Advanced Techniques in dBASE II,Understanding R:base 5000,0
ban_4338_bx_171742,Benjamin Franklin,Benjamin Franklin,,,ban_4338,bx_171742,9780940450295,9780940450295,1632,-1,01/28/1987,1987,Library of America,Library of America,Benjamin Franklin: Writings,Benjamin Franklin: Writings,1
ban_2865_bx_40956,Malcolm X,Malcolm X,,,ban_2865,bx_40956,9780345350688,9780345379757,496,-1,10/28/1987,1992,Random House Publishing Group,Ballantine Books,The Autobiography of Malcolm X,The Autobiography of Malcolm X,0
ban_49_bx_8130,John Knowles,John Knowles,,,ban_49,bx_8130,9780743253970,9780743253970,208,-1,10/7/03,2003,Scribner,Scribner,A Separate Peace,A Separate Peace,1
ban_1113_bx_44015,Stephen King,Stephen King,,,ban_1113,bx_44015,9780451161352,9780451126504,320,-1,8/28/82,1982,Penguin Publishing Group,New American Library,Cujo,Cujo,0
ban_1789_bx_67480,Stephen R. Lawhead,Stephen R. Lawhead,,,ban_1789,bx_67480,9780380717576,9780380717576,448,-1,8/28/08,1995,HarperCollins Publishers,Eos,Pendragon,Pendragon : Book Four of the Pendragon Cycle,1
ban_92_bx_3459,J. K. Rowling,J. K. Rowling,,,ban_92,bx_3459,9780439136365,9780439064873,448,-1,9/11/01,2000,"Scholastic, Inc.",Scholastic,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Chamber of Secrets,0
ban_400_bx_34070,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_400,bx_34070,9780618640157,9780618153961,1216,-1,10/28/05,2001,Houghton Mifflin Harcourt,Houghton Mifflin Company,The Lord of the Rings,The Lord of the Rings,0
ban_2879_bx_85008,Matt Ridley,Matt Ridley,,,ban_2879,bx_85008,9780060894085,9780060194970,368,-1,05/30/2006,2000,HarperCollins Publishers,HarperCollins Publishers,Genome: The Autobiography of a Species in 23 Chapters,Genome: The Autobiography of a Species in 23 Chapters,0
ban_1909_bx_855,A. C. Crispin,A. C. Crispin,,,ban_1909,bx_855,9780553574159,9780553574159,336,-1,5/28/97,1998,Random House Publishing Group,Spectra Books,Star Wars The Han Solo Trilogy #1: The Paradise Snare,The Paradise Snare,1
ban_885_bx_119948,Alex Flinn,Alex Flinn,,,ban_885,bx_119948,9780064473712,9780066238470,256,-1,5/15/03,2002,HarperCollins Publishers,HarperTempest,Breaking Point,Breaking Point,0
ban_596_bx_22730,Pete Nelson,PETER NELSON,,,ban_596,bx_22730,9780385730914,9780385730914,224,-1,11/11/03,2003,Random House Children's Books,Delacorte Books for Young Readers,Left for Dead: A Young Man's Search for Justice for the USS Indianapolis,Left for Dead,1
ban_2731_bx_62330,John Kennedy Toole,John Kennedy Toole,,,ban_2731,bx_62330,9780802132079,9780802132079,176,-1,1/12/94,1990,"Grove/Atlantic, Inc.",Grove Press,The Neon Bible,The Neon Bible,1
ban_1038_bx_39821,Ursula K. Le Guin,Ursula K. Le Guin,,,ban_1038,bx_39821,9780689845338,9780689845338,288,-1,9/1/01,2001,Saga Press,Simon Pulse,Tehanu,Tehanu : The Earthsea Cycle,1
ban_6560_bx_12485,Douglas R. Hofstadter,Douglas R. Hofstadter,,,ban_6560,bx_12485,9780465026562,9780465026562,800,-1,,1999,Basic Books,Basic Books,Godel Escher Bach: An Eternal Golden Braid,"G̦del, Escher, Bach: An Eternal Golden Braid",1
ban_14301_bx_194352,Candace C. Fleming# Barbara von Halle,Candace C. Fleming,,,ban_14301,bx_194352,9780201114348,9780201114348,624,-1,,1989,Addison-Wesley,Addison-Wesley Pub Co,Handbook of Relational Database Design / Edition 1,Handbook of Relational Database Design,1
ban_2163_bx_181199,Jaclyn Moriarty,Jaclyn Moriarty,,,ban_2163,bx_181199,9780312287368,9780312269234,288,-1,1/10/02,2001,St. Martin's Press,St. Martin's Press,Feeling Sorry for Celia,Feeling Sorry for Celia,0
ban_15_bx_90335,J. K. Rowling,J. K. Rowling,,Paperback,ban_15,bx_90335,9780545162074,9780439434867,7,-1,7/7/09,2002,"Scholastic, Inc.",Scholastic Paperbacks,"Harry Potter Paperback Boxed Set, Books 1-7",Harry Potter Paperback Boxed Set,0
ban_975_bx_259198,Isaac Asimov,Isaac Asimov,,,ban_975,bx_259198,9780553293401,9780517279243,288,-1,11/28/91,1988,Random House Publishing Group,Random House Value Publishing,The Caves of Steel,Asimov On Astronomy,0
ban_5257_bx_171723,Benjamin Franklin,Benjamin Franklin,,,ban_5257,bx_171723,2940022384048,9781565301054,-1,-1,,1993,"New York and London, G.P. Putnam''s sons",Summit Publishing Group,The autobiography of Benjamin Franklin; the unmutilated and correct version;,"Healthy, Wealthy and Wise: Principals for Successful Living from the Life of Benjamin Franklin",0
ban_2525_bx_200315,William Shakespeare,William Shakespeare,,,ban_2525,bx_200315,9780671722951,9781853262982,304,-1,12/27/05,1998,Simon & Schuster,NTC/Contemporary Publishing Company,The Two Gentlemen of Verona,Two Gentlemen of Verona,0
ban_1590_bx_68704,Brian Jacques,Brian Jacques,,,ban_1590,bx_68704,9780441005086,9780399229466,368,-1,2/28/98,1997,Penguin Publishing Group,Philomel Books,Pearls of Lutra,The Pearls of Lutra,0
ban_9800_bx_54438,Tom Siegfried# Siegfried,Tom  Siegfried,,,ban_9800,bx_54438,9780471399742,9780471399742,288,-1,,2000,Turner Publishing Company,Wiley,Bit and the Pendulum: From Quantum Computing to M Theory--The New Physics of Information / Edition 1,The Bit and the Pendulum: From Quantum Computing to M Theory-The New Physics of Information,1
ban_6775_bx_119554,Andrew Hunt# David Thomas,Andrew Hunt,,,ban_6775,bx_119554,9780201616224,9780201616224,321,-1,,1999,Addison-Wesley,Addison-Wesley Pub Co,The Pragmatic Programmer: From Journeyman to Master / Edition 1,The Pragmatic Programmer: From Journeyman to Master,1
ban_770_bx_241103,Arthur Conan Doyle,Arthur Conan Doyle,,,ban_770,bx_241103,9780486474915,9780553249965,240,-1,10/22/09,1985,Dover Publications,Bantam Books,The Adventures of Sherlock Holmes,Adventures of Sherlock Holmes,0
ban_2418_bx_71535,Cecily von Ziegesar,Cecily von Ziegesar,,,ban_2418,bx_71535,9780316909686,9780316909686,256,-1,9/24/03,2003,"Little, Brown Books for Young Readers","Little, Brown",Because I'm Worth It,Gossip Girl: Because I'm Worth It,1
ban_1638_bx_33203,Hermann Hesse,Hermann Hesse,,,ban_1638,bx_33203,9780312278670,9780553255331,224,-1,12/28/02,1983,Picador,Bantam Books,Steppenwolf,Steppenwolf,0
ban_2922_bx_112678,Zora Neale Hurston,Zora Neale Hurston,,,ban_2922,bx_112678,9780060854089,9780060965679,336,-1,01/03/2006,1991,HarperCollins Publishers,HarperCollins,Dust Tracks on a Road: An Autobiography,Dust Tracks on a Road/an Autobiography,0
ban_16436_bx_193648,,Mary Campbell,paperback,,ban_16436,bx_193648,9780078820144,9780078820144,58,-1,"March 1, 1994",1994, Mcgraw-Hill Osborne Media,McGraw-Hill Osborne Media,The Microsoft Access Handbook,The Microsoft Access Handbook,1
ban_1526_bx_53376,Michael A. Stackpole,Michael A. Stackpole,,,ban_1526,bx_53376,9780553568011,9780553568011,400,-1,1/28/96,1998,Random House Publishing Group,Bantam,Star Wars X-Wing #1: Rogue Squadron,Rogue Squadron,1
ban_31_bx_20812,Louisa May Alcott,Louisa May Alcott,,,ban_31,bx_20812,9781593081089,9780448060194,528,-1,3/1/04,1983,Barnes & Noble,Grosset  Dunlap,Little Women,Little Women,0
ban_2818_bx_60320,Robert Lipsyte,Robert Lipsyte,,,ban_2818,bx_60320,9780064470735,9780064470735,240,-1,8/28/04,2004,HarperCollins Publishers,HarperTrophy,One Fat Summer,One Fat Summer,1
ban_132_bx_263777,Nancy Farmer,Nancy Farmer,,,ban_132,bx_263777,9780689852237,9780689852237,400,-1,4/27/04,2004,Atheneum Books for Young Readers,Simon Pulse,The House of the Scorpion,The House of the Scorpion,1
ban_2985_bx_68917,Mohandas Gandhi,Mohandas K. Gandhi,,,ban_2985,bx_68917,9780486117515,9780486245935,480,-1,03/21/2012,1983,Dover Publications,Dover Publications,Autobiography: The Story of My Experiments with Truth,Autobiography: The Story of My Experiments With Truth,0
ban_184_bx_62848,Yann Martel,Yann Martel,,,ban_184,bx_62848,9780156027328,9781841954257,336,-1,4/21/03,2004,Houghton Mifflin Harcourt,Pub Group West,Life of Pi,Life of Pi,0
ban_354_bx_243942,William Shakespeare,William Shakespeare,,,ban_354,bx_243942,9780743484961,9780877208228,272,-1,7/26/05,1988,Simon & Schuster,Amsco School Pubns Inc,Twelfth Night,Twelfth Night,0
ban_10092_bx_145871,Don Libes,Don Libes,,,ban_10092,bx_145871,9781565920903,9781565920903,606,-1,,1994,"O'Reilly Media, Incorporated",O'Reilly,Exploring Expect: A TCL-Based Toolkit for Automating Interactive Programs,Exploring Expect,1
ban_2918_bx_237348,"Lemony Snicket, Brett Helquist, Brett Helquist",Lemony Snicket,,,ban_2918,bx_237348,9780060562250,9780060007201,240,-1,05/06/2003,2002,HarperCollins Publishers,HarperCollins,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket: The Unauthorized Autobiography,0
ban_2648_bx_129155,Lorene Cary,Lorene Cary,,,ban_2648,bx_129155,9780679744672,9780679744672,336,-1,6/28/96,1996,Knopf Doubleday Publishing Group,Vintage Books USA,The Price of a Child,The Price of a Child,1
ban_477_bx_25401,C. S. Lewis,C. S. Lewis,,,ban_477,bx_25401,9780064471060,9780064405010,256,-1,3/28/02,1994,HarperCollins Publishers,HarperTrophy,The Horse and His Boy,The Horse and His Boy,0
ban_2201_bx_118914,Robert Cormier,Robert Cormier,,,ban_2201,bx_118914,9780440229711,9780440229711,176,-1,5/13/03,2003,Random House Children's Books,Laurel-Leaf Books,The Rag and Bone Shop,The Rag and Bone Shop: A Novel,1
ban_2011_bx_53125,Tamora Pierce,Tamora Pierce,,,ban_2011,bx_53125,9780590396561,9780590396561,384,-1,3/1/03,2003,"Scholastic, Inc.",Scholastic Paperbacks,Cold Fire,Circle Opens: Cold Fire,1
ban_1425_bx_32650,William Shakespeare,William Shakespeare,,,ban_1425,bx_32650,9780486406589,9780451527127,96,-1,10/13/98,1998,Dover Publications,Signet Book,The Tempest,The Tempest,0
ban_1702_bx_25221,Brian Jacques,Brian Jacques,,,ban_1702,bx_25221,9780441003150,9780441003150,416,-1,4/28/96,1996,Penguin Publishing Group,Ace Books,The Bellmaker,The Bellmaker,1
ban_1244_bx_140222,Lois Lowry,Lois Lowry,,,ban_1244,bx_140222,9780385734202,9780440219170,160,-1,4/24/07,1984,Random House Children's Books,Laure Leaf,A Summer to Die,A Summer to Die,0
ban_2140_bx_70557,Lori Gottlieb,Lori Gottlieb,,,ban_2140,bx_70557,9780425178904,9780684863580,240,-1,4/28/01,2000,Penguin Publishing Group,Simon  Schuster,Stick Figure: A Diary of My Former Self,Stick Figure: A Diary of My Former Self,0
ban_252_bx_47094,Margaret Mitchell,Margaret Mitchell,,,ban_252,bx_47094,9781416548942,9780380001095,1472,-1,5/20/08,1991,Pocket Books,Avon Books,Gone with the Wind,Gone With the Wind,0
ban_2737_bx_121974,Nancy Springer,Nancy Springer,,,ban_2737,bx_121974,9780698118416,9780698118416,192,-1,1/28/02,2002,Penguin Young Readers Group,Puffin Books,I Am Mordred,I Am Mordred: A Tale from Camelot,1
ban_2912_bx_213456,Anne Carson,Anne Carson,,,ban_2912,bx_213456,9780375701290,9780375701290,160,-1,07/28/1999,1999,Knopf Doubleday Publishing Group,Vintage Books USA,Autobiography of Red,Autobiography of Red,1
ban_2402_bx_184089,Ann Halam,Ann Halam,,,ban_2402,bx_184089,9780440237815,9780385730082,272,-1,10/14/03,2002,Random House Children's Books,Wendy Lamb Books,Dr. Franklin's Island,Dr. Franklin's Island,0
ban_818_bx_15171,Kelley Armstrong,Kelley Armstrong,,,ban_818,bx_15171,9780062071255,9780670894710,432,-1,3/3/15,2001,HarperCollins Publishers,Viking Books,Sea of Shadows,Bitten,0
ban_17398_bx_185896,,Michael J. Corey,paperback,,ban_17398,bx_185896,9780072126754,9780072126754,831,-1,"January 19, 2001",2001, McGraw-Hill Companies,McGraw-Hill Osborne Media,Oracle8i Data Warehousing,Oracle8i Data Warehousing,1
ban_620_bx_135594,C. S. Lewis,C S Lewis,,,ban_620,bx_135594,9780064471053,9780590405966,256,-1,7/28/94,1987,HarperCollins Publishers,Scholastic,Prince Caspian,Prince Caspian,0
ban_627_bx_13089,Robert Jordan,Robert Jordan,,,ban_627,bx_13089,9780765334336,9780812550290,752,-1,5/8/12,1999,Tom Doherty Associates,Tor Fantasy,The Eye of the World,The Path of Daggers,0
ban_363_bx_148047,Robert Penn Warren,Robert Penn Warren,,,ban_363,bx_148047,9780156004800,9780151006106,672,-1,9/28/96,2001,Houghton Mifflin Harcourt,Harcourt,All the King's Men,All the King's Men,0
ban_15154_bx_270916,Paul A. Lynn,Paul A. Lynn,paperback,,ban_15154,bx_270916,9780471976318,9780471915645,496,-1,April 1998,1989, Wiley,John Wiley  Sons,"Introductory Digital Signal Processing with Computer Applications, 2E",Introductory Digital Signal Processing with Computer Applications,0
ban_5691_bx_121311,Murray Walker,Murray Walker,,,ban_5691,bx_121311,9780007126972,9780007126972,496,-1,06/01/2003,2003,HarperCollins UK,Willow,Unless I'm Very Much Mistaken: My Autobiography,Unless I'm Very Much Mistaken: My Autobiography,1
ban_844_bx_7292,Kim Stanley Robinson,Kim Stanley Robinson,,,ban_844,bx_7292,9780553560732,9780553560732,592,-1,10/28/93,1993,Random House Publishing Group,Bantam,Red Mars,Red Mars,1
ban_353_bx_110994,Walter Farley,Walter Farley,,,ban_353,bx_110994,9780679813439,9780394843766,224,-1,8/28/91,2003,Random House Children's Books,Random House Children's Books,The Black Stallion,The Island Stallion,0
ban_45_bx_1134,Sandra Cisneros,SANDRA CISNEROS,,,ban_45,bx_1134,9780679734772,9780679734772,144,-1,1/28/84,1991,Knopf Doubleday Publishing Group,Vintage,The House on Mango Street,The House on Mango Street,1
ban_2383_bx_57607,Gertrude Stein,Gertrude Stein,,,ban_2383,bx_57607,9780679724636,9780679724636,256,-1,3/28/90,1990,Knopf Doubleday Publishing Group,Vintage Books USA,The Autobiography of Alice B. Toklas,The Autobiography of Alice B. Toklas,1
ban_3865_bx_90752,"Ida Pruitt, Lao T'Ai-T'ai Ning",Lao Toai-Toai Ning,,,ban_3865,bx_90752,9780804706063,9780804706063,264,-1,06/01/1945,1990,Stanford University Press,Stanford University Press,A Daughter of Han: The Autobiography of a Chinese Working Woman,A Daughter of Han: The Autobiography of a Chinese Working Woman,1
ban_5570_bx_220718,Roger Vadim,Roger Vadim,,,ban_5570,bx_220718,9781850891314,9780671530075,300,-1,10/28/1988,1986,ISIS Large Print Books,Smithmark Pub,"Bardot, Deneuve, Fonda","Bardot, Deneuve, Fonda",0
ban_16666_bx_194363,Rama Velpuri,Rama Velpuri,paperback,,ban_16666,bx_194363,9780078821066,9780078821066,400,-1,May 1995,1995, Oracle Pr,McGraw-Hill Osborne Media,Oracle Backup & Recovery Handbook,Oracle Backup Recovery Handbook,1
ban_2817_bx_131716,Daniel Hayes,Daniel Hayes,,,ban_2817,bx_131716,9780449704165,9780449704165,187,-1,6/28/92,1995,Random House Publishing Group,Fawcett Books,Trouble with Lemons,The Trouble With Lemons,1
ban_14139_bx_237467,Rasmus Lerdorf,Rasmus Lerdorf,,,ban_14139,bx_237467,9780596004026,9780596004026,140,-1,,2002,"O'Reilly Media, Incorporated",O'Reilly,PHP Pocket Reference,"PHP Pocket Reference, 2nd Edition",1
ban_3989_bx_4734,"Amy Mandelker, Elizabeth Powers",Elizabeth Powers,,,ban_3989,bx_4734,9780684843117,9780684843117,544,-1,05/12/1999,1999,Touchstone,Touchstone,Pilgrim Souls: A Collection of Spiritual Autobiography,Pilgrim Souls : A Collection of Spiritual Autobiography,1
ban_1654_bx_123888,Terry Pratchett,Terry Pratchett,,,ban_1654,bx_123888,9780062280138,9780451157041,464,-1,4/29/14,1988,HarperCollins Publishers,Roc,The Fifth Elephant,Equal Rites: A Novel of Discworld,0
ban_2402_bx_159573,Ann Halam,ANN HALAM,,,ban_2402,bx_159573,9780440237815,9780440237815,272,-1,10/14/03,2003,Random House Children's Books,Laurel Leaf,Dr. Franklin's Island,Dr. Franklin's Island,1
ban_31_bx_110260,Louisa May Alcott,Louisa May Alcott,,,ban_31,bx_110260,9781593081089,9780394331874,528,-1,3/1/04,1983,Barnes & Noble,McGraw Hill College Div,Little Women,Little Women,0
ban_1182_bx_25149,Kim Stanley Robinson,Kim Stanley Robinson,,,ban_1182,bx_25149,9780553572391,9780553572391,640,-1,5/28/95,1995,Random House Publishing Group,Spectra Books,Green Mars,Green Mars,1
ban_672_bx_3435,Robert Jordan,Robert Jordan,,,ban_672,bx_3435,9780812513714,9780812513714,704,-1,10/28/92,1992,Tom Doherty Associates,Tor Fantasy,The Dragon Reborn,The Dragon Reborn,1
ban_5894_bx_138255,Lech Walesa,Lech Walesa,,,ban_5894,bx_138255,9780805006681,9780805006681,325,-1,10/20/1987,1990,"Holt, Henry  Company, Inc.",Smithmark Pub,A Way of Hope: An Autobiography,A Way of Hope,1
ban_1474_bx_133210,Julie Anne Peters,Julie Anne Peters,,,ban_1474,bx_133210,9780316734899,9780316734899,208,-1,4/23/03,2003,"Little, Brown Books for Young Readers",Megan Tingley,"Define ""Normal""","Define \Normal\""""",1
ban_969_bx_90831,Geoffrey Chaucer,Geoffrey Chaucer,,,ban_969,bx_90831,9780486282411,9780486282411,144,-1,10/21/94,1994,Dover Publications,Dover Publications,Canterbury Tales: Selections,Selected Canterbury Tales,1
ban_4905_bx_46484,G. Gordon Liddy,G. Gordon Liddy,,,ban_4905,bx_46484,9780312924126,9780312924126,506,-1,07/28/1991,1998,St. Martin's Press,St. Martin's Press,Will: The Autobiography of G. Gordon Liddy,Will: The Autobiography of G. Gordon Liddy,1
ban_1800_bx_4642,Alex Garland,Alex Garland,,,ban_1800,bx_4642,9781573226523,9781573226523,448,-1,2/28/98,1998,Penguin Publishing Group,Riverhead Books,The Beach,The Beach,1
ban_1350_bx_117391,Pat Conroy,Pat Conroy,,,ban_1350,bx_117391,9780553381559,9780553381559,512,-1,3/28/02,2002,Random House Publishing Group,Bantam,The Great Santini,The Great Santini,1
ban_499_bx_249472,Jean Lee Latham,Jean Lee Latham,,,ban_499,bx_249472,9780618250745,9780618250745,256,-1,5/19/03,2003,Houghton Mifflin Harcourt,Houghton Mifflin,"Carry On, Mr. Bowditch","Carry On, Mr. Bowditch",1
ban_1812_bx_22837,Michael A. Stackpole,Michael A. Stackpole,,,ban_1812,bx_22837,9780345428561,9780345428561,304,-1,6/6/00,2000,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #3: Dark Tide II: Ruin,Dark Tide II: Ruin,1
ban_1804_bx_194344,Gary Paulsen,GARY PAULSEN,,,ban_1804,bx_194344,9780440219736,9780440219736,192,-1,8/28/99,1999,Random House Children's Books,Laurel Leaf,Sarny: A Life Remembered,Sarny,1
ban_2565_bx_35164,Stephen R. Lawhead,Stephen R. Lawhead,,,ban_2565,bx_35164,9780061057540,9780061057540,880,-1,6/28/97,1997,HarperCollins Publishers,HarperCollins,Byzantium,Byzantium,1
