ids,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title,label
ban_1393_half_928,Caroline B. Cooney,Caroline B. Cooney,,,ban_1393,half_928,9780385742078,9780590988490,352,230,1/7/14,"Jul. 1st, 1997",Random House Children's Books,Scholastic,Janie Face to Face,Wanted!,0
ban_2663_half_1061,Nagaru Tanigawa,Nagaru Tanigawa,,,ban_2663,half_1061,9780316038799,9780316039024,208,200,10/7/09,"Apr. 1st, 2009","Little, Brown Books for Young Readers","Little, Brown Young Readers",The Sigh of Haruhi Suzumiya,The Melancholy of Haruhi Suzumiya,0
ban_780_half_525,Chris Crutcher,Chris Crutcher,,,ban_780,half_525,9780060850913,9780060850913,336,316,4/21/09,"Apr. 21st, 2009",HarperCollins Publishers,Greenwillow Books,Deadline,Deadline,1
ban_756_half_1973,Ridley Pearson,Dave Barry,,Paperback,ban_756,half_1973,9781423123262,9781423123262,496,482,6/9/09,"Jun. 1st, 2009",Disney-Hyperion,Hyperion Books,Peter and the Secret of Rundoon,Peter and the Secret of Rundoon,1
ban_7690_half_2409,Bill Ferguson,Alane Ferguson,,,ban_7690,half_2409,9780789753748,9780142408117,750,274,,"Feb. 1st, 2008",VMware Press,Puffin Books,VCP5-DCV Official Certification Guide : VMware Certified Professional 5 - Data Center Virtualization on vSphere 5.5,The Christopher Killer,0
ban_598_half_255,S. E. Hinton,S. E. Hinton,,,ban_598,half_255,9780385375689,9780440975342,144,135,8/6/13,"Oct. 1st, 1989",Random House Children's Books,Laurel Leaf Library,Rumble Fish,Rumble Fish,0
ban_1453_half_1359,James Ramsey Ullman,James Ramsey Ullman,,,ban_1453,half_1359,9780064470483,9780064470483,288,288,4/28/88,"Apr. 15th, 1988",HarperCollins Publishers,HarperTrophy,Banner in the Sky,Banner in the Sky,1
ban_1246_half_2490,Philip Pullman,Philip Pullman,,Paperback,ban_1246,half_2490,9780440418337,9780440238140,352,288,5/22/01,"Sep. 9th, 2003",Random House Children's Books,Laurel Leaf Library,The Subtle Knife,The Subtle Knife,0
ban_383_half_778,Nic Sheff,Nic Sheff,,,ban_383,half_778,9781416972198,9781416972198,352,337,1/6/09,"Jan. 6th, 2009",Atheneum Books for Young Readers,Atheneum Books,Tweak: Growing Up on Methamphetamines,Tweak,1
ban_437_half_559,Julie Kagawa,Julie Kagawa,,,ban_437,half_559,9780373210916,9780373210138,352,359,10/29/13,"Aug. 1st, 2010",Harlequin,Harlequin,The Iron Traitor,The Iron Daughter,0
ban_7144_half_1688,Dave Johnson,Maureen Johnson,,,ban_7144,half_1688,9780071495806,9780061976810,428,288,,"Apr. 24th, 2012",McGraw-Hill Professional Publishing,Harper Teen,How to Do Everything: Digital Camera,The Last Little Blue Envelope,0
ban_8522_half_422,Roderick W. Smith,Roland Smith,,Paperback,ban_8522,half_422,9781118531747,9781585363254,648,302,,"Aug. 27th, 2008",Wiley,Sleeping Bear Press,CompTIA Linux+ Study Guide: Exams LX0-101 and LX0-102,Independence Hall,0
ban_390_half_444,Lauren Kate,Lauren Kate,,,ban_390,half_444,9780385739139,9780385739139,464,452,9/28/10,"Sep. 28th, 2010",Random House Children's Books,Delacorte Press Books for Young Readers,Fallen,Fallen,1
ban_982_half_589,Judy Blume,Judy Blume,,,ban_982,half_589,9781481413879,9780385739894,256,217,4/29/14,"Apr. 13th, 2010",Atheneum Books for Young Readers,Delacorte Press Books for Young Readers,Tiger Eyes,Tiger Eyes,0
ban_2211_half_681,Jenny Downham,Jenny Downham,,,ban_2211,half_681,9780385751834,9780385751834,336,326,5/26/09,"May. 26th, 2009",Random House Children's Books,David Fickling Books,Before I Die,Before I Die,1
ban_3666_half_201,John Bunyan,John Boyne,,,ban_3666,half_201,9780199554980,9780385751896,336,215,12/15/2008,"Oct. 28th, 2008","Oxford University Press, USA",David Fickling Books,Grace Abounding: With Other Spiritual Autobiographies,The Boy in the Striped Pajamas,0
ban_2131_half_2548,Sonya Sones,Sonya Sones,,,ban_2131,half_2548,9780064462181,9780064462181,160,160,4/28/06,"Jan. 23rd, 2001",HarperCollins Publishers,HarperTempest,Stop Pretending: What Happened when My Big Sister Went Crazy,Stop Pretending,1
ban_2115_half_1696,Christopher Pike,Christopher Pike,,Paperback,ban_2115,half_1696,9781416983088,9781416983095,624,581,8/4/09,"Jan. 5th, 2010",Simon Pulse,Simon Pulse,Thirst No. 1: The Last Vampire/ Black Blood/ Red Dice,"Phantom, Evil Thirst, Creatures of Forever",0
ban_2132_half_2595,Walter Dean Myers,Walter Dean Myers,,,ban_2132,half_2595,9780061214790,9780061214790,201,186,2/2/10,"Feb. 2nd, 2010",HarperCollins Publishers,Amistad Press,Dope Sick,Dope Sick,1
ban_5675_half_2977,Clinton Clark,Cathryn Clinton,,,ban_5675,half_2977,9780807132777,9780763625610,240,192,11/28/2007,"Sep. 30th, 2004",Louisiana State University Press,Candlewick Press (MA),"Remember My Sacrifice: The Autobiography of Clinton Clark, Tenant Farm Organizer and Early Civil Rights Activist",A Stone in My Hand,0
ban_1371_half_2232,L. J. Smith,L. J. Smith,,,ban_1371,half_2232,9780062130419,9780061670855,292,396,3/12/13,"Aug. 1st, 2008",HarperCollins Publishers,Harper Teen,The Divide,The Initiation and the Captive Part I,0
ban_1716_half_2153,L. J. Smith,L. J. Smith,,,ban_1716,half_2153,9780062003935,9780062003935,237,237,11/2/10,"Nov. 2nd, 2010",HarperCollins Publishers,Harper Teen,Origins,Stefan's Diaries,1
ban_5152_half_2574,James Liddy,James Sturm,,,ban_5152,half_2574,9781903392393,9780786839018,144,89,06/04/2005,,Salmon Publishing,Jump at the Sun,The Doctor's House: An Autobiography,Satchel Paige,0
ban_18_half_660,John Green,John Marsden,,,ban_18,half_660,9780142402511,9780439858038,256,254,12/28/06,"Dec. 1st, 2006",Penguin Young Readers Group,Scholastic Paperbacks,Looking for Alaska,Burning for Revenge,0
ban_16723_half_24,John Cronan,John Green,paperback,,ban_16723,half_24,9780072232295,9780142414934,224,305,"March 1, 2004","Sep. 22nd, 2009", McGraw-Hill Education,Speak,Microsoft Office Access 2003 QuickSteps,Paper Towns,0
ban_7987_half_2063,Michael Miller,Michael Buchanan,,,ban_7987,half_2063,9780789754516,9781585365432,432,216,,"Apr. 16th, 2010",Que,Sleeping Bear Press,"Computer Basics Absolute Beginner's Guide, Windows 10 Edition",The Fat Boy Chronicles,0
ban_2342_half_139,Bryan Davis,Sampson Davis,,,ban_2342,half_139,9780899571737,9780142406274,416,192,10/10/05,"Apr. 20th, 2006",AMG Publishers,Puffin Books,Tears of a Dragon,We Beat the Street,0
ban_2663_half_2328,Nagaru Tanigawa,Nagaru Tanigawa,,,ban_2663,half_2328,9780316038799,9780316038928,208,208,10/7/09,"Nov. 7th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Sigh of Haruhi Suzumiya,The Wavering of Haruhi Suzumiya,0
ban_736_half_1131,Robert Muchamore,Robert Muchamore,,,ban_736,half_1131,9781442413610,9781442413610,336,308,8/23/11,"Aug. 23rd, 2011",Simon Pulse,Simon Pulse,The Dealer: Mission 2,The Dealer,1
ban_11869_half_1656,Kimberly A. Houser,Kimberly Derting,,,ban_11869,half_1656,9781621532675,9780061779831,208,329,,"Feb. 15th, 2011",Skyhorse Publishing,Harper,Legal Guide to Social Media: Rights and Risks for Businesses and Entrepreneurs,The Body Finder,0
ban_2161_half_1460,L. J. Smith,L. J. Smith,,,ban_2161,half_1460,9780061963872,9780061963872,256,236,8/25/09,"Sep. 1st, 2009",HarperCollins Publishers,Harper Teen,The Struggle,The Struggle,1
ban_566_half_1867,T. A. Barron,T. A. Barron,,,ban_566,half_1867,9780142419212,9780142419212,288,261,5/12/11,"May. 12th, 2011",Penguin Young Readers Group,Puffin Books,The Raging Fires,The Raging Fires,1
ban_16689_half_1400,Richard Brooks,Richard Peck,paperback,,ban_16689,half_1400,9780201702248,9780142417294,800,166,"April 6, 2000","Oct. 14th, 2010", Addison-Wesley Professional ,Puffin Books,The Definitive DataWindow: Your Key to PowerBuilder Success,A Season of Gifts,0
ban_257_half_319,Richard Paul Evans,Richard Paul Evans,,,ban_257,half_319,9781442468122,9781442468122,352,326,7/10/12,"Jul. 10th, 2012",Simon Pulse/Mercury Ink,Simon Pulse/Mercury Ink,The Prisoner of Cell 25,Michael Vey,1
ban_198_half_1861,Lois Lowry,Lois Lowry,,,ban_198,half_1861,9780440239123,9780440239123,176,169,1/24/06,,Random House Children's Books,Laurel Leaf Library,Messenger,Messenger,1
ban_315_half_955,Sarah Dessen,Sarah Dessen,,,ban_315,half_955,9780142425817,9780142401767,464,228,5/5/15,"May. 11th, 2004",Penguin Young Readers Group,Speak,The Moon and More,Keeping the Moon,0
ban_544_half_204,Christopher Paolini,Christopher Paolini,,Paperback,ban_544,half_204,9780375840401,9780440238492,704,1056,3/13/07,"Aug. 31st, 2008",Random House Children's Books,Laurel Leaf Library,Eldest,Eldest,0
ban_1579_half_1904,Anna Myers,Anna Myers,,,ban_1579,half_1904,9780802796431,9780802796431,224,212,6/26/07,"Jun. 26th, 2007",Walker & Company,Walker & Company,Assassin,Assassin,1
ban_1801_half_2359,Rick Yancey,Rick Yancey,,,ban_1801,half_2359,9781481425490,9781416984511,464,424,3/31/15,"Sep. 13th, 2011",Saga Press,Simon & Schuster Books for Young Readers,The Curse of the Wendigo,The Curse of the Wendigo,0
ban_1231_half_16,Orson Scott Card,Orson Scott Card,,Paperback,ban_1231,half_16,9780765370624,9780765342294,352,324,10/1/13,"Feb. 18th, 2002",Tom Doherty Associates,Starscape Books,Ender's Game,Ender's Game,0
ban_1431_half_2374,Jessica Verday,Jessica Verday,,,ban_1431,half_2374,9781416978961,9781416978985,496,387,8/9/11,"Aug. 7th, 2012",Simon Pulse,Simon Pulse,The Haunted,The Hidden,0
ban_1881_half_1366,Beth Revis,Beth Revis,,,ban_1881,half_1366,9781595145376,9781595145376,416,400,11/21/12,"Nov. 21st, 2012",Penguin Young Readers Group,Razorbill,A Million Suns,A Million Suns,1
ban_168_half_68,Ruta Sepetys,Ruta Sepetys,,,ban_168,half_68,9780142420591,9780142420591,384,352,4/3/12,"Apr. 3rd, 2012",Penguin Young Readers Group,Speak,Between Shades of Gray,Between Shades of Gray,1
ban_2075_half_1903,Cynthia Voigt,Cynthia Voigt,,,ban_2075,half_1903,9781442428799,9781442428799,256,247,3/6/12,"Mar. 6th, 2012",Atheneum Books for Young Readers,Atheneum Books for Young Readers,Dicey's Song,Dicey's Song,1
ban_2970_half_3046,Mark Twain,Mark Haddon,,,ban_2970,half_3046,9788026804529,9780385752244,5000,194,02/27/2014,"May. 10th, 2011",e-artnow Editions,Yearling Books,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain Mark Twain",Boom!,0
ban_571_half_473,Robert Cormier,Robert Cormier,,,ban_571,half_473,9780375840395,9780440940609,256,224,9/11/07,"Aug. 1st, 1991",Random House Children's Books,Laurel Leaf Library,I Am the Cheese,I Am the Cheese,0
ban_1299_half_353,Gary Soto,Gary Soto,,,ban_1299,half_353,9780152062651,9780152062651,176,149,12/1/06,"Dec. 1st, 2006",Houghton Mifflin Harcourt,Harcourt Paperbacks,Buried Onions,Buried Onions,1
ban_2042_half_2698,Melissa de la Cruz,Melissa de La Cruz,,Paperback,ban_2042,half_2698,9781423101277,9781423101277,336,304,7/1/08,"Jul. 1st, 2008",Disney-Hyperion,Hyperion Books for Children,Masquerade,Masquerade,1
ban_217_half_2230,Joseph Delaney,Joseph Delaney,,Paperback,ban_217,half_2230,9780061715129,9780061715129,464,464,8/23/11,"Aug. 23rd, 2011",HarperCollins Publishers,Greenwillow Books,Rise of the Huntress,The Last Apprentice,1
ban_584_half_1012,Richelle Mead,Richelle Mead,,Paperback,ban_584,half_1012,9781595141750,9781595141750,352,327,4/10/08,"Apr. 10th, 2008",Penguin Young Readers Group,Razorbill,Frostbite,Frostbite,1
ban_3179_half_2851,Danny Baker,E. D. Baker,,,ban_3179,half_2851,9780297870128,9781599904481,-1,218,09/25/2014,"Mar. 30th, 2010","Orion Publishing Group, Limited",Bloomsbury Publishing PLC,Going Off Alarming: The Autobiography: Vol 2,The Dragon Princess,0
ban_8215_half_2384,Peter Gasston,Peter Cameron,,,ban_8215,half_2384,9781593275808,9780312428167,304,229,,"Apr. 28th, 2009","No Starch Press San Francisco, CA",Picador USA,The Book of CSS3: A Developer's Guide to the Future of Web Design,Someday This Pain Will Be Useful to You,0
ban_98_half_28,Cassandra Clare,Cassandra Clare,,Paperback,ban_98,half_28,9781416972242,9781416955078,512,485,3/24/09,"Mar. 1st, 2008",Margaret K. McElderry Books,Margaret K. McElderry Books,City of Ashes,City of Bones,0
ban_432_half_883,Dave Barry,Dave Barry,,Paperback,ban_432,half_883,9781423108559,9781423108559,592,556,9/11/07,"Sep. 1st, 2007",Disney Editions,Disney Editions,Peter and the Shadow Thieves,Peter and the Shadow Thieves,1
ban_767_half_611,Chris Crutcher,Chris Crutcher,,,ban_767,half_611,9780061771316,9780061771316,304,298,6/30/09,"Jun. 30th, 2009",HarperCollins Publishers,Greenwillow Books,Whale Talk,Whale Talk,1
ban_15949_half_741,,,paperback,,ban_15949,half_741,9780738423029,9781603201698,210,112,September 2001,"Oct. 9th, 2012", Ibm ,Time Home Entertainment,Mining Your Own Business in Health Care Using DB2 Intelligent Miner for Data,Entertainment Weekly the Twilight Journey,0
ban_2270_half_1755,Lois Duncan,Lois Duncan,,,ban_2270,half_1755,9780316099042,9780316099042,320,287,4/19/11,"Apr. 19th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Stranger with My Face,Stranger with My Face,1
ban_15747_half_741,,,paperback,,ban_15747,half_741,9781562432942,9781603201698,485,112,"May 15, 2002","Oct. 9th, 2012", Prentice Hall,Time Home Entertainment,Learning Windows 95 Office,Entertainment Weekly the Twilight Journey,0
ban_1370_half_1134,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_1370,half_1134,9780316244251,9780316133937,560,768,1/8/13,"Oct. 11th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Twilight Saga: The Official Illustrated Guide,Breaking Dawn,0
ban_2800_half_1774,Michael Grant,Michael Grant,,,ban_2800,half_1774,9780062207418,9780061449178,288,544,8/11/15,"Apr. 2nd, 2013",HarperCollins Publishers,Katherine Tegen Books,Messenger of Fear,Fear,0
ban_727_half_728,P. C. Cast,P. C. Cast,,Paperback,ban_727,half_728,9780312379834,9780312379834,352,338,9/23/08,"Sep. 23rd, 2008",St. Martin's Press,St. Martin's Griffin,Untamed,Untamed,1
ban_2089_half_2053,Ellen Schreiber,Ellen Schreiber,,Paperback,ban_2089,half_2053,9780061778940,9780061778940,576,562,4/21/09,"Apr. 21st, 2009",HarperCollins Publishers,Katherine Tegen Books,Vampire Kisses: The Beginning,Vampire Kisses,1
ban_473_half_2357,Garth Nix,Garth Nix,,Paperback,ban_473,half_2357,9780062315557,9780061474354,352,311,6/3/14,"Apr. 22nd, 2008",HarperCollins Publishers,Eos,Sabriel,Sabriel,0
ban_13546_half_1528,James Pyles,James Patterson,,,ban_13546,half_1528,9780470593516,9780446562454,-1,352,,"Mar. 1st, 2012","Wiley, John & Sons, Incorporated",Grand Central Publishing,PC Technician Street Smarts: A Real World Guide to CompTIA A+ Skills,Witch & Wizard,0
ban_14720_half_201,John Breeden,John Boyne,paperback,,ban_14720,half_201,9780790612331,9780385751896,352,215,"June 1, 2001","Oct. 28th, 2008", Prompt ,David Fickling Books,Exploring Microsoft Office XP,The Boy in the Striped Pajamas,0
ban_705_half_2391,T. A. Barron,T. A. Barron,,Paperback,ban_705,half_2391,9780142419229,9780441006687,272,284,5/12/11,"Oct. 31st, 1999",Penguin Young Readers Group,Ace Books,The Mirror of Fate,The Lost Years of Merlin,0
ban_154_half_108,Avi,Avi,,,ban_154,half_108,9780545174152,9780545174152,208,177,1/1/10,"Jan. 1st, 2010","Scholastic, Inc.",Scholastic Paperbacks,Nothing But the Truth: A Documentary Novel,Nothing But the Truth,1
ban_11282_half_656,Terry Anderson,M. T. Anderson,,,ban_11282,half_656,9781897425084,9780763636791,484,353,,"Jan. 22nd, 2008",University of British Columbia Press,Candlewick Press (MA),The Theory and Practice of Online Learning / Edition 2,"The Astonishing Life of Octavian Nothing, Traitor to the Nation",0
ban_2158_half_1738,Francesca Lia Block,Francesca Lia Block,,,ban_2158,half_1738,9780060736255,9780060736255,128,128,7/6/04,"Jul. 6th, 2004",HarperCollins Publishers,Harper Teen,Weetzie Bat,Weetzie Bat,1
ban_2242_half_1572,David Levithan,David Lubar,,,ban_2242,half_1572,9780375843235,9780765357717,256,207,12/22/09,"Aug. 1st, 2008",Random House Children's Books,Starscape Books,"How They Met, and Other Stories",The Curse of the Campfire Weenies,0
ban_817_half_538,Ellen Hopkins,Ellen Hopkins,,,ban_817,half_538,9781416950080,9781416950080,656,627,12/6/11,"Dec. 6th, 2011",Margaret K. McElderry Books,Margaret K. McElderry Books,Tricks,Tricks,1
ban_1726_half_1535,David Klass,David Lubar,,,ban_1726,half_1535,9780312653026,9780765342652,288,213,9/14/10,"Jan. 20th, 2003",Square Fish,Starscape Books,You Don't Know Me,Hidden Talents,0
ban_1722_half_1362,Todd Strasser,Todd Strasser,,,ban_1722,half_1362,9780440993711,9780307979124,144,144,9/28/81,"Jan. 8th, 2013",Random House Children's Books,Ember,The Wave,The Wave,0
ban_567_half_303,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_567,half_303,9780142406120,9780142406120,320,274,2/16/06,"Feb. 16th, 2006",Penguin Young Readers Group,Puffin Books,Point Blank,Point Blank,1
ban_753_half_1676,Jack Canfield,Jack Canfield,,,ban_753,half_1676,9781935096269,9781558749429,380,400,11/4/08,"Oct. 18th, 2001",Chicken Soup for the Soul,Chicken Soup for the Soul,"Chicken Soup for the Soul: Teens Talk Middle School: 101 Stories of Life, Love, and Learning for Younger Teens",Chicken Soup for the Teenage Soul on Tough Stuff,0
ban_880_half_424,Chris Crowe,Chris Crowe,,,ban_880,half_424,9780142501924,9780142501924,240,240,12/1/03,"Nov. 24th, 2003",Penguin Young Readers Group,Speak,Mississippi Trial 1955,"Mississippi Trial, 1955",1
ban_2788_half_1875,Natasha Friend,Natasha Friend,,,ban_2788,half_1875,9781571316516,9781571316516,172,172,10/10/04,"Sep. 16th, 2004",Milkweed Editions,Milkweed Editions,Perfect,Perfect,1
ban_916_half_91,Lewis Carroll,Lewis Carroll,,,ban_916,half_91,9780393932348,9780486275437,400,96,4/19/13,"May. 20th, 1993","Norton, W. W. & Company, Inc.",Dover Publications,Alice in Wonderland,Alice's Adventures in Wonderland,0
ban_1659_half_1512,Jessica Day George,Jessica Day George,,,ban_1659,half_1512,9781599906591,9781599906591,272,266,6/21/11,"Jun. 21st, 2011",Bloomsbury USA,Bloomsbury U.S.A. Children's Books,Princess of Glass,Princess of Glass,1
ban_1693_half_1641,Cynthia Voigt,Cynthia Voigt,,,ban_1693,half_1641,9781416903390,9781416903390,336,336,6/28/05,"May. 17th, 2005",Simon Pulse,Simon Pulse,"Izzy, Willy-Nilly","Izzy, Willy-Nilly",1
ban_1552_half_2307,Adele Geras,Adele Geras,,,ban_1552,half_2307,9780152045708,9780152045708,376,376,9/28/02,"Sep. 1st, 2002",Houghton Mifflin Harcourt,Harcourt Paperbacks,Troy,Troy,1
ban_1153_half_2940,Carrie Jones,Carrie Jones,,,ban_1153,half_2940,9781599904535,9781599904535,336,306,12/8/09,"Dec. 8th, 2009",Bloomsbury USA,Bloomsbury Publishing PLC,Need,Need,1
ban_2667_half_2451,Lauren Barnholdt,Lauren Barnholdt,,,ban_2667,half_2451,9781442403673,9781442413153,272,312,6/14/11,"Jun. 12th, 2012",Simon Pulse,Simon Pulse,One Night That Changes Everything,Sometimes It Happens,0
ban_2216_half_1477,Tamora Pierce,Tamora Pierce,,Paperback,ban_2216,half_1477,9780689878565,9781442427648,288,241,1/28/05,"Apr. 19th, 2011",Simon Pulse,Atheneum Books,In the Hand of the Goddess,In the Hand of the Goddess,0
ban_732_half_855,April Henry,April Henry,,,ban_732,half_855,9780312674755,9780312674755,240,232,3/13/12,"Mar. 13th, 2012",Square Fish,Square Fish,"Girl, Stolen","Girl, Stolen",1
ban_111_half_134,Lois Lowry,Lois Lowry,,,ban_111,half_134,9780547904146,9780440229490,241,224,3/5/13,"Sep. 10th, 2002",Houghton Mifflin Harcourt,Laurel Leaf Library,Gathering Blue,Gathering Blue,0
ban_1125_half_88,Alex Flinn,Alex Flinn,,,ban_1125,half_88,9780061963285,9780060874186,304,304,2/8/11,"Oct. 31st, 2008",HarperCollins Publishers,Harper Teen,Beastly,Beastly,0
