ids,label,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title
wor_39383_half_1651,0,Melissa Marr,Melissa Marr,Paperback,,wor_39383,half_1651,9780007263073,9780061214677,336,328,(1 Jul 2008),"Apr. 29th, 2008",HarperCollins Publishers ,Harper Teen,Wicked Lovely,Wicked Lovely
wor_44660_half_2384,0,Peter Cameron,Peter Cameron,Paperback,,wor_44660,half_2384,9781250024138,9780312428167,210,229,(26 Feb 2013),"Apr. 28th, 2009",Picador USA ,Picador USA,Coral Glynn,Someday This Pain Will Be Useful to You
wor_40232_half_2274,0,Janet Benge,Janet Benge,Paperback,,wor_40232,half_2274,9781576585139,9781576581377,229,208,(15 Apr 2010),"Sep. 1st, 1998",YWAM Publishing ,YWAM Publishing,Elisabeth Elliot: Joyful Surrender,Eric Liddell
wor_44204_half_2293,0,Marianne Curley,Marianne Curley,Paperback,,wor_44204,half_2293,9781408822623,9781582349138,336,336,(14 Mar 2013),"May. 31st, 2005",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,Hidden,The Named
wor_44217_half_2293,0,Marianne Curley,Marianne Curley,Paperback,,wor_44217,half_2293,9780747574330,9781582349138,336,336,(7 Feb 2005),"May. 31st, 2005",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,The Dark,The Named
wor_44211_half_2293,0,Marianne Curley,Marianne Curley,Paperback,,wor_44211,half_2293,9780747575399,9781582349138,336,336,(7 Feb 2005),"May. 31st, 2005",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,The Named,The Named
wor_32581_half_1992,0,T A Barron,T. A. Barron,Paperback,,wor_32581,half_1992,9780142419236,9780142419243,352,305,(12 May 2011),"Jun. 9th, 2011",Puffin Books ,Puffin Books,A Wizard's Wings,The Dragon of Avalon
wor_32581_half_2494,0,T A Barron,T. A. Barron,Paperback,,wor_32581,half_2494,9780142419236,9780142419298,352,400,(12 May 2011),"Jul. 7th, 2011",Puffin Books ,Puffin Books,A Wizard's Wings,The Eternal Flame
wor_32581_half_1926,1,T A Barron,T. A. Barron,Paperback,,wor_32581,half_1926,9780142419236,9780142419236,352,352,(12 May 2011),"May. 12th, 2011",Puffin Books ,Puffin Books,A Wizard's Wings,A Wizard's Wings
wor_36533_half_2273,0,Shannon Hale,Shannon Hale,Paperback,,wor_36533,half_2273,9780747598008,9781599903736,400,144,(19 Jan 2009),"Jan. 5th, 2010",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,The Goose Girl,Calamity Jack
wor_12805_half_669,0,Herge Herge,Herge,Paperback,Paperback,wor_12805,half_669,9780316358514,9780316358460,62,62,(30 May 1978),"Sep. 30th, 1976","Little, Brown & Company ","Little, Brown Books for Young Readers",The Adventures of Tintin: The Shooting Star,The Adventures of Tintin
wor_12800_half_669,1,Herge Herge,Herge,Paperback,Paperback,wor_12800,half_669,9780316358460,9780316358460,62,62,(30 Sep 1976),"Sep. 30th, 1976","Little, Brown & Company ","Little, Brown Books for Young Readers",The Adventures of Tintin: Explorers on the Moon,The Adventures of Tintin
wor_12805_half_1071,1,Herge Herge,Herge,Paperback,Paperback,wor_12805,half_1071,9780316358514,9780316358514,62,62,(30 May 1978),"May. 30th, 1978","Little, Brown & Company ","Little, Brown Books for Young Readers",The Adventures of Tintin: The Shooting Star,The Adventures of Tintin
wor_28400_half_14,0,Pam Munoz Ryan,Pam Munoz Ryan,Hardback,,wor_28400,half_14,9780439269674,9780439120425,40,262,(1 Oct 2002),"May. 1st, 2002",Scholastic US ,Scholastic,When Marian Sang: The True Recital of Marian Anderson,Esperanza Rising
wor_28396_half_14,0,Pam Munoz Ryan,Pam Munoz Ryan,Paperback,,wor_28396,half_14,9780439398855,9780439120425,272,262,(1 Aug 2002),"May. 1st, 2002",Scholastic en Espanol ,Scholastic,Esperanza Renace,Esperanza Rising
wor_28393_half_14,1,Pam Munoz Ryan,Pam Munoz Ryan,Paperback,,wor_28393,half_14,9780439120425,9780439120425,262,262,(6 Jun 2003),"May. 1st, 2002",Scholastic US ,Scholastic,Esperanza Rising,Esperanza Rising
wor_34331_half_2961,0,Terri Farley,Terri Farley,Paperback,,wor_34331,half_2961,9780060886202,9780060886172,216,209,(24 Jun 2008),,HarperTrophy ,HarperTrophy,Mistwalker,Castaway Colt
wor_35754_half_2412,0,Michelle Paver,Michelle Paver,Paperback,,wor_35754,half_2412,9781842551134,9780060728304,320,360,(1 May 2006),"Feb. 20th, 2007",Hachette Children's Group ,HarperTrophy,Chronicles of Ancient Darkness: Spirit Walker: Book 2,Spirit Walker
wor_35640_half_1453,0,Nagaru Tanigaw,Nagaru Tanigawa,Paperback,,wor_35640,half_1453,9780316195768,9780316038966,176,288,(28 Feb 2012),"Jun. 19th, 2012","Little, Brown & Company ","Little, Brown Books for Young Readers","The Melancholy of Haruhi Suzumiya, Vol. 11",The Intrigues of Haruhi Suzumiya
wor_32571_half_534,0,Michelle Harrison,Michelle Harrison,Paperback,,wor_32571,half_534,9780316041492,9780316041478,486,355,(1 May 2012),"May. 10th, 2011","Little, Brown & Company ","Little, Brown Books for Young Readers",13 Curses,13 Treasures
wor_32577_half_534,1,Dr Michelle Harrison,Michelle Harrison,Paperback,,wor_32577,half_534,9780316041478,9780316041478,355,355,(10 May 2011),"May. 10th, 2011","Little, Brown Books for Young Readers ","Little, Brown Books for Young Readers",13 Treasures,13 Treasures
wor_16418_half_2700,0,Ann Brashares,Ann Brashares,Paperback,Paperback,wor_16418,half_2700,9780552552776,9780553375930,368,338,(5 May 2005),"Jun. 13th, 2006",Random House Children's Publishers UK ,Delacorte Press Books for Young Readers,Summers of the Sisterhood: Girls in Pants,Girls in Pants
wor_16426_half_2700,1,Ann Brashares,Ann Brashares,Paperback,Paperback,wor_16426,half_2700,9780553375930,9780553375930,338,338,(13 Jun 2006),"Jun. 13th, 2006",Delacorte Press Books for Young Readers ,Delacorte Press Books for Young Readers,Girls in Pants,Girls in Pants
wor_29228_half_1581,0,Ursula K. Le Guin,Ursula K. Le Guin,Hardback,,wor_29228,half_1581,9781473223585,9781442459939,288,288,(17 Oct 2019),"Sep. 11th, 2012",Orion Publishing Co ,Atheneum Books for Young Readers,The Farthest Shore: The Third Book of Earthsea,The Farthest Shore
wor_42211_half_3033,0,Sonya Sones,Sonya Sones,Paperback,,wor_42211,half_3033,9781442493858,9780689876035,259,291,(7 May 2013),"Dec. 16th, 2008",Simon & Schuster Books for Young Readers ,Simon Pulse,What My Mother Doesn't Know,What My Girlfriend Doesn't Know
wor_42225_half_3033,0,Sonya Sones,Sonya Sones,Hardback,,wor_42225,half_3033,9780689876028,9780689876035,291,291,(5 Jun 2007),"Dec. 16th, 2008",Simon & Schuster Books for Young Readers ,Simon Pulse,What My Girlfriend Doesn't Know,What My Girlfriend Doesn't Know
wor_42222_half_3033,1,Sonya Sones,Sonya Sones,Paperback,,wor_42222,half_3033,9780689876035,9780689876035,-1,291,(16 Dec 2008),"Dec. 16th, 2008",Simon & Schuster ,Simon Pulse,What My Girlfriend Doesn't Know,What My Girlfriend Doesn't Know
wor_6846_half_607,0,Terry Pratchett,Terry Pratchett,Hardback,,wor_6846,half_607,9780060012335,9780061433061,256,368,(6 Nov 2001),"Sep. 27th, 2011",HarperCollins ,HarperCollins,The Amazing Maurice and His Educated Rodents,I Shall Wear Midnight
wor_43091_half_2096,0,Naoyuki Kageyam,Naoyuki Kageyama,Paperback,,wor_43091,half_2096,9781421513782,9781421520827,224,210,(27 Oct 2007),"Nov. 1st, 2008","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"YU-GI-OH!: GX, Vol. 1","Yu-GI-Oh! Gx, Volume 2"
wor_43094_half_2096,1,Naoyuki Kageyam,Naoyuki Kageyama,Paperback,,wor_43094,half_2096,9781421520827,9781421520827,210,210,(4 Nov 2008),"Nov. 1st, 2008","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"YU-GI-OH!: GX, Vol. 2","Yu-GI-Oh! Gx, Volume 2"
wor_43092_half_2096,0,Naoyuki Kageyam,Naoyuki Kageyama,Paperback,,wor_43092,half_2096,9781421542126,9781421520827,272,210,(7 Aug 2012),"Nov. 1st, 2008","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Yu-Gi-Oh!: GX, Vol. 9","Yu-GI-Oh! Gx, Volume 2"
wor_43091_half_2424,1,Naoyuki Kageyam,Naoyuki Kageyama,Paperback,,wor_43091,half_2424,9781421513782,9781421513782,224,224,(27 Oct 2007),"Nov. 1st, 2007","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"YU-GI-OH!: GX, Vol. 1","Yu-GI-Oh! Gx, Volume 1"
wor_43094_half_2424,0,Naoyuki Kageyam,Naoyuki Kageyama,Paperback,,wor_43094,half_2424,9781421520827,9781421513782,210,224,(4 Nov 2008),"Nov. 1st, 2007","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"YU-GI-OH!: GX, Vol. 2","Yu-GI-Oh! Gx, Volume 1"
wor_33027_half_881,0,Joy Hakim,Joy Hakim,Paperback,Paperback,wor_33027,half_881,9780195306125,9780195327168,132,185,(1 Nov 2005),"Feb. 2nd, 2007",Oxford University Press Inc ,"Oxford University Press, USA",Teaching Guide to First Americans Grade 8,Making Thirteen Colonies
wor_33038_half_881,1,Joy Hakim,Joy Hakim,Paperback,Paperback,wor_33038,half_881,9780195327168,9780195327168,192,185,(2 Feb 2007),"Feb. 2nd, 2007",Oxford University Press Inc ,"Oxford University Press, USA",A History of US: Making Thirteen Colonies: A History of US Book Two,Making Thirteen Colonies
wor_6493_half_2949,0,Gary Paulsen,Gary Paulsen,Paperback,,wor_6493,half_2949,9780440411338,9780440409236,192,208,(1 Nov 1995),"Feb. 1st, 1994",Yearling Books ,Yearling Books,Mr. Tucket,The Haymeadow
wor_6493_half_573,1,Gary Paulsen,Gary Paulsen,Paperback,Paperback,wor_6493,half_573,9780440411338,9780440411338,192,192,(1 Nov 1995),"Nov. 1st, 1995",Yearling Books ,Yearling Books,Mr. Tucket,Mr. Tucket
wor_37119_half_2363,0,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Hardback,,wor_37119,half_2363,9781423100300,9780786849109,283,218,(1 Apr 2007),"Feb. 1st, 2006",Jump at the Sun ,Jump at the Sun,Homeboyz,The Hoopster
wor_37108_half_2363,0,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Paperback,,wor_37108,half_2363,9781423130277,9780786849109,320,218,(9 Feb 2010),"Feb. 1st, 2006",Jump at the Sun ,Jump at the Sun,The Secret Story of Sonia Rodriguez,The Hoopster
wor_37118_half_2363,0,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Hardback,,wor_37118,half_2363,9780786854837,9780786849109,224,218,(1 Apr 2005),"Feb. 1st, 2006",Jump at the Sun ,Jump at the Sun,The Hoopster,The Hoopster
wor_37121_half_2363,1,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Paperback,,wor_37121,half_2363,9780786849109,9780786849109,224,218,(15 Oct 2006),"Feb. 1st, 2006",Hyperion ,Jump at the Sun,The Hoopster,The Hoopster
wor_37119_half_1532,0,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Hardback,,wor_37119,half_1532,9781423100300,9781423100317,283,283,(1 Apr 2007),"Sep. 2nd, 2008",Jump at the Sun ,Jump at the Sun,Homeboyz,Homeboyz
wor_37109_half_1532,1,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Paperback,,wor_37109,half_1532,9781423100317,9781423100317,283,283,(2 Sep 2008),"Sep. 2nd, 2008",Jump at the Sun ,Jump at the Sun,Homeboyz,Homeboyz
wor_28207_half_2289,0,John Green,John Green,Paperback,,wor_28207,half_2289,9780486254760,9780486296388,48,48,(1 Oct 1987),"Jul. 2nd, 1997",Dover Publications Inc. ,Dover Publications,Wild Animals Colouring Book,Ballet Class Coloring Book
wor_33423_half_651,0,Aimee Carter,Aimee Carter,Hardback,,wor_33423,half_651,9780373211616,9780373210756,288,395,(24 Nov 2015),"Jul. 31st, 2012",Harlequin Teen ,Harlequin Teen,Queen,The Goddess Legacy
wor_33420_half_651,1,Aimee Carter,Aimee Carter,Paperback,,wor_33420,half_651,9780373210756,9780373210756,395,395,(31 Jul 2012),"Jul. 31st, 2012",Harlequin Teen ,Harlequin Teen,The Goddess Legacy: An Anthology,The Goddess Legacy
wor_40329_half_2378,1,Rick Riordan,Rick Riordan,Paperback,,wor_40329,half_2378,9781933771830,9781933771830,196,196,(10 Feb 2009),"Feb. 10th, 2009",BenBella Books ,Benbella Books,Demigods and Monsters: Your Favorite Authors on Rick RiordanAEs Percy Jackson and the Olympians Series,Demigods and Monsters
wor_30240_half_2313,0,Paul Zindel,Paul Zindel,Paperback,,wor_30240,half_2313,9780060757359,9780060759704,224,176,(5 Aug 2006),"Mar. 29th, 2005",HarperCollins Publishers Inc ,Harper Teen,The Pigman,The Pigman's Legacy
wor_30244_half_2313,1,Paul Zindel,Paul Zindel,Paperback,,wor_30244,half_2313,9780060759704,9780060759704,176,176,(29 Mar 2005),"Mar. 29th, 2005",HarperCollins Publishers Inc ,Harper Teen,The Pigman's Legacy,The Pigman's Legacy
wor_30240_half_215,1,Paul Zindel,Paul Zindel,Paperback,,wor_30240,half_215,9780060757359,9780060757359,224,192,(5 Aug 2006),"Mar. 29th, 2005",HarperCollins Publishers Inc ,Harper Teen,The Pigman,The Pigman
wor_30247_half_215,0,Paul Zindel,Paul Zindel,Hardback,,wor_30247,half_215,9780606350525,9780060757359,193,192,(6 Mar 2018),"Mar. 29th, 2005",Turtleback Books ,Harper Teen,The Pigman,The Pigman
wor_30249_half_215,0,Paul Zindel,Paul Zindel,Hardback,,wor_30249,half_215,9780756949594,9780060757359,166,192,(29 Mar 2005),"Mar. 29th, 2005",Perfection Learning ,Harper Teen,The Pigman,The Pigman
wor_37950_half_2073,0,Gitty Daneshvari,Gitty Daneshvari,Hardback,Paperback,wor_37950,half_2073,9780316405768,9780316182850,208,352,(10 Oct 2017),"Sep. 11th, 2012","Little, Brown Books for Young Readers ","Little, Brown Books for Young Readers",The League of Unexceptional Children: The Kids Who Knew Too Little,School of Fear
wor_37936_half_2073,1,Gitty Daneshvari,Gitty Daneshvari,Paperback,Paperback,wor_37936,half_2073,9780316182850,9780316182850,352,352,(11 Sep 2012),"Sep. 11th, 2012",Little Brown and Company ,"Little, Brown Books for Young Readers",School of Fear: The Final Exam,School of Fear
wor_42707_half_2047,0,Hannah Moskowitz,Hannah Moskowitz,Paperback,,wor_42707,half_2047,9781442407510,9781442407534,269,251,(19 Apr 2011),"Apr. 17th, 2012",Simon Pulse ,Simon Pulse,Invincible Summer,"Gone, Gone, Gone"
wor_42712_half_2047,0,Hannah Moskowitz,Hannah Moskowitz,Hardback,,wor_42712,half_2047,9781442453128,9781442407534,288,251,(1 May 2012),"Apr. 17th, 2012",Simon & Schuster ,Simon Pulse,"Gone, Gone, Gone","Gone, Gone, Gone"
wor_42704_half_2047,1,Hannah Moskowitz,Hannah Moskowitz,Paperback,,wor_42704,half_2047,9781442407534,9781442407534,288,251,(1 May 2012),"Apr. 17th, 2012",Simon & Schuster ,Simon Pulse,"Gone, Gone, Gone","Gone, Gone, Gone"
wor_35680_half_1106,0,Hiroko Yod,Hiroko Yoda,Paperback,,wor_35680,half_1106,9784805312193,9784805312148,208,191,(1 Jul 2012),"Jul. 10th, 2012",Tuttle Publishing ,Tuttle Publishing,Yokai Attack! The Japanese Monster Survival Guide,Yurei Attack!
wor_35680_half_982,1,Hiroko Yod,Hiroko Yoda,Paperback,,wor_35680,half_982,9784805312193,9784805312193,208,205,(1 Jul 2012),"Aug. 10th, 2012",Tuttle Publishing ,Tuttle Publishing,Yokai Attack! The Japanese Monster Survival Guide,Yokai Attack!
wor_30458_half_616,0,Robert Muchamore,Robert Muchamore,Paperback,,wor_30458,half_616,9780340911693,9781416927259,320,327,(12 Oct 2006),"Mar. 31st, 2007",Hachette Children's Group ,Simon Pulse,CHERUB: Man vs Beast: Book 6,Man Vs. Beast
wor_31390_half_939,0,Robert Cormier,Robert Cormier,Paperback,,wor_31390,half_939,9780440215561,9780440229711,208,176,(1 Aug 1993),"May. 13th, 2003",Laurel Leaf Library ,Laurel Leaf Library,We All Fall Down,The Rag and Bone Shop
wor_31392_half_939,1,Robert Cormier,Robert Cormier,Paperback,,wor_31392,half_939,9780440229711,9780440229711,176,176,(13 Jul 2003),"May. 13th, 2003",Random House USA Inc ,Laurel Leaf Library,The Rag and Bone Shop,The Rag and Bone Shop
wor_31390_half_1753,1,Robert Cormier,Robert Cormier,Paperback,,wor_31390,half_1753,9780440215561,9780440215561,208,208,(1 Aug 1993),"Aug. 1st, 1993",Laurel Leaf Library ,Laurel Leaf Library,We All Fall Down,We All Fall Down
wor_45546_half_2536,0,Richie Tankersley Cusick,Richie Tankersley Cusick,Paperback,,wor_45546,half_2536,9780439963459,9780142423370,400,640,(25 Dec 2004),"Aug. 16th, 2012",Scholastic ,Speak,The Unseen 04,The Unseen 2
wor_45539_half_2536,1,Richie Tankersley Cusick,Richie Tankersley Cusick,Paperback,,wor_45539,half_2536,9780142423370,9780142423370,640,640,(16 Aug 2012),"Aug. 16th, 2012",Speak ,Speak,The Unseen 2: Blood Brothers/Sin and Salvation,The Unseen 2
wor_33823_half_1784,0,Takehiko Inoue,Takehiko Inoue,Paperback,,wor_33823,half_1784,9781421533315,9781421519845,187,196,(2 Oct 2012),"Feb. 1st, 2009","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Slam Dunk, Vol. 24","Slam Dunk, Volume 2"
wor_33817_half_1784,0,Takehiko Inoue,Takehiko Inoue,Paperback,,wor_33817,half_1784,9781421519869,9781421519845,200,196,(2 Jun 2009),"Feb. 1st, 2009","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Slam Dunk, Vol. 4","Slam Dunk, Volume 2"
wor_33814_half_1784,0,Takehiko Inoue,Takehiko Inoue,Paperback,,wor_33814,half_1784,9781421519852,9781421519845,200,196,(7 Apr 2009),"Feb. 1st, 2009","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Slam Dunk, Vol. 3","Slam Dunk, Volume 2"
wor_33811_half_1784,1,Takehiko Inoue,Takehiko Inoue,Paperback,,wor_33811,half_1784,9781421519845,9781421519845,200,196,(3 Feb 2009),"Feb. 1st, 2009","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Slam Dunk, Vol. 2","Slam Dunk, Volume 2"
wor_46185_half_2666,0,Akira Toriyam,Akira Toriyama,Paperback,,wor_46185,half_2666,9781569319314,9781591161868,192,192,(6 May 2003),"Apr. 1st, 2004","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Dragon Ball Z, Vol. 2","Dragon Ball Z, Volume 15"
wor_8116_half_1522,0,"Charles Dickens, Kate Flint, Kate Flint",Charles Dickens,Paperback,,wor_8116,half_1522,9780141439679,9780141439747,368,608,(27 Feb 2003),"Apr. 29th, 2003",Penguin Books Ltd ,Penguin Books,Hard Times,Oliver Twist
wor_38800_half_1522,0,Charles Dickens,Charles Dickens,Hardback,,wor_38800,half_1522,9780241331262,9780141439747,416,608,(26 Oct 2017),"Apr. 29th, 2003",Penguin Books Ltd ,Penguin Books,Oliver Twist,Oliver Twist
wor_11921_half_1522,1,"Charles Dickens, Philip Horne, Philip Horne",Charles Dickens,Paperback,,wor_11921,half_1522,9780141439747,9780141439747,608,608,(21 Feb 2003),"Apr. 29th, 2003",Penguin Books Ltd ,Penguin Books,Oliver Twist,Oliver Twist
wor_37108_half_1358,1,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Paperback,,wor_37108,half_1358,9781423130277,9781423130277,320,320,(9 Feb 2010),"Feb. 9th, 2010",Jump at the Sun ,Jump at the Sun,The Secret Story of Sonia Rodriguez,The Secret Story of Sonia Rodriguez
wor_37117_half_1358,0,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Hardback,,wor_37117,half_1358,9781423110729,9781423130277,312,320,(30 Sep 2008),"Feb. 9th, 2010",Jump at the Sun ,Jump at the Sun,The Secret Story of Sonia Rodriguez,The Secret Story of Sonia Rodriguez
wor_40091_half_2714,0,Lee J. Ames,Lee J. Ames,Paperback,,wor_40091,half_2714,9780823085965,9780385417778,64,64,(29 Nov 2012),"May. 1st, 1991",Watson-Guptill Publications ,Watson-Guptill Publications,"Draw 50 People: The Step-by-Step Way to Draw Cavemen, Queens, Aztecs, Vikings, Clowns, Minutemen, and Many More...",Draw 50 Buildings and Other Structures
wor_34776_half_839,0,Leslie Connor,Leslie Connor,Hardback,,wor_34776,half_839,9780060890889,9780061692345,290,330,(5 Feb 2008),"Mar. 27th, 2012",Katherine Tegen Books ,Katherine Tegen Books,Waiting for Normal,Crunch
wor_34769_half_839,1,Leslie Connor,Leslie Connor,Paperback,,wor_34769,half_839,9780061692345,9780061692345,330,330,(27 Mar 2012),"Mar. 27th, 2012",Katherine Tegen Books ,Katherine Tegen Books,Crunch,Crunch
wor_32051_half_664,0,Lauren Kate,Lauren Kate,Paperback,,wor_32051,half_664,9780385739191,9780385739153,448,452,(7 Jan 2014),"Jun. 14th, 2011",Ember ,Ember,Rapture,Torment
wor_32055_half_664,1,Lauren Kate,Lauren Kate,Paperback,,wor_32055,half_664,9780385739153,9780385739153,452,452,(14 Jun 2011),"Jun. 14th, 2011",Random House USA Inc ,Ember,Torment,Torment
wor_36994_half_1190,0,Gina M. Biegel,Gina M. Biegel,Paperback,,wor_36994,half_1190,9781525283468,9781572246973,122,118,(20 Sep 2018),"Jan. 1st, 2010",ReadHowYouWant ,New Harbinger Publications,Stress Reduction Workbook for Teens: Mindfulness Skills to Help You Deal with Stress,The Stress Reduction Workbook for Teens
wor_36988_half_1190,0,Gina M. Biegel,Gina M. Biegel,Paperback,,wor_36988,half_1190,9781684030187,9781572246973,136,118,(1 Aug 2017),"Jan. 1st, 2010",New Harbinger Publications ,New Harbinger Publications,"Stress Reduction Workbook for Teens, 2nd Edition: Mindfulness Skills to Help You Deal with Stress",The Stress Reduction Workbook for Teens
