ids,bx_author,wor_author,bx_binding,wor_binding,bx_id,wor_id,bx_isbn,wor_isbn,bx_pages,wor_pages,bx_pubdate,wor_pubdate,bx_publisher,wor_publisher,bx_title,wor_title,label
bx_28125_wor_12722,Zora Hurston,"Zora Neale Hurston, Pamela Bordelon",,Paperback,bx_28125,wor_12722,9780393318135,9780393318135,-1,224,1999,(17 Feb 1999),W.W. Norton  Company,WW Norton & Co ,Go Gator and Muddy the Water: Writings by Zora Neale Hurston from,Go Gator and Muddy the Water: Writings,1
bx_29494_wor_13202,David Halberstam,David Halberstam,,Paperback,bx_29494,wor_13202,9780380704477,9780380704477,-1,-1,1988,(1 Sep 1987),Harper Mass Market Paperbacks (Mm),Avon Books ,The Reckoning,The Reckoning,1
bx_125462_wor_14516,Nora Roberts,Philip Pullman,,Paperback,bx_125462,wor_14516,9780399152054,9781407130224,-1,448,2004,(3 Mar 2011),Putnam Publishing Group,Scholastic ,Northern Lights,Northern Lights,0
bx_12836_wor_7082,Ferando Fernan-Gomez,Fernando Fernan-Gomez,,Paperback,bx_12836,wor_7082,9788423998654,9788423998654,-1,-1,1999,(1 Jan 1999),Elliots Books,Espasa-Calpe SA ,Las Bicicletas Son Para El Verano,Las Bicicletas Son Para El Verano,1
bx_270757_wor_14726,J. R. R. Tolkien,J. R. R. Tolkien,,Hardback,bx_270757,wor_14726,9780395647394,9780007203550,-1,368,1992,(17 Oct 2005),Houghton Mifflin,HarperCollins Publishers ,The Two Towers,The Two Towers Part 2,0
bx_31266_wor_8883,STAN BERENSTAIN,"Jan Berenstain, Stan Berenstain",,Paperback,bx_31266,wor_8883,9780394848365,9780394873411,-1,32,1981,(1 Dec 1988),Random House Books for Young Readers,Random House USA Inc ,The Berenstain Bears Visit the Dentist,Berenstain Bears The Bad Dream,0
bx_20870_wor_10130,Ashleigh Bryce Clayton,Patsy Clairmont,,Paperback,bx_20870,wor_10130,9781577485032,9781577485032,-1,384,1999,(31 Aug 1999),Barbour Publishing,Barbour & Co Inc ,A Gentle Spirit,A Gentle Spirit,1
bx_83219_wor_15379,Gabriel  Garcia Marquez,"Gabriel Garcia Marquez, Giovanni Pontiero",,Paperback,bx_83219,wor_15379,9788439711384,9780719008368,-1,120,1989,(25 Jun 1981),Aims Intl Books,Manchester University Press ,El Coronel No Tiene Quien Le Escriba,El Coronel No Tiene Quien Le Escriba,0
bx_43077_wor_10936,Agatha Christie,Agatha Christie,,Paperback,bx_43077,wor_10936,9781572703162,9780312979812,-1,288,2003,(19 Nov 2001),Mystery Masters,Minotaur Books ,The Sittaford Mystery,The Sittaford Mystery,0
bx_10331_wor_6063,BILL BRYSON,Bill Bryson,,Hardback,bx_10331,wor_6063,9780767915069,9780767915069,-1,64,2002,(3 Dec 2002),Broadway,Broadway Books ,Bill Bryson's African Diary,Bill Bryson's African Diary,1
bx_82299_wor_20572,Catherine Coulter,Catherine Coulter,,Paperback,bx_82299,wor_20572,9780451206480,9780451206480,-1,384,2002,(3 Oct 2002),Signet Book,Penguin Putnam Inc ,Season of the Sun,Season of the Sun,1
bx_13623_wor_10315,Philip Pullman,"Philip Pullman, John Lawrence",,Hardback,bx_13623,wor_10315,9780385606998,9780375828195,-1,49,2003,(28 Oct 2003),David Fickling Books,Alfred A. Knopf Books for Young Readers ,Lyra's Oxford,Lyra's Oxford,0
bx_143700_wor_14351,Joseph Conrad,"Joseph Conrad, J. H. Stape, Robert Hampson, Owen Knowles",,Paperback,bx_143700,wor_14351,9780375753770,9780141441672,-1,192,1999,(2 Aug 2007),Modern Library,Penguin Books Ltd ,Heart of Darkness Selections from The Congo Diary,Heart of Darkness,0
bx_27527_wor_12514,Larry Dark,Larry Dark,,Paperback,bx_27527,wor_12514,9780385483612,9780385483612,-1,500,1997,(1 Oct 1997),Anchor,Bantam Doubleday Dell Publishing Group Inc ,Prize Stories 1997: The O. Henry Awards,Prize Stories 1997: The O. Henry Awards,1
bx_14022_wor_7545,KRISTIN HANNAH,Kristin Hannah,,Hardback,bx_14022,wor_7545,9780609602492,9780609602492,-1,-1,1999,(2 Feb 1999),Crown,Crown Publishing Group (NY) ,On Mystic Lake,On Mystic Lake,1
bx_3414_wor_611,David Sedaris,"David Sedaris, David Sedaris",,,bx_3414,wor_611,9780316143462,9781586215026,-1,-1,2004,(27 May 2004),"Little, Brown","Little, Brown & Company ",Dress Your Family in Corduroy and Denim,Dress Your Family In Corduroy And Denim,0
bx_22874_wor_7756,Walt Whitman,Walter Whitman,,Paperback,bx_22874,wor_7756,9780393093889,9780553211160,-1,496,1973,(1 Jun 1983),W. W. Norton  Company,Bantam Doubleday Dell Publishing Group Inc ,Leaves of Grass,Leaves of Grass,0
bx_217690_wor_2420,Gooseberry Patch Staff,"Helen Bianchin, Lucy Gordon, Rebecca Winters",,Paperback,bx_217690,wor_2420,9781888052206,9780263836820,-1,384,1997,(7 Nov 2003),Gooseberry Patch,HarperCollins Publishers ,Coming Home for Christmas,Coming Home for Christmas,0
bx_14269_wor_12083,Naoko Takeuchi,Naoko Takeuchi,,Paperback,bx_14269,wor_12083,9781892213976,9781892213150,-1,189,2001,(31 Jul 1999),Tokyopop,Tokyopop Press Inc ,Sailor Moon Stars # 3,Sailor Moon: 4,0
bx_16437_wor_8492,Rob Byrnes,Rachel Spencer,,Hardback,bx_16437,wor_8492,9780758201935,9780758201935,-1,320,2002,(1 Oct 2002),Kensington Publishing Corporation,Kensington Publishing ,The Night We Met,The Night We Met,1
bx_17903_wor_9011,J. P. Donleavy,James Patrick Donleavy,,Paperback,bx_17903,wor_9011,9780312187347,9780312187347,-1,128,1998,(1 Jun 1998),St. Martin's Press,St Martin's Press ,The Lady Who Liked Clean Restrooms: The Chronicle of One of the Strangest Stories Ever to Be Rumored About Around New York,The Lady Who Liked Clean Restrooms: The Chronicle of One of the Strangest Stories Ever to Be Rumoured about Around New York,1
bx_17410_wor_8824,Jack Canfield,"Jack Canfield, etc.",,Paperback,bx_17410,wor_8824,9781558747067,9781558744028,-1,352,1999,(30 Jun 1996),Health Communications,Health Communications ,"Chicken Soup for the Single's Soul - 101 Stories of Love and Inspiration for the Single, Divorced and Widowed",Chicken Soup for the Surviving Soul: 101 Inspiring Stories to Comfort Cancer Patients and Their Loved Ones,0
bx_11224_wor_6429,Iain Banks,Iain Banks,,Paperback,bx_11224,wor_6429,9780349105710,9780349105710,-1,320,0,(8 Sep 1994),Firebird Distributing,"Little, Brown Book Group ",Complicity,Complicity,1
bx_14745_wor_33048,Michelle Magorian,Michelle Magorian,,Hardback,bx_14745,wor_33048,9780064401746,9780812493047,-1,318,1986,(1 Nov 1986),HarperTrophy,Perfection Learning ,"Good Night, Mr. Tom","Good Night, Mr. Tom",0
bx_11678_wor_43470,R. L. Stine,R. L. Stine,,Paperback,bx_11678,wor_43470,9780590483407,9781407157283,-1,144,1995,(7 Jan 2016),Scholastic,Scholastic ,A Shocker on Shock Street,A Shocker on Shock Street,0
bx_63679_wor_14343,Anne Tyler,Anne Tyler,,Paperback,bx_63679,wor_14343,9780394523811,9780099577270,-1,336,1982,(2 May 2013),Alfred A. Knopf,Vintage Publishing ,Dinner at the Homesick Restaurant,Dinner At The Homesick Restaurant,0
bx_22821_wor_10911,Kathleen Norris,Kathleen Norris,,Hardback,bx_22821,wor_10911,9780395633205,9780395633205,-1,224,1993,(22 Feb 1993),Ticknor  Fields,Houghton Mifflin ,Dakota: A Spiritual Geography,Dakota,1
bx_1750_wor_12170,Sam Siciliano,Alice Blanchard,,Paperback,bx_1750,wor_12170,9780786014217,9780553581294,-1,-1,2001,(1 Aug 2000),Kensington Publishing Corporation,Bantam Doubleday Dell Publishing Group Inc ,Darkness,Darkness Peering,0
bx_18972_wor_9395,Haruki Murakami,,,Paperback,bx_18972,wor_9395,9780452265165,9780452265165,-1,304,1990,(28 Aug 1997),Plume Books,Plume Books ,A Wild Sheep Chase: A Novel,A Wild Sheep Chase,1
bx_17450_wor_9789,Dorothy Samuels,Dorothy Samuels,,Paperback,bx_17450,wor_9789,9780066210162,9780060086381,-1,240,2001,(18 Jun 2002),William Morrow,William Morrow & Company ,Filthy Rich,Filthy Rich,0
bx_129848_wor_25852,Michael Delahaye,Bill Veeck,,Paperback,bx_129848,wor_25852,9780553256727,9781566638289,-1,304,1986,(16 Jul 2009),Bantam Books,"Ivan R Dee, Inc ",On the Third Day,Thirty Tons a Day,0
bx_229511_wor_28205,Lois Lowry,Lois Lowry,,Paperback,bx_229511,wor_28205,9780440227274,9780544340688,-1,240,1997,(1 Jul 2014),Laurel Leaf,Houghton Mifflin ,The Giver,The Giver,0
bx_104828_wor_7332,William Shakespeare,"William Shakespeare, Alan Durband",,Paperback,bx_104828,wor_7332,9780451519795,9780812035841,-1,218,1981,(1 Jan 1999),Signet Book,"Peterson's Guides,U.S. ",Midsummer Nights Dream,Midsummer Nights Dream Made Easy,0
bx_92581_wor_39883,National Geographic Society,National Geographic,,Paperback,bx_92581,wor_39883,9780792272212,9781426218835,-1,320,2001,(15 Feb 2018),National Geographic,National Geographic Society ,National Geographic Student Atlas Of The World,National Geographic Traveler: New Zealand 3rd Ed,0
bx_162139_wor_18855,Lewis Carroll,Lewis Carroll,,Paperback,bx_162139,wor_18855,9781582343631,9780141199689,-1,256,2003,(30 Aug 2012),Bloomsbury USA,Penguin Books Ltd ,Alice's Adventures in Wonderland and Through the Looking Glass,Alice's Adventures in Wonderland and Through the Looking Glass,0
bx_63331_wor_2342,Emily Bronte,Emily Bronte,,,bx_63331,wor_2342,9780582523180,9781435159662,-1,336,1956,(3 Dec 2015),Longman Group United Kingdom,Sterling Publishing Co Inc ,Wuthering Heights,Wuthering Heights:,0
bx_13697_wor_7418,Robert Browning,Robert Browning,,Paperback,bx_13697,wor_7418,9780486277837,9780486277837,-1,128,1993,(23 Dec 1993),Dover Publications,Dover Publications Inc. ,My Last Duchess and Other Poems,My Last Duchess and Other Poems,1
bx_196783_wor_6865,William Bernhardt,P. D. James,,Paperback,bx_196783,wor_6865,9780345407382,9780345430571,-1,448,1999,(31 Oct 1998),Ballantine Books,Ballantine Books ,Dark Justice,A Certain Justice,0
bx_268565_wor_14890,Ken Follett,Ken Follett,,Paperback,bx_268565,wor_14890,9780743527637,9781509886067,-1,1104,2002,(28 Jun 2018),Encore,Pan Macmillan ,The Pillars of the Earth,The Pillars of the Earth,0
bx_12885_wor_20868,Lorenzo Carcaterra,Faye Kellerman,,Hardback,bx_12885,wor_20868,9780345410993,9780446532327,-1,624,2003,(5 Sep 2003),Fawcett Books,Hachette International ,Street Boys,Street Dreams,0
bx_702_wor_22424,Paul Monette,Paul Monette,,Hardback,bx_702,wor_22424,9780062507242,9780151115198,-1,278,1993,(22 Jun 1992),HarperSanFrancisco,Houghton Mifflin ,Becoming a Man : Half a Life Story,Becoming a Man: Half a Life Story,0
bx_13997_wor_6406,Nora Roberts,"Nora Roberts, J. D. Robb",,Paperback,bx_13997,wor_6406,9780399151064,9780425195475,-1,498,2003,(1 Apr 2004),Putnam Publishing Group,Penguin Putnam Inc ,Remember When,Remember When,0
bx_10761_wor_6471,Anita Shreve,Anita Shreve,,Hardback,bx_10761,wor_6471,9780965455572,9780316781015,-1,453,1999,(2 Dec 1999),Little Brown Company,"Little, Brown & Company ",Fortunes Rocks,Fortune's Rocks,0
bx_26225_wor_12108,Gabriel Garcia Marquez,Gabriel Garcia Marquez,,Paperback,bx_26225,wor_12108,9780140245592,9780140245592,-1,198,1994,(25 Aug 1994),Penguin Books,Penguin Books Australia ,Del amor y otros demonios,Del Amor y Otros Demonios,1
bx_97412_wor_12689,Edward Gorey,Edward Gorey,,Paperback,bx_97412,wor_12689,9780747550396,9780151005147,-1,64,2000,(31 Dec 1999),Bloomsbury Pub Ltd,Harcourt Brace International ,Headless Bust: A Melancholy Meditation on the False Millennium,The Headless Bust: A Melancholy Meditation on the False Millennium,0
bx_71878_wor_6357,William Shakespeare,"William Shakespeare, Sylvan Barnet",Paperback,Paperback,bx_71878,wor_6357,9780192814487,9780451526922,-1,368,1994,(1 Jan 1998),Clarendon Press,Penguin Putnam Inc ,Hamlet,Hamlet,0
bx_28790_wor_12986,Anthony Bourdain,Anthony Bourdain,,Paperback,bx_28790,wor_12986,9781582341026,9781582341026,-1,290,2000,(31 May 2002),Bloomsbury Publishing PLC,Bloomsbury USA ,Bone in the Throat,Bone in the Throat,1
bx_21535_wor_10399,Neil Gaiman,Neil Gaiman,,Paperback,bx_21535,wor_10399,9781563896293,9781563896293,-1,128,2000,(20 Feb 2007),DC Comics,DC Comics ,Sandman: The Dream Hunters,The Sandman: The Dream Hunters,1
bx_11209_wor_6424,Yuzan Daidoji,"Thomas Cleary, Oscar Ratti, Oscar Ratti",,Hardback,bx_11209,wor_6424,9780804831901,9780804831901,-1,128,1999,(15 Sep 1999),Tuttle Publishing,Tuttle Publishing ,Code of the Samurai: A Modern Translation of the Bushido Shoshinsu,Code of the Samurai: A Modern Translation of the Bushido Shoshinshu of Taira Shigesuke,1
bx_263_wor_16909,Louise Rennison,Louise Rennison,,Paperback,bx_263,wor_16909,9780064472265,9780064472265,-1,272,2002,(11 Apr 2006),HarperTempest,HarperCollins Publishers Inc ,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson","On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",1
bx_166020_wor_11921,Charles Dickens,"Charles Dickens, Philip Horne, Philip Horne",,Paperback,bx_166020,wor_11921,9780140284300,9780141439747,-1,608,1999,(21 Feb 2003),Penguin Books Ltd,Penguin Books Ltd ,Oliver Twist,Oliver Twist,0
bx_68359_wor_11540,Michael Newton,Joseph Wambaugh,,Paperback,bx_68359,wor_11540,9780440208792,9780440613961,-1,416,1991,(2 Sep 1998),Dell Publishing Company,Random House USA Inc ,Black Lace,The Black Marble,0
bx_261924_wor_15958,Robert B. Parker,Franklin W. Dixon,,Paperback,bx_261924,wor_15958,9780553525250,9781416911784,-1,176,1998,(1 Oct 2006),Random House,Simon & Schuster ,Trouble in Paradise,Trouble in Paradise,0
bx_50253_wor_1566,Stephen Donaldson,Stephen R Donaldson,,Paperback,bx_50253,wor_1566,9780553297607,9780553297607,-1,-1,1992,(1 Jul 1992),Bantam,Random House USA Inc ,The Gap into Vision: Forbidden Knowledge,Forbidden Knowledge: The Gap Into Vision,1
bx_66937_wor_29769,WALTER FARLEY,Walter Farley,,Paperback,bx_66937,wor_29769,9780679827009,9780679827009,-1,199,2004,(18 Feb 1992),Random House Books for Young Readers,Random House USA Inc ,The Black Stallion Mystery,Black Stallion Mystery,1
bx_18800_wor_10858,CORMAC MCCARTHY,Cormac McCarthy,,Paperback,bx_18800,wor_10858,9780679744399,9780330331692,-1,320,1993,(5 Nov 1993),Vintage,Pan Macmillan ,All the Pretty Horses,All the Pretty Horses,0
bx_81400_wor_23400,Jerry Spinelli,Jerry Spinelli,,Paperback,bx_81400,wor_23400,9780316809061,9780316809061,-1,192,1999,(1 Nov 1999),"Little, Brown","Little, Brown & Company ",Maniac Magee,Maniac Magee,1
bx_13498_wor_7351,Natalie Davis,Natalie Zemon Davis,,Paperback,bx_13498,wor_7351,9780674766914,9780674766914,-1,176,1984,(1 Jul 1984),Harvard University Press,Harvard University Press ,The Return of Martin Guerre,The Return of Martin Guerre,1
bx_22211_wor_10675,Dominic O'Brien,Dominic O'Brien,,Paperback,bx_22211,wor_10675,9780811827157,9780811827157,-1,160,2000,(13 Jun 2000),Chronicle Books,Chronicle Books ,Learn to Remember,Learn to Remember,1
bx_35553_wor_3503,Jhumpa Lahiri,Jhumpa Lahiri,,Paperback,bx_35553,wor_3503,9780618101368,9780006551799,-1,224,2000,(12 May 2000),Houghton Mifflin Company,HarperCollins Publishers ,Interpreter of Maladies,Interpreter of Maladies,0
bx_61047_wor_17197,Charles Dickens,"Charles Dickens, Hablot K. Browne, (Phiz), Peter Merchant, Dr. Keith Carabine",,Paperback,bx_61047,wor_17197,9781853260391,9781853260391,-1,352,1997,(5 May 1993),NTC/Contemporary Publishing Company,Wordsworth Editions Ltd ,A Tale of Two Cities,A Tale of Two Cities,1
bx_109603_wor_18428,P D James,P. D. James,,Paperback,bx_109603,wor_18428,9780571174188,9780571350759,-1,624,0,(7 Feb 2019),Faber Faber Inc,Faber & Faber ,Original Sin,Original Sin,0
bx_178288_wor_42263,Elizabeth Chadwick,Elizabeth Missing Sewell,,Hardback,bx_178288,wor_42263,9780312264918,9780469204867,-1,350,2000,(21 Feb 2019),St. Martin's Press,Wentworth Press ,The Marsh King's Daughter,The Earl's Daughter,0
bx_76972_wor_8746,Jennifer Chiaverini,Jennifer Chiaverini,,,bx_76972,wor_8746,9780743236133,9780743222266,-1,256,2003,(29 Apr 2002),Simon  Schuster,Simon & Schuster ,The Quilter's Legacy : An Elm Creek Quilts Novel,"Runaway Quilt, the: An Elm Creek Quilts Novel",0
bx_179030_wor_13244,Douglas Angus,Anton Pavlovich Chekhov,,Paperback,bx_179030,wor_13244,9780449912270,9782877142779,-1,-1,1996,(1 Jan 1999),Fawcett Books,Distribooks ,Contemporary American Short Stories,Short Stories,0
bx_171951_wor_2783,John Bellairs,John Bellairs,,Paperback,bx_171951,wor_2783,9780803703247,9781497637740,-1,138,1986,(16 Oct 2014),Penguin USA,Open Road Media ,The Eyes of the Killer Robot,The Eyes of the Killer Robot,0
bx_26160_wor_12073,Lisa Wingate,Lisa Wingate,,Paperback,bx_26160,wor_12073,9780451205797,9780451205797,-1,274,2003,(1 Feb 2003),New American Library,Penguin Putnam Inc ,Tending Roses,Tending Roses,1
bx_23216_wor_11047,Ed McBain,Ed McBain,Paperback,Hardback,bx_23216,wor_11047,9780446519908,9780446519908,-1,304,1998,(1 Mar 1998),Warner Books,"Little, Brown & Company ",The Last Best Hope,The Last Best Hope,1
bx_36975_wor_1618,Bram Stoker,"Bram Stoker, Holly Black",,Hardback,bx_36975,wor_1618,9780375756702,9780241411155,-1,624,2001,(5 Sep 2019),Modern Library,Penguin Books Ltd ,Dracula,Dracula,0
bx_19508_wor_9603,Daniel Akst,Daniel Akst,,Paperback,bx_19508,wor_9603,9780156005142,9780156005142,-1,370,1997,(31 Dec 1997),Harvest Books,Cengage Learning EMEA ,St. Burl's Obituary,St Burl's Obituary,1
bx_23687_wor_4784,KAY HOOPER,Melinda Rucker Haynes,,Paperback,bx_23687,wor_4784,9780553571837,9781509221875,-1,204,1999,(20 Aug 2018),Bantam,Wild Rose Press ,Haunting Rachel,The Haunting of Josh Weston,0
bx_6253_wor_14723,J R R Tolkien,J. R. R. Tolkien,,Paperback,bx_6253,wor_14723,9780345318589,9780261102668,-1,144,1981,(11 Jul 1991),Ballantine Books,HarperCollins Publishers ,The Hobbit,The Hobbit,0
bx_176460_wor_9504,James Joyce,James Joyce,,Paperback,bx_176460,wor_9504,9780140185584,9780679722762,-1,816,1998,(1 Nov 2000),Viking Penguin Inc,Random House USA Inc ,Ulysses,Ulysses,0
bx_67847_wor_19626,Ellen Gilchrist,Ellen Gilchrist,,Paperback,bx_67847,wor_19626,9780316313063,9780316313063,-1,167,1985,(10 Jul 2000),Little Brown  Co,Little Brown and Company ,In the Land of Dreamy Dreams,In the Land of Dreamy Dreams: Short Fiction,1
bx_29980_wor_13372,Mike Litman,"Mike Litman, Jason Oman",,Paperback,bx_29980,wor_13372,9781931866002,9781931866002,-1,216,2001,(1 Jan 2002),Conversations with Millionaires LLC,CWM Publishing ,"Conversations with Millionaires: What Millionaires Do to Get Rich, That You Never Learned About in School!","Conversations with Millionaires: What Millionaires Do to Get Rich, That You Never Learned About in School!",1
bx_108130_wor_30899,Louise Fitzhugh,Louise Fitzhugh,,Hardback,bx_108130,wor_30899,9780064471657,9780575018082,-1,304,1996,(1 Jan 1979),HarperTrophy,Orion Publishing Co ,Harriet the Spy,Harriet the Spy,0
bx_115931_wor_2223,Agatha Christie,Agatha Christie,,Paperback,bx_115931,wor_2223,9780061003776,9780008196387,-1,272,1992,(23 Mar 2017),HarperCollins Publishers,HarperCollins Publishers ,The Pale Horse,The Pale Horse,0
bx_133121_wor_46459,Helen McNeil,Richard Volney Chase,,Hardback,bx_133121,wor_46459,9780394747668,9780837152080,-1,328,1986,(29 Sep 1971),Random House Inc,ABC-CLIO ,Emily Dickinson,Emily Dickinson,0
bx_21967_wor_10579,Gertrude Chandler Warner,Gertrude Chandler Warner,,Paperback,bx_21967,wor_10579,9780807553794,9780807553794,-1,128,1992,(1 Jan 1992),Albert Whitman  Company,Albert Whitman & Company ,The Mystery of the Hidden Painting,The Mystery of the Hidden Painting,1
bx_8860_wor_15559,Rosie O'Donnell,Anne Frasier,,,bx_8860,wor_15559,9780446530071,9781713502609,-1,-1,2002,(1 Jul 2020),Warner Books,Brilliance Corporation ,Find Me,Find Me,0
bx_198363_wor_22588,Francine Pascal,"Angela Carter, Audrey Niffenegger",,Paperback,bx_198363,wor_22588,9780743412520,9780099594215,-1,128,2001,(3 Jul 1997),Simon Pulse,Vintage Publishing ,Love,Love,0
bx_16318_wor_8466,Michael Jan Friedman,Michael Jan Friedman,,Paperback,bx_16318,wor_8466,9780671019815,9780671019815,-1,288,1997,(3 Nov 1997),Star Trek,Simon & Schuster ,Day of Honor,Day of Honor: The Television Episode,1
bx_15265_wor_8049,Marguerite Duras,Marguerite Duras,,Paperback,bx_15265,wor_8049,9788483106150,9788483106150,-1,112,1999,(1 Jul 1999),Tusquets,TusQuets ,El Amor,El Amor,1
bx_28168_wor_12740,Kim Chernin,Kim Chernin,,Paperback,bx_28168,wor_12740,9780060925031,9780060925031,-1,224,1994,(1 May 1994),Perennial,HarperCollins Publishers Inc ,Reinventing Eve : Modern Woman in Search of Herself,Reinventing Eve: Modern Woman in Search of Herself,1
bx_18646_wor_9253,RITA MAE BROWN,"Rita Mae Brown, Sneaky Pie Brown, Itoko Maeno",Paperback,Paperback,bx_18646,wor_9253,9780553580259,9780553580259,-1,333,2001,(1 Jun 2001),Bantam,Bantam Doubleday Dell Publishing Group Inc ,Pawing Through the Past,Pawing through the Past,1
bx_15782_wor_8234,Marc Levy,Marc Levy,,Paperback,bx_15782,wor_8234,9782266122696,9782266122696,-1,-1,2003,(3 Feb 2003),Distribooks Inc,Pocket ,Ou Es-Tu?,Ou es-tu?,1
