ids,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title,label
ban_737_wor_42992,Malinda Lo,Malinda Lo,,Paperback,ban_737,wor_42992,9780316040105,9780316531313,264,304,10/5/10,(14 May 2019),"Little, Brown Books for Young Readers","Little, Brown Books for Young Readers ",Ash,Ash,0
ban_149_wor_13808,Michael Crichton,Michael Crichton,,Paperback,ban_149,wor_13808,9780345538994,9780345538994,432,416,10/30/12,(30 Oct 2012),Random House Publishing Group,Random House USA Inc ,The Lost World,The Lost World,1
ban_1411_wor_36268,Paul Volponi,Paul Volponi,,Paperback,ban_1411,wor_36268,9780142406922,9780142406922,208,199,11/2/06,(30 Jun 2011),Penguin Young Readers Group,Penguin Putnam Inc ,Black and White,Black and White,1
ban_2812_wor_42329,Swati Avasthi,Swati Avasthi,,Paperback,ban_2812,wor_42329,9780375863431,9780375863431,336,336,6/9/15,(9 Jun 2015),Random House Children's Books,Ember ,Chasing Shadows,Chasing Shadows,1
ban_3464_wor_13259,"Nancy Oestreich Lurie, Mountain",Nancy Oestreich Lurie,,Paperback,ban_3464,wor_13259,9780472061099,9780472061099,176,176,06/01/1961,(30 Apr 1961),University of Michigan Press,The University of Michigan Press ,"Mountain Wolf Woman, Sister of Crashing Thunder: The Autobiography of a Winnebago Indian / Edition 1","Mountain Wolf Woman, Sister of Crashing Thunder: The Autobiography of a Winnebago Indian",1
ban_103_wor_31129,Stephanie Perkins,Stephanie Perkins,,Hardback,ban_103,wor_31129,9780142422014,9780525423287,368,352,7/9/13,(14 Jan 2015),Penguin Young Readers Group,Penguin Putnam Inc ,Lola and the Boy Next Door,Lola the Boy Next Door,0
ban_1235_wor_34983,Carl Deuker,Carl Deuker,,Hardback,ban_1235,wor_34983,9780544336193,9780547974590,304,297,2/3/15,(1 Mar 2014),Houghton Mifflin Harcourt,Houghton Mifflin ,Swagger,Swagger,0
ban_203_wor_30098,Jordan Sonnenblick,Jordan Sonnenblick,,,ban_203,wor_30098,9780545722865,9781611061666,304,-1,4/29/14,(20 Aug 2012),"Scholastic, Inc.",Brilliance Audio ,"Drums, Girls, and Dangerous Pie","Drums, Girls, and Dangerous Pie",0
ban_178_wor_29061,Pittacus Lore,Pittacus Lore,,Paperback,ban_178,wor_29061,9780061974571,9780141047850,448,400,7/24/12,(12 Apr 2012),HarperCollins Publishers,Penguin Books Ltd ,The Power of Six,The Power of Six: Lorien Legacies Book 2,0
ban_920_wor_42718,Lauren DeStefano,Lauren DeStefano,,Paperback,ban_920,wor_42718,9781442409088,9781442409088,349,349,2/12/13,(12 Feb 2013),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,Fever,Fever,1
ban_79_wor_28370,John Boyne,John Boyne,,Paperback,ban_79,wor_28370,9780385751537,9781862305274,240,256,10/23/07,(11 Sep 2008),Random House Children's Books,Random House Children's Publishers UK ,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,0
ban_2092_wor_31321,Ellen Schreiber,Ellen Schreiber,,Paperback,ban_2092,wor_31321,9780061689444,9780061689444,208,181,5/17/11,(17 May 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Love Bites,Love Bites,1
ban_3063_wor_24051,Kit Carson,Anne Carson,,Paperback,ban_3063,wor_24051,9780803252387,9781910702574,192,226,12/01/2013,(27 Oct 2016),UNP - Bison Books,Vintage Publishing ,Kit Carson's Autobiography,Float,0
ban_640_wor_28632,Scott Westerfeld,Scott Westerfeld,,Paperback,ban_640,wor_28632,9781442419803,9781442419803,368,368,5/3/11,(1 Jun 2011),Simon Pulse,Simon & Schuster ,Pretties,Pretties,1
ban_2396_wor_48632,School Specialty Publishing,Singapore Asian Publishers,,Paperback,ban_2396,wor_48632,9780768240061,9780768240061,128,128,6/1/09,(1 Jun 2009),Frank Schaffer Publications,Frank Schaffer Publications ,"Singapore Math Practice, Level 6B","Math Practice, Grade 7",1
ban_1123_wor_13357,Kim Stanley Robinson,Kim Stanley Robinson,,Paperback,ban_1123,wor_13357,9780553573350,9780553573350,784,784,6/28/97,(2 Jun 1997),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Blue Mars,Blue Mars,1
ban_1873_wor_35178,Allison van Diepen,Allison Van Diepen,,Paperback,ban_1873,wor_35178,9781442481657,9781442481657,320,285,9/3/13,(1 Oct 2013),Simon Pulse,Simon & Schuster ,Snitch,Snitch,1
ban_165_wor_40240,Jandy Nelson,Jandy Nelson,,Paperback,ban_165,wor_40240,9780142417805,9781406354386,320,320,3/22/11,(5 Feb 2015),Penguin Young Readers Group,Walker Books Ltd ,The Sky Is Everywhere,The Sky Is Everywhere,0
ban_1561_wor_39200,Alexandra Adornetto,Alexandra Adornetto,,Paperback,ban_1561,wor_39200,9781250029416,9781250029416,448,419,8/6/13,(6 Aug 2013),Square Fish,Square Fish ,Heaven,Heaven,1
ban_977_wor_11518,Jane Yolen,"Jane Yolen, Terri Windling",,Paperback,ban_977,wor_11518,9780765342300,9780765342300,224,224,3/15/02,(2 Aug 2002),Tom Doherty Associates,St Martin's Press ,Briar Rose,Briar Rose,1
ban_2889_wor_18867,Mark Twain,"Mark Twain, Lin Salamo, Benjamin Griffin, Victor Fischer, Michael B. Frank, Sharon K. Goetz, Leslie Diane Myrick, Robert Hirst, Harriet E. Smith",,Hardback,ban_2889,wor_18867,9780520272781,9780520267190,776,760,10/05/2013,(15 Oct 2010),University of California Press,University of California Press ,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition","Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition",0
ban_2899_wor_23659,James Weldon Johnson,James Weldon Johnson,,Hardback,ban_2899,wor_23659,9780486285122,9781604592184,112,112,05/10/1995,(17 Jan 2008),Dover Publications,Wilder Publications ,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_1476_wor_33009,Graham Salisbury,Graham Salisbury,,Paperback,ban_1476,wor_33009,9780385386555,9780385386555,272,246,9/9/14,(9 Sep 2014),Random House Children's Books,Ember ,Under the Blood-Red Sun,Under the Blood-Red Sun,1
ban_1146_wor_35962,Cate Tiernan,Cate Tiernan,,Paperback,ban_1146,wor_35962,9780142418970,9780142418970,576,576,11/11/10,(3 Jan 2011),Penguin Young Readers Group,Penguin Putnam Inc ,Dark Magick / Awakening / Spellbound,"Dark Magick, Awakening, and Spellbound",1
ban_81_wor_28220,John Green,John Green,,Paperback,ban_81,wor_28220,9780142424179,9780141345659,336,352,4/8/14,(3 Jan 2013),Penguin Young Readers Group,Penguin Books Ltd ,The Fault in Our Stars,The Fault in Our Stars,0
ban_2225_wor_41535,Lauren Conrad,Lauren Conrad,,Hardback,ban_2225,wor_41535,9780061767593,9780061767586,326,336,1/5/10,(1 Jul 2009),HarperCollins Publishers,HarperCollins Publishers Inc ,L. A. Candy,L.A. Candy,0
ban_1942_wor_7432,David Eddings,David Eddings,,Paperback,ban_1942,wor_7432,9780345367693,9780345367693,448,448,6/28/90,(13 Jun 1990),Random House Publishing Group,Random House USA Inc ,The Diamond Throne,The Diamond Throne,1
ban_1821_wor_32140,Gina Damico,Gina Damico,,Paperback,ban_1821,wor_32140,9780544108844,9780544108844,336,326,9/10/13,(10 Sep 2013),Houghton Mifflin Harcourt,Houghton Mifflin ,Rogue,Rogue,1
ban_3738_wor_24752,Washington Booker T. 1856-1915,Booker T Washington,,Hardback,ban_3738,wor_24752,9781313377201,9781374832329,356,218,01/28/2013,(24 May 2017),HardPress Publishing,Pinnacle Press ,Up from Slavery: an Autobiography,Up from Slavery: An Autobiography,0
ban_1758_wor_10604,Stephen King,Stephen King,,Paperback,ban_1758,wor_10604,9780451167804,9780451167804,416,416,8/1/81,(31 Jan 2002),Penguin Publishing Group,Berkley Books ,Firestarter,Firestarter,1
ban_1784_wor_39198,Alexandra Adornetto,Alexandra Adornetto,,Paperback,ban_1784,wor_39198,9781250010308,9781250010308,448,424,8/21/12,(21 Aug 2012),Square Fish,St Martin's Press ,Hades,Hades,1
ban_1053_wor_39775,Cecily von Ziegesar,Cecily Von Ziegesar,,Hardback,ban_1053,wor_39775,9780316911481,9780316911481,256,338,9/1/02,(6 Jul 1995),"Little, Brown Books for Young Readers","Little, Brown & Company ",You Know You Love Me,Gossip Girl 2: You Know You Love Me,1
ban_3362_wor_27190,Roger Bannister,Sir Roger Bannister,,Paperback,ban_3362,wor_27190,9781849546867,9781849548366,384,384,06/02/2015,(17 Mar 2015),"Biteback Publishing, Ltd.",Biteback Publishing ,Twin Tracks: The Autobiography,Twin Tracks: The autobiography,0
ban_392_wor_31202,Irene Hunt,Irene Hunt,,,ban_392,wor_31202,9780425182789,9780881030020,224,190,1/28/02,(15 Nov 1986),Penguin Publishing Group,"Econo-Clad Books, Div. of American Cos., Inc. ",Across Five Aprils,Across Five Aprils,0
ban_550_wor_32546,Jenny Han,Jenny Han,,Paperback,ban_550,wor_32546,9781416968290,9780141330532,304,288,4/6/10,(29 Mar 2010),Simon & Schuster Books For Young Readers,Penguin Books Ltd ,The Summer I Turned Pretty,The Summer I Turned Pretty,0
ban_563_wor_31144,Kerstin Gier,Kerstin Gier,,Paperback,ban_563,wor_31144,9780312551513,9780312551513,352,352,5/22/12,(1 Mar 2015),Square Fish,St Martin's Press ,Ruby Red,Ruby Red,1
ban_2884_wor_8173,"Anna Sewell, Sewell",Anna Sewell,,Paperback,ban_2884,wor_8173,9780486407883,9780440403555,208,215,06/23/1999,(15 Jul 1990),Dover Publications,Bantam Doubleday Dell Publishing Group Inc ,Black Beauty: The Autobiography of a Horse,Black Beauty: The Autobiography of a Horse,0
ban_2631_wor_12093,David Eddings,David Eddings,,Paperback,ban_2631,wor_12093,9780345369352,9780345369352,384,384,10/28/90,(13 Oct 1990),Random House Publishing Group,Random House USA Inc ,Sorceress of Darshiva,Sorceress of Darshiva,1
ban_134_wor_28614,Scott Westerfeld,Scott Westerfeld,,Paperback,ban_134,wor_28614,9781442419810,9781471181443,432,448,5/3/11,(6 Sep 2018),Simon Pulse,Simon & Schuster Ltd ,Uglies,Uglies,0
ban_138_wor_32774,David Levithan,David Levithan,,Hardback,ban_138,wor_32774,9780307931894,9780307931887,384,324,9/10/13,(28 Aug 2012),Random House Children's Books,Random House USA Inc ,Every Day,Every Day,0
ban_2913_wor_24083,Melanie Benjamin,Melanie Benjamin,,Paperback,ban_2913,wor_24083,9780385344166,9780385344166,480,448,04/03/2012,(18 May 2012),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,The Autobiography of Mrs. Tom Thumb,The Autobiography Of Mrs. Tom Thumb,1
ban_2388_wor_45248,Julian Houston,Julian Houston,,Hardback,ban_2388,wor_45248,9780618884056,9780618432530,288,282,1/14/08,(14 Jan 2008),Houghton Mifflin Harcourt,Houghton Mifflin ,New Boy,New Boy,0
ban_43_wor_28584,Jay Asher,Jay Asher,,Paperback,ban_43,wor_28584,9781595141880,9781595141880,336,288,6/14/11,(14 Jun 2011),Penguin Young Readers Group,Razorbill ,Thirteen Reasons Why,Thirteen Reasons Why,1
ban_1868_wor_34571,Ying Chang Compestine,Ying Chang Compestine,,Paperback,ban_1868,wor_34571,9780312581497,9780312581497,272,248,9/29/09,(29 Sep 2009),Square Fish,Square Fish ,Revolution Is Not a Dinner Party,Revolution Is Not a Dinner Party,1
ban_2530_wor_46509,Suzanne Supplee,Suzanne Supplee,,Paperback,ban_2530,wor_46509,9780142414279,9780142414279,288,288,5/14/09,(14 May 2009),Penguin Young Readers Group,Penguin Putnam Inc ,Artichoke's Heart,Artichoke's Heart,1
ban_2204_wor_35133,Andy Andrews,Andy Andrews,,Paperback,ban_2204,wor_35133,9781400304271,9780785273226,160,240,5/13/04,(1 Jan 2000),"Nelson, Thomas, Inc.",Thomas Nelson Publishers ,The Young Traveler's Gift: Seven Decisions That Determine Personal Success,The Traveler's Gift: Seven Decisions that Determine Personal Success,0
ban_726_wor_30863,John Corey Whaley,John Corey Whaley,,Hardback,ban_726,wor_30863,9781442458734,9781442458727,368,340,3/24/15,(1 Apr 2014),Atheneum Books for Young Readers,Atheneum Books for Young Readers ,Noggin,Noggin,0
ban_1773_wor_40193,Kimberly Derting,Kimberly Derting,,Paperback,ban_1773,wor_40193,9780061779831,9780755378951,352,336,2/15/11,(11 Nov 2010),HarperCollins Publishers,Headline Publishing Group ,The Body Finder,The Body Finder,0
ban_1384_wor_36226,Andrew Klavan,Andrew Klavan,,Paperback,ban_1384,wor_36226,9781595545862,9781595545862,346,345,6/8/10,(28 Jun 2010),"Nelson, Thomas, Inc.",Westbow Press ,The Last Thing I Remember,The Last Thing I Remember,1
ban_1862_wor_36828,Katie Alender,Katie Alender,,Paperback,ban_1862,wor_36828,9780545468107,9780545468107,304,304,8/26/14,(26 Aug 2014),"Scholastic, Inc.",Scholastic Paperbacks ,"Marie Antoinette, Serial Killer","Marie Antoinette, Serial Killer",1
ban_463_wor_29067,Pittacus Lore,Pittacus Lore,,Paperback,ban_463,wor_29067,9780062211101,9781405912624,416,320,7/24/12,(2 Nov 2012),HarperCollins Publishers,Penguin Books Ltd ,I Am Number Four: The Lost Files: The Legacies,I Am Number Four: The Lost Files: The Legacies,0
ban_458_wor_34615,Libba Bray,Libba Bray,,Hardback,ban_458,wor_34615,9780316126106,9780316224260,608,800,12/3/13,(18 Sep 2012),"Little, Brown Books for Young Readers","Little, Brown Books for Young Readers ",The Diviners,The Diviners,0
ban_134_wor_28622,Scott Westerfeld,Scott Westerfeld,,Hardback,ban_134,wor_28622,9781442419810,9781416936381,432,432,5/3/11,(1 Jun 2011),Simon Pulse,Simon & Schuster ,Uglies,Uglies,0
ban_1454_wor_32328,Kirby Larson,Kirby Larson,,Hardback,ban_1454,wor_32328,9780385735957,9780606074902,304,289,12/23/08,(23 Dec 2008),Random House Children's Books,Turtleback Books ,Hattie Big Sky,Hattie Big Sky,0
ban_45_wor_3850,Sandra Cisneros,Sandra Cisneros,,Paperback,ban_45,wor_3850,9780679734772,9780679734772,144,110,1/28/84,(30 Apr 1991),Knopf Doubleday Publishing Group,Random House USA Inc ,The House on Mango Street,The House on Mango Street,1
ban_633_wor_32168,Livia Bitton-Jackson,Livia Bitton-Jackson,,,ban_633,wor_32168,9780689823954,9781620647387,224,-1,3/1/99,(14 May 2013),Simon Pulse,Blackstone Audiobooks ,I Have Lived a Thousand Years: Growing Up in the Holocaust,I Have Lived a Thousand Years: Growing Up in the Holocaust,0
ban_726_wor_30866,John Corey Whaley,John Corey Whaley,,,ban_726,wor_30866,9781442458734,9781442369856,368,7,3/24/15,(8 Apr 2014),Atheneum Books for Young Readers,Simon & Schuster Audio ,Noggin,Noggin,0
ban_1954_wor_18608,William Sleator,William Sleator,,Paperback,ban_1954,wor_18608,9780140345803,9780140345803,176,176,10/21/04,(25 Apr 1991),Penguin Young Readers Group,Penguin Books Ltd ,House of Stairs,Sleator William : House of Stairs,1
ban_882_wor_10146,Stephen King,Stephen King,,Hardback,ban_882,wor_10146,9780451160447,9780670220267,528,526,11/28/83,(26 May 1983),Penguin Publishing Group,Viking Books ,Christine,Christine,0
ban_2169_wor_41879,Carolyn Meyer,Carolyn Meyer,,Paperback,ban_2169,wor_41879,9780152050863,9780152050863,240,230,1/1/09,(1 May 2004),Houghton Mifflin Harcourt,Harcourt Children's Books ,Doomed Queen Anne,Doomed Queen Anne: A Young Royals Book,1
ban_257_wor_23098,Richard Paul Evans,Richard Paul Evans,,Paperback,ban_257,wor_23098,9781442468122,9781476718637,352,317,7/10/12,(4 Jun 2013),Simon Pulse/Mercury Ink,Simon & Schuster ,The Prisoner of Cell 25,Miles to Go: The Second Journal of the Walk,0
ban_1928_wor_36877,Andrea Cremer,Andrea Cremer,,Paperback,ban_1928,wor_36877,9780142424933,9780142424933,480,430,1/8/13,(8 Jan 2013),Penguin Young Readers Group,Penguin Putnam Inc ,Rift,Rift,1
ban_577_wor_21120,C. S. Lewis,C. S. Lewis,,Paperback,ban_577,wor_21120,9780064471077,9780007117307,288,768,3/28/02,(1 Oct 2001),HarperCollins Publishers,HarperCollins Publishers ,The Voyage of the Dawn Treader,The Chronicles of Narnia,0
ban_1580_wor_46501,Elizabeth Alder,Elizabeth Alder,,Paperback,ban_1580,wor_46501,9780440220114,9780440220114,272,272,7/28/97,(7 Jul 1997),Random House Children's Books,Laurel Leaf Library ,The King's Shadow,The King's Shadow,1
ban_4925_wor_23665,Johnson James Weldon 1871-1938,James Weldon Johnson,,Paperback,ban_4925,wor_23665,9781314015218,9781374840157,234,140,01/28/2013,(24 May 2017),HardPress Publishing,Pinnacle Press ,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_2541_wor_3922,Sherry Garland,Sherry Garland,,Paperback,ban_2541,wor_3922,9780152000981,9780152000981,288,288,4/28/94,(29 Apr 1994),Houghton Mifflin Harcourt,Houghton Mifflin ,Song of the Buffalo Boy,Song of the Buffalo Boy,1
ban_697_wor_29037,Eoin Colfer,Eoin Colfer,,Paperback,ban_697,wor_29037,9781423124559,9780141339139,368,384,7/14/09,(7 Apr 2011),Disney-Hyperion,Penguin Books Ltd ,Artemis Fowl: The Opal Deception,Artemis Fowl and the Opal Deception,0
ban_1913_wor_36875,Andrea Cremer,Andrea Cremer,,Paperback,ban_1913,wor_36875,9780147508607,9780147508607,352,307,11/4/14,(4 Nov 2014),Penguin Young Readers Group,Speak ,Snakeroot,Snakeroot,1
ban_1375_wor_46964,Silver RavenWolf,Silver Ravenwolf,,,ban_1375,wor_46964,9780738703190,9781494511715,608,-1,2/1/03,(23 Jun 2015),"Llewellyn Worldwide, Ltd.","Tantor Media, Inc ",Solitary Witch: The Ultimate Book of Shadows for the New Generation,Solitary Witch: The Ultimate Book of Shadows for the New Generation,0
ban_139_wor_16607,Frank McCourt,Frank McCourt,,Paperback,ban_139,wor_16607,9780684842677,9780684842677,368,363,5/25/99,(25 May 1999),Scribner,Simon & Schuster ,Angela's Ashes: A Memoir,Angela's Ashes,1
ban_2603_wor_45949,Margaret Bechard,Margaret Bechard,,Paperback,ban_2603,wor_45949,9780689862687,9780689862687,176,176,12/1/03,(1 Dec 2003),Simon Pulse,Simon Pulse ,Hanging on to Max,Hanging on to Max,1
ban_551_wor_28782,Paul Fleischman,Paul Fleischman,,Paperback,ban_551,wor_28782,9780312629113,9780312629113,144,133,10/12/10,(27 Oct 2010),Square Fish,Palgrave USA ,Whirligig,Whirligig,1
ban_1757_wor_34088,Alison  Goodman,Alison Goodman,,Paperback,ban_1757,wor_34088,9780142417119,9780142417119,576,531,8/31/10,(31 Aug 2010),Penguin Young Readers Group,Penguin Putnam Inc ,Eon,Eon: Dragoneye Reborn,1
ban_2776_wor_8093,Marion Zimmer Bradley,,,Paperback,ban_2776,wor_8093,9780451456526,9780451456526,480,448,6/28/98,(25 Jun 1998),Penguin Publishing Group,Penguin Putnam Inc ,Lady of Avalon,Lady of Avalon,1
ban_868_wor_32303,Alexander Gordon Smith,Alexander Gordon Smith,,Paperback,ban_868,wor_32303,9781250029423,9781250029423,336,312,6/25/13,(25 Jun 2013),Square Fish,Square Fish ,Execution: Escape from Furnace 5,Execution,1
ban_419_wor_29104,Kristin Cashore,Kristin Cashore,,Paperback,ban_419,wor_29104,9780142415917,9780142415917,528,461,1/25/11,(25 Jan 2011),Penguin Young Readers Group,Penguin Putnam Inc ,Fire,Fire,1
ban_2894_wor_12767,Mohandas K. Gandhi,"Mahatma Gandhi, Mahadev Desai, Sissela Bok",,Paperback,ban_2894,wor_12767,9780807059098,9780807059098,560,560,11/28/1993,(1 Nov 1993),Beacon Press,Beacon Press ,An Autobiography: The Story of My Experiments with Truth,An Autobiography: The Story of My Experiences with Truth,1
ban_979_wor_3408,Lewis Carroll,"Lewis Carroll, Helen Oxenbury",,Paperback,ban_979,wor_3408,9780141321073,9781406360431,176,208,6/19/08,(4 Dec 2014),Penguin Young Readers Group,Walker Books Ltd ,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
ban_534_wor_23403,Jerry Spinelli,Jerry Spinelli,,Paperback,ban_534,wor_23403,9780375856440,9780375856440,288,274,4/28/09,(28 Apr 2009),Random House Children's Books,Random House USA Inc ,"Love, Stargirl","Love, Stargirl",1
ban_1963_wor_41686,Han Nolan,Han Nolan,,Paperback,ban_1963,wor_41686,9780152046798,9780152046798,312,312,4/14/03,(1 Apr 1996),Houghton Mifflin Harcourt,"Cengage Learning, Inc ",If I Should Die Before I Wake,If I Should Die Before I Wake,1
ban_2097_wor_41517,Lauren Conrad,Lauren Conrad,,Paperback,ban_2097,wor_41517,9780062075192,9780007454921,336,352,10/2/12,(27 Sep 2012),HarperCollins Publishers,HarperCollins Publishers ,The Fame Game,The Fame Game,0
ban_2284_wor_42848,David Clement-Davies,David Clement-Davies,,Paperback,ban_2284,wor_42848,9780142408735,9780142408735,512,498,8/16/07,(16 Aug 2007),Penguin Young Readers Group,Penguin Putnam Inc ,Fire Bringer,Fire Bringer,1
ban_1838_wor_35639,Nagaru Tanigawa,Nagaru Tanigaw,,Paperback,ban_1838,wor_35639,9780316039024,9780316286787,224,176,4/1/09,(29 May 2014),"Little, Brown Books for Young Readers","Little, Brown & Company ",The Melancholy of Haruhi Suzumiya,"The Melancholy of Haruhi Suzumiya, Vol. 18",0
