ids,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title,label
bx_155090_half_2095,Arvella Whitmore,Arvella Whitmore,,,bx_155090,half_2095,9780141303192,9780141303192,-1,192,2001,"Jan. 29th, 2001",Puffin Books,Puffin Books,Trapped Between the Lash and the Gun: A Boy's Journey,Trapped Between Lash and Gun,1
bx_80528_half_356,Sharon M. Draper,Sharon M. Draper,,,bx_80528,half_356,9780689842092,9780689842092,-1,336,2001,"May. 1st, 2001",Simon Pulse,Simon Pulse,Romiette and Julio,Romiette and Julio,1
bx_13187_half_2253,John Marsden,John Marsden,,,bx_13187,half_2253,9780440219514,9780440219514,-1,160,1996,"Apr. 1st, 1996",Laure Leaf,Laurel Leaf Library,Letters from the Inside,Letters from the Inside,1
bx_60495_half_2724,Nathaniel Hawthorne,Nathaniel Hawthorne,,,bx_60495,half_2724,9780451524362,9780812504835,-1,277,1990,"Aug. 15th, 1989",Signet Classics,Tor Classics,The House of the Seven Gables: A Romance,The Scarlet Letter,0
bx_60707_half_1359,James Ramsey Ullman,James Ramsey Ullman,,,bx_60707,half_1359,9780590440639,9780064470483,-1,288,0,"Apr. 15th, 1988",Scholastic Inc,HarperTrophy,Banner In the Sky,Banner in the Sky,0
bx_34455_half_1860,Gary Paulsen,Gary Paulsen,,,bx_34455,half_1860,9780689826993,9780689808821,-1,208,1999,,Simon Pulse,Aladdin Paperbacks,Hatchet,Hatchet,0
bx_191724_half_915,Robert Cormier,Robert Cormier,,,bx_191724,half_915,9780380486526,9780440208358,-1,240,1980,"Feb. 1st, 1991",Avon Books,Laurel Leaf Library,After the First Death,After the First Death,0
bx_20710_half_2775,Mary Rodgers,Mary Rodgers,,,bx_20710,half_2775,9780064400466,9780064400466,-1,144,1973,"Oct. 31st, 1973",HarperTrophy,HarperTrophy,Freaky Friday,Freaky Friday,1
bx_12268_half_772,Karen Cushman,Karen Cushman,,,bx_12268,half_772,9780064406307,9780064406307,-1,128,1996,"Aug. 16th, 1996",HarperTrophy,HarperTrophy,The Midwife's Apprentice,The Midwife's Apprentice,1
bx_115598_half_1000,Antoine de Saint-Exupéry,Antoine de Saint-Exupery,,,bx_115598,half_1000,9780156465113,9780156012072,-1,96,1982,"Jun. 29th, 2000",Harvest Books,Harvest Books,The Little Prince,The Little Prince,0
bx_85209_half_2357,Garth Nix,Garth Nix,,Paperback,bx_85209,half_2357,9780060528737,9780061474354,-1,311,2004,"Apr. 22nd, 2008",Eos,Eos,Abhorsen,Sabriel,0
bx_14120_half_86,Paul Fleischman,Paul Fleischman,,,bx_14120,half_86,9780440228356,9780440228356,-1,144,1999,"Nov. 30th, 1999",Laurel-Leaf Books,Laurel Leaf Library,Whirligig,Whirligig,1
bx_15698_half_547,Katherine Paterson,Katherine Paterson,,,bx_15698,half_547,9780064401845,9780060734015,-1,191,1987,"Dec. 28th, 2004",HarperTrophy,HarperTrophy,Bridge to Terabithia,Bridge to Terabithia,0
bx_49794_half_1212,Tracy Barrett,Tracy Barrett,,,bx_49794,half_1212,9780440415367,9780440415367,-1,224,2000,"Oct. 10th, 2000",Laurel Leaf,Laurel Leaf Library,Anna of Byzantium,Anna of Byzantium,1
bx_161946_half_2288,Ivars  Peterson,Ivars Peterson,,,bx_161946,half_2288,9780471315704,9780471315704,-1,128,1999,"Oct. 14th, 1999",Wiley,Jossey-Bass,Math Trek : Adventures in the Math Zone,Math Trek,1
bx_87013_half_942,Katherine Hall Page,Katherine Paterson,Paperback,,bx_87013,half_942,9780380813858,9780142402542,-1,182,2003,"Sep. 23rd, 2004",Avon,Puffin Books,The Body in the Bonfire,Lyddie,0
bx_53132_half_2713,Tamora Pierce,Tamora Pierce,,,bx_53132,half_2713,9780590554107,9780590554107,-1,232,2000,"Mar. 1st, 2000",Scholastic,Scholastic,Daja's Book,Daja's Book,1
bx_15596_half_1345,Eoin Colfer,Eoin Colfer,,,bx_15596,half_1345,9780786817078,9780786848829,-1,263,2002,"Oct. 2nd, 2007",Miramax Kids,Hyperion Books for Children,Artemis Fowl,Artemis Fowl,0
bx_19512_half_2245,Anne McCaffrey,Anne McCaffrey,,,bx_19512,half_2245,9780689860065,9780689860065,-1,243,2003,"Apr. 1st, 2003",Aladdin,Aladdin Paperbacks,Dragondrums,Dragondrums,1
bx_9770_half_2391,T. A. Barron,T. A. Barron,,Paperback,bx_9770,half_2391,9780812536546,9780441006687,-1,284,1994,"Oct. 31st, 1999",Tor Books,Ace Books,The Ancient One,The Lost Years of Merlin,0
bx_112780_half_512,Richard Peck,Richard Peck,,,bx_112780,half_512,9780803725188,9780141303529,-1,148,2000,"Oct. 9th, 2000",Dial Books,Puffin Books,A Year Down Yonder,A Long Way from Chicago,0
bx_102720_half_547,Katherine Garbera,Katherine Paterson,,,bx_102720,half_547,9780373791286,9780060734015,-1,191,2004,"Dec. 28th, 2004",Harlequin,HarperTrophy,One Hot Weekend,Bridge to Terabithia,0
bx_24219_half_1710,Jane Austen,Jane Austen,,Paperback,bx_24219,half_1710,9780893756116,9780140373370,-1,384,1997,"Oct. 1st, 1995",Troll Communications,Puffin Books,Pride and Prejudice,Pride and Prejudice,0
bx_13423_half_1641,Cynthia Voigt,Cynthia Voigt,,,bx_13423,half_1641,9780689804465,9781416903390,-1,336,1995,"May. 17th, 2005",Simon Pulse,Simon Pulse,"Izzy, Willy-Nilly","Izzy, Willy-Nilly",0
bx_105657_half_927,Louis Sachar,Louis Sachar,,Paperback,bx_105657,half_927,9780380731503,9780380731503,-1,160,1998,"Jun. 1st, 1998",HarperTrophy,HarperTrophy,Wayside School is Falling Down,Wayside School Is Falling Down,1
bx_110671_half_1422,Anthony Horowitz,Anthony Horowitz,,,bx_110671,half_1422,9780399236204,9780399246333,-1,130,2001,"Nov. 1st, 2006",Philomel Books,Philomel Books,Stormbreaker,Stormbreaker,0
bx_215319_half_658,Jean Craighead George,Jean Craighead George,,,bx_215319,half_658,9780673801494,9780060540951,-1,201,1974,"Sep. 16th, 2003",HarperTrophy Books,HarperTrophy,Julie of the Wolves,Julie of the Wolves,0
bx_15676_half_2106,Virginia Hamilton,Virginia Hamilton,,,bx_15676,half_2106,9780020435204,9780020435204,-1,256,1984,"Oct. 1st, 1984",Simon Pulse,Simon Pulse,"House Of Dies Drear, The",The House of Dies Drear,1
bx_61048_half_946,Ben Mikaelsen,Ben Mikaelsen,,,bx_61048,half_946,9780786813360,9780786813360,-1,256,2000,"Apr. 30th, 2000",Hyperion Books for Children,Hyperion Books for Children,Petey,Petey,1
bx_205751_half_2717,Elizabeth Johnson,Elizabeth Alder,,,bx_205751,half_2717,9780785800293,9780440220114,-1,272,1994,"Jul. 7th, 1997",Book Sales,Laurel Leaf Library,How to Paint Miniatures,The King's Shadow,0
bx_11327_half_760,Mark Twain,Mark Twain,,,bx_11327,half_760,9780895772176,9780143039563,-1,231,1980,"Feb. 1st, 2006",Readers Digest Assn,Penguin Books,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
bx_151916_half_891,Marjorie Kinnan Rawlings,Marjorie Kinnan Rawlings,,,bx_151916,half_891,9780689846236,9780689846236,-1,528,2001,"Sep. 1st, 2001",Aladdin,Aladdin Paperbacks,The Yearling,The Yearling,1
bx_85423_half_666,Joan Bauer,Joan Bauer,,,bx_85423,half_666,9780399231421,9780142404249,-1,186,2000,"May. 1st, 2005",Putnam Publishing Group,Speak,Hope Was Here,Hope Was Here,0
bx_40654_half_1618,Clive Barker,Clive Barker,,,bx_40654,half_1618,9780060280925,9780064407335,-1,388,2002,,Joanna Cotler,HarperTrophy,Abarat,Abarat,0
bx_18276_half_335,Jerry Spinelli,Jerry Spinelli,,,bx_18276,half_335,9780679885504,9780679885504,-1,176,1997,"Mar. 18th, 1997",Yearling Books,Yearling Books,Crash,Crash,1
bx_6841_half_1953,Betsy Byars,Betsy Cromer Byars,,,bx_6841,half_1953,9780140314205,9780140314205,-1,129,1996,"Jul. 30th, 1981",Puffin Books,Puffin Books,The Summer of the Swans,The Summer of the Swans,1
bx_229931_half_2351,Celia Rees,Celia Rees,,,bx_229931,half_2351,9780747546399,9780763618292,-1,272,2000,,Bloomsbury,Candlewick Press (MA),Witch Child,Witch Child,0
bx_49895_half_2976,Rosemary Sutcliff,Rosemary Sutcliff,,,bx_49895,half_2976,9780374443023,9780374443023,-1,240,1994,"Jun. 30th, 1994","Farrar, Straus and Giroux (BYR)",Farrar Straus Giroux,The Lantern Bearers,The Lantern Bearers,1
bx_11188_half_547,Katherine Paterson,Katherine Paterson,,,bx_11188,half_547,9780060739416,9780060734015,-1,191,2004,"Dec. 28th, 2004",HarperTrophy,HarperTrophy,Bridge to Terabithia,Bridge to Terabithia,0
bx_173164_half_1351,Kathleen Karr,Kathleen Karr,,,bx_173164,half_1351,9780374327736,9780374427986,-1,208,1998,"Sep. 1st, 2000",Farrar Straus Giroux,Farrar Straus Giroux,The Great Turkey Walk,The Great Turkey Walk,0
bx_6529_half_507,Eoin Colfer,Eoin Colfer,,,bx_6529,half_507,9780786817085,9780786817085,-1,288,2003,"May. 31st, 2003",Miramax Kids,Hyperion Books for Children,The Arctic Incident,The Arctic Incident,1
bx_254163_half_422,JEFF SMITH,Roland Smith,,Paperback,bx_254163,half_422,9780517203651,9781585363254,-1,302,1999,"Aug. 27th, 2008",Gramercy,Sleeping Bear Press,Frugal Gourmet,Independence Hall,0
bx_58379_half_1485,Eoin Colfer,Eoin Colfer,,,bx_58379,half_1485,9780786814930,9780786814930,-1,309,2004,"May. 31st, 2004",Miramax Kids,Hyperion Books for Children,The Eternity Code,The Eternity Code,1
bx_172000_half_2434,Gary Paulsen,Gary Paulsen,,,bx_172000,half_2434,9780689827006,9781416939191,-1,162,1999,"May. 1st, 2007",Simon Pulse,Simon Pulse,DOGSONG,Dogsong,0
bx_63506_half_1124,GARY PAULSEN,Gary Paulsen,,,bx_63506,half_1124,9780440210238,9780440210238,-1,192,1991,"Aug. 31st, 1991",Laure Leaf,Laurel Leaf Library,Canyons,Canyons,1
bx_140813_half_2811,Scott O'Dell,Scott O'Dell,,,bx_140813,half_2811,9780440910176,9780440410010,-1,179,1994,"Jan. 31st, 1995",Bantam Doubleday Dell Publishing Group,Yearling Books,Zia,Zia,0
bx_61745_half_2428,PHILIP PULLMAN,Philip Pullman,,Paperback,bx_61745,half_2428,9780440238157,9780440238157,-1,465,2003,"Sep. 9th, 2003",Laurel Leaf,Laurel Leaf Library,The Amber Spyglass,The Amber Spyglass,1
bx_103210_half_695,Lois Duncan,Lois Duncan,,,bx_103210,half_695,9780440228448,9780440228448,-1,208,1999,"Apr. 30th, 1999",Laurel-Leaf Books,Laurel Leaf Library,I Know What You Did Last Summer,I Know What You Did Last Summer,1
bx_11335_half_365,Louis Sachar,Louis Sachar,,Paperback,bx_11335,half_365,9780380698714,9780380731480,-1,128,1985,"Jun. 1st, 1998",HarperTrophy,HarperTrophy,Sideways Stories from Wayside School,Sideways Stories from Wayside School,0
bx_201913_half_1618,Clive Barker,Clive Barker,,,bx_201913,half_1618,9780064407335,9780064407335,-1,388,2003,,HarperTrophy,HarperTrophy,Abarat,Abarat,1
bx_91982_half_1027,James Dale,James Howe,,,bx_91982,half_1027,9780373440061,9781416926849,-1,278,1996,"Sep. 1st, 2006",Harlequin,Simon Pulse,Seven Year Itch,13,0
bx_266563_half_2323,Angela Johnson,Angela Johnson,,,bx_266563,half_2323,9780613285179,9780689822902,-1,144,2001,"Aug. 1st, 2000",Sagebrush Bound,Simon Pulse,Heaven,Heaven,0
bx_109679_half_2755,Erich Marie Remarque,Erich Maria Remarque,,Paperback,bx_109679,half_2755,9780316739924,9780835910637,-1,90,1929,"May. 1st, 1998","Little, Brown",Globe Fearon,All Quiet on the Western Front,All Quiet on the Western Front,0
bx_19212_half_2831,Robin Burcell,Robin Mayhall,,,bx_19212,half_2831,9780061057878,9780761385486,-1,128,2003,"Apr. 1st, 2013",Avon,Graphic Universe,Deadly Legacy,"#07 He Loves Me, He Loves Me Not",0
bx_22494_half_256,Susan Cooper,Susan Cooper,Paperback,Paperback,bx_22494,half_256,9780689829833,9780689829833,-1,232,1999,"Oct. 1st, 1999",Aladdin,Aladdin Paperbacks,Dark is Rising,The Dark Is Rising,1
bx_4195_half_596,GARY PAULSEN,Gary Paulsen,,,bx_4195,half_596,9780440409946,9780152058807,-1,157,1995,"Mar. 1st, 2007",Yearling,Harcourt Paperbacks,Harris and Me,Harris and Me,0
bx_31907_half_986,H. G. Wells,H. G. Wells,,,bx_31907,half_986,9780486284729,9780553213515,-1,128,1995,"Jan. 1st, 1984",Dover Publications,Bantam Classics,The Time Machine,The Time Machine,0
bx_191059_half_2993,Polly Horvath,Polly Horvath,,,bx_191059,half_2993,9780888995520,9780374410421,-1,195,2003,"Oct. 1st, 2005",Farrar Straus Giroux,Farrar Straus Giroux,The Canning Season,The Canning Season,0
bx_59761_half_2345,Bram Stoker,Bram Stoker,,Paperback,bx_59761,half_2345,9780140367171,9780141325668,-1,612,1995,"Jun. 11th, 2009",Puffin Books,Puffin Books,Dracula,Dracula,0
bx_11184_half_952,Jerry Spinelli,Jerry Spinelli,,,bx_11184,half_952,9780060739485,9780060592820,-1,227,2004,"Sep. 7th, 2004",HarperTrophy,HarperTrophy,Wringer,Wringer,0
bx_21367_half_194,James Lincoln Collier,James Lincoln Collier,,,bx_21367,half_194,9780590427920,9780590427920,-1,224,1989,"May. 1st, 1985",Scholastic Paperbacks,Scholastic Paperbacks,My Brother Sam Is Dead,My Brother Sam Is Dead,1
bx_30682_half_1910,Stormie Omartian,Stormie Omartian,,,bx_30682,half_1910,9780736908559,9780736901901,-1,203,2002,"Jul. 1st, 2005",Harvest House Publishers,Harvest House s,The Power of a Praying Woman,The Power of a Praying Teen,0
bx_79725_half_2391,T. A. Barron,T. A. Barron,,Paperback,bx_79725,half_2391,9780441007134,9780441006687,-1,284,2000,"Oct. 31st, 1999",Ace Books,Ace Books,The Fires of Merlin,The Lost Years of Merlin,0
bx_15103_half_2351,Celia Rees,Celia Rees,,,bx_15103,half_2351,9780763618292,9780763618292,-1,272,2002,,Candlewick Press (MA),Candlewick Press (MA),Witch Child,Witch Child,1
bx_78531_half_57,J. R. R. Tolkien,J. R. R. Tolkien,,,bx_78531,half_57,9780788789823,9780618002214,-1,320,2001,"Sep. 15th, 1999",Recorded Books,Houghton Mifflin Harcourt (HMH),The Hobbit,The Hobbit,0
bx_10518_half_336,JERRY SPINELLI,Jerry Spinelli,,,bx_10518,half_336,9780375822339,9780375822339,-1,186,2002,"May. 14th, 2002",Knopf Books for Young Readers,Alfred A. Knopf,Stargirl,Stargirl,1
bx_11666_half_85,Laurie Halse Anderson,Laurie Halse Anderson,,,bx_11666,half_85,9780689848919,9780689848919,-1,256,2002,"Mar. 1st, 2002",Aladdin,Aladdin Paperbacks,Fever 1793,Fever 1793,1
bx_10439_half_94,J. K. Rowling,J. K. Rowling,,Paperback,bx_10439,half_94,9780439420105,9780439064873,-1,341,2002,"Sep. 1st, 2000",Scholastic,Scholastic,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0
bx_8799_half_273,LOIS LOWRY,Lois Lowry,,,bx_8799,half_273,9780553571332,9780553571332,-1,192,1999,"May. 11th, 1999",Bantam Books for Young Readers,Starfire,The Giver,The Giver,1
bx_89420_half_1698,Ursula K. LeGuin,Ursula K. Le Guin,,,bx_89420,half_1698,9780689845369,9780689845369,-1,192,2001,"Sep. 1st, 2001",Simon Pulse,Simon Pulse,The Tombs of Atuan : The Earthsea Cycle,The Tombs of Atuan,1
bx_57966_half_305,GARY PAULSEN,Gary Paulsen,,,bx_57966,half_305,9780440407539,9780440407539,-1,144,1993,"Jan. 1st, 1993",Yearling,Yearling Books,The River,The River,1
bx_34455_half_1479,Gary Paulsen,Gary Paulsen,,,bx_34455,half_1479,9780689826993,9780689826993,-1,189,1999,,Simon Pulse,Simon Pulse,Hatchet,Hatchet,1
bx_214214_half_518,James Hilton,James Patterson,,,bx_214214,half_518,9780848803643,9780316154277,-1,405,1976,"Sep. 1st, 2008",Amereon Limited,"Little, Brown Young Readers",Goodbye Mr Chips,Saving the World and Other Extreme Sports,0
bx_60008_half_1872,Anne McCaffrey,Anne McCaffrey,,,bx_60008,half_1872,9780689860072,9780689860072,-1,288,2003,"Apr. 1st, 2003",Aladdin,Aladdin Paperbacks,Dragonsinger,Dragonsinger,1
bx_193512_half_2809,Klutz Press,Klutz Press,,,bx_193512,half_2809,9781570540813,9781570540813,-1,62,1997,"Mar. 31st, 1997",Klutz Press,Klutz,Coin Magic,Coin Magic [With Double-Headed Quarter],1
bx_11186_half_364,Jean Craighead George,Jean Craighead George,,,bx_11186,half_364,9780060739447,9780064400589,-1,170,2004,"Jun. 6th, 1997",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves,0
bx_108797_half_819,an Na,An Na,,,bx_108797,half_819,9780142500279,9780142500279,-1,160,2003,"Jan. 13th, 2003",Speak,Speak,A Step from Heaven,A Step from Heaven,1
bx_80592_half_2124,Rosa Guy,Rosa Guy,,,bx_80592,half_2124,9780440226673,9780440226673,-1,192,1983,"Dec. 18th, 1995",Laurel-Leaf Books,Laurel Leaf Library,The Friends,The Friends,1
bx_257811_half_2141,William Shakespeare,William Shakespeare,,,bx_257811,half_2141,9780435190095,9780810993259,-1,208,0,"Apr. 1st, 2007",Heinemann,ABRAMS,Romeo and Juliet,Romeo and Juliet,0
bx_114402_half_148,Walter Farley,Walter Farley,Hardback,Paperback,bx_114402,half_148,9780394921457,9780679813439,-1,224,1971,"Aug. 20th, 1991",Random House Children's Books,Random House Children's Books,The Black Stallion and the Girl,The Black Stallion,0
bx_7603_half_2231,Louise Rennison,Louise Rennison,,,bx_7603,half_2231,9780064472272,9780064472272,-1,272,2001,"Apr. 10th, 2001",HarperTempest,HarperTempest,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson","Angus, Thongs and Full-Frontal Snogging",1
bx_155669_half_1329,Walter Dean Myers,Walter Dean Myers,,,bx_155669,half_1329,9780060295196,9780064472906,-1,223,2004,"Mar. 29th, 2005",Amistad,Amistad Press,Shooter,Shooter,0
bx_21375_half_1710,Jane Austen,Jane Austen,,Paperback,bx_21375,half_1710,9780141439518,9780140373370,-1,384,2003,"Oct. 1st, 1995",Penguin Books,Puffin Books,Pride and Prejudice,Pride and Prejudice,0
bx_259154_half_2048,Mark Twain,Mark Twain,,,bx_259154,half_2048,9780590024266,9780689831393,-1,544,1983,"Aug. 1st, 1999",Scholastic,Aladdin Paperbacks,The Adventures of Huckleberry Finn,The Adventures of Huckleberry Finn,0
bx_1135_half_537,Gary Paulsen,Gary Paulsen,,,bx_1135,half_537,9780440414711,9780440414711,-1,144,1999,"Jun. 8th, 1999",Yearling Books,Yearling Books,My Life in Dog Years,My Life in Dog Years,1
bx_72307_half_2235,Terry Spencer Hesser,Terry Spencer Hesser,,,bx_72307,half_2235,9780440413141,9780440413141,-1,160,1999,"Nov. 9th, 1999",Laurel-Leaf Books,Laurel Leaf Library,Kissing Doorknobs,Kissing Doorknobs,1
bx_39973_half_1843,Andrew Lang,Andrew Lang,,,bx_39973,half_1843,9780486214375,9780486214375,-1,390,1965,"Jun. 1st, 1965",Dover Publications,Dover Publications,The Blue Fairy Book,The Blue Fairy Book,1
bx_187052_half_1215,Lisi Harrison,Lisi Harrison,,,bx_187052,half_1215,9780316701297,9780316701297,-1,224,2004,"May. 5th, 2004","Little, Brown",Poppy Books,The Clique,The Clique,1
bx_173815_half_1732,Suzanne Jacob,Suzanne Weyn,,,bx_173815,half_1732,9782020094344,9780439803854,-1,265,1987,"Aug. 31st, 2006",Seuil,Scholastic Paperbacks,La passion selon Galatée: Roman,The Bar Code Rebellion,0
bx_242743_half_2411,Brent Hartinger,Brent Hartinger,,,bx_242743,half_2411,9780060012212,9780060012236,-1,226,2003,"Feb. 17th, 2004",HarperTempest,HarperTempest,Geography Club,Geography Club,0
bx_1543_half_2277,Meg Cabot,Meg Cabot,,,bx_1543,half_2277,9780380814022,9780380814022,-1,304,2001,,HarperTrophy,HarperTrophy,The Princess Diaries,The Princess Diaries,1
bx_183160_half_1203,Ann Rinaldi,Ann Rinaldi,,Paperback,bx_183160,half_1203,9780152046842,9780152046842,-1,336,2003,"Jul. 1st, 2003",Gulliver Books Paperbacks,Graphia Books,The Secret of Sarah Revere,The Secret of Sarah Revere,1
bx_25307_half_2897,Clamp,CLAMP,,,bx_25307,half_2897,9781892213761,9781892213761,-1,192,2002,,Tokyopop,TokyoPop,"Cardcaptor Sakura: Master of the Clow, Book 2","Cardcaptor Sakura, Volume 2",1
bx_28598_half_82,LOUIS SACHAR,Louis Sachar,,,bx_28598,half_82,9780440228592,9780440228592,-1,256,2001,"Aug. 14th, 2001",Laurel Leaf,Laurel Leaf Library,Holes,Holes,1
bx_92313_half_2950,Garth Nix,Garth Nix,,,bx_92313,half_2950,9780439436557,9780439436557,-1,336,2004,"Jan. 1st, 2004",Scholastic Paperbacks,Scholastic Paperbacks,Grim Tuesday,The Keys to the Kingdom #2,1
bx_252329_half_2879,Bess Streeter Aldrich,Bess Streeter Aldrich,,Paperback,bx_252329,half_2879,9780140384284,9780140384284,-1,256,1997,"Apr. 1st, 1997",Puffin Books,Puffin Books,A Lantern in Her Hand,A Lantern in Her Hand,1
bx_91916_half_1161,Nancy Garden,Nancy Garden,,,bx_91916,half_1161,9780374404147,9780374400118,-1,263,1992,"Feb. 20th, 2007","Farrar, Straus and Giroux (BYR)",Farrar Straus Giroux,Annie on My Mind,Annie on My Mind,0
bx_89991_half_1848,Jean Craighead George,Jean Craighead George,,,bx_89991,half_1848,9780064471466,9780064405737,-1,240,1996,"Jan. 18th, 1996",Harpercollins Juvenile Books,HarperTrophy,Julie of the Wolves,Julie,0
bx_12269_half_1168,Sook Nyul Choi,Sook Nyul Choi,,,bx_12269,half_1168,9780440407591,9780440407591,-1,176,1993,"Jan. 1st, 1993",Yearling Books,Yearling Books,Year of Impossible Goodbyes,Year of Impossible Goodbyes,1
bx_180552_half_2656,Marvin Terban,Marvin Terban,,,bx_180552,half_2656,9780590306980,9780439764216,-1,272,1998,"Jul. 1st, 2006",Scholastic Reference,Scholastic Reference,The Scholastic Dictionary of Spelling,Scholastic Dictionary of Spelling,0
bx_183996_half_795,Kenneth Goddard,Kenneth Oppel,,Paperback,bx_183996,half_795,9780553108835,9781416949985,-1,216,2001,"Sep. 1st, 2007",Bantam Books,Aladdin Paperbacks,Outer Perimeter,Silverwing,0
bx_25237_half_971,Lois Lenski,Lois Lenski,,,bx_25237,half_971,9780064461627,9780064461627,-1,320,1995,"Feb. 18th, 1995",HarperTrophy,HarperTrophy,Indian Captive : The Story of Mary Jemison,Indian Captive,1
bx_84906_half_512,Richard Peck,Richard Peck,,,bx_84906,half_512,9780141303529,9780141303529,-1,148,2000,"Oct. 9th, 2000",Puffin Books,Puffin Books,A Long Way from Chicago: A Novel in Stories,A Long Way from Chicago,1
bx_66180_half_4,Louis Sachar,Louis Sachar,,,bx_66180,half_4,9780747546481,9780440414803,-1,240,2000,"May. 9th, 2000",Bloomsbury Pub Ltd,Yearling Books,Holes,Holes,0
bx_22491_half_1696,Christopher Pike,Christopher Pike,,Paperback,bx_22491,half_1696,9780671676568,9781416983095,-1,581,1989,"Jan. 5th, 2010",Simon Pulse,Simon Pulse,SCAVENGER HUNT,"Phantom, Evil Thirst, Creatures of Forever",0
bx_5772_half_336,Jerry Spinelli,Jerry Spinelli,,,bx_5772,half_336,9781841219264,9780375822339,-1,186,2002,"May. 14th, 2002",Orchard Books,Alfred A. Knopf,Stargirl,Stargirl,0
bx_14745_half_599,Michelle Magorian,Michelle Magorian,,,bx_14745,half_599,9780064401746,9780064401746,-1,336,1986,"Nov. 13th, 1986",HarperTrophy,HarperTrophy,"Good Night, Mr. Tom","Good Night, Mr. Tom",1
bx_183576_half_921,Jack London,Jack London,,Paperback,bx_183576,half_921,9781853265716,9780141321110,-1,307,1997,"Jun. 19th, 2008",Wordsworth Editions Ltd,Puffin Books,Call of the Wild White Fang,White Fang,0
bx_191415_half_1153,Melvin Burgess,Melvin Burgess,,,bx_191415,half_1153,9780060521875,9780060521875,-1,384,2003,"May. 31st, 2003",Avon,Avon Books,Smack,Smack,1
bx_3724_half_200,LOUIS SACHAR,Louis Sachar,,,bx_3724,half_200,9780440419464,9780440419464,-1,256,2003,"Mar. 31st, 2003",Yearling,Yearling Books,Holes,Holes,1
bx_1585_half_243,Scott O'Dell,Scott O'Dell,,,bx_1585,half_243,9780440940005,9780440940005,-1,197,1978,"Mar. 31st, 1978",Laure Leaf,Laurel Leaf Library,Island of the Blue Dolphins,Island of the Blue Dolphins,1
bx_86881_half_2048,Mark Twain,Mark Twain,,,bx_86881,half_2048,9780689831393,9780689831393,-1,544,1999,"Aug. 1st, 1999",Aladdin,Aladdin Paperbacks,The Adventures of Huckleberry Finn,The Adventures of Huckleberry Finn,1
bx_245039_half_513,Peg Kehret,Peg Kehret,,,bx_245039,half_513,9780671009625,9780689852732,-1,148,1998,"Aug. 24th, 2004",Aladdin,Aladdin Paperbacks,The BLIZZARD DISASTER,Escaping the Giant Wave,0
bx_28293_half_1573,Herge,Herge,,Paperback,bx_28293,half_1573,9780316358491,9780316358491,-1,62,1978,"May. 30th, 1978","Little, Brown","Little, Brown Books for Young Readers",Tintin and the Picaros,Tintin and the Picaros,1
bx_230739_half_2658,Patricia Reilly Giff,Patricia Reilly Giff,,,bx_230739,half_2658,9780440730460,9780440415817,-1,158,1983,"Sep. 13th, 2005",Yearling Books,Yearling Books,Gift of Pirate Queen,Maggie's Door,0
bx_115128_half_1665,Todd Strasser,Todd Strasser,,,bx_115128,half_1665,9780590978057,9781416994435,-1,222,1999,"Feb. 23rd, 2010",Scholastic,Simon & Schuster Children's Publishing,Help! I'm Trapped in My Lunch Lady's Body,If I Grow Up,0
bx_29533_half_1051,Harold Keith,Harold Keith,,,bx_29533,half_1051,9780064470308,9780064470308,-1,352,1987,"Sep. 25th, 1987",HarperTrophy,HarperTrophy,Rifles for Watie,Rifles for Watie,1
bx_134884_half_2810,Deborah Schupack,Deborah Ellis,,,bx_134884,half_2810,9780743242219,9780888996459,-1,111,2004,"Mar. 1st, 2006",Free Press,Groundwood Books,The Boy on the Bus : A Novel,Three Wishes,0
bx_109316_half_125,Sharon G. Flake,Sharon G. Flake,,,bx_109316,half_125,9780786804443,9781423103851,-1,171,1998,"Aug. 1st, 2007",Jump Sun,Jump at the Sun,The Skin I'm in,The Skin I'm In,0
bx_6529_half_383,Eoin Colfer,Eoin Colfer,,,bx_6529,half_383,9780786817085,9781423124542,-1,277,2003,"Jun. 1st, 2009",Miramax Kids,Hyperion Books,The Arctic Incident,The Arctic Incident,0
bx_63845_half_2795,Silver RavenWolf,Silver RavenWolf,,,bx_63845,half_2795,9781567187199,9781567187250,-1,288,1999,"Sep. 8th, 1998",Llewellyn Publications,Llewellyn Publications,"Halloween: Customs, Recipes Spells",Teen Witch,0
bx_61699_half_1726,Laurie Halse Anderson,Laurie Halse Anderson,,,bx_61699,half_1726,9780142400012,9780142400012,-1,232,2003,"Sep. 15th, 2003",Speak,Speak,Catalyst,Catalyst,1
bx_17701_half_1657,Jean Craighead George,Jean Craighead George,,,bx_17701,half_1657,9780141312422,9780141312354,-1,258,2001,"May. 21st, 2001",Puffin Books,Puffin Books,My Side of the Mountain,Frightful's Mountain,0
